StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,g_knows_1,g_fake,g_reasonable_1,g_right,g_ability_1,g_situation,e_knows_1,e_fake,e_reasonable_1,e_right,e_ability_1,e_situation,d_knows_1,d_fake,d_reasonable_1,d_right,d_ability_1,d_situation,age,gender,gender_3_TEXT,country_now,country_now_2_TEXT,country_birth,country_birth_2_TEXT,ethnicity,ethnicity_7_TEXT,lvl_edu,english,enjoy_study,nervous_study,difficult_study,boring_study,tiring_study,quickly_study,regularly_study,selfcons_study,motivated_study,important_study,aim_study,comments_study,purpose_study,similar_study,SPI,FL_40_DO,FL_41_DO,FL_50_DO,FL_56_DO
10/29/2020 17:15,10/29/2020 17:22,IP Address,100,445,TRUE,10/29/2020 17:22,R_22rYd9mAXxUxoKD,anonymous,PT,I agree to participate in this study,100,real,0,wrong,100,Gerald knows that the house he is pointing at is a real house.,0,cubic zirconium stones,0,right,88,Emma knows that she chose a necklace made of diamonds.,80,prairie dog,10,wrong,88,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",19,Female,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,1. I enjoyed the study a lot,10. I was not nervous during the study at all,3,10. I did not find the study activity boring at all,7,7,1. I have taken part in many research studies,1. I was very self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,3,"Foi a primeira vez que fiz um estudo de investigação deste tipo, embora faça muitos estudos de investigação semanalmente. ",Analisar a perceção das pessoas face a circunstâncias ,Não ,9043,FL_55|FL_43|FL_49,FL_62,FL_70,FL_73
10/29/2020 17:54,10/29/2020 18:05,IP Address,100,611,TRUE,10/29/2020 18:05,R_27Igqy5GyVXy8mu,anonymous,PT,I agree to participate in this study,82,real,-99,right,-99,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,cubic zirconium stones,0,right,0,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,100,Darrel knows that the animal he saw is a red speckled ground squirrel.,49,Female,-99,United States,-99,United States,-99,White/European,-99,"4-year college degree (B.A., B.S.)",Well,7,5. Not sure,5. Not sure,9,9,9,10. I have never taken part in a research study before,8,9,7,7,-99,-99,-99,23kbUexn,FL_43|FL_49|FL_55,FL_62,FL_69,FL_72
10/29/2020 19:04,10/29/2020 19:14,IP Address,100,623,TRUE,10/29/2020 19:14,R_2DXFE3SLvNF6MHp,anonymous,PT,I agree to participate in this study,-99,real,0,right,0,Gerald knows that the house he is pointing at is a real house.,100,diamonds,19,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,19,Female,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,8,3,6,8,3,2,6,5. Not sure,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,6,-99,-99,-99,9913,FL_49|FL_43|FL_55,FL_64,FL_68,FL_72
10/30/2020 2:35,10/30/2020 2:40,IP Address,100,318,TRUE,10/30/2020 2:40,R_3Oq96voEFcsGYSs,anonymous,PT,I agree to participate in this study,50,fake,50,wrong,20,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,cubic zirconium stones,0,right,0,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,20,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,5. Not sure,10. I was not nervous during the study at all,9,5. Not sure,10. I did not find the study task tiring at all,2,3,2,1. I was strongly motivated to help make the study a success for the researchers,3,3,-99,-99,Não ,9100,FL_43|FL_49|FL_55,FL_64,FL_68,FL_72
10/30/2020 3:09,10/30/2020 3:11,IP Address,100,167,TRUE,10/30/2020 3:11,R_CdDxvVKAcKcb17j,anonymous,PT,I agree to participate in this study,39,fake,72,right,63,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",-99,cubic zirconium stones,-99,wrong,-99,Emma knows that she chose a necklace made of diamonds.,65,prairie dog,-99,right,-99,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",19,Female,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,9,10. I was not nervous during the study at all,3,2,2,5. Not sure,3,5. Not sure,5. Not sure,5. Not sure,7,-99,-99,-99,-99,FL_43|FL_49|FL_55,FL_62,FL_69,FL_72
10/30/2020 4:02,10/30/2020 4:15,IP Address,100,741,TRUE,10/30/2020 4:15,R_2OGx4IMRp3osx79,anonymous,PT,I agree to participate in this study,85,fake,20,wrong,30,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,cubic zirconium stones,0,wrong,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,15,Darrel knows that the animal he saw is a red speckled ground squirrel.,19,Female,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,2,10. I was not nervous during the study at all,9,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,2,2,2,1. I was strongly motivated to help make the study a success for the researchers,3,3,"Nunca tinha feito um estudo ligado à interpretação de histórias e gostei de fazer este. Mesmo não sabendo o objetivo do estudo, acho que as perguntas captaram a minha atenção.",-99,-99,8926,FL_49|FL_55|FL_43,FL_66,FL_69,FL_71
10/30/2020 5:17,10/30/2020 5:29,IP Address,100,709,TRUE,10/30/2020 5:29,R_3mmH474L1C8XoG3,anonymous,PT,I agree to participate in this study,-99,real,1,right,6,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,cubic zirconium stones,7,right,80,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",96,ground squirrel,6,right,3,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",29,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,1. I enjoyed the study a lot,10. I was not nervous during the study at all,7,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,3,1. I was very self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,1. I was trying to work out the aim of the study during my participation,"Há uma parte do estudo que nos questiona se era um cão ou um esquilo, a verdade é que se tivesse uma caixa de resposta era mais fácil. Porque na verdade  não há certeza se era um cão ou esquilo.",Talvez para  avaliar como as pessoas interpretam certas palavras e como elas conseguem mudar o contexto da conversa.,"Em alguns estudos, do sentido das palavras.",9088,FL_49|FL_43|FL_55,FL_62,FL_69,FL_72
10/30/2020 5:34,10/30/2020 5:44,IP Address,100,581,TRUE,10/30/2020 5:44,R_31o3ykm6q9p8PA3,anonymous,PT,I agree to participate in this study,0,real,0,wrong,91,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,0,wrong,0,Emma knows that she chose a necklace made of diamonds.,0,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,18,Female,-99,United States,-99,Other (please specify):,Irlanda,"White/European,Other",Africana ,High school diploma (or GED),Very well,4,1. I was very nervous during the study,5. Not sure,3,8,4,8,4,7,5. Not sure,7,-99,Interpretação da lingua portuguesa,-99,-99,FL_43|FL_49|FL_55,FL_66,FL_69,FL_71
10/30/2020 5:39,10/30/2020 5:52,IP Address,100,780,TRUE,10/30/2020 5:52,R_qU5rfNbi0dsJceB,anonymous,PT,I agree to participate in this study,4,real,5,right,75,Gerald knows that the house he is pointing at is a real house.,79,cubic zirconium stones,83,wrong,13,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",27,ground squirrel,70,right,25,Darrel knows that the animal he saw is a red speckled ground squirrel.,20,Female,-99,United States,-99,United States,-99,I prefer not to answer this question,-99,High school diploma (or GED),Very well,3,10. I was not nervous during the study at all,4,8,9,3,4,4,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,3,-99,-99,-99,9430,FL_55|FL_43|FL_49,FL_66,FL_69,FL_71
10/30/2020 5:46,10/30/2020 5:54,IP Address,100,519,TRUE,10/30/2020 5:54,R_1imRwXjHQjC9E7V,anonymous,PT,I agree to participate in this study,81,fake,14,wrong,80,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",94,diamonds,48,right,58,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,96,Darrel knows that the animal he saw is a red speckled ground squirrel.,40,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,2,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,9,9,3,3,2,2,2,3,-99,-99,-99,9838,FL_43|FL_55|FL_49,FL_64,FL_70,FL_71
10/30/2020 5:45,10/30/2020 5:55,IP Address,100,616,TRUE,10/30/2020 5:55,R_2wnNl8yMZ5ML2bY,anonymous,PT,I agree to participate in this study,100,fake,0,wrong,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,0,right,0,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",100,ground squirrel,0,right,100,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",19,Female,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,1. I enjoyed the study a lot,5. Not sure,4,9,10. I did not find the study task tiring at all,6,7,1. I was very self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,6,1. I was trying to work out the aim of the study during my participation,-99,"não só estudar de que forma os textos podem ser interpretados por diferentes pessoas, mas também as diversas perceções possíveis.",-99,9670,FL_55|FL_49|FL_43,FL_64,FL_68,FL_72
10/30/2020 5:35,10/30/2020 5:55,IP Address,100,1203,TRUE,10/30/2020 5:55,R_1NA2S8ZTf7Lb6ut,anonymous,PT,I agree to participate in this study,0,real,0,right,100,Gerald knows that the house he is pointing at is a real house.,73,diamonds,5,right,15,Emma knows that she chose a necklace made of diamonds.,100,prairie dog,4,wrong,93,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",20,Female,-99,United States,-99,United States,-99,"East or Southeast Asian/Pacific Islander (e.g. from Japan, China, Korea, Vietnam, Thailand, Philippines, native Hawaiian)",-99,Some college or a 2-year college degree (A.A.),Well,1. I enjoyed the study a lot,10. I was not nervous during the study at all,8,8,10. I did not find the study task tiring at all,2,3,2,4,2,5. Not sure,-99,-99,-99,8410,FL_49|FL_55|FL_43,FL_66,FL_68,FL_73
10/30/2020 5:53,10/30/2020 6:02,IP Address,100,547,TRUE,10/30/2020 6:02,R_DJqtPQgeLQwoGKB,anonymous,PT,I agree to participate in this study,90,real,0,right,95,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,0,right,0,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",100,prairie dog,0,right,100,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",19,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,3,10. I was not nervous during the study at all,5. Not sure,7,8,3,4,5. Not sure,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,3,-99,-99,-99,9655,FL_43|FL_49|FL_55,FL_66,FL_68,FL_73
10/30/2020 5:51,10/30/2020 6:08,IP Address,100,1036,TRUE,10/30/2020 6:08,R_2DV8FODCRY5Ui42,anonymous,PT,I agree to participate in this study,82,fake,6,wrong,63,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",82,diamonds,11,right,90,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",64,prairie dog,13,wrong,28,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",18,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,2,10. I was not nervous during the study at all,7,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,3,7,1. I was very self-conscious of the responses I gave in this study,2,4,3,-99,Analisar como a linguagem utilizada e a forma como a informação é apresentada influencia a nossa perceção de acontecimentos e de pessoas,-99,9988,FL_55|FL_49|FL_43,FL_62,FL_70,FL_73
10/30/2020 5:56,10/30/2020 6:11,IP Address,100,950,TRUE,10/30/2020 6:11,R_Ti1HjKiDHC6oKrf,anonymous,PT,I agree to participate in this study,100,fake,0,wrong,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",0,diamonds,0,right,100,Emma knows that she chose a necklace made of diamonds.,100,prairie dog,0,wrong,100,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",18,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,6,10. I was not nervous during the study at all,4,3,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,5. Not sure,4,1. I was strongly motivated to help make the study a success for the researchers,3,3,-99,"Perceber se o facto de falarmos fluentemente português, garante a nossa compreensão da língua ao lermos textos.",Não.,9661,FL_43|FL_49|FL_55,FL_64,FL_68,FL_72
10/30/2020 6:03,10/30/2020 6:14,IP Address,100,703,TRUE,10/30/2020 6:14,R_2fGN1LEJ5l2wlHg,anonymous,PT,I agree to participate in this study,100,fake,0,right,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,0,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",100,ground squirrel,0,right,100,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",18,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,3,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,4,5. Not sure,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,1. I was trying to work out the aim of the study during my participation,-99,-99,-99,9664,FL_49|FL_43|FL_55,FL_64,FL_70,FL_71
10/30/2020 6:15,10/30/2020 6:22,IP Address,100,435,TRUE,10/30/2020 6:22,R_31Zu8in3QACxAqI,anonymous,PT,I agree to participate in this study,100,fake,0,wrong,87,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,15,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",87,ground squirrel,10,right,30,Darrel knows that the animal he saw is a red speckled ground squirrel.,18,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,4,10. I was not nervous during the study at all,4,5. Not sure,6,1. I was able to adjust to the study task very quickly,4,2,1. I was strongly motivated to help make the study a success for the researchers,2,3,-99,-99,-99,9958,FL_43|FL_49|FL_55,FL_64,FL_70,FL_71
10/30/2020 6:07,10/30/2020 6:23,IP Address,100,946,TRUE,10/30/2020 6:23,R_3JsJAS0HLYsMvdO,anonymous,PT,I agree to participate in this study,62,real,0,right,100,Gerald knows that the house he is pointing at is a real house.,100,cubic zirconium stones,0,wrong,0,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,19,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,3,4,4,9,10. I did not find the study task tiring at all,3,1. I have taken part in many research studies,4,4,1. I believe that my participation was contributing to very important research,1. I was trying to work out the aim of the study during my participation,-99,"Percecionar como os participantes interpretam os textos, e a sua capacidade de distinguir entre, por exemplo, saber vs. acreditar",-99,9049,FL_43|FL_49|FL_55,FL_62,FL_69,FL_72
10/30/2020 6:19,10/30/2020 6:43,IP Address,100,1468,TRUE,10/30/2020 6:43,R_3RpGf0Rgl3PRT6b,anonymous,PT,I agree to participate in this study,100,fake,0,wrong,0,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,0,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",100,prairie dog,0,wrong,100,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",19,Female,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,2,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,6,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,1. I have taken part in many research studies,1. I was very self-conscious of the responses I gave in this study,3,5. Not sure,7,-99,-99,-99,9055,FL_55|FL_49|FL_43,FL_64,FL_68,FL_72
10/30/2020 7:00,10/30/2020 7:07,IP Address,100,437,TRUE,10/30/2020 7:07,R_1QGYuSkky4G6mpn,anonymous,PT,I agree to participate in this study,96,fake,34,wrong,24,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",69,diamonds,11,right,64,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",80,ground squirrel,2,right,25,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",19,Female,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,3,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,6,10. I did not find the study task tiring at all,3,4,5. Not sure,2,2,7,-99,-99,-99,8917,FL_55|FL_43|FL_49,FL_64,FL_68,FL_72
10/30/2020 4:53,10/30/2020 7:14,IP Address,100,8451,TRUE,10/30/2020 7:14,R_22V8AsXcCphF5Ux,anonymous,PT,I agree to participate in this study,90,real,20,right,90,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",-99,diamonds,15,right,92,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",5,prairie dog,4,wrong,4,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",22,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,3,7,7,9,9,2,5. Not sure,4,2,2,3,-99,-99,Não,9715,FL_43|FL_55|FL_49,FL_66,FL_68,FL_73
10/30/2020 7:18,10/30/2020 7:40,IP Address,100,1324,TRUE,10/30/2020 7:40,R_1irEzibc24fXmG6,anonymous,PT,I agree to participate in this study,-99,real,5,right,90,Gerald knows that the house he is pointing at is a real house.,80,diamonds,20,right,70,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,prairie dog,75,wrong,20,Darrel knows that the animal he saw is a red speckled ground squirrel.,20,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,4,6,6,8,9,6,6,2,1. I was strongly motivated to help make the study a success for the researchers,2,6,-99,-99,-99,-99,FL_49|FL_55|FL_43,FL_66,FL_68,FL_73
10/30/2020 7:51,10/30/2020 8:03,IP Address,100,730,TRUE,10/30/2020 8:03,R_1ocXuVILvGxev7D,anonymous,PT,I agree to participate in this study,80,fake,0,wrong,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,cubic zirconium stones,0,wrong,0,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,wrong,100,Darrel knows that the animal he saw is a red speckled ground squirrel.,18,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,4,8,5. Not sure,7,9,6,9,5. Not sure,1. I was strongly motivated to help make the study a success for the researchers,3,4,-99,-99,-99,9790,FL_55|FL_49|FL_43,FL_62,FL_69,FL_72
10/30/2020 8:12,10/30/2020 8:24,IP Address,100,686,TRUE,10/30/2020 8:24,R_12LHQqCodmAA1sS,anonymous,PT,I agree to participate in this study,30,real,0,right,0,Gerald knows that the house he is pointing at is a real house.,100,diamonds,0,right,50,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",70,prairie dog,0,wrong,40,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",18,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,2,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,5. Not sure,7,1. I was able to adjust to the study task very quickly,4,3,4,6,1. I was trying to work out the aim of the study during my participation,-99,-99,-99,9844,FL_55|FL_43|FL_49,FL_66,FL_68,FL_73
10/30/2020 8:43,10/30/2020 8:52,IP Address,100,544,TRUE,10/30/2020 8:52,R_1QEqgB4WK82OGS8,anonymous,PT,I agree to participate in this study,30,fake,20,wrong,80,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",70,cubic zirconium stones,20,right,90,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",60,ground squirrel,10,right,75,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",20,Female,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,4,4,8,6,10. I did not find the study task tiring at all,2,6,5. Not sure,1. I was strongly motivated to help make the study a success for the researchers,4,3,-99,Acho que o estudo serve para perceber o que nós dizemos da boca para fora por pensarmos que sabemos tudo vs o que realmente sabemos e conhecemos ,Não,9982,FL_55|FL_49|FL_43,FL_64,FL_70,FL_71
10/30/2020 8:50,10/30/2020 9:07,IP Address,100,1041,TRUE,10/30/2020 9:07,R_3lXKhLWKwqCnRSN,anonymous,PT,I agree to participate in this study,100,fake,50,wrong,30,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",50,diamonds,50,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,10,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,18,Female,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Well,1. I enjoyed the study a lot,5. Not sure,10. I did not find the study tasks difficult to complete at all,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,2,10. I have never taken part in a research study before,3,1. I was strongly motivated to help make the study a success for the researchers,3,1. I was trying to work out the aim of the study during my participation,-99,"Penso que o estudo, em questão, tem como objetivo ""qualificar"" o nível de compreensão da língua portuguesa dos seus participantes. ",-99,9865,FL_43|FL_55|FL_49,FL_64,FL_70,FL_71
10/30/2020 8:59,10/30/2020 9:09,IP Address,100,637,TRUE,10/30/2020 9:09,R_2Bzgj2kyo4RmOks,anonymous,PT,I agree to participate in this study,100,real,30,right,-99,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",80,cubic zirconium stones,20,wrong,70,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",10,ground squirrel,10,right,50,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",19,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,1. I enjoyed the study a lot,10. I was not nervous during the study at all,4,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,1. I have taken part in many research studies,1. I was very self-conscious of the responses I gave in this study,2,1. I believe that my participation was contributing to very important research,1. I was trying to work out the aim of the study during my participation,-99,Fazer uma distinção entre aquilo que sentimos/achamos que vemos e aquilo que realmente vemos.,-99,8920,FL_55|FL_49|FL_43,FL_66,FL_69,FL_71
10/30/2020 9:11,10/30/2020 9:19,IP Address,100,523,TRUE,10/30/2020 9:19,R_2aQeMZg2ZbVFhlo,anonymous,PT,I agree to participate in this study,72,real,33,right,43,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",95,cubic zirconium stones,86,wrong,87,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",92,ground squirrel,0,right,0,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",40,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,1. I enjoyed the study a lot,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,10. I have never taken part in a research study before,6,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,1. I was trying to work out the aim of the study during my participation,-99,-99,-99,-99,FL_43|FL_49|FL_55,FL_62,FL_69,FL_72
10/30/2020 9:20,10/30/2020 9:26,IP Address,100,360,TRUE,10/30/2020 9:26,R_3mlyPbiOHUa1zyn,anonymous,PT,I agree to participate in this study,0,real,0,right,0,Gerald knows that the house he is pointing at is a real house.,89,cubic zirconium stones,2,right,2,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,1,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",40,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,1. I enjoyed the study a lot,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,10. I have never taken part in a research study before,1. I was very self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,1. I was trying to work out the aim of the study during my participation,-99,-99,-99,-99,FL_49|FL_43|FL_55,FL_62,FL_69,FL_72
10/30/2020 9:36,10/30/2020 9:45,IP Address,100,494,TRUE,10/30/2020 9:45,R_1fjemuB94vqpQ28,anonymous,PT,I agree to participate in this study,0,real,0,right,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,cubic zirconium stones,0,wrong,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",54,ground squirrel,4,wrong,80,Darrel knows that the animal he saw is a red speckled ground squirrel.,19,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,4,10. I was not nervous during the study at all,7,4,6,4,4,3,3,3,2,-99,-99,-99,9148,FL_55|FL_43|FL_49,FL_66,FL_69,FL_71
10/30/2020 9:38,10/30/2020 9:53,IP Address,100,932,TRUE,10/30/2020 9:53,R_Ol1qY7xhnslH12V,anonymous,PT,I agree to participate in this study,70,real,42,right,62,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",70,diamonds,60,right,50,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",100,prairie dog,100,wrong,100,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",18,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,2,4,6,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,6,10. I have never taken part in a research study before,1. I was very self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,2,4,-99,Capacidade de interpretação ,-99,9943,FL_49|FL_43|FL_55,FL_66,FL_68,FL_73
