StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,g_knows_1,g_fake,g_reasonable_1,g_right,g_ability_1,g_situation,e_knows_1,e_fake,e_reasonable_1,e_right,e_ability_1,e_situation,d_knows_1,d_fake,d_reasonable_1,d_right,d_ability_1,d_situation,age,gender,gender_3_TEXT,country_now,country_now_2_TEXT,country_birth,country_birth_2_TEXT,ethnicity,ethnicity_7_TEXT,lvl_edu,english,enjoy_study,nervous_study,difficult_study,boring_study,tiring_study,quickly_study,regularly_study,selfcons_study,motivated_study,important_study,aim_study,comments_study,purpose_study,similar_study,FL_40_DO,FL_41_DO,FL_50_DO,FL_56_DO,FL_76_DO
8/17/20 22:20,8/17/20 22:45,IP Address,,100,1471,TRUE,8/17/20 22:45,R_vVSmnsIyU8eMBPz,,,,,,,anonymous,EN,I agree to participate in this study,75,real,0,right,0,Gerald knows that the house he is pointing at is a real house.,100,diamonds,0,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",100,prairie dog,0,wrong,0,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",29,Male,-99,Other (please specify):,Australia,Other (please specify):,Philippines,"East or Southeast Asian/Pacific Islander (e.g. from Japan, China, Korea, Vietnam, Thailand, Philippines, native Hawaiian)",-99,"4-year college degree (B.A., B.S.)",Very well,3,9,9,9,8,1. I was able to adjust to the study task very quickly,9,4,3,3,2,-99,"To explore how language and sentence formation affects how a person considers a question and answers it. By creating clear, definitive statements, people may seem more likely to select answers on either end of the spectrum rather than being in the middle.",No.,FL_43|FL_55|FL_49,FL_62,FL_70,FL_73,debrief_4
8/18/20 5:48,8/18/20 6:03,IP Address,,100,923,TRUE,8/18/20 6:03,R_3Mm6mPLF38aWV2K,,,,,,,anonymous,EN,I agree to participate in this study,0,real,0,right,1,Gerald knows that the house he is pointing at is a real house.,100,cubic zirconium stones,0,wrong,4,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,34,Female,-99,Other (please specify):,Australia,Other (please specify):,Australia,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,3,8,8,6,7,3,7,7,4,5. Not sure,10. I was not trying to work out the aim of the study during my participation,-99,-99,-99,FL_49|FL_43|FL_55,FL_62,FL_69,FL_72,debrief_2
8/19/20 2:33,8/19/20 2:50,IP Address,,100,1007,TRUE,8/19/20 2:50,R_1oCsN7GDlaVjlrL,,,,,,,anonymous,EN,I agree to participate in this study,100,fake,0,wrong,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,0,right,18,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,18,Female,-99,Other (please specify):,Australia,Other (please specify):,Australia,White/European,-99,High school diploma (or GED),Very well,4,9,9,4,9,1. I was able to adjust to the study task very quickly,7,9,3,9,1. I was trying to work out the aim of the study during my participation,-99,-99,-99,FL_49|FL_43|FL_55,FL_64,FL_68,FL_72,debrief_4
8/20/20 0:56,8/20/20 1:22,IP Address,,100,1569,TRUE,8/20/20 1:22,R_25ATj7Sss8xI4bA,,,,,,,anonymous,EN,I agree to participate in this study,87,fake,22,right,86,Gerald knows that the house he is pointing at is a real house.,80,cubic zirconium stones,70,wrong,65,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",17,prairie dog,85,right,73,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",23,Male,-99,Other (please specify):,Australia,Other (please specify):,Australia,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,9,10. I was not nervous during the study at all,7,10. I did not find the study activity boring at all,-99,9,9,7,9,6,5. Not sure,-99,-99,-99,FL_49|FL_43|FL_55,FL_64,FL_68,FL_72,debrief_1
8/20/20 3:16,8/20/20 3:52,IP Address,,100,2204,TRUE,8/20/20 3:52,R_1Do5j4DyEhZWRXk,,,,,,,anonymous,EN,I agree to participate in this study,100,real,0,wrong,0,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",0,diamonds,0,right,0,Emma knows that she chose a necklace made of diamonds.,100,ground squirrel,70,wrong,30,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",30,Male,-99,Other (please specify):,Australia,Other (please specify):,Australia,White/European,-99,High school diploma (or GED),Very well,4,10. I was not nervous during the study at all,-99,4,6,4,7,6,3,7,6,-99,-99,-99,FL_55|FL_43|FL_49,FL_64,FL_68,FL_72,debrief_3
8/20/20 10:57,8/20/20 11:08,IP Address,,100,644,TRUE,8/20/20 11:08,R_1r1CvRY3n29pnF0,,,,,,,anonymous,EN,I agree to participate in this study,26,real,7,right,85,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",77,diamonds,21,right,87,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",81,prairie dog,62,wrong,22,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",40,Female,-99,Other (please specify):,Australia,Other (please specify):,South Korea,"East or Southeast Asian/Pacific Islander (e.g. from Japan, China, Korea, Vietnam, Thailand, Philippines, native Hawaiian)",-99,"Master’s degree (M.A., M.S.)",Very well,3,8,4,6,6,4,3,9,2,3,4,-99,-99,-99,FL_43|FL_49|FL_55,FL_66,FL_68,FL_73,debrief_4
8/20/20 23:59,8/21/20 0:01,IP Address,,100,155,TRUE,8/21/20 0:01,R_2613NKrtzmREAKJ,,,,,,,anonymous,EN,I agree to participate in this study,24,real,77,wrong,24,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",75,cubic zirconium stones,84,right,34,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",70,ground squirrel,28,right,79,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",23,Male,-99,Other (please specify):,Australia,Other (please specify):,VIC,White/European,-99,Some college or a 2-year college degree (A.A.),Well,9,9,10. I did not find the study tasks difficult to complete at all,10. I did not find the study activity boring at all,9,10. I was not able to adjust to the study task quickly,10. I have never taken part in a research study before,10. I was not at all self-conscious of the responses I gave in this study,10. I was not at all motivated to help make the study a success for the researchers,-99,9,-99,-99,nope,FL_55|FL_43|FL_49,FL_66,FL_69,FL_71,debrief_3
8/21/20 5:48,8/21/20 6:05,IP Address,,100,1001,TRUE,8/21/20 6:05,R_3kFX3PN8YXarOhm,,,,,,,anonymous,EN,I agree to participate in this study,100,real,0,wrong,0,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,cubic zirconium stones,100,wrong,0,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,25,Female,-99,Other (please specify):,Romania,Other (please specify):,Romania,White/European,-99,Some college or a 2-year college degree (A.A.),Well,6,5. Not sure,8,4,4,5. Not sure,10. I have never taken part in a research study before,3,5. Not sure,5. Not sure,7,-99,-99,-99,FL_55|FL_49|FL_43,FL_66,FL_69,FL_71,debrief_3
8/21/20 18:04,8/21/20 18:21,IP Address,,100,1021,TRUE,8/21/20 18:21,R_31skGxnbYOLKVWM,,,,,,,anonymous,EN,I agree to participate in this study,100,real,0,right,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,cubic zirconium stones,0,wrong,22,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,17,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,30,Female,-99,Other (please specify):,Australia,Other (please specify):,Australia,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,1. I enjoyed the study a lot,10. I was not nervous during the study at all,4,9,9,1. I was able to adjust to the study task very quickly,4,4,2,4,1. I was trying to work out the aim of the study during my participation,-99,-99,-99,FL_49|FL_43|FL_55,FL_66,FL_69,FL_71,debrief_3
8/21/20 18:23,8/21/20 18:34,IP Address,,100,664,TRUE,8/21/20 18:34,R_1GN4EO0BMhkdMDQ,,,,,,,anonymous,EN,I agree to participate in this study,0,real,0,right,100,Gerald knows that the house he is pointing at is a real house.,100,cubic zirconium stones,0,wrong,0,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",100,ground squirrel,0,right,0,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",28,Female,-99,Other (please specify):,Australia,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,4,5. Not sure,10. I did not find the study tasks difficult to complete at all,8,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,8,5. Not sure,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,10. I was not trying to work out the aim of the study during my participation,-99,-99,-99,FL_55|FL_49|FL_43,FL_62,FL_69,FL_72,debrief_4
8/18/20 18:05,8/21/20 19:53,IP Address,,100,265671,TRUE,8/21/20 19:53,R_2sTlaSKUT0QU7xH,,,,,,,anonymous,EN,I agree to participate in this study,72,fake,25,wrong,35,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",85,diamonds,15,right,90,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",80,prairie dog,16,wrong,40,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",19,Female,-99,Other (please specify):,Australia ,Other (please specify):,Australia ,I prefer not to answer this question,-99,High school diploma (or GED),Very well,5. Not sure,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,4,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,4,10. I was not at all self-conscious of the responses I gave in this study,3,9,7,-99,-99,-99,FL_55|FL_43|FL_49,FL_62,FL_70,FL_73,debrief_1
8/21/20 21:35,8/21/20 21:52,IP Address,,100,1044,TRUE,8/21/20 21:52,R_10wp89c3xk6h5x9,,,,,,,anonymous,EN,I agree to participate in this study,20,fake,30,right,33,Gerald knows that the house he is pointing at is a real house.,79,diamonds,20,wrong,31,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",22,prairie dog,64,right,75,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",21,Female,-99,Other (please specify):,Australia ,Other (please specify):,Australia ,I prefer not to answer this question,-99,High school diploma (or GED),Very well,5. Not sure,4,5. Not sure,3,4,5. Not sure,2,6,5. Not sure,3,3,-99,-99,-99,FL_55|FL_49|FL_43,FL_64,FL_68,FL_72,debrief_4
8/22/20 0:05,8/22/20 0:32,IP Address,,100,1614,TRUE,8/22/20 0:32,R_Xnrw3hye27s8Kvn,,,,,,,anonymous,EN,I agree to participate in this study,0,real,0,right,0,Gerald knows that the house he is pointing at is a real house.,100,diamonds,50,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",100,prairie dog,50,wrong,0,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",46,Female,-99,Other (please specify):,Australia,-99,-99,I prefer not to answer this question,-99,"Master’s degree (M.A., M.S.)",Well,5. Not sure,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,5. Not sure,10. I did not find the study task tiring at all,6,9,5. Not sure,1. I was strongly motivated to help make the study a success for the researchers,5. Not sure,10. I was not trying to work out the aim of the study during my participation,-99,-99,-99,FL_49|FL_43|FL_55,FL_62,FL_70,FL_73,debrief_2
8/22/20 1:35,8/22/20 1:46,IP Address,,100,659,TRUE,8/22/20 1:46,R_DV8t3bktdvmfa6d,,,,,,,anonymous,EN,I agree to participate in this study,0,real,0,right,3,Gerald knows that the house he is pointing at is a real house.,99,cubic zirconium stones,0,wrong,51,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,6,Darrel knows that the animal he saw is a red speckled ground squirrel.,31,Male,-99,Other (please specify):,Australia,Other (please specify):,Australia,Other,Anglo-Australian,High school diploma (or GED),Very well,5. Not sure,5. Not sure,5. Not sure,5. Not sure,5. Not sure,5. Not sure,5. Not sure,5. Not sure,5. Not sure,5. Not sure,5. Not sure,-99,-99,-99,FL_55|FL_43|FL_49,FL_66,FL_69,FL_71,debrief_2
8/15/20 1:51,8/15/20 2:12,IP Address,,98,1259,FALSE,8/22/20 2:12,R_R3726BRzIJ9LLbj,,,,,,,anonymous,EN,I agree to participate in this study,100,real,0,right,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",96,diamonds,0,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",100,prairie dog,0,wrong,0,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",63,Female,-99,Other (please specify):,Australia,Other (please specify):,AUSTRALIA,White/European,-99,"4-year college degree (B.A., B.S.)",Very well,1. I enjoyed the study a lot,9,8,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,2,9,10. I was not at all self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,2,8,-99,Purpose - support people with learning difficulties to develop conceptual comprehension,No,FL_49|FL_55|FL_43,FL_66,FL_68,FL_73,debrief_3
8/15/20 2:58,8/15/20 2:59,IP Address,,7,78,FALSE,8/22/20 2:59,R_3MLsgQbg1IUCvW2,,,,,,,anonymous,EN,I agree to participate in this study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_49|FL_43|FL_55,,FL_69,,
8/22/20 3:04,8/22/20 3:19,IP Address,,100,910,TRUE,8/22/20 3:19,R_1mmDicduZGuE2F0,,,,,,,anonymous,EN,I agree to participate in this study,0,real,0,right,0,Gerald knows that the house he is pointing at is a real house.,85,diamonds,0,right,15,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",100,prairie dog,0,wrong,0,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",19,Female,-99,Other (please specify):,Australia,Other (please specify):,Australia,White/European,-99,High school diploma (or GED),Very well,2,10. I was not nervous during the study at all,9,6,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,4,4,2,6,6,-99,"our understanding of how we take in information depending on the way its written and what information we are actually given, ultimately influencing the resposes. ",no.,FL_49|FL_55|FL_43,FL_66,FL_68,FL_73,debrief_1
8/22/20 6:41,8/22/20 6:58,IP Address,,100,1011,TRUE,8/22/20 6:58,R_3jYFHGKDkmvLFh7,,,,,,,anonymous,EN,I agree to participate in this study,100,fake,0,wrong,0,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,0,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,18,Female,-99,Other (please specify):,Australia,Other (please specify):,India,"South Asian (e.g. from India, Pakistan)",-99,High school diploma (or GED),Very well,3,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,1. I found the study task very boring,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,4,7,2,2,3,-99,-99,-99,FL_55|FL_49|FL_43,FL_64,FL_70,FL_71,debrief_1
8/23/20 22:39,8/23/20 22:46,IP Address,,100,466,TRUE,8/23/20 22:46,R_22zPL7s6JobJ4JV,,,,,,,anonymous,EN,I agree to participate in this study,81,real,28,right,82,Gerald knows that the house he is pointing at is a real house.,100,cubic zirconium stones,0,wrong,0,Emma knows that she chose a necklace made of diamonds.,7,ground squirrel,12,right,82,Darrel knows that the animal he saw is a red speckled ground squirrel.,29,Female,-99,Other (please specify):,Australia,Other (please specify):,Australia,White/European,-99,"4-year college degree (B.A., B.S.)",Very well,1. I enjoyed the study a lot,10. I was not nervous during the study at all,3,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,3,5. Not sure,7,4,5. Not sure,10. I was not trying to work out the aim of the study during my participation,-99,I am not really sure but it was interesting! ,No,FL_43|FL_55|FL_49,FL_62,FL_69,FL_72,debrief_3
8/24/20 3:04,8/24/20 3:15,IP Address,,100,643,TRUE,8/24/20 3:15,R_3dHfoKahEp1wXwv,,,,,,,anonymous,EN,I agree to participate in this study,0,real,0,right,0,Gerald knows that the house he is pointing at is a real house.,5,diamonds,0,right,30,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",100,prairie dog,0,wrong,0,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",19,Female,-99,Other (please specify):,Australia,Other (please specify):,Australia,Other,Mixed Race,Less than High School,Very well,2,3,6,8,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,3,1. I was very self-conscious of the responses I gave in this study,2,5. Not sure,10. I was not trying to work out the aim of the study during my participation,-99,-99,-99,FL_49|FL_43|FL_55,FL_66,FL_68,FL_73,debrief_3
8/24/20 4:06,8/24/20 4:19,IP Address,,100,817,TRUE,8/24/20 4:20,R_2Cpo2binXBtsoBj,,,,,,,anonymous,EN,I agree to participate in this study,0,real,0,right,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,cubic zirconium stones,0,wrong,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,44,Female,-99,Other (please specify):,Australia,Other (please specify):,United Arab Emirates,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,2,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,5. Not sure,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,2,9,5. Not sure,3,10. I was not trying to work out the aim of the study during my participation,-99,-99,-99,FL_49|FL_43|FL_55,FL_66,FL_69,FL_71,debrief_4
8/24/20 19:56,8/24/20 20:06,IP Address,,100,591,TRUE,8/24/20 20:06,R_1dib51DKiITHFma,,,,,,,anonymous,EN,I agree to participate in this study,0,fake,0,wrong,0,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,0,right,98,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,prairie dog,1,wrong,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,40,Female,-99,Other (please specify):,Australia,Other (please specify):,India,"South Asian (e.g. from India, Pakistan)",-99,"Master’s degree (M.A., M.S.)",Well,5. Not sure,10. I was not nervous during the study at all,5. Not sure,6,6,4,10. I have never taken part in a research study before,7,7,5. Not sure,5. Not sure,-99,-99,no,FL_49|FL_43|FL_55,FL_66,FL_68,FL_73,debrief_2
8/25/20 18:30,8/25/20 18:46,IP Address,,100,946,TRUE,8/25/20 18:46,R_2v5IgrRberKYf2t,,,,,,,anonymous,EN,I agree to participate in this study,31,fake,3,wrong,17,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,cubic zirconium stones,0,wrong,85,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,3,right,1,Darrel knows that the animal he saw is a red speckled ground squirrel.,36,Male,-99,Other (please specify):,AUSTRALIA ,Other (please specify):,ENGLAND,"South Asian (e.g. from India, Pakistan)",-99,"Graduate or professional degree (J.D., Ph.D., M.D.)",Very well,9,2,9,8,9,2,2,7,3,3,8,-99,-99,-99,FL_43|FL_49|FL_55,FL_64,FL_68,FL_72,debrief_3
8/26/20 15:04,8/26/20 15:39,IP Address,,100,2128,TRUE,8/26/20 15:39,R_Ry562RClf0as2ml,,,,,,,anonymous,EN,I agree to participate in this study,27,fake,8,right,26,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",83,cubic zirconium stones,13,right,84,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",98,ground squirrel,9,wrong,8,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",24,Female,-99,Other (please specify):,Australia,Other (please specify):,NSW Australia ,White/European,-99,High school diploma (or GED),Very well,1. I enjoyed the study a lot,10. I was not nervous during the study at all,8,5. Not sure,7,1. I was able to adjust to the study task very quickly,9,1. I was very self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,2,5. Not sure,-99,I think the purpose of this study was to find out how peoples mind work when they read a small report on something and try to work out where there brain goes when answering the question. ,No ,FL_43|FL_55|FL_49,FL_62,FL_70,FL_73,debrief_2
8/27/20 3:32,8/27/20 3:40,IP Address,,100,490,TRUE,8/27/20 3:40,R_1CsvyYCuQSeufBY,,,,,,,anonymous,EN,I agree to participate in this study,0,real,0,right,100,Gerald knows that the house he is pointing at is a real house.,100,cubic zirconium stones,13,wrong,0,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,54,Male,-99,Other (please specify):,Australia,Other (please specify):,QLD,"East or Southeast Asian/Pacific Islander (e.g. from Japan, China, Korea, Vietnam, Thailand, Philippines, native Hawaiian)",-99,High school diploma (or GED),Very well,3,8,10. I did not find the study tasks difficult to complete at all,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,3,4,4,4,4,7,-99,-99,-99,FL_55|FL_43|FL_49,FL_66,FL_69,FL_71,debrief_4
8/28/20 2:54,8/28/20 3:09,IP Address,,100,936,TRUE,8/28/20 3:09,R_2Y9vGxZqRttVKVu,,,,,,,anonymous,EN,I agree to participate in this study,98,fake,0,right,7,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,cubic zirconium stones,34,wrong,72,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",56,ground squirrel,35,right,34,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",54,Female,-99,Other (please specify):,Australia,Other (please specify):,England,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,2,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,10. I did not find the study activity boring at all,7,1. I was able to adjust to the study task very quickly,4,9,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,6,-99,Memory and recall ,-99,FL_43|FL_49|FL_55,FL_62,FL_69,FL_72,debrief_1
8/29/20 0:05,8/29/20 0:16,IP Address,,100,655,TRUE,8/29/20 0:16,R_2ZBR9IdOrXz6OEW,,,,,,,anonymous,EN,I agree to participate in this study,86,real,9,right,92,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",95,cubic zirconium stones,4,wrong,93,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",90,ground squirrel,0,right,10,Darrel knows that the animal he saw is a red speckled ground squirrel.,49,Female,-99,Other (please specify):,Australia,Other (please specify):,Australia,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,5. Not sure,9,9,4,8,3,6,4,3,6,4,-99,-99,-99,FL_55|FL_43|FL_49,FL_66,FL_69,FL_71,debrief_1
8/22/20 3:17,8/22/20 3:22,IP Address,,98,288,FALSE,8/29/20 3:22,R_3MogDegr2By9sg6,,,,,,,anonymous,EN,I agree to participate in this study,78,real,15,right,37,Gerald knows that the house he is pointing at is a real house.,83,diamonds,24,wrong,26,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",20,prairie dog,68,wrong,75,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",-99,Female,-99,Other (please specify):,Australia,Other (please specify):,Australia,"Other,I prefer not to answer this question",-99,High school diploma (or GED),Very well,5. Not sure,5. Not sure,5. Not sure,5. Not sure,4,3,4,2,2,2,1. I was trying to work out the aim of the study during my participation,-99,-99,-99,FL_49|FL_43|FL_55,FL_64,FL_70,FL_71,debrief_4
8/29/20 5:18,8/29/20 5:30,IP Address,,100,678,TRUE,8/29/20 5:30,R_C4f9iIOAxlETpnj,,,,,,,anonymous,EN,I agree to participate in this study,0,real,0,right,0,Gerald knows that the house he is pointing at is a real house.,100,cubic zirconium stones,37,wrong,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,26,Male,-99,Other (please specify):,Australia,Other (please specify):,Australia,I prefer not to answer this question,-99,Some college or a 2-year college degree (A.A.),Very well,4,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,7,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,2,10. I was not at all self-conscious of the responses I gave in this study,5. Not sure,3,10. I was not trying to work out the aim of the study during my participation,-99,To see how the language used can manipulate the way information is processed.,-99,FL_43|FL_49|FL_55,FL_62,FL_69,FL_72,debrief_4
8/29/20 7:19,8/29/20 7:36,IP Address,,100,1034,TRUE,8/29/20 7:36,R_2EiRIRecAAz7aNN,,,,,,,anonymous,EN,I agree to participate in this study,100,fake,5,right,5,Gerald knows that the house he is pointing at is a real house.,100,diamonds,0,right,100,Emma knows that she chose a necklace made of diamonds.,0,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,25,Female,-99,Other (please specify):,Australia,Other (please specify):,Russia,White/European,-99,Some college or a 2-year college degree (A.A.),Well,8,10. I was not nervous during the study at all,5. Not sure,3,3,5. Not sure,10. I have never taken part in a research study before,2,5. Not sure,10. I do not believe that my participation was contributing to important research,2,-99,-99,-99,FL_43|FL_55|FL_49,FL_62,FL_70,FL_73,debrief_2
8/31/20 3:24,8/31/20 3:50,IP Address,,100,1580,TRUE,8/31/20 3:50,R_p0lK1VIUWpNLcyd,,,,,,,anonymous,EN,I agree to participate in this study,10,fake,15,right,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",0,diamonds,10,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",82,ground squirrel,10,wrong,14,Darrel knows that the animal he saw is a red speckled ground squirrel.,40,Female,-99,Other (please specify):,Australia,Other (please specify):,Vietnam,"East or Southeast Asian/Pacific Islander (e.g. from Japan, China, Korea, Vietnam, Thailand, Philippines, native Hawaiian)",-99,"4-year college degree (B.A., B.S.)",Very well,5. Not sure,10. I was not nervous during the study at all,3,8,9,3,3,3,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,1. I was trying to work out the aim of the study during my participation,The scoring was interactive but confused. It seems to put 3 different scorings in 1 line. ,The purpose is to try the survey software. ,no,FL_55|FL_49|FL_43,FL_64,FL_70,FL_71,debrief_1
