"id","survey_lang","previous"
"s14266","eng","No"
"s14267","eng","Yes. I was given a scenario and asked questions of how I thought of it, what I would do, etc."
"s14272","eng","No"
"s14274","gre","οχι."
"s14275","gre","oxi"
"s14339","gre","οχι"
"s14363","gre","όχι"
"s14368","eng","Yes. Another Rep studyl."
"s14372","eng","i have done similar studies where i read something and then answer questions about it"
"s14377","gre","Όχι δεν έχω συμμετάσχει."
"s14387","gre","ΟΧΙ"
"s14395","gre","όχι"
"s14397","gre","οχι"
"s14398","eng","No."
"s14400","eng","I have not no."
"s14403","eng","no"
"s14404","eng","No, I have not"
"s14405","eng","Yes, I participated in a study that asked for my opinion on seemingly ambiguous political ads."
"s14418","eng","No"
"s14420","eng","No."
"s14429","eng","No"
"s14430","eng","I have not participated in a similar study. "
"s14431","gre","Όχι"
"s14433","eng","I have participated in a number of studies this semester, however this study was unique in that I had to identify my thoughts about a certain situation. "
"s14434","eng","No"
"s14435","eng","no"
"s14437","eng","no"
"s14453","eng","No."
"s14456","eng","No"
"s14463","gre","Όχι"
"s14466","eng","No"
"s14468","gre","οχι"
"s14480","eng","No"
"s14481","eng","No "
"s14483","eng","I have not."
"s14487","ger","TEST"
"s14488","gre","ΟΧΙ"
"s14494","gre","Όχι."
"s14501","eng","No"
"s14509","gre","Όχι"
"s14511","gre","Όχι"
"s14514","gre","οχι σε παρομοια"
"s14516","eng","No"
"s14518","eng","I have not."
"s14519","eng","no"
"s14520","eng","no"
"s14522","eng","no"
"s14528","eng","asd"
"s14529","eng","asd"
"s14539","gre","ΣΤΑ  ΦΟΙΤΗΤΙΚΑ ΧΡΟΝΙΑ ΚΑΤΙ ΑΝΤΙΣΤΟΙΧΟ ΙΣΩΣ "
"s14540","eng","No!"
"s14541","eng","No. "
"s14548","eng","Not really"
"s14549","gre","Οχι"
"s14551","eng","No"
"s14552","eng","No"
"s14553","eng","I haven't "
"s14554","eng","No."
"s14555","eng","no"
"s14568","eng","I have not"
"s14572","gre","Οχι"
"s14573","gre","οχι"
"s14577","eng","No I have never participated in a similar study. "
"s14578","eng","Not like this, no."
"s14579","eng","no"
"s14580","eng","NO."
"s14581","eng","I have not."
"s14582","eng","No"
"s14583","gre","οχι"
"s14585","eng","no"
"s14586","eng","No I have not participated in a similar study. "
"s14587","eng","No"
"s14588","eng","No "
"s14589","gre","όχι"
"s14593","eng","I have participated in other studies, but nothing like this one where i had to evaluate the same questions for different prompts. My other studies were more personal. "
"s14595","eng","No"
"s14596","eng","no"
"s14598","eng","No."
"s14600","eng","no"
"s14601","eng","no"
"s14602","eng","no"
"s14603","eng","No "
"s14604","eng","N/A"
"s14605","eng","no"
"s14606","gre","όχι"
"s14607","gre","Όχι."
"s14611","gre","Όχι"
"s14612","eng","No"
"s14613","eng","no"
"s14614","eng","No, I have not. "
"s14615","eng","No, I haven't"
"s14616","eng","No I have not."
"s14619","eng","no"
"s14620","eng","no "
"s14622","eng","No"
"s14623","eng","No"
"s14625","eng","No."
"s14629","eng","No"
"s14631","eng","N/A"
"s14636","eng","No I have not"
"s14640","eng","no "
"s14641","eng","I have not "
"s14642","eng","no"
"s14643","eng"," - "
"s14644","eng","TEST"
"s14645","eng","No "
"s14646","eng","no"
"s14647","eng","I have participated in studies however none similar to this."
"s14648","eng","no"
"s14649","eng","No"
"s14650","eng","no"
"s14651","eng","no"
"s14655","eng","nope"
"s14656","eng","I have not."
"s14657","eng","no"
"s14658","eng","no"
"s14659","eng","Yes, it gave us a short story to read and the purpose of the study was to see how easily we remembered facts from the story whether they were relevant or not. "
"s14660","eng","no"
"s14661","gre","Οχι"
"s14667","eng","No"
"s14668","eng","No
"
"s14670","eng","I have not participated in a similar study "
"s14672","eng","No."
"s14673","eng","somewhat similar but not testing the same"
"s14675","eng","No"
"s14676","eng","No"
"s14677","eng","NO"
"s14680","eng","no"
"s14681","eng","No."
"s14683","eng","No"
"s14688","eng","No I haven't"
"s14689","eng","No, I have not"
"s14690","eng","I have not participated in a similar study this is new to me."
"s14692","eng","no"
"s14693","eng","no"
"s14694","eng","no I have not "
"s14698","eng","no"
"s14699","eng","no"
"s14700","eng","No i never have"
"s14702","eng","No"
"s14703","eng","I have not."
"s14705","eng","no"
"s14706","eng","no "
"s14710","eng","no"
"s14711","eng","no"
"s14712","eng","No."
"s14713","eng","NO"
"s14714","eng","No, I have not participated in a similar study to this one."
"s14715","eng","No."
"s14717","eng","no i have not participated in a similar study."
"s14719","eng","I have not."
"s14720","gre","Οχι, δεν συμμετειχα"
"s14724","gre","οχι, "
"s14727","eng","no."
"s14729","eng","No."
"s14732","eng","No"
"s14733","eng","NA"
"s14734","eng","No, most of the studies involve simple multiple choice style response, or typing. This was my first that involved a slider and a different range of how luck-driven or ability-driven a situation was."
"s14735","eng","no"
"s14736","eng","no I have not "
"s14737","eng","No"
"s14738","eng","No I haven't."
"s14742","eng","No "
"s14743","eng","no i have not "
"s14745","eng","No, I have not"
"s14747","eng","no "
"s14751","eng","no not like this one, this one was like a quiz with personal opinion "
"s14752","eng","No"
"s14753","eng","no"
"s14754","eng","no"
"s14755","eng","No"
"s14756","eng","no"
"s14757","eng","No, I have not participated in a similar study before."
"s14758","eng","no"
"s14759","eng","No I have not"
"s14760","eng","No"
"s14761","eng","I've only participated in multiple choice or survey studies this one was more interactive"
"s14762","eng","No"
"s14764","eng","No. "
"s14769","eng","i have not"
"s14771","eng","no"
"s14772","eng","No"
"s14773","eng","no"
"s14774","eng","No i have not"
"s14775","eng","no "
"s14776","eng","Nope!"
"s14777","eng","No"
"s14778","eng","No."
"s14780","eng","No never anything like this"
"s14781","eng","I don't think so."
"s14782","eng","No "
"s14784","eng","No"
"s14787","eng","no i have not "
"s14788","eng","N/A"
"s14789","eng","no"
"s14792","eng","not at all"
"s14793","eng","no "
"s14794","eng","no"
"s14795","eng","i have not done a study like this one"
"s14797","eng","nothing of this sort."
"s14798","eng","no"
"s14799","eng","No."
"s14800","eng","No. "
"s14802","eng","No"
"s14805","eng","No"
"s14806","eng","no "
"s14807","eng","no, I have not"
"s14808","eng","yes, on sona there are a lot of studies similar"
"s14809","eng","no. "
"s14810","eng","No I have not."
"s14811","eng","No, I have not."
"s14812","eng","No, I have not participated in a similar study"
"s14813","eng","I haven't"
"s14814","eng","No I have not."
"s14815","eng","No "
"s14816","eng","No"
"s14817","eng","No! This was unique to me"
"s14820","eng","No I have not"
"s14821","eng","yes i have. similar questions where you had to read over a case/example and give your best feeling of the correct answers"
"s14822","eng","No, I haven't. Most of the studies I have participated in the past have a very different approach. "
"s14824","eng","I have not."
"s14826","eng","no. "
"s14827","eng","no this is the first"
"s14831","eng","no"
"s14835","eng","No I haven't "
"s14837","eng","No"
"s14838","eng","No"
"s14840","eng","no"
"s14841","eng","no I have not"
"s14844","eng","No I have not. "
"s14845","eng","not that confusing "
"s14848","eng","nope "
"s14852","eng","no, I have not participated in a study similar to this one"
"s14854","eng","No"
"s14858","eng","Yes, very similar to this. "
"s14859","eng","no"
"s14861","eng","No."
"s14864","eng","I have not participated in a similar study. "
"s14865","eng","no"
"s14867","eng","no"
"s14869","eng","No I haven't"
"s14870","eng","No"
"s14871","eng","I participated in a study where they gave us a person and a description of what they did at their job and we then had to decide what type of punishment they should be given based on what they did wrong."
"s14877","eng","Not yet. But, I would like to. "
"s14880","eng","No"
"s14881","eng","No"
"s14882","eng","No, I havent"
"s14884","eng","No, I have not participated in a similar study. "
"s14886","eng","I've never participated in a study like this."
"s14887","eng","Yes, it was a study to recall words that were associtated with one another such as """"""""nail/hammer"""""""" or """"""""sun/moon"""""""". There were three conditions in which the participants are given a word and are asked to fill in the blank by reading out loud the associated word, typing, and handwriting. At the end, participants are asked to choose through a list of words they remember seeing, however, some of the words included were not mentioned in the experiment but made the partipants think they were mentioned. "
"s14889","eng","no"
"s14891","eng","Nope."
"s14894","eng","No, I have not."
"s14900","eng","yes, the same one.  I do not know why I was asked to take it twice."
"s14901","eng","I have not."
"s14902","eng","no"
"s14903","eng","no"
"s14904","eng","no"
"s14906","eng","No "
"s14907","eng","No"
"s14908","eng","no I have not "
"s14910","eng","no"
"s14912","eng","No."
"s14913","eng","no"
"s14914","eng","no."
"s14918","eng","No"
"s14919","eng","No"
"s14920","eng","no"
"s14922","eng","No"
"s14923","eng","No, I have not."
"s14924","eng","No"
"s14925","eng","No I have not done a study like this."
"s14927","eng","no"
"s14928","eng","nope"
"s14929","eng","no"
"s14930","eng","I have not"
"s14931","eng","no"
"s14932","eng","no"
"s14933","eng","No, I have not participated in a study like this before. "
"s14934","eng","No"
"s14937","eng","never"
"s14938","eng","No this is my first time."
"s14940","eng","No"
"s14946","eng","No"
"s14947","eng","no yet"
"s14948","eng","No I have not ever participated in a similar study.
"
"s14952","eng","No"
"s14955","eng","I have done a few online studies. "
"s14956","eng","No."
"s14957","eng","No I haven't."
"s14958","eng","No, I have not."
"s14959","eng","no"
"s14961","eng","no"
"s14962","eng","No"
"s14963","eng","No"
"s14965","eng","no."
"s14966","eng","no"
"s14970","eng","No"
"s14972","eng","N/A"
"s14973","eng","No"
"s14974","eng","No"
"s14975","eng","No I have not."
"s14976","eng","I have never participated in a study quite like this before."
"s14978","eng","no"
"s14982","eng","No"
"s14983","eng","I haven't."
"s14984","eng","I have not. "
"s14985","eng","No, not like this."
"s14987","eng","no"
"s14988","eng","No"
"s14989","eng","No. "
"s14990","eng","No"
"s14994","eng","This was my first time participated in this type of study."
"s14995","eng","no"
"s14996","eng","No"
"s14997","eng","No."
"s14998","eng","I have never participated in a similar study "
"s14999","eng","No, I have not "
"s15004","eng","No."
"s15006","eng","I feel like I may have, but I'm unsure. I have participated in many studies. "
"s15007","eng","never have"
"s15008","eng","No, I have not."
"s15009","eng"," no"
"s15010","eng","no"
"s15012","eng","No, I have not."
"s15013","eng","No"
"s15014","eng","no"
"s15017","eng","I have not"
"s15018","eng","no"
"s15019","eng","Never."
"s15020","eng","never"
"s15021","eng","no"
"s15022","eng","No, I have not."
"s15028","eng","I have not participated in a similar study. "
"s15029","eng","No"
"s15031","eng","No I have not "
"s15034","eng","no"
"s15035","eng","no"
"s15038","eng","no"
"s15039","eng","no"
"s15041","eng","no "
"s15042","eng","No"
"s15043","eng","No, I don't think so."
"s15044","eng","no "
"s15045","eng","no"
"s15046","eng","No, but I don't really remember last year's SONA test. "
"s15047","eng","No"
"s15049","eng","No"
"s15050","eng","No."
"s15052","eng","I have done other studies but non with this topic"
"s15053","eng","I have not"
"s15055","eng","No"
"s15059","eng","NO"
"s15060","eng","I have not participated in a similar study."
"s15061","eng","no"
"s15064","eng","No "
"s15065","eng","No"
"s15069","eng","This study was similar to that of judge case studies."
"s15072","eng","nope this is my first study that is styled this way "
"s15073","eng","No"
"s15076","eng","no i havent"
"s15077","eng","Nothing like this, no."
"s15078","eng","no, i have never participated in a study like this one"
"s15081","eng","I have not participated in a study like this before."
"s15083","eng","no"
"s15085","eng","No I have not."
"s15088","eng","no"
"s15090","eng","no"
"s15093","eng","nope"
"s15094","eng","I haven't"
"s15096","eng","No."
"s15097","eng","no i have not "
"s15099","eng","I have participated in studies in which I answer questions but this study made me think."
"s15100","eng","No I have not."
"s15101","eng","No, I don't think so."
"s15102","eng","No, I have not."
"s15105","eng","No. "
"s15106","eng","No"
"s15109","eng","No"
"s15110","eng","No, I have not"
"s15111","eng","No，I haven't."
"s15112","eng","Somewhat similar."
"s15115","eng","No"
"s15118","eng","no"
"s15119","eng","nah"
"s15122","eng","no"
"s15123","eng","No"
"s15124","eng","Nope"
"s15126","eng","not one about language no"
"s15127","eng","no"
"s15128","eng","no this was all new"
"s15129","eng","not really"
"s15132","eng","No"
"s15138","eng","No."
"s15142","eng","No"
"s15143","eng","It was the first time"
"s15146","eng","no"
"s15148","eng","no i havent"
"s15150","eng","No, never"
"s15162","eng","no"
"s15164","eng","no"
"s15167","eng","no i have not"
"s15168","eng","no"
"s15173","eng","No"
"s15174","eng","no"
"s15178","eng","no"
"s15179","eng","no i havent"
"s15180","eng","No"
"s15182","eng","No"
"s15185","eng","No"
"s15186","eng","NA"
"s15187","eng","nope first time "
"s15192","eng","no, I have not."
"s15193","eng","I haven't."
"s15195","eng","No I have not."
"s15198","eng","I have not participated in a similar study."
"s15199","eng","No"
"s15200","eng","no"
"s15204","eng","no i have not "
"s15207","eng","No, I have not. "
"s15210","eng","No, I have not participated in a study that was similar to this one. "
"s15211","eng","No I have not. "
"s15213","eng","No, I haven't. "
"s15216","eng","not a similar study like this"
"s15218","eng","No"
"s15223","eng","no"
"s15224","eng","No, I have not."
"s15226","eng","No, I have not this study was one of a kind!"
"s15233","eng","No"
"s15234","eng","no i have not"
"s15235","eng","no"
"s15236","eng","no, i haven't. "
"s15241","eng","No I have not"
"s15244","eng","I have not."
"s15247","eng","no"
"s15250","eng","No"
"s15251","eng","No i have not"
"s15252","eng","not this was quite unique"
"s15253","eng","I have not participated in a study like this one"
"s15254","eng","I have participated in research studies, but not in this format or with the same kinds of questions."
"s15255","eng","I have not"
"s15258","eng","I never have"
"s15261","eng","No."
"s15265","eng","No"
"s15267","eng","Never"
"s15269","eng","No, I have not."
"s15270","eng","No not like this one"
"s15276","eng","no i have not"
"s15277","eng","No I have not participated in a similar study"
"s15279","eng","yes I have"
"s15281","eng","Nope, not one like this before."
"s15284","eng","Yes"
"s15286","eng","No"
"s15287","eng","No"
"s15288","eng","I have not participated in a similar study"
"s15290","eng","ye"
"s15292","eng","No."
"s15293","eng","No, I have not"
"s15294","eng","No."
"s15298","eng","no"
"s15300","eng","No"
"s15303","eng","I have not "
"s15304","eng","I have not"
"s15307","eng","No I have not "
"s15308","eng","no I have not"
"s15310","eng","no"
"s15311","eng","no"
"s15314","eng","No"
"s15317","eng","No"
"s15320","eng","no"
"s15321","eng","no i havent "
"s15322","eng","no"
"s15323","eng","not at all"
"s15324","eng","I have not participated in a similar study."
"s15325","eng","n/a"
"s15326","eng","No, the majority of studies I have done are Likert scale formats."
"s15327","eng","no"
"s15330","eng","I have not yet participated in a survey similar to this one "
"s15332","eng","Yes, it was just like this but linger and the scenarios were longer"
"s15337","eng","No"
"s15338","eng","No, not yet."
"s15340","eng","no"
"s15343","eng","No, I have not!"
"s15346","eng","no"
"s15347","eng","no"
"s15349","eng","no"
"s15352","eng","no"
"s15356","eng","No I have not"
"s15357","eng","no"
"s15358","eng","no i havent "
"s15359","eng","No I have not"
"s15362","eng","No, I have never participated in a study similar to this one."
"s15363","eng","No"
"s15364","eng","Nope. "
"s15365","eng","no "
"s15366","eng","No"
"s15368","eng","No"
"s15369","eng","No I have not participated in a similar study such as this one."
"s15370","eng","not sure"
"s15372","eng","no"
"s15373","eng","yes.. I was given scenarios and then given questions based off the scenario"
"s15374","eng","yes, i was given scenarios followed by questions about the scenarios"
"s15379","gre","Δεν έχω συμμετάσχει σε πολλές έρευνες"
"s15380","eng","No, they were mostly true/fase or 1-7 level variable."
"s15381","eng","yes, other sona studies but they were not put up in the same way, they were longer and so much more boring"
"s15382","eng","No"
"s15383","eng","No"
"s15384","eng","No"
"s15391","eng","No"
"s15394","eng","no"
"s15395","eng","No."
"s15398","eng","No, that why it was interesting. "
"s15402","eng","No i havn't this was fun"
"s15403","eng","No I have not"
"s15405","eng","No"
"s15407","eng","No"
"s15409","eng","no"
"s15410","eng","No."
"s15411","eng","yes, a juror case"
"s15412","eng","no"
"s15417","eng","No"
"s15419","eng","Yes I have, it was very similar to this as it asked me questions about how I felt about the study"
"s15420","eng","no"
"s15421","eng","No"
"s15423","eng","There have been studies where I am given a scenario about a situation and asked to give my ideas about them such as the sexual jury studies "
"s15425","eng","No."
"s15429","eng","No"
"s15434","eng","No"
"s15435","eng","No"
"s15439","eng","No"
"s15444","eng","Yes, I have been doing SONA this semester"
"s15447","eng","No"
"s15450","eng","yes, it was similar to this one "
"s15451","eng","no"
"s15453","eng","no. "
"s15454","eng","no i have not"
"s15455","eng","No"
"s15457","eng","No I haven't"
"s15460","eng","no I have not "
"s15462","eng","No I have not."
"s15463","eng","no"
"s15464","eng","No"
"s15466","gre","οχι"
"s15472","eng"," no"
"s15473","eng","no"
"s15474","eng","No"
"s15478","eng","No"
"s15484","eng","No, I've never participated in a similar study"
"s15487","eng","No"
"s15490","eng","No"
"s15499","eng","No"
"s15500","eng","no "
"s15501","eng","No."
"s15503","eng","No i have not."
"s15504","eng","No."
"s15505","eng","No"
"s15535","ger","TEST"
"s15539","ger","TEST"
"s15543","ger","TESt"
"s15548","gre","..."
"s15551","rum","Nu"
"s15553","rum","Nu am mai participat la un astfel de studiu."
"s15554","rum","Nu"
"s15556","rum","Nu."
"s15558","rum","nu"
"s15560","rum","Nu"
"s15562","rum","nu"
"s15563","rum","nu"
"s15564","rum","nu"
"s15569","rum","Nu "
"s15571","rum","Nu."
"s15576","rum","Nu"
"s15579","rum","De acest gen nu"
"s15585","rum","Nu"
"s15586","rum","Nu"
"s15588","rum","Nu"
"s15589","rum","Nu"
"s15591","rum","Nu am participat la un studiu similar."
"s15593","rum","La studii da, dar nu similare."
"s15595","rum","nu"
"s15596","rum","nu"
"s15597","rum","Am mai participat la studii de cercetare, insa nu cu acest format."
"s15598","rum","nu"
"s15601","rum","Nu"
"s15604","rum","Nu"
"s15606","rum","Nu"
"s15608","rum","Nu-mi amintesc"
"s15609","rum","Nu"
"s15611","rum","Nu."
"s15613","rum","nu "
"s15615","rum","nu"
"s15617","rum","da, am mai participat la astfel de studii. Unul asemănător făcea referință la gradul de moralitate al oamenilor."
"s15618","rum","Nu am participat la un studiu similar."
"s15619","rum","Nu am participat la un studiu similar."
"s15620","rum","nu"
"s15623","rum","Nu, nu am participat."
"s15624","rum","Da"
"s15625","rum","nu"
"s15627","rum","La un studiu de acest nivel, cu text citit si verificarea intelegerii/logicii enuntului nu, e prima data. La alte studii in domeniul psihologiei, da!"
"s15632","rum","Nu"
"s15633","rum","La studiul pentru coronavirus"
"s15641","rum","La un studiu care sa se asemene in mare cu acesta, nu, nu am participat."
"s15643","rum","oana in prezent, nu"
"s15651","rum","nu"
"s15653","rum","nu"
"s15654","rum","nu"
"s15656","rum","nu "
"s15658","rum","AM PARTICIPAT LA STUDII, DAR NU CA ACESTA."
"s15659","rum","nu"
"s15661","rum","Nu cred că am participat la un studiu de acest gen, cu povesti, ci doar la studii clasice "
"s15662","rum","Nu, nu am participat."
"s15664","rum","Nu am mai participat la un astfel de studiu."
"s15666","rum","nu am participat la studii similare"
"s15667","rum","Nu, este prima oara."
"s15668","rum","Nu"
"s15671","rum","Nu-mi amintesc momentan sa fi participat la un studiu similar"
"s15673","rum","Nu"
"s15674","rum","Nu"
"s15676","rum","Nu, nu am participat la un studiu similar"
"s15677","rum","Nu."
"s15678","rum","nu"
"s15679","rum","nu"
"s15680","rum","Nu."
"s15683","rum","nu"
"s15687","rum","NU"
"s15693","rum","nu"
"s15697","rum","NU"
"s15702","rum","nu"
"s15705","rum","da"
"s15709","rum","interesant"
"s15717","rum","Nu am participat niciodată la un chestionar similar.
"
"s15760","pol","Nie"
"s15764","pol","nie"
"s15768","pol","Nie."
"s15769","pol","Nie "
"s15778","pol","coś podobne było na semantyce eksperymentalnej, tylko nie uczestniczyliśmy, a czytaliśmy o innych badaniach"
"s15780","pol","Tak. Badanie było na uniwersytecie w czasach przedpandemicznych. Polegało na wybraniu jednej z trzech odpowiedzi- trolley problem. "
"s15783","pol","Nie"
"s15790","pol","Nie"
"s15802","pol","nie"
"s15806","pol","Nie."
"s15807","pol","Tak, też dotyczyło intuicji językowych, było chyba elementem pracy licencjackiej studentów kognitywistyki."
"s15813","pol"," nie"
"s15814","pol","Uczestniczyłem w badaniu, które miało na celu, że tak się wyrażę, rozwijanie spostrzegawczości socjalnej, rozwijanie empatii i rozwiązywania problemów wynikających ze ścierania się ze sobą różnych kultur, języków, itd."
"s15816","pol","nie"
"s15821","pol","Nigdy."
"s15822","pol","Nie"
"s15824","rum","Nu. "
"s15826","rum","Nu îmi amintesc să fi participat la un studiu asemănător"
"s15828","rum","Nu"
"s15836","rum","Am participat o data la un studiu atat despre cognitie cat si despre emotii in perioada de pandemie si cum influenteaza asta rezultatele mele ca student. Initial, primul val a fost aplicat in primul an, deci cand nu era inca o pandemie, iar al doilea val a fost aplicat luna aceasta cred, deci e un studiu longirudinal. Au fost itemi care au vizat si aspecte ce tin de facultate, apoi de rezultate si ce atitudine am eu referitor la asta, dar si itemi despre partea relationala, prietenii."
"s15837","rum","nu"
"s15838","rum","Nu cred că am participat la ceva similar."
"s15842","rum","da"
"s15843","rum","Am participat acum câțiva ani, însă nu îmi mai amintesc în ce consta"
"s15844","rum","Țin minte că am mai participat la un studiu asemănător acum ceva timp, deoarece mi s-a părut cunoscut modul de formulare al întrebărilor, însă nu-mi mai amintesc despre ce era vorba. "
"s15845","rum","Nu"
"s15846","rum","Nu"
"s15848","rum","nu"
"s15849","rum","da"
"s15851","rum","Nu am mai participat la un studiu similar."
"s15852","rum","Da, ni se expuneau mici situatii in care trebuia sa evaluam comportamentul personajului ca fiind unul mora sau imoral pe o scala Likert si cateodata era intrebarea ”dumneavostră cum ati proceda?”."
"s15853","rum","Nu"
"s15854","rum","Nu, nu am participat."
"s15855","rum","Da, am participat. Studiul era cu texte asemanatoare, intrebarile fiind cu referire la decizia personajului."
"s15857","rum","Am mai participat o singură dată. Ni se prezentau situații în care persoane de diferite vârste și situații sociale comiteau fapte imorale (ex. ucidere, furt, înșelăciune) și ni se cerea să evaluăm fapta și să oferim o pedeapsă."
"s15860","rum","nu"
"s15865","rum","Nu"
"s15868","rum","Nu"
"s15870","rum","Nu."
"s15877","rum","Nu am participat"
"s15881","rum","Am mai participat și la alte studii, dar care priveau moralitatea din anumite situații."
"s15886","rum","Nu. "
"s15887","rum","Nu chiar, întrebările sunt formulate și structurate diferit, la fel și situațiile. "
"s15888","rum","Da, erau abordate povesti tot in acest gen, iar raspunsurile erau pe o scara Likert."
"s15890","rum","da, tot la fel se aratau niste povesti iar pe baza acelei povesti trebuia sa raspund"
"s15892","rum","Nu "
"s15893","rum","nu, este prima data"
"s15895","rum","Nu am participat"
"s15896","rum","Nu am mai participat la vreun studiu similar."
"s15897","rum","Nu am mai participat."
"s15898","rum","Este primul studiu de acest gen la care particip."
"s15907","rum","Am mai participat la studii în care ni se prezentau situații dar itemi din acest studiu sunt complet diferiți de restul cercetărilor la care am participat."
"s15909","rum","nu"
"s15913","rum","nu"
"s15916","rum","Da"
"s15917","rum","Nu am participat la niciun studiu similar."
"s15919","rum","nu"
"s15922","rum","Da la un studiu care viza in ce masura afecteaza emoțiile capacitatea de morala."
"s15926","rum","Nu"
"s15927","rum","Am participat odata la un studiu care folosea povesti dar se baza pe atribuirea vinei uneia din cele doua persoane implicate intr-un caz de violenta//viol/injustitie."
"s15929","rum","Cred ca la un singur studiu cu modalitate similara de raspunsuri."
"s15931","rum","La un astfel de studiu nu, dar mi s-a parut interesant."
"s15934","rum","Da. Era vorba despre un studiu aproape identic, însă itemii descriau situații diferite dintr-o zi de muncă a anumitor indivizi."
"s15935","rum","Da"
"s15936","rum","Nu "
"s15940","rum","Nu."
"s15942","rum","Nu"
"s15947","rum","Nu "
"s15955","rum","Am participat la un studiu similar în sensul că existau întrebări de verificare a înțelegerii poveștilor, dar tema era moralitatea."
"s15956","rum","Nu."
"s15964","rum","Nu. "
"s15967","rum","da, dar nu imi mai amintesc despre ce era"
"s15970","rum","Am participat o dată, dar nu mai țin minte detaliile."
"s15973","rum","nu"
"s15977","rum","Nu"
"s15979","rum","Cred că da... doar o dată... stiu că tot așa era niște povestioare la care trebuia sa te gândești foarte logic ca să poți răspunde la întrebările de după... din câte îmi aud eu aminte, voiau să verfice dacă avem capacitatea de a raționa corect și de a fi foarte atenți."
"s15985","rum","Nu."
"s15988","rum","Identic cu acest tip de studiu nu, dar am completat multe chestionare in cadrul practicii semestriale si in ajutorul colegilor care au avut nevoie."
"s15999","rum","Nu."
"s16004","rum","Nu"
"s16005","rum","Nu a fost un studiu similar."
"s16008","rum","Din cate imi amintesc, am mai participat la unul similar"
"s16010","rum","nu am participat"
"s16011","rum","da, unul in care trebuia sa citit povesti cu tenta morala si sa raspundem la intrebari pe baza lor"
"s16014","rum","Da, eram puși să citim situații diferite și să facem decizii însă erau legate de moralitate (ex: pe o șină de tren este un om, pe cealaltă sunt 5, dacă apăsăm un buton, trenul va devia și va omorî doar un om, ce decizie luați?)"
"s16020","rum","Da, dar a fost mai accesibil."
"s16022","rum","nu"
"s16024","rum","nu"
"s16026","rum","Nu știu sigur acest lucru."
"s16029","rum","Da"
"s16030","rum","Prima data particip la un studiu care presupun asa istorioare mai lungi. Recent am participat la un studiu care oferea niste istorioare scurte si apoi ne intreba cat de moral mi se pare acea situatie si cum ma simteam pe moment "
"s16034","rum","Nu"
"s16035","rum","Studiul la care am mai participat semănă cu acesta, dar e diferit. În sensul că în studiul anterior evaluam cât de morale sunt anumite decizii (scrise sub formă de povești) și se mai lua în calcul emoțiile pe care le aveam în acel moment.  "
"s16037","rum","Nu"
"s16038","rum","Nu"
"s16041","rum","Da, cercetarea Emoții și moralitate."
"s16045","rum","Nu am participat"
"s16049","rum","Nu cred"
"s16051","rum","nu"
"s16052","rum","Nu"
"s16053","rum","Nu am participat la studii similare."
"s16056","rum","Nu"
"s16058","rum","Da. Studiul era despre emotii mixte si moralitate."
"s16061","rum","nu"
"s16062","rum","nu"
"s16066","rum","nu, am participat la un studiu ce implia citirea unei situatii si constatarea dacă actiunea interprinsă de personajul principal este catalogată ca fiind morala sau imporala, în functie de dispozitiile participantilor"
"s16067","rum","Nu am mai participat."
"s16069","rum","Am mai participat la studii ce vizau moralitatea, structurate asemanator. Trebuia sa citim o poveste si sa raspundem la anumiti itemi pe baza ei. "
"s16070","rum","Nu îmi amintesc să fi participat la un astfel de studiu"
"s16076","rum","Studiul silimar la care am mai participat avea la fel 5 povestiri scurte, apoi 5 intrebari cu privire la acele scurte intamplari. "
"s16077","rum","Nu"
"s16082","rum","Nu"
"s16086","rum","Am participat la un studiu similar în care se prezentau povești. Astfel, se dădeau tot felul de povești/situații privind moralitatea, iar participanții trebuiau să aprecieze măsura în care acestea erau morale sau imorale."
"s16087","rum","Da"
"s16088","rum","Da."
"s16092","rum","Am participat anul trecut, dar nu imi amintesc detalii."
"s16097","rum","Nu."
"s16102","rum","La un studiu similar nu, doar la alte studii in general."
"s16103","rum","Nu"
"s16105","rum","Nu"
"s16106","rum","Studiu similar,nu! Altfel de studii ,da!"
"s16108","rum","Nu am participat la un studiu similar, din ce imi amintesc."
"s16109","rum","Nu"
"s16112","rum","Am mai participat dar nu mai tin bine minte. A trecut ceva timp de atunci."
"s16114","rum","Nu."
"s16115","rum","Nu."
"s16116","rum","Nu"
"s16117","rum","Nu"
"s16118","rum","nu"
"s16119","rum","nu"
"s16121","rum","Nu îmi mai amintesc exact despre ce era vorba, întrucât am participat acum câțiva ani, dar știu că tipul de abordare era oarecum similar."
"s16122","rum","La unul similar nu, dar mi s-a parut interesant."
"s16125","rum","Nu"
"s16131","rum","Da"
"s16132","rum","Nu am participat la un studiu similar."
"s16134","rum","Nu"
"s16135","rum","Nu."
"s16137","rum","nu-mi aduc aminte"
"s16138","rum","Nu știu."
"s16142","rum","Nu am participat."
"s16143","rum","Nu"
"s16147","rum","Nu, nu am mai participat"
"s16148","rum","nu"
"s16154","rum",",jhkh"
"s16156","rum","nu"
"s16157","rum","nu"
"s16160","rum","Nu."
"s16164","rum","Nu "
"s16166","rum","nu"
"s16168","rum","Nu cred."
"s16169","rum","o singura data"
"s16172","rum","Nu"
"s16173","rum","Nu am participat nici la un studiu similar"
"s16175","rum","DA"
"s16178","rum","Nu."
"s16180","rum","Nu "
"s16189","rum","nu."
"s16190","rum","Nu"
