"id","survey_lang","purpose"
"s14924","eng","To gauge interpretation of luck vs ability in relation to correctness."
"s14925","eng","I do not the the actual purpose but I feel that there is definitely some sort of deeper meaning to this."
"s14927","eng","i don't know"
"s14928","eng","hmm i think it has something to do with what we take as truth, does the true truth matter or are we satisfied with believing we know the truth, how much it matters that we may not know the true truth, and how far we're willing to go to chase the true truth"
"s14929","eng","to determine what we think about people's thoughts on items that aren't what they are"
"s14930","eng","Perception of luck compared to reason "
"s14931","eng","To understand how people interpret what they read."
"s14932","eng","distinguish luck vs. ability"
"s14933","eng","No idea"
"s14934","eng","to see how people consider the credibility of other people's knowledge depending on context"
"s14937","eng","im not sure"
"s14938","eng","To see if people understand the difference between luck and knowing something. Because we might 
 think we know something but our answer might be depending on luck to get the right answer while we can answer some questions the right way because we already have the knowledge for the subject we talking about."
"s14940","eng","Making decisions with limited information or feeling uncertain."
"s14948","eng","The purpose of this study was to see if someone could spot the difference vs two different things."
"s14952","eng","The purpose of this study is to shed light on how people perceive the concepts of luck and ability in real life."
"s14958","eng","To figure out what people mean when they say """"""""know"""""""" (i.e., can people know something out of ignorance, like that man pointing at houses.)"
"s14959","eng","Whether things are in ones control or they blame their wrongdoing on external factors."
"s14962","eng","I believe the study is to see whether an external party can determine someone's confidence in their answer based on queues, but I'm not sure"
"s14963","eng","To find out how different perspectives qualify as right or wrong "
"s14965","eng","to see if one would pay attention to a written prompt."
"s14966","eng","understand how people classify luck, ability, belief and knowledge "
"s14969","eng","To find how people's believe of luck is in relation to ability to correctly assess something."
"s14970","eng","To try and determine the subjective difference between knowledge and belief. Because objective facts are very hard to actually come by."
"s14972","eng","I believe the purpose of the study is to determine at which level of ability, justification, and general reasonability of an individual's statement change that statement from just a belief to knowledge."
"s14973","eng","To determine how luck affects decision making"
"s14975","eng","To demonstrate how easily it is to manipulate the eye."
"s14976","eng","The purpose of this study was to discover people's ability to analyze the difference between good luck/bad luck or their ability/inability with a given scenario."
"s14978","eng","To get people's opinion on knowledge versus belief"
"s14982","eng","To understand how people think"
"s14983","eng","To determine whether people attribute luck or skill more to the success or failure of an activity."
"s14984","eng","To discern what people think they know and what they believe to be facts."
"s14985","eng","To see how well the participants pay attention to the detail of the story"
"s14987","eng","To try and understand different people when they read different scenarios"
"s14989","eng","to look at how language is used to distinguish perceived ability or skill. "
"s14994","eng","Maybe the study was about how different people view different things."
"s14995","eng","no idea"
"s14996","eng","I did the purpose of this research was to see how well participants comprehend stories. "
"s14997","eng","I think the aim was to see whether people attribute situations to be something that is known or just believed to be known."
"s14998","eng","be able to understand different situations and make out what is actually going on"
"s15004","eng","To establish the difference between luck and knowledge. "
"s15006","eng","To identify how people perceive luck and knowledge."
"s15007","eng","to see how people interpret information"
"s15008","eng","To determine if participants credit the results of their decisions to luck or their ability."
"s15009","eng","i dont really know "
"s15010","eng","no"
"s15012","eng","To determine what makes someone right or wrong based upon external or internal factors."
"s15013","eng","To understand a person’s reasoning and thought process after given a scenario"
"s15014","eng","no clue"
"s15016","eng","Possibly to study how opinions can differ in situations when presented with all of the facts? Not super sure."
"s15017","eng","Determining the consensus for beliefs about knowledge and luck"
"s15018","eng","If study is based on belief or knowledge"
"s15020","eng","no idea"
"s15021","eng","i have no idea"
"s15022","eng","To asses demand characteristics in studies."
"s15025","eng","It is about our perceptions of reality and whether we can consider someone to know something for certainty, even if there was an element of luck in the fact that they got the correct answer. Based on the information available to the person they may know the correct answer, but there may be unknown factors that could have potentially impacted the reality of the situation. So do we consider them to be correct based on their knowledge or their luck?

Either that, or this is a meta-study about participant engagement in a survey."
"s15028","eng","The purpose of the study may have been about peoples memory after reading short stories or about how people interpreted the material. "
"s15029","eng","To see how people judge luck compared to ability. It might also be about surveys"
"s15034","eng","n/a"
"s15035","eng","I don't know"
"s15038","eng","luck vs. ability"
"s15042","eng","To test perception"
"s15043","eng","I believe it mentioned  at the beginning that the purpose was to look at how language works. "
"s15044","eng","to understand perception "
"s15045","eng","to see how people interpret stories and words"
"s15046","eng","Maybe to test the validity of the study to see if people actually read the text."
"s15047","eng","To see how well people grasp the complexities of the english language"
"s15049","eng","To see how people interpret situations and if people were focused in this study"
"s15052","eng","Knowledge vs. luck"
"s15053","eng","To understand the process of assumptions and their validity"
"s15055","eng","I think the purpose of this study was to test how people would respond to practically the same scenarios with a few key changes and wording differences. That or this study is just about what we perceive the study to be about which is why I am answering these post questions."
"s15059","eng","What the eye sees is not necessarily true"
"s15060","eng","Possibly to see what we think about a situation when we have an all knowing outside perspective."
"s15061","eng","no idea"
"s15064","eng","to gain an understanding how people apply reason/knowledge with luck/ability"
"s15065","eng","I don't know"
"s15067","eng","To see if people know/don't know what they are talking about based on their ability or based on their luck."
"s15069","eng","To calculate how the participants perceive whether an action is recognized by luck or intellect."
"s15071","eng","to compare how students make decision based off of similar materials"
"s15072","eng","To see if we could understand situations by wording and also seeing our perspective on certain situations and how we consider outcomes "
"s15073","eng","Analyze problem solving and critical thinking?"
"s15076","eng","I think the purpose of the study was to uncover the true opinions of others"
"s15077","eng","Something to do with people's perception versus reality."
"s15078","eng","to show people mistakes are common"
"s15082","eng","To determine how wording a scenario directs how the reader perceives the awareness/incompetency of the subject's actions."
"s15085","eng","To break down how people perceive knowledge and new information in the context of legitimacy."
"s15090","eng","to first identify what each individual felt and knew versus the reality of it "
"s15093","eng","I think the purpose of this study is to for surveyors to tell if the belief and true knowledge is justified.."
"s15096","eng","Perception of luck vs ability when people get the answer right vs. wrong. "
"s15097","eng","i am not sure"
"s15099","eng","I feel as if it may have something to do with perception and trust."
"s15100","eng","I think the purpose of this study is to make people understand that some statements we make about the way we perceive the world are not always factual."
"s15101","eng","How language affects the way we think of things. How we decide luck or it was ability."
"s15102","eng","To distinguish between the difference between knowledge and luck."
"s15105","eng","To see how people perceive things and their opinions about scenarios. "
"s15106","eng","Ability/Inability vs. Good luck/Bad luck but I do not understand what is meant by ability/inability when it comes to determining if something is real or not."
"s15109","eng","To show how much you pay attention to the situation."
"s15112","eng","To try and see how people view good luck and bad luck."
"s15118","eng","idk"
"s15122","eng","I think its about how people perceive certain situations"
"s15126","eng","to maybe discover how people can interpret stories differently"
"s15128","eng","rating thoughts"
"s15129","eng","to see how different people may interpret messages differently"
"s15132","eng","Understanding perception and how it can translate to knowing"
"s15138","eng","To test how language affects my perception of whether a person experienced something because of luck, or ability"
"s15143","eng","To see if participant have read the questions "
"s15145","eng","Decision-making"
"s15148","eng","seeing what people think"
"s15150","eng","To identify if we have critical reading skills"
"s15158","eng","How language works"
"s15162","eng","no idea"
"s15164","eng","To avaliate how people relate ability and luck "
"s15167","eng","to find the knowledge and beliefs of others"
"s15168","eng","Beliefs about knowledge and luck
"
"s15173","eng","See if the participant can distinguish between luck and knowledge in situations. "
"s15174","eng","no idea"
"s15178","eng","Beliefs about knowledge and luck
"
"s15179","eng","to find the knowledge and belief of others"
"s15180","eng","No clue"
"s15182","eng","To determine how people view or think about different situations"
"s15185","eng","The purpose of this study is to determine the difference between being aware of actually knowing something that is true or believing."
"s15186","eng","To show that what we may believe to be factual, could only be mere belief depending on the circumstances. To show that the line between fact and belief is often very thing. To question the truth (how can we truly know something is factual if we do not have every little detail at our disposal)."
"s15188","eng","differentiate knowledge from beliefs "
"s15192","eng","I do not know."
"s15193","eng","To test out philosophical stories and the psychology of decision making."
"s15195","eng","To see how the human might function in certain settings."
"s15198","eng","To determine the difference between what we know and what we only think we know."
"s15199","eng","To what extent knowledge helps people not to rely on luck."
"s15200","eng","to compare how students make decisions based on the information they are given "
"s15204","eng","to see how well a person understand a situation "
"s15207","eng","To see how positively/negatively people think and react to situations. "
"s15211","eng","To make participants consider others thoughts on what is right and wrong or what is true and false. To consider if one is being deceived and how it can effect the mind. "
"s15213","eng","Perhaps how we assess an individual's certainty or validity for statements (luck or ability?), based on context."
"s15216","eng","to see how well people can evaluate situations if its based on luck or knowledge with the given information"
"s15218","eng","Understanding beliefs about luck "
"s15226","eng","I think the purpose of this case study was to see how people interpret scenarios"
"s15234","eng","have an open mind"
"s15236","eng","to see if you could use your memory of the scenarios that you read, to answer the question. "
"s15241","eng","The purpose of this study was to analyze the text and decide whether the person believes if everything they view is real or fake."
"s15247","eng","Dont know"
"s15250","eng","To see whether people believe being right or wrong about something that is out of their knowledge is based on luck or knowledge."
"s15251","eng","The purpose was to determine whether different people had more of a skill/ability or a chance/luck mindset"
"s15252","eng","Between luck and certainty"
"s15254","eng","To show the difference between people thinking they know something vs. actually knowing"
"s15255","eng","To analyze the effects of unknown changes to a human's knowledge"
"s15261","eng","It seems as if this study is aimed to study people's perception of specific situations in regards to what is actually real and isn't based on some background information."
"s15265","eng","See peoples responses."
"s15267","eng","Unsure"
"s15269","eng","I think the purpose of the study is to analyze whether or not participants believe something can be true without an individual knowing the whole truth. Ex. the necklace could have been diamonds whether or not the customer truly knew if it was. If the customer believes and says """"""""it is made of diamonds"""""""" when really the necklace is cubic-zirconia, is the customer lying?"
"s15270","eng","to look at my beliefs and opinions"
"s15277","eng","I think the purpose of this study is differentiate between what you feel is correct or not and whether or not you are actually correct. "
"s15279","eng","to see the way we think"
"s15281","eng","The purpose of this study was to see how much knowledge the reader could obtain. "
"s15284","eng","The purpose was to determine what knowledge and luck are classified as to the general public."
"s15290","eng","dunno"
"s15292","eng","To understand people's perspectives."
"s15293","eng","to determine if people know the difference between someone knowing something or just guessing and getting lucky"
"s15294","eng","To see how much people  are willing to attribute things to luck rather than expertise."
"s15298","eng","get data"
"s15299","eng","I like how the test is on people's perception of different scenarios and beliefs."
"s15300","eng","To see peoples perspectives on situations that are about knowledge or luck"
"s15303","eng","Makes the reader think about our perceptions and what’s actually real."
"s15307","eng","I think the purpose of this study is to see what people belive they are making the right or wrong choices or if they just think they are "
"s15308","eng","to see how many people belive in luck vs cause and effect"
"s15310","eng","IQ"
"s15311","eng","no idea"
"s15317","eng","To see different perspectives"
"s15321","eng","measure peoples estimations"
"s15322","eng","peoples perceptions of assuming or believing something because of prior knowledge on that thing."
"s15323","eng","am not sure maybe you are trying to find out what people perceive "
"s15324","eng","To see which perspective my answers come from. Either from the protagonist in the story or from the narrators perspective."
"s15325","eng","n/a"
"s15327","eng","beliefs"
"s15330","eng","To see the way different people think of different situations "
"s15332","eng","Not sure"
"s15337","eng","The Framing Effect "
"s15338","eng","I think is to check how people differentiate the two things: distinguishing an object with several reasons, and just speculating without knowing the object is real or fake. All using third person view."
"s15339","eng","I think the purpose of this study is to see how different people react and answer to different situations. And, possibly see their logic towards it."
"s15340","eng","something along the lines of seeing if things happen by chance or fait"
"s15343","eng","Do get a gauge of what people consider """"""""truth"""""""" to be."
"s15346","eng","I think the purpose of this study was to determine if a scenario was purely based on luck or ability."
"s15349","eng","to examine the psychological process that someone goes through in regards to different situations"
"s15352","eng","How people interpret and give out information to others based on their beliefs, what they believe to be true"
"s15356","eng","To understand how people read certain situations"
"s15357","eng","not sure "
"s15358","eng","I have no clue"
"s15359","eng","I believe it was to highlight the fact that our brains can actually trick us into thinking that we see something when in reality it is not there. "
"s15362","eng","Analyzing what we believe to be true versus what we know to be true, and how the two may intertwine."
"s15364","eng","Debunking facks vs luck "
"s15366","eng","Not sure"
"s15368","eng","NO"
"s15369","eng","If people just get lucky or if they have bad luck."
"s15370","eng","not sure "
"s15372","eng","to determine how different people perceive social skills like understanding a person ability/inability to do something"
"s15373","eng","no idea"
"s15379","gre","Πόση σημασία έχουν οι λέξεις όταν παρουσιάζεις κάτι στον άλλον. Δηλαδή τι θα του πεις , με ποιο τρόπο, ποιες προτάσεις θα χρησιμοποιήσεις πρώτα και ποιες μετά και ποιες λέξεις θα τονίσεις. Φαντάζομαι ότι ενώ τα δεδομένα ήταν συγκεκριμένα οι απαντήσεις θα ποικίλλουν γιατί κάθε άτομα τα ερμηνεύει διαφορετικά με βάση τις εμπειρίες του και τη δική του λογική "
"s15380","eng","I think the purpose is to see if recalling details from a story, depends on how the story is phrased."
"s15383","eng","To see how you judge someone??"
"s15391","eng","To understand the difference between luck and ability"
"s15395","eng","I think that the purpose of this study was to see how people classify the credibility of information and whether a person should be faulted for believing """"""""wrong"""""""" information."
"s15398","eng","To determine if people make decisions off gut feelings or on actual obtained knowledge. "
"s15405","eng","To determine whether people credit the things that happen to them to their ability or their luck."
"s15407","eng","To see how people interpret luck and beliefs vs. actually knowing something"
"s15409","eng","I don't really know, I have 2 different ideas,
1. the idea of the OSSLT and how some students don't read the items in full
2. to see what most people can view from the way something is written"
"s15410","eng","Do determine whether people credit their decisions to their ability or luck."
"s15412","eng","to see how people interpret wording"
"s15417","eng","Decide how many people believe in luck"
"s15420","eng","to see how reading associates with answering questions"
"s15421","eng","How we interpret people's knowledge depending on the situation, or how valid it is. "
"s15425","eng","I have no idea."
"s15435","eng","I think the purpose of the study is to understand to what extent people think knowledge can exist, as opposed to strong belief, and how this is expressed through language."
"s15439","eng","Discrepency between beliefs and luck/ability."
"s15443","eng","To examine how context effects out perception on others beliefs."
"s15444","eng","I do not know, maybe to get a sense of what is real or fake"
"s15450","eng","To see how people think about the different scenarios and how different their point of view about the situations is "
"s15451","eng","to investigate whether wording can confuse us into believing certain fact/unreasonable fact "
"s15453","eng","to understand how language is used to determine skill and luck"
"s15455","eng","Test attention"
"s15457","eng","Debunk the notion between luck and ones abilities"
"s15460","eng","to put us in real life situations"
"s15461","eng","to test people on their perception."
"s15462","eng","Possibly to define whether or not situations that are not easily perceived can be attributed to a persons luck vs ability to know something."
"s15463","eng","to identify if participants actually read the paragraphs"
"s15464","eng","I felt that I had to second guess myself when it came to each question because it seemed like a trick question. Therefore, I feel that it revolves around that. "
"s15466","gre","OXI"
"s15472","eng","comprehension"
"s15473","eng","see our knowledge"
"s15474","eng","To see how people perceive things and whether their assumptions or statements are valid"
"s15484","eng","To recognize our decision making and critical reading abilities"
"s15487","eng","Maybe to gauge people's beliefs/thoughts about what constitutes luck/ability"
"s15490","eng","To determine whether people believe events occur because of luck or because of their rationality and to determine whether we hold human rationality as the driver of society."
"s15492","eng","Possibly about determining perceived competency?"
"s15499","eng","To measure the participants attention to detail"
"s15500","eng","I have no idea but I think it has to do something with making decisions when you are uncertain."
"s15501","eng","To understand a situation and analyze the situation."
"s15504","eng","I don't know."
"s15505","eng","The purpose might have to do with how well we do in understanding/correctly completing this study based off of how many studies we have been apart of in the past."
"s15535","ger","TEST"
"s15539","ger","TEST"
"s15543","ger","TEST"
"s15548","gre","..."
"s15551","rum","cred ca acest lucru se refera la atentia participantilor si capacitatea de intelegere."
"s15553","rum","Posibil de a vedea in cele trei povestioare corelatia dintre a crede ( ceva posibil despre ceva/cineva) si a stii ( a cunoaste ceva sigur despre ceva/cineva)."
"s15554","rum","Testarea atenției și a capacității de concentrare."
"s15556","rum","Consider ca scopul studiului a fost sa determine masura in care folosirea unui anumit limbaj/a anumitor termeni cu privire la certitudine, influenteaza raspunsul participantilor."
"s15558","rum","Atentia "
"s15562","rum","Probabil ca cercetatorii doresc sa cerceteze legatura dintre atentie si procesele cognitive"
"s15563","rum","Studiul limbajului"
"s15571","rum","Evaluarea atenţiei la detalii."
"s15576","rum","Are legatura cu felul cum interpretam situatii si luam decizii, pe baza informatiilor pe care le avem la dispozitie (acestea putand fi incomplete, neactualizate)"
"s15579","rum","Atentie, perceptie, preconceptii - probabil un studiu in aceasta directie"
"s15586","rum","pot fi multiple: nivelul de stres asociat situatiilor conflictuale de raspuns (acolo unde nu sunt suficiente informatii), in ce masura gradul de definire a scopului unui studiu si modalitatea de formulare a intrebarilor creste sau scade stresul asociat completarii acestuia, etc"
"s15588","rum","Evaluarea atenției"
"s15591","rum","nivelul de inteligenta, durata de memorare "
"s15593","rum","Verificarea intelegerii sensului cuvintelor 'a crede' si 'a sti'"
"s15595","rum","evaluarea perceptiei "
"s15596","rum","atentia distributiva si gandirea critica"
"s15597","rum","Scopul studiului este evaluarea gradului de intelegere a unui text si a diferentierii dintre conceptele """"""""a sti"""""""" si """"""""a crede"""""""" care se refera la anumite actiuni."
"s15598","rum","Nu mi-e foarte clar, dar aș fi curioasă să aflu."
"s15602","rum","Modul de percepere asupra unor lucruri"
"s15604","rum","diferentele intre a crede ceva si a sti cu siguranta"
"s15606","rum","Scopul este de a verifica si a analiza scenariile date la un nivel psihologic"
"s15608","rum","De a identifica masura in care putem verifica ceea ce ne spun ceilalți, sau dăm valoare absolută de adevăr, fără a face propriile verificări"
"s15609","rum","Testarea atenției"
"s15613","rum","Nu stiu exact. "
"s15615","rum","atentia"
"s15617","rum","Scopul studiului, cred că a fost acesta: în ce măsură modul în care ne sunt comunicate verbal/scris anumite informații  influențează valoarea de adevăr a acestora sau în ce măsură modul în care ne sunt comunicate verbal/scris anumite informații ne influențează să credem că acele informații sunt reale sau nu( reprezintă realitatea sau nu)"
"s15618","rum","Verificarea atentiei "
"s15619","rum","Modul in care aparentele pot insela."
"s15620","rum","cat de bine sunt povestite situatiile pt ca cei care citesc, sa inteleaga si sa retina detaliile/ cuvintelele folosite,distributia lor."
"s15624","rum","este interesant"
"s15625","rum","Poate sa verifice nivelul de atentie si intelegere a unui text"
"s15627","rum","Observarea atentiei de scurta durata si logica interpretarii situatiilor din spatele unui text citit la prima vedere. Intelegerea textului."
"s15632","rum","Cred că scopul a fost ceva legat de modul în care persoanele cred anumite lucruri și datorită căror factori cred asta (competență/incompetență sau noroc/ghinion)"
"s15641","rum","Scopul studiului consider ca a fost testarea atentiei si a propriei perceptii pe anumite situatii care, desi pot parea normale, in esenta, pot exista detalii ce le schimba total."
"s15643","rum","nu am idee"
"s15651","rum","Atentia distributiva si gandirea critica"
"s15653","rum","logica si capacitatea de interpretare a actiunii "
"s15656","rum","nu stiu "
"s15658","rum","SA REFLECTE GRADUL DE PREZENTA, CONSTIENTA  SAU ATENTIE AL RESPONDENTILOR , GRADUL IN CARE SE POT DETASA DE PROBLEMELE EXISTENTIALE ACTUALE"
"s15659","rum","Evaluarea atentiei"
"s15661","rum","Măsurarea atenției "
"s15662","rum","311340802rsl191045"
"s15664","rum","Cred ca scopul testului a fost de a stabili in cele 3 povestioare corelatia dintre a crede ( posibilitatea) si a stii ( certitudine)."
"s15666","rum","testarea atentiei"
"s15667","rum","Masurarea Atentiei"
"s15668","rum","Diferența între ceea ce credem noi și ceea ce este cu adevărat real."
"s15671","rum","Probabil scopul a fost sa sublinieze diferentele intre a crede si a sti"
"s15673","rum","Competență/Incompetență vs. Noroc/Ghinion"
"s15674","rum","Masurarea capacittatii de concentrare intr-o situatie limita"
"s15676","rum","Studiu despre atentie"
"s15678","rum","Nu știu"
"s15679","rum","despre felul cum luam decizii si interpretam situatii pe baza informatiilor pe care le avem la dispozitie - acestea pot fi incomplete sau neactualizate, ne putem simti competenti intr-o situatie dar de fapt sa nu avem toate datele care sa ne ajute sa luam o decizie corecta, sau invers putem lua o decizie corecta pe baza expertizei/competentei/experientei noastre chiar si cand intervin alte informatii noi care totusi nu influenteaza capacitatea noastra de a lua o decizie corecta"
"s15680","rum","Consider ca scopul acestui studiu a fost sa verifice influenta limbajului asupra participantilor."
"s15683","rum","perceptia si realitatea"
"s15687","rum","NU STIU"
"s15697","rum","Masurarea nivelului de stres asociat unei nivelului de perceptie a sarcinii (dificila, plictisitoare, motivanta, etc) "
"s15705","rum","cercetare"
"s15709","rum","cercetare"
"s15717","rum","Cred că scopul studiului este acela de a verifica atenția asupra detaliilor și a noțiunilor decert/incert."
"s15760","pol","Nie mam przypuszczeń"
"s15764","pol","postrzeganie szczęścia/pecha, wiedzy/domysłów"
"s15768","pol","Zbadanie czy ludzie mają dobrą intuicję do zagadnień z dziedziny epistemologii."
"s15778","pol","jak szybko student zostanie znudzony przez to badanie"
"s15780","pol","Badanie ma sprawdzić jak myślimy o języku."
"s15783","pol","Sprawdzić na ile ludzie świadomie kierują się intuicją a na ile posiadaną wiedzą"
"s15784","pol","Myślę, że miało pokazać problem językowy w mówieniu o wiedzy."
"s15790","pol","Skojarzył mi się z tekstem z filozofii języka, więc miałam wcześniej spojler"
"s15802","pol","Zbadanie potocznego posługiwania się pojęciem """"""""wiedzieć"""""""" w aspekcie paradoksów z tym pojęciem związanych."
"s15806","pol","Sprawdzenie, co ludzie podświadomie uważają za justified true beliefs."
"s15807","pol","Badanie intuicji językowych w sytuacjach, kiedy osoba bazuje przekonania na niepełnej informacji."
"s15813","pol","Badanie ma na celu ocene logicznego myslenia w zaleznosci od posiadancyh informacji. JAkie wnioski potrawimy wyciagnac. "
"s15814","pol","Przypominało to trochę wstęp do zajęć z logiki. Celem było sprawdzenie jak różni ludzie mogą interpretować różne sytuacje."
"s15816","pol","Przypuszczam, żę badanie dotyczy języka i komunikacji"
"s15821","pol","Indywidualna świadomość"
"s15822","pol","intuicja "
"s15824","rum","Nu știu."
"s15836","rum","Cred ca o varianta posibila ar fi sa cerceteze aspecte ce tin de atentie."
"s15837","rum","Scopul studiului a fost de a ne testa capacitatea cognitiva(atentia)."
"s15838","rum","Să testeze atenția și capacitatea de concentrare"
"s15843","rum","Să ne testeze percepția despre anumite situații pe care le catalogam fie norocoase/ghinioniste, fie datorate competenței/incompetenței"
"s15844","rum","Cred că scopul studiului ar putea fi legat de concentrarea atenției."
"s15846","rum","Posibil înțelegerea celor citite. Evitarea citirii mecanice. "
"s15848","rum","Nu știu"
"s15849","rum","scopul studiului a fost acela de a ne mentine atentia pe toata durata completarii chestionarului"
"s15852","rum","Cred că scopul studiului este legat de atenția pe care o acordăm unor simple povestiri, avand in vedere ca există foarte multe persoane care citesc ceva insa nu au idee ce anume au citit sau nu ar putea (din cauza lipsei concentrarii) sa spuna detalii chiar si despre cateva randuri citite anterior."
"s15854","rum","Parerea mea este ca studiului a vizat tendinta noastra de a percepe anumite lucruri."
"s15855","rum","cum judeca oamenii, cum evalueaza oamenii situatiile; daca ne luam dupa aparente"
"s15857","rum","Competența oamenilor de a analiza o situație dată."
"s15860","rum","Cum inluenteaza norocul/ghinionul, competenta/incompetenta intamplarile din viata oamenilor sau cat de repede trag acestia concluzii"
"s15864","rum","Consider ca scopul studiul este cel de a vedea functiile limbajului"
"s15881","rum","De a vedea cum oamenii judecă anumite situații. "
"s15887","rum","Cred că este vorba de limbaj, care este în legătură cu felul în  care întelegem noi anumite situații."
"s15888","rum","Cred ca scopul studiului a fost capacitatea de a deosebi minciuna de adevar si demascarea unei minciuni atunci cand se vrea a fi considerat un adevar."
"s15890","rum","nu sunt sigura"
"s15892","rum","Nu am idee."
"s15893","rum","nu stiu"
"s15895","rum","Nu stiu"
"s15896","rum","Nu am nicio idee despre scopul acestui studiu."
"s15897","rum","Să estimeze rata de analfabeți funcționali."
"s15907","rum","Deși în timpul studiului nu m-am gândit la scop ci la rezolvarea itemilor , cred că studiul a constat în a vedea cât de bine stim să facem diferența între a știi și a crede , dar și între noroc/ghinion și rezonabil/nerezonabil în situațiile prezentate."
"s15913","rum","doar presupun"
"s15914","rum","Atentia la detalii"
"s15917","rum","Diferențele în ceea ce privește limbajul sau diferența dintre verbul ,,a crede” și verbul ,,a ști”."
"s15919","rum","Studiul ar putea viza capacitatea de memorare pe durate scurte."
"s15922","rum","Bănuiesc că este despre modul în care emitem anumite judecăți sau despre cat de raționali suntem."
"s15927","rum","Nu sunt sigur care a fost scopul studiului, tot ce am observat e ca s-a pus accent pe cat de bine am inteles detaliile povestilor si daca am tras sau nu concluzii primite prin amestecarea unor informatii fara a tine cont de detalii."
"s15929","rum","Să măsoare percepția noastră cu privire la gradul de atenție sau conștientizare a siguranței de sine in cadrul diferitelor situații expuse."
"s15931","rum","Intelegerea textului si vigilenta noastra, probabil."
"s15935","rum","Intelegerea unui text"
"s15936","rum","A avut ca scop transpunerea unor faptului că de multe ori noi ne bazăm pe intuiție și nu investigăm. "
"s15942","rum","Nu am"
"s15955","rum","Să afle dacă felul în care sunt formulate poveștile influențează modul în care percepem ideea ce certitudine sau credință"
"s15956","rum","Scopul a fost acela de a verifica capacitatea de atenție."
"s15967","rum","nu stiu"
"s15970","rum","Să ne observe concentrarea atenției, cât și a memoriei"
"s15977","rum","Scopul ar putea fi observarea atenției în parcurgerea unor informații"
"s15979","rum","Cred că scopul studiului a vizat capacitatea de a înțelege logic și corect anumite raționamente. Cred că s-a măsurat gradul de analfabetism funcțional."
"s15985","rum","Antentia sau capacitatea de concentrare"
"s15988","rum","Nu stiu exact scopul studiului dar sutn convinsa ca am putut ajuta intr-o cercetare."
"s15998","rum","Cred că, scopul studiului a fost de a ne menține constantă atenția."
"s16005","rum","Sa testeze atentia si logica participantilor."
"s16008","rum","Masurarea atentiei"
"s16011","rum","nu am reusit sa imi dau seama"
"s16024","rum","sincer, habar nu am. Au fost situatii diferite intre ele iar cea de a doua m-a pus putin in dificultate cand ma gandeam la scopul studiului si la variabila dependenta."
"s16026","rum","Sincer, nu mi-am dat seama care a fost scopul studiului."
"s16034","rum","nu"
"s16035","rum","Deși nu sunt sigur, cred că scopul studiului a fost să investigheze modul în care evaluăm anumite situații luând în considerare capacitatea de gândire critică sau gradul de atenție și informare pe care le avem când suntem familiarizați cu o anumită sarcină sau cu un anumit loc. "
"s16037","rum","Cred ca scopul studiului a fost eficienta transmiterii mesajului. Cercetatorii doresc sa observe daca subiecti au citit si inteles textul. "
"s16041","rum","Studierea modului în care este perceput procesul de luare a deciziilor și capacitatea de înțelegere a textului"
"s16045","rum","Cred ca scopul studiului este cum deciziile noastre pot fi influentate de lipsa cunoasterii tuturor variabilelor. Putem ajunge usor la raspunsul corect sau gresit dintr-un noroc sau ghinion. Perspectiva noastra se poate schimba cu totul, intr-un sens sau celalalt, odata cu acumularea tuturor datelor specifice situatiei."
"s16051","rum","atentia la detalii
usurinta cu care emitem judecati de valoare"
"s16052","rum","Cred că scopul studiului a fost verficarea atenției și concentrării studenților."
"s16053","rum","Nu stiu care a fost scopul."
"s16061","rum","Urmarirea intelegerii situatiilor personajelor date."
"s16062","rum","de atesta atentia participantului "
"s16066","rum","Să observe dacă percepțiile noastre asupra unui studiu sunt influențate de cele trei povești."
"s16067","rum","Sincer, nu mi-am dat seama care este scopul studiului."
"s16070","rum","Nu stiu care a fost scopul acestui studiu"
"s16077","rum","Habar nu am"
"s16086","rum","Cum percep oamenii lucrurile având deja construite niște idei despre felul în care acestea arată."
"s16087","rum","De a măsura capacitatea de înțelegere "
"s16088","rum","Consider ca masoara atentia."
"s16095","rum","Masurarea limbajului nonverbal"
"s16097","rum","Măsoară capacitatea de atenție"
"s16106","rum","Atentia acordata studiului."
"s16108","rum","Nu am nici o idee."
"s16112","rum","Sa observe modul de intelegere si analiza. "
"s16114","rum","Acest studiu cred că a scos în evidență aptitudinile cu privire la atenția noastră asupra detaliilor, dar și a logicii de a înțelege întrebările."
"s16115","rum","Sa observati daca catalogam oamenii ca fiind competenti sau incompetenti."
"s16118","rum","concentrarea atentiei"
"s16119","rum","măsurarea atenţiei"
"s16122","rum","Atentia pe care o dam textelelor pe care le citim, probabil."
"s16125","rum","nu stiu"
"s16131","rum","Intelegerea textului"
"s16132","rum","Scopul a fost studierea limbajului."
"s16137","rum","emiterea cu usurinta a unor judecati de valoare"
"s16138","rum","Nu l-am aflat."
"s16142","rum","Scopul studiului cred ca a fost capacitatea de concentrare , dar si atentia asupra detaliilor oferita de participanti."
"s16143","rum","Dupa cum s-a precizat in consemn, scopul studiului este analiza limbajului."
"s16154","rum","cc"
"s16156","rum","Am încercat să îmi dau seama, dar nu știu."
"s16160","rum","Nu știu."
"s16164","rum","Cred ca studiul analizeaza modul in care ne transpunem noi in pielea pesonajului, felul nostru de a empatiza "
"s16168","rum","Nu știu."
"s16169","rum","nu stiu"
"s16173","rum","Scopul studiului a fost de a răspunde corect la întrebări"
"s16178","rum","Nu știu."
