StartDate,EndDate,Country,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self_control_1,trait_self_control_2,trait_self_control_3,trait_self_control_4,self_esteem_1,Q108_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,No_bots_correct,age_rec,sex_rec,edu_rec,geo_rec,vote.recall_rec,weight,weight_trimmed_0.999,weight_trimmed_0.995,weight_trimmed_0.990
05/01/2020,05/01/2020,MEX,100,1484,1,05/01/2020,R_3D6pz5TEskaeyMt,email,ES,1,10,0,10,10,10,5,5,10,10,10,0,0,0,5,5,60,20,20,7,8,5,7,7,10,8,2,5,5,5,0,7,8,8,0,0,8,8,8,8,8,5,5,9,9,7,7,7,9,5,7,5,1,10,5,2,2,0,5,5,1,5,5,0,0,5,5,0,0,5,5,0,100,5,16,5,50,0.99,4,2, ,44,2,1,6,GOBIERNO,6,1,1,2,213,1,2,2,2,4,1,0.000137279,0.023243756,0.06109959,0.077912362
05/04/2020,05/04/2020,MEX,100,2035,1,05/04/2020,R_3DbGX79c6JI4Mv1,email,ES,1,10,0,10,10,10,10,8,10,0,10,10,10,5,10,10,0,50,50,8,10,0,0,0,10,10,0,0,0,0,0,0,10,10,0,5,10,10,10,10,0,0,0,10,10,10,5,10,10,10,10,0,0,8,8,5,0,0,8,5,0,10,10,5,0,10,10,10,10,10,10,50,100,5,16,9,50,3,4,1, ,48,3,2,1, ,6,1,1,2,213,1,2,1,2,2,2,0.000255014,0.023361491,0.061217326,0.078030097
4/29/2020,4/29/2020,MEX,100,2263,1,4/29/2020,R_3Div9gCYLo9LjI0,email,ES,1,8,3,10,10,10,10,10,10,7,10,10,10,10,10,10,75,25,0,8,7,0,2,0,10,8,0,0,0,0,3,10,10,8,0,0,10,9,10,2,0,6,10,10,10,10,9,9,10,8,8,8,7,9,0,0,5,0,8,7,0,9,9,0,0,5,3,6,1,8,7,30,80,5,6,8,25,3,7,1, ,26,3,0,1, ,5,1,1,1,213,1,1,1,2,2,5,4.783239143,4.806345621,4.844201455,4.861014227
05/04/2020,05/04/2020,MEX,100,1463,1,05/04/2020,R_3DjZsuNHbwuvefk,email,ES,1,10,0,10,10,10,8,8,10,6,10,10,10,10,10,10,50,50,0,8,4,0,4,3,10,10,0,0,0,0,3,0,8,8,0,3,8,9,7,3,3,9,10,9,7,9,9,10,8,3,9,7,6,10,0,4,8,2,5,7,0,10,6,7,0,7,7,1,8,8,10,30,40,7,7,7,125,3,7,1, ,36,1,0,2, ,3,1,1,2,213,1,2,1,2,2,3,0.000159276,0.023265753,0.061121588,0.077934359
05/04/2020,05/04/2020,MEX,98,1305,0,05/06/2020,R_3dNaZgBHAluQNpj,email,ES,1,10,0,10,10,10,9,10,10,10,10,10,10,10,10,10,70,20,10,9,8,5,5,5,10,7,0,0,0,0,0,10,10,10,0,0,9,9,9,8,8,8,8,10,10,9,10,10,10,8,10,2,0,10,0,5,5,0,7,9,0,10,10,5,0,5,5,0,5,5,10,80,90,3,3,9,25,3,7,1, ,34,3,1,1, ,5,1,1,1,213,1, , , , , , , , , 
05/05/2020,05/05/2020,MEX,100,1429,1,05/05/2020,R_3Doq4SErKMqP2kt,email,ES,1,9,5,9,8,8,10,9,9,9,9,9,8,8,9,5,98,1,1,7,9,9,10,10,10,10,5,5,3,7,10,9,7,9,0,5,6,3,2,8,8,5,5,8,10,9,9,9,10,7,9,8,6,8,9,9,8,5,9,8,7,9,9,8,3,8,8,3,8,8,8,50,50,7,16,9,50,3,7,1, ,51,3,2,1, ,5,1,1,1,213,1,3,1,2,1,3,7.89E-06,0.023114371,0.060970206,0.077782977
05/04/2020,05/04/2020,MEX,98,1507,0,05/06/2020,R_3dPL3cpsqEY9z4T,anonymous,ES,1,10,0,10,10,10,10,10,10,10,10,10,7,8,10,10,90,5,5,7,10,0,0,0,10,10,0,0,0,0,0,10,10,10,0,0,0,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,0,0,2,0, , ,0,10,10,10,0,10,10,0,10,10,10,100,80,1,9,9,25,3,7,1, ,40,2,0,1, ,2,1,1,2,213,1,2,1,2,3,3,0.002702847,0.025809325,0.063665159,0.08047793
4/30/2020,4/30/2020,MEX,100,1424,1,4/30/2020,R_3dRi6jJsgjIpn35,email,ES,1,9,0,9,10,10,6, ,10,9,10,10,10,10,10,10,0,100,0,2,7,0,1,1,10,10,0,0,0,0,1,10,10,10,0,0,2,9,7,8,7,1,0,8,9,9,10,10,8,9,10,9,9,7,8,1,0,0,0,6,0,10,10,8,0,7,10,0,6,10,10,20,70,7,14,6,50,3,7,1, ,58,1,2,2, ,6,1,1,2,213,1,3,1,2,3,2,0.001131988,0.024238466,0.0620943,0.078907072
4/30/2020,4/30/2020,MEX,18,354,0,05/07/2020,R_3e2Jh0NfNQui6YM,email,ES,1,9,0,7,10,10, , , , , ,8,10,7,10,10, , , , , ,5,6,4, , , , , , , , , , , , , , , , , , , , , ,8,10,10,10, , , , , , , , , , , , ,10,8,3,0,6,5,3,0,2,1,90,100, ,12, , , , , , , , , , , , , , , , ,0, , , , , , , , , 
05/02/2020,05/02/2020,MEX,100,1573,1,05/02/2020,R_3e9Tmv8q7Y75YKv,email,ES,1,10,3,9,10,10,8,8,10,8,9,10,7,7,10,10,70,20,10,6,7,5,7,10,10,10,5,5,5,5,5,10,10,10,0,10,8,8,9,9,8,8,10,8,8,8,8,8,10,3,8,5,10,9,0,0,0,0,0,0,0,10,10,0,0,8,9,0,5,5,10,30,30,3,16,7,50,1,4,2, ,55,1,2,6,autoempleo,5,1,1,1,213,1,3,2,2,3,1,0.060118732,0.08322521,0.121081044,0.137893816
05/06/2020,05/06/2020,MEX,100,2591,1,05/06/2020,R_3ebnOfGHaSvTlxi,anonymous,ES,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,80,10,10,8,10,1,2,2,7,7,1,1,1,1,3,10,10,10,1,1,8,8,9,8,8,8,9,9,9,7,8,8,10,8,10,7,0,9,8,2,2,1,1,3,1,9,9,4,1,9,9,2,7,4,8,10,60,4,11,9,25,3,7,2, ,65,3,3,1, ,2,1,1,2,213,1,4,2,2,3,2,0.004507808,0.027614286,0.06547012,0.082282892
05/03/2020,05/03/2020,MEX,100,2705,1,05/03/2020,R_3eeuQ1YljojnBQp,email,ES,1,8,0,9,9,9,10,10,10,10,10,10,10,10,10,10,50,10,40,9,10,9,8,10,10,9,0,0,0,0,8,9,9,9,0,0,0,1,1,0,0,0,0,10,10,8,8,8,10,10,9,0,0,10,8,9,8,0,9,8,0,10,10,10,0,10,10,0,10,10,10,80,90,7, ,10,50,300,4,1, ,65,3,2,1, ,2,1,1,1,213,1,4,1,2,1,2,0.000392893,0.023499371,0.061355205,0.078167977
4/30/2020,4/30/2020,MEX,98,1334,0,05/02/2020,R_3EGPocjmkPlYDES,email,ES,1,9,1,9,9,10,9,10,10,10,10,1,1,1,1,0,70,15,15,8,4,8,8,9,8,8,9,9,9,8,7,9,9,1,1,0,8,9,10,9,9,10,9,8,8,8,9,9,9,8,8,8,1,9,5,2,7,1,8,8,8,8,8,8,2,7,8,9,8,8,8,10,10,8,16,8,50,300,4,1, ,65,3,3,5, ,10,2,1,1,213,1, , , , , , , , , 
05/01/2020,05/01/2020,MEX,100,2003,1,05/01/2020,R_3EiKmEYqXZarDqc,email,ES,1,7,1,9,2,3,9,8,8,9,8,10,10,10,10,10,80,10,10,9,8,5,5,5,10,10,4,5,5,5,3,10,10,10,0,0,9,9,10,9,9,9,3,10,10,9,9,9,10,3,8,6,1,9,0,1,1,0,9,1,0,9,9,8,1,9,9,2,9, , ,10,20,3,13,7,50,300,4,1, ,49,3,0,1, ,3,1,1,1,213,1,2,1,2,3,2,0.004327482,0.027433959,0.065289794,0.082102565
4/30/2020,4/30/2020,MEX,100,2884,1,4/30/2020,R_3emZCQaCh2oCZgb,email,ES,1,10,3,10,10,10,8,8,10,10,9,5, ,3,3,8,0,50,50,9,8,2,6,3,10,6,6,7,4,4,3,10,10,10,0,2,6,7,9,8,6,6,0,10,9,10,10,10,10,8,8,3,2,9,8,6,2,2,3,1,2,10,10,6,0,8,9,0,8,9,10,40,60,8,1,9,25,3,7,1, ,71,3,4,1, ,5,1,1,2,213,1,4,1,2,4,3,8.58E-08,0.023106564,0.060962398,0.077775169
05/02/2020,05/02/2020,MEX,100,1651,1,05/02/2020,R_3enreKz8rB3KMy0,email,ES,1,4,4,5,10,10,8,8,7,4,10,6,6,2,10,10,20,50,30,8,8,1,5,6,6,6,0,0,0,0,5,10,6,10,0,10,10,8,7,10,8,5,10,9,9,10,10,10,10,6,10,6,0,9,8,1,6,0,8,8,0,10,10,8,0,9,9,0,10,10,10,40,70,8,9,10,50,900,4,1, ,34,1,0,1, ,3,2,1,1,213,1,1,1,2,1,2,0.351870756,0.374977234,0.412833068,0.429645839
05/01/2020,05/01/2020,MEX,2,92,0,05/08/2020,R_3eqOOfYsHgIQ3iV,anonymous,ES, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , 
05/04/2020,05/05/2020,MEX,100,18845,1,05/05/2020,R_3ERmnke9xXGsRzZ,email,ES,1,10,0,10,10,10,10,10,10,10,9,10,10,10,10,10,60,20,20,10,10,0,0,0,10,10,10,8,0,10,0,10,10,10,0,0,10,10,10,10,10,0,0,10,10,8,10,10,10,10,10,0,0,10,10,0,0,0,10,10,4,10,10,10,0,10,10,0,10,10,10,50,70,5,16,10,50,3,4,1, ,54,3,2,6,Empresario,1,1,1,1,213,1,3,1,2,1,1,1.04E-05,0.023116855,0.06097269,0.077785461
05/04/2020,05/04/2020,MEX,100,1347,1,05/04/2020,R_3EtlsPJS486MdAN,email,ES,1,8,6,10,8,10,8,7,9,9,10,9,9,9,10,10,60,30,10,5,6,0,0,0,9,9,5,0,2,5,5,10,10,10,0,3,8,5,6,5,6,5,5,9,7,5,9,10,10,5,8,5,2,8,0,0,0,0,0,5,0,8,8,5,1,5,0,2,0,0,0,80,80,4,14,9,50,3,7,2, ,36,1,0,1, ,4,1,1,1,213,1,2,2,2,2,1,0.011241943,0.034348421,0.072204255,0.089017027
05/01/2020,05/01/2020,MEX,100,1459,1,05/01/2020,R_3EW73LXYLnp5dBV,email,ES,1,6,8,4,9,9,8,9,9,8,8,0,5,0,0,2,50,50,0,6,6,0,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,10,10,10,0,0,10,10,2,8,9,6,9,8,6,0,10,5,1,1,10,10,0,0,10,10,10,0,10,10,10,10,10,10,0,0,1,14,6,50,900,4,2, ,52,3,3,2, ,6,1,1,1,213,1,3,2,1,3,1,0.787724451,0.810830929,0.848686763,0.865499534
4/30/2020,4/30/2020,MEX,100,3552,1,4/30/2020,R_3exGpGWwbgKbr8f,email,ES,1,0,8,5,1,1,3,3,5,2,10,1,1,0,5,7,0,100,0,9,9,5,5,5,10,7,10,8,10,10,10,10,9,9,0,0,5,5,5,4,8,5,0,10,10,10,10,10,10,8,9,2,0,8,8,1,9,0,10,9,0,10,10,0,0,9,10,0,0,10,0,0,20,0,16,9,50,300,4,2, ,47,1,2,1, ,5,2,1,1,213,1,2,2,1,3,1,0.138109226,0.161215704,0.199071538,0.21588431
05/01/2020,05/01/2020,MEX,100,1465,1,05/01/2020,R_3Ey9qXG9f9phl9p,email,ES,1,9,1,9,10,10,9,9,8,7,9,9,9,9,9,9,90,10,0,9,8,5,5,3,10,10,3,3,7,7,5,9,9,9,2,3,8,8,8,8,8,9,9,9,9,8,8,8,9,7,9,4,2,8,0,4,4,4,4,7,2,9,9,5,1,6,6,8,7,7,5,0,50,2,1,9,50,900,8,1, ,62,1,2,6,asesor,4,1,1,1,213,1, , , , , , , , , 
05/02/2020,05/02/2020,MEX,98,2120,0,05/03/2020,R_3F39WKGM1bkZ5wa,email,ES,1,9,10,8,10,10,10,10,10,10,10,9,8,8,9,10,10,50,40,8,8,6,8,9,9,7,1,1,1,1,2,1,9,9,0,9,8,9,10,9,10,7,10,7,7,9,9,9,9,9,9,9,1,9,9,5,7,0,8,8,1,10,9,5,0,3,5,6,2,5,8,10,20,9,9,9,50,3,0.5,1, ,65,2,3,6,comisionista,4,1,1,1,213,1,4,1,1,3,3,0.070773433,0.093879911,0.131735745,0.148548517
05/02/2020,05/03/2020,MEX,100,1456,1,05/03/2020,R_3fdzeNgaJEARkCd,email,ES,1,6,8,7,9,9,9,9,8,8,9,8,6,2,8,9,65,25,10,3,5,2,8,7,7,4,3,3,6,6,1,10,10,10,1,1,8,8,8,8,8,1,1,8,9,8,8,8,9,4,6,6,2,7,0,2,5,2,5,3,0,10,9,8,0,7,9,2,7,7,7,10,10,5,4,8,25,3,7,1, ,44,3,0,1, ,3,1,1,1,213,1,2,1,2,4,5,3.471081019,3.494187496,3.532043331,3.548856102
05/02/2020,05/02/2020,MEX,100,1524,1,05/02/2020,R_3fkOXdn7sfsECX3,email,ES,1,10,0,10,10,10,10,10,10,10,10,10,10,7,10,10,50,25,25,8,7,10,9,9,10,10,10,5,0,3,5,10,10,10,0,2,9,9,9,6,8,10,10,8,10,10,5,10,10,5,10,7,9,10,0,5,5,2,6,5,1,10,10,5,0,10,10,0,5,5,5,10,10,4,11,10,50,3,4,1, ,66,3,2,3, ,8,1,1,1,213,1,4,1,2,3,1,6.34E-05,0.023169879,0.061025713,0.077838485
05/03/2020,05/03/2020,MEX,95,1605,0,05/03/2020,R_3FP8YZO4cK2BTYU,email,ES,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,100,0,9,9,9,10,4,10,10,0,0,0,0,0,0,10,10,0,0,7,7,10,10,10,0,0,10,10,5,10,9,10,10,10,0,0,10,0,0,0,0,10,0,0,10,10,9,0,10,10,0,10,0,0,10,30,4,1,8,50,300,7.3,1, ,54,3,2,3, ,6,1,1,1,214,0, , , , , , , , , 
05/02/2020,05/02/2020,MEX,100,1434,1,05/02/2020,R_3fqol0sFViDTwVs,email,ES,1,10,0,9,10,10,9,8,10,9,10,10,10,10,10,10,98,2,0,9,8,0,6,7,9,10,0,0,0,0,1,10,10,10,0,0,9,9,9,9,9,9,2,10,10,9,9,9,9,3,9,7,2,9,0,1,5,1,8,6,0,10,10,0,0,5,6,3,0,0,0,20,20,2,7,9,50,3,7,1, ,48,3,2,1, ,3,1,1,1,213,1,2,1,2,2,1,0.000209399,0.023315876,0.061171711,0.077984482
05/04/2020,05/04/2020,MEX,98,1743,0,05/06/2020,R_3ftt4hAtwik1K5b,anonymous,ES,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,85,15,7,9,0,5,0,10,5,0,0,0,0,5,10,10,10,0,0,10,5,8,7,5,6,10,8,10,10,5,8,10,8,10,0,5,3,0,5,0,0,5,5,5,8,10,5,0,5,5,0,5,3,5,90,90, ,16,8,50,300,7,2, ,27,3,0,1, ,3,1,1,2,213,1,1,2,2,2,2,0.050253252,0.073359729,0.111215564,0.128028335
05/04/2020,05/05/2020,MEX,100,53022,1,05/05/2020,R_3FURbgUSSrcUd24,email,ES,1,7,6,6,8,10,7,8,10,10,8,8,9,10,9,10,0,70,30,7,7,5,8,5,10,8,6,6,6,5,5,10,10,10,0,5,8,9,10,8,7,3,3,9,9,8,8,9,8,9,10,2,1,9,0,2,1,1,1,2,0,10,10,7,0,8,9,0,8,8,10,80,90,5,4,9,25,300,7,1, ,40,3,1,2, ,6,1,1,1,213,1,2,1,2,4,1,0.047477027,0.070583505,0.108439339,0.125252111
4/30/2020,4/30/2020,MEX,2,9,0,05/07/2020,R_3G34usdHxhmhxB3,email,ES, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , 
05/01/2020,05/01/2020,MEX,98,1338,0,05/02/2020,R_3g5kisvkpHLfr8o,email,ES,1,10,1,10,10,10,5,5,10,8,10,10,10,10,10,10,40,40,20,7,6,0,0,0,10,10,10,5,10,5,0,10,10,10,0,0,5,5,5,5,5,5,5,7,9,8,7,5,5,8,8,3,2,6,10,0,0,0,10,0,0,10,10,5,0,10,10,0,2,7, ,20,80,3,16,6,25,3,7,1, ,33,2,0,6,emprendedor de negocio,5,1,1,1,213,1,1,1,2,1,1,0.288930834,0.312037312,0.349893146,0.366705918
05/02/2020,05/02/2020,MEX,100,2516,1,05/02/2020,R_3g7sfFY3BFSys54,email,ES,1,7,6,8,8,10,7,4,8,7,10,8,8,9,9,10,60,20,20,7,6,6,6,3,9,7,0,0,0,0,2,10,10,10,0,0,4,7,7,3,1,1,0,7,7,2,2,2,7,8,4,10,0,4,7,3,4,0,4,4,0,10,9,3,0,7,8,0,8,9,10,40,50,3,1,7,50,90,4,2, ,29,1,0,2, ,5,1,1,1,213,1, , , , , , , , , 
05/03/2020,05/03/2020,MEX,100,11992,1,05/03/2020,R_3G9vOsiNhnfkuM8,email,ES,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,50,5,1,5,74.9,300,4,1, ,70,3,2,6,pensionado,6,1,1,1,213,1,4,1,2,3,5,0.004635331,0.027741809,0.065597643,0.082410414
4/30/2020,4/30/2020,MEX,7,258,0,05/07/2020,R_3GBbLl6agkxVLwc,email,ES,1, , , , , ,5, ,10,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,0,5,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , 
05/01/2020,05/01/2020,MEX,2,32,0,05/08/2020,R_3GDQHJTu47Bf1ah,email,ES, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , 
4/30/2020,4/30/2020,MEX,5,322,0,05/07/2020,R_3gLP0FmTjaIp3Db,email,ES,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,10,6,0,10,0,10,8, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , 
4/29/2020,4/29/2020,MEX,100,2271,1,4/29/2020,R_3gNqDG1QG409JFU,email,ES,1,9,0,10,10,10,10,9,10,10, ,9,10,6,10,10,40,30,30,8,8,5,4,5,10,10,8,6,4,6,3,7,8,8,1,5,6,8,7,9,7,6,6,9,10,7,8,10,9,8,10,6,1,8,0,4,2,1,6,6,4,10,9,9,9,10,10,10,8,8,9,90,50,8,10,9,50,1,4,2, ,73,1,3,5, ,6,1,1,1,213,1,4,2,2,2,2,0.000432603,0.02353908,0.061394915,0.078207686
05/02/2020,05/02/2020,MEX,100,1570,1,05/02/2020,R_3GoZKDn1AumbvHS,email,ES,1,9,7,9,9,10,10,10,10,3,10,10,10,10,10,10,40,50,10,7,7,1,8,7,10,10,0,0,0,0,0,10,9,10,0,0,10,10,10,8,7,10,10,10,10,7,10,9,10,3,10,8,2,9,9,6,7,0,7,8,0,10,9,3,0,4,7,0,3,6,10,70,90,6,14,4,50,300,7,2, ,25,1,0,1, ,3,1,1,1,213,1,1,2,2,3,5,1.816554281,1.839660758,1.877516593,1.894329364
05/03/2020,05/03/2020,MEX,100,2050,1,05/03/2020,R_3GqYXviSN8lvlKm,email,ES,1,9,0,9,10,10,5,5,10,10,10,10,10,10,10,10,70,20,10,9,9,0,1,0,8,2,5,0,0,0,5,10,10,10,10,10,2,8,10,10,9,1,0,10,10,6,10,10,10,8,9,3,0,10,8,7,7,0,9,7,3,10,10,5,0,10,10,0,0,9,10,10,100,5,6,10,50,3,4,1, ,69,1,2,5, ,4,1,1,2,213,1,4,1,2,3,2,7.72E-05,0.02318369,0.061039525,0.077852296
05/04/2020,05/04/2020,MEX,100,3019,1,05/04/2020,R_3gZT8VsOjwjafwU,email,ES,1,8,7,4,9,9,9,10,9,7,9,9,6,7,9,10,80,20,0,1,1,2,2,3,10,10,7,1,1,7,8,10,10,10,3,3,7,3,4,7,6,4,3,3,4,7,7,8,8,8,6,6,3,8,0,4,7,2,6,2,1,9,9,9,9,8,8,9,4,4,9,100,70,2,9,1,50,300,16,2, ,61,1,1,5, ,6,1,1,1,213,1,3,2,1,3,1,0.787724451,0.810830929,0.848686763,0.865499534
05/01/2020,05/01/2020,MEX,100,2649,1,05/01/2020,R_3h3m2VTfo9DVfdf,email,ES,1,8,1,9,10,10,10,10,10,9,10,10,10,10,10,10,50,25,25,7,7,5,7,5,10,10,0,0,0,0,4,10,10,10,0,6,9,6,6,6,6,6,6,7,9,8,9,9,10,9,10,10,0,9,6,1,1,0,9,7,0,9,9,5,0,8,9,0,5,2,9,50,80,6,16,9,50,3,4,1, ,42,1,0,1, ,6,1,1,2,213,1,2,1,2,4,2,0.057819296,0.080925774,0.118781608,0.13559438
05/07/2020,05/07/2020,MEX,100,1028,1,05/07/2020,R_3hbgFcguu8AjAp6,email,ES,1,10,0,8,10,10,10,10,10,10,10,10,10,10,10,10,50,25,25,8,8,0,1,1,10,5,0,0,0,0,4,10,10,10,0,6,7,8,8,7,7,5,9,5,8,9,8,8,10,5,3,7,9,6,0,1,1,7,0,0,0,10,9,0,0,6,4,5,2,0,7,70,70,4,6,8,25,300,7,2, ,32,2,0,2, ,3,1,1,1,213,1,1,2,2,1,2,0.064876098,0.087982576,0.12583841,0.142651182
05/04/2020,05/04/2020,MEX,100,4520,1,05/04/2020,R_3hEBXQ7djyewOle,email,ES,1,8,0,9,10,10,8,6,10,0,10,6,6,0,0,6,90,10,0,9,8,0,7,2,7,2,0,0,0,0,2,1,10,10,0,4,5,5,8,8,5,4,2,9,9,7,8,9,10,8,10,0,0,10,10,6,3,0,8,8,8,9,8,10,0,7,9,0,0,9,8,40,30,6,5,9,25,3,7,1, ,41,3,0,6,Empresario,1,1,1,2,213,1,2,1,2,3,2,0.004327482,0.027433959,0.065289794,0.082102565
05/03/2020,05/03/2020,MEX,100,1409,1,05/03/2020,R_3hFpy9yb3eWym29,email,ES,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,70,15,15,9,8,0,5,5,10,10,2,2,0,3,8,10,10,10,0,7,5,5,10,8,10,5,10,9,8,10,10,10,10,4,6,5,3,9,10,1,7,3,8,10,1,10,10,8,0,9,8,2,8,7,8,20,40,3,16,8,50,300,4,2, ,32,2,0,1, ,5,1,1,2,213,1,1,2,2,3,1,0.02484661,0.047953088,0.085808922,0.102621694
05/02/2020,05/02/2020,MEX,100,2058,1,05/02/2020,R_3HNjfgiufECkvPr,email,ES,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,100,0,10,10,0,5,0,10,5,0,0,0,0,5,10,10,10,0,0,8,8,9,8,7,7,3,8,8,10,10,7,10,8,9,7,0,8,8,5,0,0,0,0,0,10,10,10,0,10,8,0,10,10,10,50,50,5,1,8, ,3, ,1, ,72,3,3,1, ,4,1,1,1,213,1, , , , , , , , , 
05/03/2020,05/03/2020,MEX,100,999,1,05/03/2020,R_3HNtrBA4zMUpiZc,anonymous,ES,1,10,1,10,10,10,10,10,10,10,10,9,9,1,10,10,80,15,5,4,6,0,0,0,6,1,0,0,0,0,3,10,10,10,0,0,6,6,9,8,1,1,6,6,6,8,8,7,8,6,3,7,8,1,0,1,1,1,1,1,1,8,8,8,0,6,6,0,5,3,6,20,40,3,1,3,50,1,4,1, ,58,3,1,1, ,6,1,1,1,213,1,3,1,2,3,1,0.000929507,0.024035985,0.061891819,0.07870459
05/04/2020,05/04/2020,MEX,98,1876,0,05/06/2020,R_3HoUYjKvRByuyNC,anonymous,ES,1,9,1,10,10,10,7,7,10,10,8,8,5,5,7,7,97,2,1,9,9,0,5,5,10,9,1,1,1,0,3,0,9,9,0,6,9,9,9,9,9,9,9,9,9,8,8,8,8,0,8,9,9,9,0,9,8,4,6,3,1,9,9,5,5,6,7,8,0,4,5,100,100,5,5,8,50,100,4,2, ,32,2,0,1, ,7,2,1,1,213,1, , , , , , , , , 
05/03/2020,05/03/2020,MEX,100,2951,1,05/03/2020,R_3HRBqt0OnqnJSIu,email,ES,1,9,2,9,10,10,9,8,7,4,10,10,10,9,10,10,0,100,0,7,7,3,5,5,10,10,9,6,8,8,2,0,10,10,0,0,5,9,9,5,3,0,0,8,9,9,9,8,9,9,10,2,3,7,0,5,2,3,7,7,6,10,9,5,0,8,9,2,3,6,7,10,20,6,12,6,25,3,7,1, ,61,3,3,1, ,5,1,1,1,213,1,3,1,2,1,3,7.89E-06,0.023114371,0.060970206,0.077782977
05/02/2020,05/02/2020,MEX,100,4938,1,05/02/2020,R_3HThJpdqrtv73Su,email,ES,1,10,0,10,10,10,10,10,10,8,10,10,10,8,10,10,70,20,10,8,8,9,8,10,10,10,5,0,2,2,2,10,10,10,0,0,10,9,9,9,8,7,0,10,10,8,9,9,10,8,9,1,1,9,0,2,0,0,10,7,0,10,10,8,0,8,10,0,8,8,10,20,30,2,16,10,25,3,7,1, ,69,3,3,5, ,3,1,1,1,213,1,4,1,2,3,1,6.34E-05,0.023169879,0.061025713,0.077838485
4/30/2020,4/30/2020,MEX,100,2858,1,4/30/2020,R_3I3iHrAraNo1tZg,email,ES,1,8,3,9,8,10,5,5,9,5,10,10,10,10,10,10,75,10,15,4,6,0,8,6,8,8,0,0,0,0,6,10,10,10,0,5,5,5,5,5,5,5,5,6,5,5,5,6,7,5,5,10,6,4,2,9,10,4,9,10,3,5,8,6,10,5,5,8,8,8,8,50,30,5,5,8,25,1,7,2, ,34,1,0,4, ,5,1,1,1,213,1,1,2,2,3,3,0.018899165,0.042005643,0.079861477,0.096674249
