StartDate,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,DistributionChannel,UserLanguage,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self_control_1,trait_self_control_2,trait_self_control_3,trait_self_control_4,self_esteem_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,attention_1,CRT1,CRT2,CRT3,sex,age,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,edu,Geo,Q46,vote.recall,Q49,no_bots,Q54_1,Q114_1,Q114_2,Q114_3,Q114_4,Q114_5,Q114_6,Q114_7,Q114_8,Q114_9,Q114_10,weight,weight_trimmed_0.999,weight_trimmed_0.995,weight_trimmed_0.990
4/23/2020,4/23/2020,0,100,1293,1,4/23/2020,R_32PD7nLLPyjXpfQ, , ,email,DE,10,0,10,10,10,10,10,10,3,10,4,10,0,10,10,0,50,50,7,8,0,0,0,8,5,0,0,0,0,0,10,5,6,0,2,7,7,8,8,2,0,0,6,7,7,7,7,7,5,8,5,0,4,6,4,2,3,2,0,10,7,0,0,3,2,0,4,6,8,50,50,1,14,7,0,25 Cent,"3 Minuten, vorausgesetzt jede hat ein eigenes Equipment",7 Stunden,1,69,3,2,6,zugleich arbeitend,2,1,1,1,12,2,9500,3,3,213,0,2,1,2,4,4,3,4,5,3,1,.0247870437565373,.0247870437565373,.0344295665045075,.0655545834139655
4/26/2020,4/28/2020,0,100,183337,1,4/28/2020,R_32QLmp0i7miClgb, , ,anonymous,DE,9,0,9,10,10,9,9,9,7,10,9,9,6,9,9,0,40,60,8,8,1,5,5,5,5,0,0,0,0,1,10,9,9,1,1,8,8,9,8,8,5,5,8,8,9,8,9,10,7,8,3,2,7,1,5,1,8,5,1,9,8,6,1,8,7,1,9,9,9,10,30,3,16,9,0,50,3,4,2,61,2,1,1, ,4,1,1,1,12,7,6020,7,7,213,1,3,3,3,4,3,2,4,4,4,3,.563739976844971,.563739976844971,.573382499592941,.604507516502399
4/26/2020,4/26/2020,0,100,1586,1,4/26/2020,R_32RrK18ibiPwwTN, , ,email,DE,4,0,4,10,0,6,6,10,10,4,10,0,0,0,0,100,0,0,3,2,1,0,0,10,10,9,9,10,10,0,10,10,10,0,2,7,7,8,8,0,9,0,9,9,7,10,10,10,10,10,6,6,9,0,0,0,10,0,2,9,0,9,0,0,0,0,9,0,0,100,100,5,16,7,0,50,3,4,2,51,3,3,3, ,6,1,1,1,3,9,1220,4,4,213,0,1,5,4,5,5,1,5,5,4,1,3.02402472346191,3.02402472346191,3.03366724620988,3.06479226311934
4/24/2020,4/24/2020,0,100,1219,1,4/24/2020,R_32XAWSIr2JDLJd5, , ,email,DE,4,4,4,8,10,7,7,9,6,8,4,8,2,7,7,0,70,30,8,8,0,1,0,8,8,0,0,0,0,0,9,9,9,0,0,7,7,8,6,3,3,0,6,8,10,9,10,10,5,9,4,0,8,3,5,0,8,6,1,10,9,1,0,7,6,1,8,9,10,90,40,3,16,9,0,25,3 Minuten,7 Stunden,1,50,3,3,6,Angestellt in Teilzeit + Selbstständig,2,2,1,2,12,3,3300,5,5,213,10,3,3,2,4,4,2,4,5,2,2,.131071405482562,.131071405482562,.140713928230533,.171838945139991
4/25/2020,4/26/2020,0,100,2727,1,4/26/2020,R_338wDP19rAVA82o, , ,anonymous,DE,8,1,10,10,10,10,9,8,8,9,4,6,3,6,2,70,20,10,4,7, , ,7,9,9,0,0,0,0,3,8,7,8,0,7,6,7,3,6,6,6,8,6,7,8,8,9,9,4,9,6,3,3,6,8,2,6,7,4,9,10,5,1,6,4,0,2,7,9,10,30,3,4,4,0,50,1 min.,4,2,70,1,0,6,Halbpension,4,1,1,1,11,9,1220,3,8,213,6,2,3,3,4,4,3,2,4,2,2,.0265943169085281,.0265943169085281,.0362368396564983,.0673618565659563
4/23/2020,4/23/2020,0,100,9703,1,4/23/2020,R_339bqNG325Xru6Q, , ,email,DE,5,1,9,9,10,9,9,9,5,10,9,9,4,9,8,60,20,20,6,5,2,5,0,9,2,4,0,0,4,2,10,10,9,0,3,9,8,8,5,5,5,8,4,6,9,7,8,7,6,6,6,4,5,4,5,5,6,6,4,6,7, ,0,5,5,4,6,7,6,20,10,5, ,7,0,50,3,7,1,36,2,0,6,Selbstständig,6,1,1,1,5,9,1050,5,6,213,75,4,3,4,4,3,3,4,3,4,4,1.21998345710536,1.21998345710536,1.22962597985333,1.26075099676278
4/23/2020,4/23/2020,0,100,1468,1,4/23/2020,R_339lH5WcxpabzWC, , ,email,DE,9,1,8,10,10,10,10,10,1,10,8,10,2,10,10,34,33,33,6,8,0,0,5,10,6,0,0,0,0,3,10,10,10,0,6,5,7,8,8,5,5,1,9,9,8,8,7,7,1,10,9,0,5,6,5,8,8,6,0,6,5,4,1,5,5,2,5,5,5,80,80,4,12,7,0,50, , ,2,56,1,1,2, ,4,1,1,1,11,2,9020,5,3,213,0,2,2,5,4,3,3,4,4,3,2,.0846446747496522,.0846446747496522,.0942871974976224,.12541221440708
4/27/2020,4/27/2020,0,100,1152,1,4/27/2020,R_33e8xR5ljdbhuva, , ,email,DE,10,0,10,8,10,10,10,10,6,9,9,10,4,10,10,0,50,50,7,8,0,0,0,10,2,2,0,0,0,3,9,10,10,0,3,4,7,5,8,5,3,3,9,5,10,5,10,9,7,4,4,7,9,0,7,0,7,7,0,7,7,0,0,3,6,2,6,6,5,70,90,4,9,3,0,25,"Das wohl davon ab, wieviele Blutdruckgeräte es gibt und ob es alle gleichzeitig machen.... aber vielleicht 3 min?",4,2,54,3,2,1, ,5,1,1,1,11,9,1220,8,8,213,0,4,5,4,3,2,2,3,4,2,2, , , , 
4/27/2020,4/27/2020,0,100,1978,1,4/27/2020,R_33lLwxc9RStDABx, , ,email,DE,10,0,10,10,10,10,9,10,6,10,6,4,0,10,10,80,10,10,1,3,0,0,0,5,2,0,0,0,0,0,10,10,10,0,0,3,6,8,9,2,8,6,3,6,10,7,6,9,6,7,8,6,6,0,0,2,10,3,0,10,9,0,0,0,0,10,0,0,9,10,10,0,14,7,0,50 Cent,3 Minuten,7 Stunden,1,44,1,0,1, ,7,1,1,1,12,9,1020,3,3,213,51,3,3,4,4,3,3,4,4,3,2,.0406983978965435,.0406983978965435,.0503409206445137,.0814659375539716
4/23/2020,4/27/2020,0,100,338177,1,4/27/2020,R_33pDnblJdVV3GtT, , ,email,DE,10,0,10,10,10,10,10,10,9,0,2,8,1,10,10,60,20,20,7,7,5,6,5,10,8,0,0,0,0,7,10,10,8,1,3,10,10,10,10,2,0,0,8,9,7,7,6,8,9,10,2,0,9,0,6,0,7,6,1,3,3,3,1,0,0,8,7,8,1,0,70,6,16,8,0,50,3,4,2,57,3,0,6,sebständig,4,2,1,1,11,2,9535,1,6,213,92,2,5,2,4,1,2,5,5,3,2,.15822328585594,.15822328585594,.16786580860391,.198990825513368
4/23/2020,4/23/2020,0,100,1619,1,4/23/2020,R_33pxeU3A6eUyJ3l, , ,email,DE,8,1,9,10,8,0,0,0,0,10,0,0,0,10,0,100,0,0,4,3,0,0,0,0,0,8,10,2,10,0,10,10,9,0,2,7,7,10,7,2,6,9,9,9,7,7,8,8,6,7,6,5,6,0,0,0,0,0,7,9,10,0,0,0,0,0,0,0,10,100,100,5,11,8,0,50,3 minuten,7,2,36,2,1,6,Selbstständig,11,2,1,1,3,4,4791,4,7,213,100,1,3,4,3,3,2,5,4,5,3,8.84649190881104,8.84649190881104,8.85613443155901,8.88725944846847
4/29/2020,4/29/2020,0,100,1230,1,4/29/2020,R_33pxHqQPwOO8glR, , ,email,DE,10,1,8,9,10,6,6,10,5,9,4,8,1,10,10,0,0,100,2,7,0,0,0,9,8,2,3,4,5,4,7,6,6,2,3,8,9,9, , , , ,4,6,7,7,8,6,7,7,7,7,6,6,6,6,6,3,0,8,6,4,2,2,7,3,6,6,3,10,10,1,14,6,0,25,3min,7,1,39,2,0,2, ,5,1,1,2,11,6,8020,3,3,213,17,3,4,5,2,2,5,2,2,4,5,.0406983978965435,.0406983978965435,.0503409206445137,.0814659375539716
5/1/2020,5/1/2020,0,100,7309,1,5/1/2020,R_33qLJxwSxYiocCL, , ,anonymous,DE,9,0,10,10,10,10,10,10,8,10,10,10,8,10,10,0,100,0,7,9,8,8,6,10,8,3,0,0,0,1,10,9,9,3,8,5,5,8,5,5,5,8,10,10,9,9,9,9,7,10,5,1,9,6,8,5,8,9,5,5,10,6,0,8,5,1,7,8,8,20,20,6,5,8,0,25,3,7,1,54,2,2,6,Selbständig,1,2,1,1,12,4,4312,1,1,213,10,2,1,1,5,5,1,2,5,3,1,.245007125593479,.245007125593479,.25464964834145,.285774665250908
4/25/2020,4/25/2020,0,99,1973,0,5/2/2020,R_33rwelZnS1PLuIR, , ,anonymous,DE,10,0,10,10,10,10,10,10,0,1,9,9,4,10,10,50,25,25,8,9,0,0,0,5,5,0,0,0,0,1,10,10,10,0,4,7,7,0,8,6,9,10,9,9,9,9,9,8,3,8,9,7,9,6,3,2,2,1,0,10,8,5,0,7,2,1,9,0,6,20,20,3,9,8,0,25,3,7,2,35,3,2,2, ,3,1,1,2,11,9,1160,7,3,213,64,2,2,2,5,4,2,5,4,3,1,1.00136293143956,1.00136293143956,1.01100545418753,1.04213047109699
4/26/2020,4/26/2020,0,100,1589,1,4/26/2020,R_33syLWKW5utapqQ, , ,email,DE,10,0,10,10,10,9,10,10,0,10,10,10,10,10,10,50,25,25,5,2,0,2,0,10,0,0,0,0,0,0,10,10,10,0,0,10,10,10,8,5,5,10,2,3,10,7,5,10,4,5,5,7,2,5,0,0,5,0,0,10,10,5,0,7,0,0,7,7,10,70,70,2,16,1,0,50,300,4,1,48,1,0,6,rehageld,8,1,1,1,5,9,1050,2,2,213,0,4,3,3,3,2,4,2,3,5,5,2.25170162718566,2.25170162718566,2.26134414993363,2.29246916684308
4/26/2020,4/26/2020,0,100,3137,1,4/26/2020,R_3CAW48DUcfFbPsp, , ,anonymous,DE,10,0,8,10,10,10,10,10,4,10,3,10,2,10,10,10,60,30,7,7,0,0,0,10,3,0,0,0,0,4,10,9,9,10,0,5,5,9,9,3,2,10,7,9,9,9,10,10,2,3,8,1,6,0,1,0,1,0,0,10,8,2,0,0,6,0,8,9,8,30,50,3,14,4,0,50,300,3,2,65,2,1,5, ,6,1,1,1,5,4,4020,2,2,213, ,2,2,1,4,2,1,4,2,3,2,7.23820913195039,7.23820913195039,7.24785165469837,7.27897667160782
4/25/2020,4/25/2020,0,100,1321,1,4/25/2020,R_3CCQXwpMRZALMSs, , ,email,DE,6,2,7,9,10,8,8,7,8,6,7,10,9,9,9,50,50,0,8,7,5,5,5,6,6,1,1,1,1,4,9,9,9,1,7,9,8,8,8,8,8,7,5,7,6,7,8,9,6,8,8,1,6,6,6,7,7,7,7,6,6,5,4,6,5,4,2,5,6,10,20,8,2,8,0,25,3,4,1,68,3,2,5, ,4,3,1,1,11,5,5202,1,6,213,0,2,2,1,4,3,1,4,4,3,1,.324561744217139,.324561744217139,.334204266965109,.365329283874567
4/24/2020,4/24/2020,0,1,22,0,5/1/2020,R_3CCvcGMJE1eQZdX, , ,anonymous,DE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4/24/2020,4/24/2020,0,100,1414,1,4/24/2020,R_3CDHAB32RsZvj6O, , ,email,DE,8,2,10,4,4,1,0,0,0,0,8,8,2,8,10,100,0,0,5,7,5,2,2,10,6,2,3,3,2,0,10,8,10,0,1,8,8,6,7,3,7,8,6,8,7,8,10,6,4,7,6,7,8,6,5,7,5,6,4,4,4,0,3,5,0,5,0,3,4,40,20,6,8,9,0,25,3,7,1,19,1,0,6,Schüler,5,2,1,2,3,3,2170,1,1,213,0,1,1,1,3,3,2,4,3,4,2,3.20174216753851,3.20174216753851,3.21138469028648,3.24250970719594
4/24/2020,4/24/2020,0,100,2130,1,4/24/2020,R_3CE3JzoAj8WmkPn, , ,email,DE,10,0,9,9,10,8,8,10,1,5,10,10,8,10,10,0,70,30,7,6,5,5,6,10,8,2,1,0,0,2,10,9,9,0,1,0,1,1,1,0,0,0,5,7,6,6,6,8,7,9,9,6,8,7,5,6,5,3,5,5,3,0,2,1,0,6,1,1,0,10,20,4,2,8,0,25,3,7,1,64,3,2,5, ,4,2,1,2,6,3,2500,6,6,213,0,1,1,1,4,4,2,4,4,3,2,1.07812801478864,1.07812801478864,1.08777053753661,1.11889555444607
4/23/2020,4/23/2020,0,2,11,0,4/30/2020,R_3CEmzrp9K4A78nu, , ,email,DE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4/26/2020,4/26/2020,0,100,4089,1,4/26/2020,R_3CHqUs1BBU9qTdw, , ,email,DE,1,7,5,6,10,5,5,10,1,2,2,3,1,2,2,80,10,10,8,8,6,8,6,10,10,6,6,7,7,1,10,9,9,2,3,9,9,10,9,7,6,1,8,6,7,7,8,9,8,9,8,2,9,5,5,1,8,7,2,10,10,6,0,8,8,0,8,8,9,30,30,4,14,9,0,125Cent,900 Min,7 Std,1,74,3,3,5, ,4,2,1,1,5,4,4592,2,2,Zweihundertdreizehn,0,2,3,1,5,4,3,3,4,3,2,2.03225781476748,2.03225781476748,2.04190033751545,2.07302535442491
4/26/2020,4/26/2020,0,94,1555,0,4/29/2020,R_3CVPI4aUmeGXahD, , ,email,DE,1,4,5,10,10,10,10,10,7,9,1,3,0,8,10,96,3,1,10,10,7,4,1,10,8,1,2,8,1,2,9,9,9,0,1,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,8,8,6,8,2,10,8,3,10,10,9,0,8,8,0,10,10,9,10,20,4,9,10,0,50,300,7,1,57,3,2,1, ,2,2,1,2,4,3,3170,2,2,213,0,5,5,4,5,4,1,5,5,5,2,1.02442102732854,1.02442102732854,1.03406355007651,1.06518856698597
4/26/2020,4/26/2020,0,1,7,0,5/3/2020,R_3CWupV7NP9C1J82, , ,anonymous,DE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4/24/2020,4/24/2020,0,100,1798,1,4/24/2020,R_3D0k74c9NOKX5wt, , ,anonymous,DE,10,0,10,10,10,8,8,10,8,10,9,9,3,8,10,65,20,15,6,4,0,1,1,9,2,0,0,0,0,3,10,10,10,0,0,10,10,1,3,4,7,7,8,8,4,4,3,4,0,2,9,8,7,6,3,5,3,1,2,8,4,3,2,2,2,6,3,3,4,70,70,3,14,7,0,25,3,7,1,31,2,0,1, ,4,1,1,1,11,9,1060,2,2,213, ,4,4,3,3,3,4,3,3,4,4,.643201325012869,.643201325012869,.652843847760839,.683968864670297
4/26/2020,4/26/2020,0,100,1245,1,4/26/2020,R_3D5fm8uBdQXSGbx, , ,email,DE,7,2,7,7,10,7,7,5,0,6,3,6,0,6,3,0,30,70,5,9,1,4,3,8,6,0,0,0,0,2,10,8,10,1,1,8,10,10,8,1,3,0,8,8,8,3,6,4,3,7,6,6,6,2,5,6,6,5,3,5,8,3,0,3,5,2,9,8,8,0,10,1,9,6,0,50,3,7,1,58,3,2,1, ,4,1,1,1,5,3,3100,2,2,213,3,3,2,3,4,3,2,3,4,4,2,1.02442102732854,1.02442102732854,1.03406355007651,1.06518856698597
4/23/2020,4/23/2020,0,100,1085,1,4/23/2020,R_3D6dXsifEiwPzHB, , ,email,DE,4,2,7,7,10,7,7,10,0,7,4,8,0,8,8,0,100,0,6,6,0,0,0,2,0,0,0,0,0,2,10,7,8,2,2,2,6,4,2,0,4,6,8,7,10,7,7,4,10,8,1,0,6,0,2,0,7,3,0,8,8,0,0,7,7,0,2,7,7,30,30,0,14,10,0,25,3,7,1,47,1,1,1, ,6,2,1,1,11,3,Mödling,6,6,213, ,4,2,2,5,4,2,4,4,1,1,.553768051881215,.553768051881215,.563410574629186,.594535591538644
4/26/2020,4/26/2020,0,100,1584,1,4/26/2020,R_3D6oZBTqeiCPL1c, , ,email,DE,10,1,2,7,10,9,9,7,1,9,0,0,0,7,3,90,5,5,2,1,0,2,0,7,4,0,0,0,0,2,9,9,8,0,0,7,9,7,8,4, , ,6,3,7,7,9,6,7,6,8,6,7,6,6,0,6,4,0,8,8,2,0,7,8,2,3,3,7,10,10,3,9,7,0,25,3,7,1,63,2,2,1, ,3,2,1,1,7,3,2651,3,3,213,89,2,4,5,4,2,4,3,3,2,5,.0792354899857796,.0792354899857796,.0888780127337498,.120003029643208
4/23/2020,4/23/2020,0,100,4301,1,4/23/2020,R_3D7n5lfZwlceC18, , ,email,DE,5,0,5,10,10,7,7,7,0,9,10,8,0,10,10,0,75,25,7,7,0,0,0,10,8,0,0,0,0,2,10,10,8,1,2,7,7,7,10,5,10,10,3,8,10,8,8,5,7,5,8,3,5,7,5,6,5,3,2,10,8,0,0,0,0,0,0,0,8,90,90,5,14,9,0,50,3,7,1,54,1,2,6,beamtet in Vollzeit,2,1,1,1,12,6,8010,3,3,213,0,3,2,4,4,3,3,4,3,5,3,.0187113929813183,.0187113929813183,.0283539157292886,.0594789326387465
4/24/2020,4/24/2020,0,100,1385,1,4/24/2020,R_3D8claUmBjvkknJ, , ,email,DE,7,0,7,7,10,10,10,10,7,10,7,10,6,6,10,0,100,0,7,6,5,5,6,5,5,1,0,0,0,5,10,10,10,2,7,8,10,10,10,3,10,10,10,10,7,6,8,6,6,10,4,0,6,7,7,3,6,6,5,10,10,0,0,6,0,0,8,8,10,0,10,8,16,9,0,50,3,3,2,72,2,0,6, ,4,2,1,1,11,5,5084,1,1,213,80,2,3,3,4,3,3,4,4,5,4,.34822619296094,.34822619296094,.35786871570891,.388993732618368
4/24/2020,4/24/2020,0,100,1679,1,4/24/2020,R_3dEUz6vnNcDSuT2, , ,anonymous,DE,8,0,10,10,10,10,10,10,7,10,10,10,4,10,10,50,25,25,6,7,0,5,0,6,0,3,3,3,3,2,9,4,7,0,4,8,9,10,10,3,4,9,7,6,8,8,6,10,3,8,8,2,8,8,8,6,8,3,4,10,10,0,0,7,7,0,6,8,9,20,40,5,5,9,0,50,300,4,2,28,3,1,2, ,3,1,1,1,10,9,1050,3,2,213, ,3,4,5,4,2,3,4,4,5,4,.0351735610381465,.0351735610381465,.0448160837861167,.0759411006955747
4/24/2020,4/27/2020,0,100,216736,1,4/27/2020,R_3Di4O5Ac5AThQD3, , ,email,DE,10,0,10,10,10,9,10,10,5,7,10,10,10,10,10,40,40,20,5,7,0,1,1,9,9,0,0,0,0,4,9,9,9,0,1,8,9,8,8,6,2,0,8,8,7,6,7,6,4,6,7,5,7,3,5,5,3,2,0,8,7,5,1,5,7,1,2,5,6,50,100,4,14,6,0,50,3 Minuten,7 Stunden,1,38,1,0,1, ,4,1,1,1,7,9,1190,2,2,213, ,1,2,3,4,4,2,4,4,3,2,2.25170162718566,2.25170162718566,2.26134414993363,2.29246916684308
4/29/2020,4/29/2020,0,100,2233,1,4/29/2020,R_3dJNnboGgGHWw1z, , ,anonymous,DE,10,0,10,10,10,10,10,10,6,10,10,8,4,10,10,0,100,0,7,6,0,2,0,10,1,0,0,0,0,0,10,9,7,0,0,9,9,6,3,2,7,4,6,9,10,10,8,10,7,8,6,4,7,2,4,0,10,6,0,8,9,3,0,8,3,1,2,9,8,90,90,3,9,8,0,25,300,7,1,22,2,0,4, ,4,1,1,1,7,5,5020,5,5,213,0,1,2,4,4,4,4,4,3,2,2,1.71283526907851,1.71283526907851,1.72247779182648,1.75360280873593
4/30/2020,4/30/2020,0,100,2641,1,4/30/2020,R_3dJTlFKcV9zP6Wh, , ,anonymous,DE,7,1,8,9,10,8,8,10,5,10,8,9,3,9,9,0,50,50,3,5,0,0,0,6,0,0,0,0,0,2,10,8,8,0,3,8,8,10,9,4,8,8,7,7,7,6,7,9,3,7,7,2,7,7,5,3,5,5,1,10,10,2,0,3,5,0,0,7,9,20,20,2,16,7,0,25,300,7,2,56,1,1,1, ,4,1,1,1,6,6,8020,3,3,213,30,4,4,4,4,2,3,3,3,4,3,.0998287692315477,.0998287692315477,.109471291979518,.140596308888976
5/2/2020,5/2/2020,0,97,1459,0,5/3/2020,R_3dMlJAbikniEb4Q, , ,anonymous,DE,9,1,10,10,10,8,8,10,5,7,10,10,2,7,5,50,20,30,4,4,4,5,0,6,1,0,0,0,0,5,10,8,10,0,10,7,8,9,6,3,5,5,7,6,5,5,7,7,5,8,8,6,8,7,6,4,9,7,2,5,5,0,1,0,5,5,0,0,1,20,30,5,5,7,0,25 Cents,Auch 3 Minuten,7 Stunden,1,57,2,0,1, ,4,1,1,2,12,9,1030,3,5,213,20,3,3,3,3,2,3,2,3,3,3,.0187113929813183,.0187113929813183,.0283539157292886,.0594789326387465
4/27/2020,4/27/2020,0,100,965,1,4/27/2020,R_3dMmgJ27h8WBJ7t, , ,email,DE,6,6,8,8,10,9,9,7,7,8,8,10,4,10,7,80,15,5,7,9,5,5,2,6,6,0,0,0,0,6,10,7,9,0,3,6,6,4,6,3,4,1,9,10,9,7,8,9,5,4,6,6,5,2,2,1,6,4,1,10,8,5,0,4,4,1,8,5,8,10,10,2,1,10,0,50 Cent,3 Minuten,7 Stunden,1,57,3,2,1, ,3,2,1,1,9,5,5412,3,3,213,0,2,2,3,4,4,3,2,5,3,2,.0187113929813183,.0187113929813183,.0283539157292886,.0594789326387465
4/25/2020,4/25/2020,0,100,1094,1,4/25/2020,R_3dMSpfMSRZcdMgQ, , ,email,DE,5,8,10,10,10,8,9,4,2,0,10,10,10,10,10,50,25,25,10,10,5,5,5,10,10,0,0,0,0,3,9,8,9,0,10,5,8,8,9,8,3,6,10,10,0,10,10,10,2,10,10,0,10,0,5,0,10,9,0,5,5,8,0,5,5,5,7,6,4,0,30,2,16,10,0,50 cent,300min,4Std,2,51,1,0,1, ,1,1,1,1,11,6,8020,2,2,213,18,1,1,1,1,1,1,1,1,1,1,.156227160914636,.156227160914636,.165869683662606,.196994700572064
4/26/2020,4/26/2020,0,100,1212,1,4/26/2020,R_3DoxSu2CnrONSKO, , ,email,DE,5,0,5,10,10,6,5,10,6,0,5,5,5,10,10,100,0,0,9,7,10,10,0,1,1,0,0,0,0,5,10,10,10,0,0,0,0,0,0,0,0,5,8,5,0,0,5,5,10,10,0,0,9,0,0,0,0,0,10,5,5,5,5,5, , , , , ,0,100,7,1,9,0,50,3,3,1,50,3,0,6,selbständig,6,1,1,1,11,9,1010,7,7,213,80,1,1,1,5,3,3,5,4,5,2,.872945537451913,.872945537451913,.882588060199883,.913713077109341
4/27/2020,4/27/2020,0,100,1397,1,4/27/2020,R_3dRGO5DcDDpfCi1, , ,email,DE,10,0,10,10,10,9,9,10,6,10,8,8,3,8,10,50,30,20,7,7,5,5,5,8,8,2,1,1,1,2,10,10,9,0,1,8,8,9,8,5,7,9,8,7,8,6,8,8,8,8,5,5,7,4,5,3,7,6,1,10,8,5,0,6,7,0,3,6,8,10,30,6,6,9,0,100,3,3,2,46,3,0,1, ,5,1,1,1,11,6,8045,1,1,213,20,3,1,2,5,4,1,4,4,4,1,.281049668028552,.281049668028552,.290692190776523,.321817207685981
4/24/2020,4/24/2020,0,10,112,0,5/1/2020,R_3Dthz5YgqufAUg0, , ,email,DE, , , , , , , , , , , , , , , , , , , , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,9,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4/26/2020,4/26/2020,0,100,1120,1,4/26/2020,R_3dWmkhf0G8xP3Va, , ,email,DE,10,2,10,10,10,10,5,10,10,10,2,9,5,7,7,0,50,50,5,5,0,5,0,5,5,0,0,0,0,2,10,10,10,0,5,5,10,10,5,0,5,5,10,5,10,9,9,10,10,10,0,0,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,20,0,16,10,0,50,300,4,1,63,2,0,6,Freiberuflich,6,1,1,1,11,5,5020,6,6,213,0,3,2,1,5,4,2,5,3,2,2,.254599005729622,.254599005729622,.264241528477592,.29536654538705
4/29/2020,4/29/2020,0,100,3539,1,4/29/2020,R_3dX0aGgceFF4F8C, , ,anonymous,DE,6,1,3,7,8,7,1,7,0,10,0,2,0,6,6,0,50,50,2,7,1,1,1,7,7,0,1,7,1,2,10,9,8,0,3,5,6,6,6,3,8,7,7,7,7,5,6,8,8,8,7,2,4,1,0,0,5,2,1,9,8,5,0,3,5,0,3,7,7,90,80,6,9,9,0,50 Cent,pro Patient 3 min,7 h,2,22,1,0,4, ,3,1,1,1,7,9,1110,8,3,213,82,2,3,4,4,4,3,4,5,3,2, , , , 
4/24/2020,4/24/2020,0,100,1763,1,4/24/2020,R_3dY880VpHSWAjzD, , ,email,DE,3,2,3,6,10,8,8,8,0,8,6,9,0,8,7,0,0,100,5,8,0,3,5,5,1,2,2,0,0,8,10,10,10,0,2,5,5,5,5,5,5,5,6,6,10,5,8,9,5,7,7,1,5,2,1,1,1,1,0,10,5,1,0,5,5,0,7,7,7,10, ,3,11,5,0,25,3 Minuten,7 Stunden,1,58,3,2,1, ,3,1,1,2,12,9,1130,3,3,213,80,3,5,3,4,3,3,4,1,3,3,.0187113929813183,.0187113929813183,.0283539157292886,.0594789326387465
4/24/2020,4/24/2020,0,100,13305,1,4/24/2020,R_3Dyzucq7FgEh0nD, , ,email,DE,9,1,9,9,10,10,10,10,3,8,6,7,2,7,8,0,80,20,6,8,0,5,0,7,2,0,0,0,0,1,10,10,10,0,2,7,7,8,2,2,5,5,7,5,9,8,10,10,4,4,6,6,4,1,0,1,3,1,1,10,10,0,0,7,3,0,8,7,6,80,80,3,11,9,0,25,3,7,2,27,2,0,1, ,4,2,1,1,10,2,9560,5,3,213, ,3,2,3,4,2,4,4,4,2,3,.246387219043472,.246387219043472,.256029741791442,.2871547587009
4/24/2020,4/24/2020,0,100,921,1,4/24/2020,R_3e2WCnxAzQyYJgH, , ,email,DE,10,0,10,10,10,10,10,10,9,10,8,8,0,8,8,0,80,20,5,7,5,5,5,10,8,2,1,1,0,2,10,10,10,1,1,6,6,6,5,5,5,5,8,8,9,9,9,9,8,8,6,9,10,5,5,5,7,6,5,9,9,5,1,5,5,1,5,5,9,50,50,2,11,3,0,50,3,7,2,54,3,1,1, ,2,2,1,1,6,7,9900,2,2,213,0,5,2,4,4,4,2,4,4,3,2,1.29066773426251,1.29066773426251,1.30031025701048,1.33143527391994
