StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,No_consent,Consent1,No_consent1,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,generosity_DO,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self-control_1,trait_self-control_2,trait_self-control_3,trait_self-control_4,self-esteem_1,Q108_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,FL_8_DO
28/04/2020 18:19,28/04/2020 18:45,0,217.44.122.3,100,1543,1,28/04/2020 18:45,R_2xXeR7TGbd7ILah,,,,,51.48620605,-0.308303833,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,8,8,10,4,6,6,6,2,6,6,85,10,5,3|2|1,4,6,4,4,4,10,6,4,4,4,4,4,10,10,10,2,5,6,6,8,8,5,5,5,7,4,7,7,7,5,7,8,8,5,7,0,5,5,3,5,4,2,10,6,5,0,5,5,0,5,5,10,20,40,3,15,8,25,3 minutes,7 hours,2,-99,65,2,0,3,-99,5,1,1,1,213,Riskperception|Narcissism|ConspiracyTheoriesCOVID-19|Anti-coronapolicysupport|NationalIdentification|Socialbelonging|Moralcircle|MoralIdentity|Physicalcontact|Politicalideology|Attentioncheck|Traitself-control|Open-mindedness|Morality-as-cooperation(shortversion)|Generosity|Traitoptimism|Self-esteem|Physicalhygiene|Psychologicalwell-being|Collectivenarcissism|Physicalhealth
28/04/2020 17:52,28/04/2020 18:46,0,79.76.197.172,100,3224,1,28/04/2020 18:46,R_2dGuSMIUesZWHcU,,,,,53.85539246,-1.549194336,anonymous,EN-GB,"1,3,4,5",-99,,,9,0,9,10,10,6,6,6,5,6,3,4,2,6,5,80,20,0,3|2|1,7,6,4,5,5,7,7,6,9,5,5,5,10,10,10,1,0,9,6,9,6,5,5,4,5,4,7,5,5,7,5,5,7,6,2,0,7,5,5,7,1,4,8,8,5,4,7,7,5,5,5,6,10,20,5,5,9,50 cents,300 minutes,4 hours,2,-99,41,3,3,6,Homemaker,8,2,1,1,213,Politicalideology|Physicalcontact|Open-mindedness|Collectivenarcissism|Generosity|Psychologicalwell-being|Anti-coronapolicysupport|Morality-as-cooperation(shortversion)|Attentioncheck|Narcissism|Riskperception|Socialbelonging|NationalIdentification|Traitself-control|Traitoptimism|Moralcircle|MoralIdentity|Physicalhygiene|Physicalhealth|Self-esteem|ConspiracyTheoriesCOVID-19
28/04/2020 18:12,28/04/2020 18:46,0,90.249.33.111,100,2005,1,28/04/2020 18:46,R_1jTVDJZnu837H07,,,,,53.76870728,-2.466705322,anonymous,EN-GB,"1,3,4,5",-99,,,9,0,10,9,10,10,10,9,3,10,10,10,0,10,10,50,25,25,2|3|1,7,7,0,0,0,1,0,0,0,0,0,3,10,10,10,0,1,8,8,8,4,8,8,10,8,9,6,6,9,7,6,7,6,1,7,0,1,3,5,4,1,0,10,10,0,0,6,8,0,8,9,9,10,20,1,14,7,25,3 minutes, 7 hours,1,-99,58,3,1,5,-99,5,1,1,1,213,Moralcircle|Collectivenarcissism|Physicalhealth|Morality-as-cooperation(shortversion)|MoralIdentity|Anti-coronapolicysupport|Narcissism|Self-esteem|Physicalcontact|NationalIdentification|ConspiracyTheoriesCOVID-19|Traitoptimism|Politicalideology|Attentioncheck|Riskperception|Psychologicalwell-being|Socialbelonging|Traitself-control|Generosity|Open-mindedness|Physicalhygiene
28/04/2020 18:12,28/04/2020 18:46,0,82.34.3.41,100,2005,1,28/04/2020 18:46,R_cvCrvAtBqb26frr,,,,,52.67199707,-1.343795776,anonymous,EN-GB,"1,3,4,5",-99,,,6,6,6,4,10,9,9,8,1,6,3,1,1,9,7,100,0,0,2|3|1,8,7,6,1,0,10,10,8,8,0,6,6,10,10,10,0,1,0,0,0,0,0,0,0,7,7,1,3,6,6,6,9,5,4,6,0,4,7,5,6,3,5,5,5,0,0,0,0,7,0,0,1,10,20,2,10,8,50,3 mins,4,2,-99,59,2,3,2,-99,4,1,1,1,213,Anti-coronapolicysupport|MoralIdentity|Attentioncheck|Socialbelonging|ConspiracyTheoriesCOVID-19|Morality-as-cooperation(shortversion)|Politicalideology|Moralcircle|Physicalhealth|Riskperception|NationalIdentification|Physicalcontact|Narcissism|Psychologicalwell-being|Open-mindedness|Self-esteem|Collectivenarcissism|Traitself-control|Generosity|Traitoptimism|Physicalhygiene
28/04/2020 18:31,28/04/2020 18:46,0,86.133.117.239,100,879,1,28/04/2020 18:46,R_3erGr5TZaC1JO7n,,,,,51.60079956,-3.425292969,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,4,10,10,10,10,10,10,0,90,10,2|3|1,3,8,5,2,2,10,10,8,0,0,0,6,10,10,10,0,10,10,10,10,9,10,0,0,8,7,10,7,8,2,4,9,10,0,6,0,0,4,7,10,7,6,10,7,0,0,7,6,0,7,7,8,60,20,3,3,5,50,3,4,1,-99,61,3,0,5,-99,4,1,1,1,213,Generosity|Physicalhealth|Politicalideology|Self-esteem|ConspiracyTheoriesCOVID-19|Traitoptimism|Collectivenarcissism|Traitself-control|Riskperception|Anti-coronapolicysupport|MoralIdentity|Psychologicalwell-being|Open-mindedness|Morality-as-cooperation(shortversion)|NationalIdentification|Socialbelonging|Attentioncheck|Physicalhygiene|Moralcircle|Narcissism|Physicalcontact
28/04/2020 18:16,28/04/2020 18:46,0,194.35.119.112,100,1818,1,28/04/2020 18:46,R_1JWsZby5ijRoPvA,,,,,51.49639893,-0.122406006,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,0,0,3,0,0,10,10,5,10,10,50,50,0,2|3|1,3,7,6,6,5,10,10,0,0,0,5,0,10,10,10,5,0,3,0,10,8,8,8,10,7,6,9,10,10,9,10,10,1,0,7,0,2,2,0,7,0,1,10,9,0,0,0,9,8,0,0,1,50,20,6,14,3,50,300 minutes,8,2,-99,64,3,0,6,homemaker,4,1,1,1,two hundred thirteen,Open-mindedness|Physicalhygiene|Narcissism|Generosity|Physicalcontact|Anti-coronapolicysupport|Psychologicalwell-being|Attentioncheck|Politicalideology|Collectivenarcissism|Self-esteem|Traitoptimism|Riskperception|MoralIdentity|Traitself-control|Socialbelonging|Physicalhealth|Morality-as-cooperation(shortversion)|ConspiracyTheoriesCOVID-19|Moralcircle|NationalIdentification
28/04/2020 18:18,28/04/2020 18:47,0,146.199.96.131,100,1703,1,28/04/2020 18:47,R_10oZfgFup6h2HkH,,,,,52.90620422,-1.0440979,anonymous,EN-GB,"1,3,4,5",-99,,,9,1,9,10,10,10,10,10,9,8,10,10,1,9,10,0,50,50,2|1|3,9,7,0,0,0,7,6,0,0,0,0,0,10,10,10,0,0,8,9,7,7,5,10,10,9,9,10,10,10,10,8,9,7,1,2,0,1,0,0,0,0,0,10,10,5,0,8,5,0,8,8,8,30,30,3,15,8,25,3 mins,7,1,-99,61,1,1,1,-99,4,2,1,1,213,Moralcircle|Generosity|Morality-as-cooperation(shortversion)|Attentioncheck|MoralIdentity|Collectivenarcissism|NationalIdentification|Traitoptimism|Physicalhealth|Physicalhygiene|Socialbelonging|Psychologicalwell-being|Self-esteem|Riskperception|Politicalideology|ConspiracyTheoriesCOVID-19|Anti-coronapolicysupport|Physicalcontact|Open-mindedness|Traitself-control|Narcissism
28/04/2020 18:14,28/04/2020 18:47,0,31.51.32.208,100,1986,1,28/04/2020 18:47,R_wL9zLHA1kLiOlgd,,,,,50.26480103,-5.057601929,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,10,10,10,10,4,10,10,20,80,0,3|1|2,7,6,5,5,1,10,10,6,4,0,0,2,9,9,9,0,0,8,8,8,8,8,8,8,9,9,8,8,8,8,9,9,1,9,5,0,2,1,1,5,0,0,10,10,5,0,5,5,0,6,6,9,50,70,5,16,9,25,3,7,2,-99,61,3,2,2,-99,5,2,1,1,213,Psychologicalwell-being|Traitself-control|Generosity|ConspiracyTheoriesCOVID-19|Physicalcontact|Open-mindedness|Politicalideology|Moralcircle|Riskperception|NationalIdentification|Self-esteem|Narcissism|Attentioncheck|Physicalhealth|Physicalhygiene|MoralIdentity|Morality-as-cooperation(shortversion)|Traitoptimism|Collectivenarcissism|Socialbelonging|Anti-coronapolicysupport
28/04/2020 18:01,28/04/2020 18:47,0,151.224.147.125,100,2748,1,28/04/2020 18:47,R_O24q0XWurF4T7G1,,,,,51.44020081,-0.025894165,anonymous,EN-GB,"1,3,4,5",-99,,,9,0,8,8,10,9,9,9,7,5,9,9,7,9,9,20,40,40,3|2|1,8,7,6,6,5,10,9,2,2,2,2,5,9,8,8,1,2,9,8,9,9,7,5,2,8,8,8,8,7,9,7,8,1,0,9,0,3,6,1,6,5,1,9,8,5,0,8,7,1,6,6,9,0,10,6,13,9,50,300 minutes,4 hours,1,-99,62,3,1,6,Self employed,5,2,1,2,213,Attentioncheck|Narcissism|ConspiracyTheoriesCOVID-19|Politicalideology|Traitoptimism|Riskperception|Collectivenarcissism|Psychologicalwell-being|MoralIdentity|NationalIdentification|Socialbelonging|Physicalcontact|Anti-coronapolicysupport|Open-mindedness|Traitself-control|Morality-as-cooperation(shortversion)|Self-esteem|Moralcircle|Generosity|Physicalhealth|Physicalhygiene
28/04/2020 18:18,28/04/2020 18:47,0,79.75.249.51,100,1718,1,28/04/2020 18:47,R_2BevxIehpo9LyW5,,,,,55.47540283,-4.606201172,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,9,10,10,9,9,9,8,10,10,10,9,10,10,90,10,0,3|1|2,7,7,5,4,2,3,3,2,0,0,0,3,10,10,8,1,7,10,7,9,9,7,4,4,8,8,9,9,9,10,8,10,6,2,8,0,3,5,2,5,3,1,10,10,3,0,7,5,0,9,9,10,10,50,5,16,9,50,300,4,2,-99,65,1,2,5,-99,6,2,1,2,213,Self-esteem|Morality-as-cooperation(shortversion)|Open-mindedness|Anti-coronapolicysupport|Physicalhealth|Collectivenarcissism|Physicalcontact|Generosity|NationalIdentification|MoralIdentity|Moralcircle|Psychologicalwell-being|Attentioncheck|Traitoptimism|Politicalideology|Physicalhygiene|Socialbelonging|Riskperception|ConspiracyTheoriesCOVID-19|Narcissism|Traitself-control
28/04/2020 18:31,28/04/2020 18:47,0,5.71.225.39,100,995,1,28/04/2020 18:47,R_290TD6qKf7PQZUq,,,,,53.83329773,-1.766693115,anonymous,EN-GB,"1,3,4,5",-99,,,9,0,7,10,10,9,9,9,6,7,6,6,1,6,6,100,0,0,3|1|2,6,7,2,6,6,10,10,0,0,0,0,3,10,10,10,0,0,3,1,8,3,3,1,3,8,8,6,9,8,9,7,8,6,6,8,0,4,6,4,6,1,1,10,8,1,0,6,6,1,4,4,9,100,20,9,4,9,50,300 minutes,4 hours,1,-99,60,2,0,1,-99,5,2,1,1,213,NationalIdentification|ConspiracyTheoriesCOVID-19|Attentioncheck|Morality-as-cooperation(shortversion)|MoralIdentity|Collectivenarcissism|Narcissism|Traitself-control|Self-esteem|Anti-coronapolicysupport|Politicalideology|Generosity|Physicalcontact|Riskperception|Psychologicalwell-being|Physicalhygiene|Physicalhealth|Socialbelonging|Moralcircle|Traitoptimism|Open-mindedness
28/04/2020 18:15,28/04/2020 18:48,0,92.1.157.152,100,1969,1,28/04/2020 18:48,R_Q6Tfsp4PWDhsLTj,,,,,55.56469727,-4.504592896,anonymous,EN-GB,"1,3,4,5",1,"1,3,4,5",-99,8,0,10,10,10,10,10,10,1,10,10,10,0,10,10,0,20,80,1|2|3,7,6,0,0,0,4,0,0,0,0,0,2,10,10,10,0,3,6,6,7,6,5,8,8,6,2,8,7,7,8,10,7,9,6,7,0,6,1,4,1,5,6,10,8,0,0,1,2,0,0,1,8,60,50,3,11,8,25,3 minutes,7 hours,1,-99,44,2,0,1,-99,5,1,1,2,213,Politicalideology|Anti-coronapolicysupport|Traitoptimism|Physicalhygiene|MoralIdentity|Psychologicalwell-being|Socialbelonging|Moralcircle|Riskperception|Narcissism|Physicalcontact|Morality-as-cooperation(shortversion)|Generosity|Self-esteem|Open-mindedness|Physicalhealth|NationalIdentification|Attentioncheck|ConspiracyTheoriesCOVID-19|Traitself-control|Collectivenarcissism
28/04/2020 18:16,28/04/2020 18:48,0,77.243.191.25,100,1879,1,28/04/2020 18:48,R_r6FkNGBSoMp4JX3,,,,,50.85090637,4.344696045,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,9,9,9,6,8,10,10,1,10,10,33.33,33.34,33.33,2|1|3,9,8,5,5,5,9,8,0,0,0,0,1,10,10,10,0,0,9,9,9,9,7,9,10,9,9,9,9,9,9,10,9,2,0,9,0,2,1,1,5,1,5,9,10,7,0,7,7,0,7,7,9,90,90,5,16,9,50,3,7,1,-99,44,2,0,6,self-employed tutor,3,2,1,1,213,Traitoptimism|Attentioncheck|Politicalideology|Physicalhealth|Self-esteem|Anti-coronapolicysupport|NationalIdentification|Traitself-control|Physicalhygiene|Morality-as-cooperation(shortversion)|MoralIdentity|Open-mindedness|ConspiracyTheoriesCOVID-19|Generosity|Socialbelonging|Moralcircle|Physicalcontact|Riskperception|Psychologicalwell-being|Collectivenarcissism|Narcissism
28/04/2020 18:11,28/04/2020 18:48,0,94.174.215.169,100,2206,1,28/04/2020 18:48,R_3lPqLKmGzVW1V2r,,,,,53.79229736,-1.754806519,anonymous,EN-GB,"1,3,4,5",-99,,,10,2,9,9,9,8,8,8,3,8,9,10,4,10,8,90,10,0,3|2|1,3,3,7,8,7,10,7,3,2,2,2,7,9,9,9,2,2,8,7,8,8,4,2,1,9,8,3,7,8,3,3,2,9,9,2,0,7,8,3,7,3,2,9,8,2,2,3,2,2,2,2,8,70,80,3,2,3,50,5 hours,4,1,-99,39,1,0,3,-99,7,1,1,1,213,Moralcircle|Traitoptimism|Collectivenarcissism|ConspiracyTheoriesCOVID-19|Riskperception|Attentioncheck|Psychologicalwell-being|Self-esteem|Traitself-control|Socialbelonging|Narcissism|Anti-coronapolicysupport|Generosity|Physicalcontact|MoralIdentity|Politicalideology|Physicalhealth|Open-mindedness|NationalIdentification|Morality-as-cooperation(shortversion)|Physicalhygiene
28/04/2020 18:31,28/04/2020 18:48,0,81.135.236.239,100,1051,1,28/04/2020 18:48,R_3nvZshZuHTy637J,,,,,55.77330017,-4.333404541,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,9,4,10,2,5,9,10,2,9,10,100,0,0,1|3|2,9,7,0,5,0,9,0,0,0,0,0,3,10,10,10,0,2,9,9,5,9,10,5,0,10,9,10,10,10,10,7,9,3,5,5,0,3,0,5,1,0,0,9,7,1,0,4,4,0,1,0,5,0,10,3,4,10,50,3 minutes,2,2,-99,68,1,1,2,-99,4,2,1,1,213,Open-mindedness|Psychologicalwell-being|Self-esteem|Physicalhygiene|Socialbelonging|NationalIdentification|Traitoptimism|Moralcircle|Attentioncheck|Riskperception|MoralIdentity|Politicalideology|Physicalcontact|Generosity|Morality-as-cooperation(shortversion)|ConspiracyTheoriesCOVID-19|Traitself-control|Physicalhealth|Collectivenarcissism|Anti-coronapolicysupport|Narcissism
28/04/2020 18:13,28/04/2020 18:48,0,2.124.24.241,100,2124,1,28/04/2020 18:48,R_1rrD7O86hLeUSqv,,,,,50.73339844,-1.924606323,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,10,10,10,10,4,10,10,10,80,10,3|2|1,6,7,5,3,1,10,10,0,0,0,0,0,10,10,10,0,0,7,7,6,9,4,1,0,6,7,10,10,10,10,2,5,8,8,10,0,0,0,0,1,3,0,10,10,5,0,6,5,0,2,0,10,10,10,6,10,4,25,3,7,2,-99,64,3,0,5,-99,4,1,1,2,213,Morality-as-cooperation(shortversion)|NationalIdentification|Collectivenarcissism|ConspiracyTheoriesCOVID-19|Narcissism|Generosity|Politicalideology|Socialbelonging|Traitoptimism|Anti-coronapolicysupport|Riskperception|MoralIdentity|Self-esteem|Physicalhealth|Physicalcontact|Physicalhygiene|Attentioncheck|Psychologicalwell-being|Moralcircle|Open-mindedness|Traitself-control
28/04/2020 18:19,28/04/2020 18:49,0,90.202.224.149,100,1811,1,28/04/2020 18:49,R_3Jxd0oWmCLPcSQd,,,,,51.51579285,-0.423400879,anonymous,EN-GB,"1,3,4,5",-99,,,9,2,8,8,10,6,6,8,6,4,4,6,1,7,8,45,35,20,2|1|3,9,7,4,3,4,10,9,0,0,0,0,0,10,9,8,0,0,5,4,6,6,3,5,5,7,6,10,10,10,10,7,9,1,0,10,0,0,4,0,1,1,0,8,9,4,0,6,5,0,5,5,9,10,20,5,7,10,100,3,7,1,-99,29,1,0,1,-99,6,1,2,2,213,Traitoptimism|Attentioncheck|Collectivenarcissism|Open-mindedness|Moralcircle|Physicalhygiene|Traitself-control|NationalIdentification|Narcissism|Politicalideology|Riskperception|MoralIdentity|Socialbelonging|Psychologicalwell-being|Physicalcontact|Physicalhealth|Morality-as-cooperation(shortversion)|ConspiracyTheoriesCOVID-19|Generosity|Anti-coronapolicysupport|Self-esteem
28/04/2020 18:24,28/04/2020 18:49,0,194.35.116.33,100,1500,1,28/04/2020 18:49,R_2CeW0omJhJlxhYI,,,,,51.49639893,-0.122406006,anonymous,EN-GB,"1,3,4,5",-99,,,8,0,10,6,10,2,2,10,5,10,8,8,5,5,8,50,25,25,1|2|3,7,1,5,5,5,8,5,5,5,2,4,3,9,8,9,0,1,5,9,10,9,5,7,1,2,5,3,5,6,2,7,5,2,2,2,0,0,0,0,4,2,0,9,9,2,0,8,4,8,8,8,9,10,20,5,14,2,50,3 minutes,4 hours,1,-99,62,1,3,2,-99,11,2,1,1,213,Moralcircle|ConspiracyTheoriesCOVID-19|Politicalideology|Psychologicalwell-being|Physicalcontact|Generosity|NationalIdentification|Socialbelonging|Open-mindedness|Collectivenarcissism|Physicalhealth|Narcissism|Traitoptimism|MoralIdentity|Morality-as-cooperation(shortversion)|Traitself-control|Self-esteem|Attentioncheck|Physicalhygiene|Anti-coronapolicysupport|Riskperception
28/04/2020 18:26,28/04/2020 18:49,0,147.148.92.241,100,1401,1,28/04/2020 18:49,R_1hBfcHGaadzCo7s,,,,,54.88589478,-2.914794922,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,3,3,10,10,10,9,10,0,10,10,90,10,0,1|3|2,8,8,1,5,1,10,10,0,0,0,0,0,10,10,10,0,0,1,1,10,10,5,6,10,9,9,9,9,9,8,7,9,4,2,4,0,1,0,0,6,1,0,10,10,5,0,8,8,0,9,9,10,10,20,6,16,4,25,3,7,2,-99,61,1,0,5,-99,7,1,1,1,213,Narcissism|Traitself-control|MoralIdentity|Open-mindedness|Politicalideology|Psychologicalwell-being|Traitoptimism|Moralcircle|Morality-as-cooperation(shortversion)|Anti-coronapolicysupport|ConspiracyTheoriesCOVID-19|Attentioncheck|Riskperception|Collectivenarcissism|Self-esteem|Physicalhealth|Physicalcontact|NationalIdentification|Physicalhygiene|Generosity|Socialbelonging
28/04/2020 18:08,28/04/2020 18:49,0,86.3.245.20,100,2470,1,28/04/2020 18:49,R_1Kvc86Awe7M4fli,,,,,50.86959839,-1.30909729,anonymous,EN-GB,"1,3,4,5",-99,,,9,0,9,9,10,10,10,10,8,3,10,10,2,10,4,90,5,5,3|1|2,9,8,5,5,5,10,10,5,0,0,0,4,10,10,10,0,8,5,5,9,5,5,2,0,8,5,7,8,8,9,2,5,7,5,6,0,10,10,10,10,10,10,9,7,3,0,5,5,1,5,5,8,20,20,9,3,7,25,1,4,1,-99,71,3,3,5,-99,6,1,1,1,213,Generosity|Socialbelonging|MoralIdentity|Collectivenarcissism|Riskperception|Physicalhealth|Physicalcontact|Morality-as-cooperation(shortversion)|NationalIdentification|Attentioncheck|Traitself-control|Psychologicalwell-being|Open-mindedness|Anti-coronapolicysupport|Politicalideology|Moralcircle|Narcissism|Self-esteem|Physicalhygiene|ConspiracyTheoriesCOVID-19|Traitoptimism
28/04/2020 18:30,28/04/2020 18:50,0,86.170.119.198,100,1142,1,28/04/2020 18:50,R_3n2x3PAEPRfxuPY,,,,,53.34970093,-2.726593018,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,8,10,10,10,9,10,10,80,20,0,1|2|3,9,7,5,2,0,9,7,0,0,0,0,3,9,9,9,0,1,10,10,9,10,4,1,0,9,9,9,10,10,10,7,7,1,1,9,0,3,6,5,9,4,1,10,10,3,0,7,8,10,4,9,10,10,50,2,4,10,50,3,7,1,-99,66,3,2,5,-99,3,1,1,2,213,Riskperception|Collectivenarcissism|Traitself-control|Open-mindedness|Anti-coronapolicysupport|Self-esteem|Physicalhealth|Physicalcontact|ConspiracyTheoriesCOVID-19|Socialbelonging|Physicalhygiene|Generosity|NationalIdentification|MoralIdentity|Politicalideology|Psychologicalwell-being|Traitoptimism|Morality-as-cooperation(shortversion)|Moralcircle|Attentioncheck|Narcissism
28/04/2020 18:01,28/04/2020 18:50,0,86.185.138.238,100,2924,1,28/04/2020 18:50,R_2WBAm7FvS2aPiMI,,,,,51.41279602,-0.377197266,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,9,10,10,10,10,10,9,7,10,10,10,10,10,0,70,30,3|2|1,5,4,6,6,5,0,0,1,1,1,1,1,10,10,10,0,0,10,7,2,2,3,7,7,6,5,6,7,8,10,6,5,6,5,1,0,1,0,1,0,0,0,10,10,0,0,1,1,0,0,1,10,20,20,0,11,7,50,300,4,1,-99,45,2,0,6,-99,7,1,1,1,213,Riskperception|Collectivenarcissism|Narcissism|MoralIdentity|Physicalcontact|Attentioncheck|Socialbelonging|Self-esteem|Traitself-control|Physicalhealth|Moralcircle|Physicalhygiene|Morality-as-cooperation(shortversion)|NationalIdentification|Politicalideology|Open-mindedness|ConspiracyTheoriesCOVID-19|Generosity|Psychologicalwell-being|Anti-coronapolicysupport|Traitoptimism
28/04/2020 18:21,28/04/2020 18:50,0,90.217.61.55,100,1760,1,28/04/2020 18:50,R_3n7sYgQAmhPu9E5,,,,,54.57620239,-1.234802246,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,0,0,10,10,10,8,10,10,10,10,10,10,65,20,15,3|1|2,8,7,6,6,6,9,5,0,0,0,0,0,10,10,10,0,0,8,9,9,5,8,10,0,10,8,9,10,9,10,9,9,2,9,9,0,0,3,0,0,0,0,10,9,0,0,7,7,0,0,8,7,0,0,8,3,9,50,3 minutes,4,2,-99,41,3,2,1,-99,6,1,1,2,213,Generosity|Collectivenarcissism|Physicalhealth|Traitself-control|NationalIdentification|Physicalhygiene|Traitoptimism|Physicalcontact|Attentioncheck|Politicalideology|ConspiracyTheoriesCOVID-19|Morality-as-cooperation(shortversion)|MoralIdentity|Psychologicalwell-being|Narcissism|Open-mindedness|Riskperception|Socialbelonging|Moralcircle|Self-esteem|Anti-coronapolicysupport
28/04/2020 18:31,28/04/2020 18:51,0,81.157.87.233,100,1145,1,28/04/2020 18:51,R_1dG1m98gsVbMH7s,,,,,51.35929871,-2.923202515,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,5,1,10,10,10,2,10,10,50,25,25,1|3|2,8,7,4,4,2,10,5,0,0,0,0,3,10,10,7,0,0,6,5,7,6,0,5,5,7,8,9,10,8,9,4,10,8,2,2,0,0,0,0,0,0,1,10,10,0,0,7,5,10,10,10,8,60,50,5,12,6,25,300,7,2,-99,71,2,2,5,-99,8,1,1,1,213,Traitoptimism|Riskperception|Attentioncheck|Traitself-control|Open-mindedness|Physicalhealth|Self-esteem|Physicalcontact|Moralcircle|Socialbelonging|Collectivenarcissism|MoralIdentity|Politicalideology|Morality-as-cooperation(shortversion)|ConspiracyTheoriesCOVID-19|Generosity|Psychologicalwell-being|Physicalhygiene|NationalIdentification|Anti-coronapolicysupport|Narcissism
28/04/2020 18:12,28/04/2020 18:51,0,109.153.116.88,100,2303,1,28/04/2020 18:51,R_1OTb6LblzukVlmY,,,,,53.63639832,-1.744995117,anonymous,EN-GB,"1,3,4,5",-99,,,9,1,7,10,10,10,10,9,4,1,7,9,3,9,9,50,50,0,3|1|2,8,9,5,1,5,9,8,1,1,1,1,0,10,10,5,0,0,3,8,9,6,4,1,1,10,9,8,8,9,8,8,9,2,0,9,0,2,1,3,3,3,3,10,8,2,0,8,3,2,7,7,8,10,10,4,16,7,50 cents,300 minutes,4 hours,2,-99,71,3,0,5,-99,3,2,1,1,213,NationalIdentification|Physicalcontact|ConspiracyTheoriesCOVID-19|Generosity|Morality-as-cooperation(shortversion)|Narcissism|Physicalhygiene|Self-esteem|Anti-coronapolicysupport|Traitoptimism|Attentioncheck|Psychologicalwell-being|Politicalideology|MoralIdentity|Socialbelonging|Riskperception|Moralcircle|Collectivenarcissism|Traitself-control|Open-mindedness|Physicalhealth
28/04/2020 18:09,28/04/2020 18:51,0,90.252.60.167,100,2528,1,28/04/2020 18:51,R_puP2oO4rIY3bPjP,,,,,50.89630127,-1.046295166,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,7,7,10,10,10,10,7,10,8,8,2,8,8,0,100,0,1|2|3,8,7,2,5,3,9,7,1,1,1,1,3,9,10,9,1,2,7,4,6,7,7,4,6,8,7,8,8,8,10,6,4,4,3,6,0,2,1,0,3,0,0,9,9,4,0,6,7,1,8,8,8,40,50,6,11,8,the pen costs 50 cents,1 minute,4 hours,2,-99,59,3,2,3,-99,7,1,1,1,213,Politicalideology|Morality-as-cooperation(shortversion)|MoralIdentity|Attentioncheck|Narcissism|Collectivenarcissism|Open-mindedness|Anti-coronapolicysupport|Physicalhealth|Psychologicalwell-being|Generosity|Traitoptimism|ConspiracyTheoriesCOVID-19|Physicalcontact|NationalIdentification|Riskperception|Physicalhygiene|Moralcircle|Self-esteem|Traitself-control|Socialbelonging
