V1,V2,V3,V4,V5,SC0_0,SC0_1,SC0_2,rid,pid,SUPPLIER_ID,SUPNAME,complete,information sheet,consent,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_4,collective_narcis_5,collective_narcis_6,national_identity_4,national_identity_5,conspiracy_theories_4,conspiracy_theories_5,conspiracy_theories_7,conspiracy_theories_8,open_mindness_4,open_mindness_5,open_mindness_7,open_mindness_8,open_mindness_9,open_mindness_10,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_7,morality_as_cooperat_8,morality_as_cooperat_9,morality_as_cooperat_10,morality_as_cooperat_11,trait_optimism_4,trait_optimism_5,social_belonging_4,social_belonging_5,social_belonging_12,social_belonging_13,trait_self-control_4,trait_self-control_5,trait_self-control_12,trait_self-control_13,self-esteem_4,attention_check_4,narcissism_4,narcissism_5,narcissism_12,narcissism_13,narcissism_14,narcissism_15,moral_identity_4,moral_identity_5,moral_identity_12,moral_identity_13,moral_identity_14,moral_identity_15,moral_identity_16,moral_identity_17,moral_identity_18,moral_identity_19,risk_perception_4,risk_perception_5,political_ideology_1,moral_circle,moral_circle1,health_8,CRT,CRT1,CRT2,CRT3,intro,sex,sex_TEXT,age,marital,children,employment,employment_TEXT,ladder_instro,ladder_picture,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,prefecture,education,income,support,comments,debrief,
R_1hybIVWDc9gyG6u,Default Response Set,2020-04-28 09:30:46,2020-04-28 10:24:56,1,0,0,0,5ea82fc3-09a3-2286-5457-d4344dc0f55e,116eca36-9485-446f-a766-44d7229d3af2,737,Dalia_Research,1,1,1,8,2,8,7,8,7,8,9,7,7,8,8,9,9,10,80,20,0,8,8,0,5,5,8,6,1,0,0,0,3,10,10,10,0,3,8,7,7,9,6,6,4,8,8,8,7,8,9,7,7,3,2,7,0,2,6,0,3,6,6,9,7,5,0,6,7,2,8,7,8,20,20,5,1,9,9,1,50,3,7,1,1,,41,3,1,1,,1,1,5,1,1,1,213,3,5,4,3,,1,
R_1kGGk8Deu1P11fX,Default Response Set,2020-04-28 09:52:20,2020-04-28 10:25:21,1,0,0,0,5ea834fb-7b56-021f-f683-28e32ab33343,120732338,968,TheoremReach,1,1,1,8,1,5,1,0,6,5,7,7,8,5,0,0,5,5,060,30,010,5,4,5,4,5,10,9,5,1,1,1,6,8,7,8,0,2,10,5,10,7,0,5,0,6,6,5,1,5,4,8,9,7,5,7,7,5,5,0,4,5,5,6,5,6,4,5,5,5,4,5,5,10,10,5,1,1,7,1,50원,3분,4시간,1,1,,41,3,1,1,,1,1,7,1,1,1,213,3,4,3,3,,1,
R_2wBpxm3y5Q33T8M,Default Response Set,2020-04-28 10:20:43,2020-04-28 10:28:13,1,0,0,0,5ea83b93-2349-568f-d1b5-bdc27c050262,121141495,968,TheoremReach,1,1,1,9,5,5,7,8,7,8,7,7,7,8,5,6,7,6,0,50,50,7,8,8,9,9,8,9,1,1,0,0,2,8,7,8,8,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,9,0,7,7,2,8,7,3,7,7,8,7,7,3,7,7,7,7,0,0,2,1,14,8,1,50,1,4,1,1,,51,3,2,1,,1,1,4,1,1,1,213,1,5,4,1,없슴,1,
R_3ikF2ipkUArB6nO,Default Response Set,2020-04-28 10:07:21,2020-04-28 10:31:11,1,0,0,0,5ea83845-f02d-ba28-ba92-ec23d737b71f,947595f6-1754-49d2-9ee7-0d3b1ae69db3,737,Dalia_Research,1,1,1,7,6,7,8,8,5,5,7,5,6,10,10,8,10,10,100,0,0,4,4,9,10,8,9,9,5,0,0,0,3,8,8,7,0,6,5,10,10,10,6,7,0,6,6,5,5,4,8,8,5,7,5,8,0,10,10,8,9,9,7,10,10,7,0,10,10,0,8,10,10,0,0,9,1,3,8,1,25,3,4,1,1,,67,3,2,5,,1,1,8,1,1,1,213,1,4,2,3,없음,1,
R_2U2TieGMljLHCg5,Default Response Set,2020-04-28 10:01:20,2020-04-28 10:32:43,1,0,0,0,5ea83724-4a94-9389-0eff-e09b4b918bfe,8d25ee8fe33cf3e38087f0b317a4a6c4,708,TapResearch,1,1,1,7,1,4,8,9,9,10,10,9,10,8,5,2,2,4,60,30,10,7,6,8,6,5,10,10,0,0,0,0,6,9,9,9,0,4,6,6,6,6,6,4,5,6,6,8,6,5,9,5,6,4,4,7,0,5,6,1,4,6,5,8,7,5,2,3,3,3,3,4,7,10,10,3,1,15,6,1,25원,3분,7시간,1,2,,43,3,1,6,주부,1,1,6,1,1,1,213,1,5,3,1,,1,
R_BKYiCcMYvri7PKV,Default Response Set,2020-04-28 09:39:47,2020-04-28 10:33:47,1,0,0,0,5ea831f1-bc52-825e-ce97-2a5284dab42f,db904efb-d2b2-4593-935c-9bea3bab6a1e,786,Persona.ly,1,1,1,10,8,2,10,10,8,9,7,8,10,10,7,5,10,10,50,30,20,6,7,8,9,5,10,10,8,7,4,5,8,8,7,9,8,7,8,8,7,7,7,6,7,8,8,8,4,1,10,8,7,8,8,7,10,5,2,3,8,6,3,9,8,10,2,8,4,2,5,5,7,30,50,7,1,9,10,1,50,300,5,1,2,,32,3,2,2,,1,1,3,1,1,1,213,1,2,1,1,the survey is good and easy to follow,1,
R_25R8rkpzwNUs4AB,Default Response Set,2020-04-28 10:25:58,2020-04-28 10:35:41,1,0,0,0,5ea83cb0-f4fc-860c-11fa-5d797262105e,114304167,968,TheoremReach,1,1,1,8,4,8,8,8,6,,,,8,8,8,8,8,8,050,025,025,2,1,4,6,4,9,9,4,4,4,4,6,9,8,8,2,3,6,6,6,6,6,6,6,3,8,7,7,7,2,4,8,7,9,1,0,6,6,4,7,7,3,6,6,6,6,6,7,7,7,7,7,0,10,6,1,9,3,1,,,,1,1,,42,1,0,6,,1,1,11,1,1,1,213,16,4,1,1,,1,
R_2TpovItEkRJoOUJ,Default Response Set,2020-04-28 10:28:34,2020-04-28 10:37:28,1,0,0,0,5ea83d8a-1f83-a053-3821-ccb1b01c9aed,e4619f759e4d5e7bc070861f967b9e70,708,TapResearch,1,1,1,9,2,9,9,3,8,7,10,6,8,7,6,5,6,8,30,50,20,7,6,6,7,7,9,8,6,4,2,4,3,6,6,7,3,2,8,7,9,8,4,7,4,6,7,7,8,6,6,7,8,4,6,9,0,7,7,6,8,7,3,9,9,8,1,8,7,2,9,8,9,10,30,3,1,5,6,1,25,3,4,1,1,,47,3,3,1,,1,1,4,1,1,1,213,1,5,6,1,많은 설문바랍니다,1,
R_2VeAYm83l2LuyWQ,Default Response Set,2020-04-28 10:28:58,2020-04-28 10:43:58,1,0,0,0,5ea83d7b-10f3-d64b-d270-89b14ce6139a,fb9bec09-cc5a-468f-9c97-36cd6113a979,737,Dalia_Research,1,1,1,8,4,9,9,5,4,4,9,5,7,7,6,9,9,10,50,25,25,6,6,5,5,5,8,6,3,2,7,2,4,5,5,7,1,2,6,4,7,5,5,3,6,6,6,7,6,9,9,9,7,1,0,8,7,6,7,2,8,9,2,5,6,6,2,7,7,5,4,6,6,20,20,4,1,5,8,1,700,3,4,1,1,,63,3,2,6,자영업,1,1,5,1,1,1,213,3,2,2,1,문제가 이해하기 좀 업렵다,1,
R_3kB6UhQvcMNM8a6,Default Response Set,2020-04-28 10:35:54,2020-04-28 10:45:01,1,0,0,0,5ea83f00-a4aa-d4e4-7191-c637f8a39e7b,3d0e5c77-ac61-4a6b-8b1a-f0df934ab693,737,Dalia_Research,1,1,1,10,4,10,10,1,10,10,10,5,10,8,5,5,5,10,100,0,0,8,6,8,2,4,10,10,0,0,0,0,1,10,10,10,0,3,8,8,9,10,0,5,5,8,8,5,5,4,10,7,5,5,4,8,0,0,8,0,10,8,0,10,8,6,0,8,8,0,8,8,10,10,10,5,1,1,5,1,50,3,1,1,1,,55,3,1,1,,1,1,6,1,1,1,213,3,5,5,1,,1,
R_1KrtFaXwnk0K02R,Default Response Set,2020-04-28 10:26:05,2020-04-28 10:48:00,1,0,0,0,5ea83cee-28dc-1d33-8d88-26ccc723fe33,4bbea7f3-daef-4082-9eb2-6528490f7ba6,737,Dalia_Research,1,1,1,9,3,8,9,9,7,7,10,8,10,5,5,5,7,7,70,30,0,5,6,7,5,6,9,9,4,2,1,2,5,7,6,6,2,5,6,5,6,5,5,6,5,4,4,6,6,5,7,8,6,5,6,6,0,5,7,6,7,5,5,7,7,7,3,6,5,3,6,5,7,0,20,4,1,6,5,1,50,300,8,1,2,,45,3,1,5,,1,1,7,1,1,1,213,1,4,4,1,,1,
R_NXEswn9onzCwiml,Default Response Set,2020-04-28 10:41:58,2020-04-28 10:52:19,1,0,0,0,5ea84072-fa87-0779-5d67-8cfbfe125baa,30092707,968,TheoremReach,1,1,1,6,6,5,7,6,7,7,7,7,7,6,5,5,6,8,080,010,010,5,6,6,6,6,7,6,7,7,6,7,6,5,7,7,5,7,6,7,6,7,7,6,6,7,7,6,6,7,8,7,8,5,5,8,6,6,8,5,8,7,5,6,6,6,4,7,7,3,6,6,5,0,60,5,1,6,7,1,50,3,7,1,2,,34,1,0,1,,1,1,5,1,1,1,213,1,5,4,1,,1,
R_12ygdYSn5Swi2Pa,Default Response Set,2020-04-28 10:48:25,2020-04-28 10:59:23,1,0,0,0,5ea8420a-b67b-d03d-ac35-91f99563a261,111131374,968,TheoremReach,1,1,1,10,2,10,10,10,10,10,10,9,10,9,8,6,8,9,50,50,0,7,8,8,8,8,10,10,2,2,2,2,7,8,8,8,1,5,8,8,8,8,7,7,8,8,8,8,8,8,9,8,8,6,3,8,0,6,7,3,7,7,4,9,8,8,3,8,8,5,8,8,9,30,40,3,1,9,8,1,160,3,4,1,2,,50,3,2,3,,1,1,3,1,1,1,213,3,5,7,1,,1,
R_Wll8LaIOc1rTBsZ,Default Response Set,2020-04-28 10:57:00,2020-04-28 11:01:31,1,0,0,0,5ea84405-9d4d-0227-78fc-43e8f77db84f,121256667,968,TheoremReach,1,1,1,2,,,,,,3,,,,3,,,,,100,0,0,,2,2,,,,3,,,3,,9,,3,3,,,8,,,,,,,7,,2,,,,3,,,,7,3,,2,,,,,3,,,,,,,,,,20,,3,1,3,,1,,,,1,1,,,1,,1,,1,1,3,1,1,1,,,5,2,1,,1,
R_1jTDD8OCXCXT0LD,Default Response Set,2020-04-28 10:52:06,2020-04-28 11:02:15,1,0,0,0,5ea842ed-fb13-3575-f6d0-89873358a2eb,_6572_1f4e30e979d744787d2d47a5d9f0d681,1135,RevenueUniverse,1,1,1,7,5,7,5,7,9,9,9,5,9,10,10,10,10,10,30,50,20,9,9,9,9,9,10,10,7,7,5,5,8,8,9,9,2,2,10,10,10,10,2,3,3,10,10,10,10,10,10,9,9,7,2,9,0,10,10,7,9,9,5,10,10,10,10,10,10,9,10,10,10,30,50,3,1,6,10,1,50,300,4,1,1,,44,3,2,6,자영업자 ,1,1,6,1,1,1,213,10,5,6,1,없음,1,
R_w7cXCLawpoB5yHn,Default Response Set,2020-04-28 10:44:57,2020-04-28 11:02:22,1,0,0,0,5ea84161-81e2-6614-4df1-2cf58f00de4f,6192f81e-e8cc-4543-a208-f1e7c2c140b3,737,Dalia_Research,1,1,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,50,50,8,6,5,8,6,10,10,10,5,5,5,0,10,10,10,0,0,7,7,10,10,5,6,5,7,7,10,8,10,10,10,10,3,0,9,0,1,8,0,5,6,0,10,8,5,0,5,7,5,5,8,8,50,50,6,1,16,8,1,50,3분,4시간,1,1,,46,1,0,1,,1,1,6,1,1,1,213,1,4,2,1,화이팅 입니다.코로나19 이겨내자구요~^^,1,
R_vxFk07scsfoYd69,Default Response Set,2020-04-28 10:58:02,2020-04-28 11:06:48,1,0,0,0,5ea8444a-7933-1a87-02ed-713cdc94dbd8,9191e751-f882-4a4c-880b-2147979f8a79,737,Dalia_Research,1,1,1,8,8,8,10,7,7,9,9,8,9,7,5,3,7,9,70,30,0,6,4,5,4,8,9,8,8,1,2,2,7,8,7,7,3,3,7,8,7,8,3,7,3,8,8,6,4,6,5,7,3,7,8,7,0,3,7,3,8,7,7,7,7,8,7,8,8,7,8,7,8,80,80,5,1,1,5,1,50,300분,4,1,2,,47,1,0,3,,1,1,8,1,1,1,213,14,4,2,1,,1,
R_3NI0dEEYjcQAFmh,Default Response Set,2020-04-28 10:51:17,2020-04-28 11:07:15,1,0,0,0,5ea842b1-4692-79a6-2297-f18369a1bd9b,020f299cf8ab66e172c91fc8b4d8fda8,708,TapResearch,1,1,1,9,2,8,9,9,9,9,8,6,10,9,9,9,10,10,100,0,0,7,7,8,8,8,10,10,9,2,2,2,4,9,9,8,2,2,8,3,9,9,2,2,2,7,7,9,9,9,9,5,7,5,4,7,0,6,6,5,6,6,5,7,8,5,3,5,5,2,7,7,7,10,10,2,1,5,4,1,503분,,4시간,1,2,,46,3,2,1,,1,1,6,1,1,1,213,16,4,6,1,,1,
R_1mOXFGO3MAYK38k,Default Response Set,2020-04-28 11:06:40,2020-04-28 11:17:38,1,0,0,0,5ea84657-0101-fa7d-6e95-23f7975446f9,90414610,968,TheoremReach,1,1,1,9,2,5,5,5,8,9,9,8,8,6,7,7,7,9,60,30,10,3,3,2,2,5,7,5,9,8,1,1,3,4,7,7,3,5,6,6,6,7,6,7,7,6,7,7,7,7,7,1,4,8,9,7,0,8,9,7,6,6,6,7,6,7,7,7,7,6,7,6,7,70,60,7,1,7,3,1,50,300,4,1,2,,35,3,1,1,,1,1,8,1,1,1,213,6,5,2,3,,1,
R_3JLqZ3lgYnNUYeF,Default Response Set,2020-04-28 11:10:38,2020-04-28 11:19:40,1,0,0,0,5ea84729-2a7d-e4d3-b0c0-028c5defe8b1,f6812a377d25c33539146e8ecb86e55c,708,TapResearch,1,1,1,5,5,4,5,5,7,7,7,7,8,6,6,6,6,9,100,0,0,8,8,8,4,8,8,8,5,5,5,5,1,7,1,7,2,6,7,8,7,7,7,7,8,8,8,6,6,6,7,8,8,8,8,7,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,10,8,1,5,7,1,50,3,1,1,1,,58,1,0,1,,1,1,3,1,1,1,213,1,5,5,1,,1,
R_vxkbPFv85LKFGEx,Default Response Set,2020-04-28 11:05:16,2020-04-28 11:20:06,1,0,0,0,5ea845f8-e838-b026-1438-deb5ad0a6509,122524785,398,P2Sample,1,1,1,9,3,7,0,3,10,7,2,0,9,8,3,7,10,1,30,20,50,10,6,8,4,2,8,3,9,2,7,3,8,3,5,9,0,9,8,10,6,2,4,8,9,10,2,9,2,4,7,10,3,2,9,8,9,9,3,1,4,9,3,9,6,3,9,5,1,7,5,2,8,90,40,9,1,14,9,1,50,3minutes ,4 hours,1,1,,35,3,1,1,,1,1,4,1,2,2,213,1,5,7,2,Ok,1,
R_2xJCswi8L28cMeg,Default Response Set,2020-04-28 11:12:10,2020-04-28 11:20:30,1,0,0,0,5ea8479a-5526-0281-3d9a-089d69f3a9d1,8a8263c1bf1288a8f8a1c9eb6b659dbc,708,TapResearch,1,1,1,7,3,7,7,7,9,8,8,8,8,7,6,7,6,9,100,0,0,5,5,6,6,6,6,6,7,3,3,4,3,8,8,6,2,5,6,6,8,6,7,6,8,4,4,7,7,7,7,7,6,6,2,6,0,4,6,5,6,6,6,7,7,7,3,7,5,6,6,6,6,40,40,5,1,10,6,1,50,300,4,1,1,,47,3,1,1,,1,1,6,1,1,1,213,1,5,5,3,없음,1,
R_1Qyjl3BorzEELeA,Default Response Set,2020-04-28 11:21:58,2020-04-28 11:33:15,1,0,0,0,5ea849d0-5a2b-c840-d21d-250c1889bf08,28166208,968,TheoremReach,1,1,1,8,1,8,9,10,10,10,10,10,10,8,7,5,7,8,50,30,20,8,7,7,7,7,10,10,5,0,0,0,5,7,7,7,0,7,7,6,7,7,5,7,6,10,10,5,5,5,9,7,8,5,5,7,0,9,1,5,8,5,5,10,5,5,2,5,5,5,5,5,8,0,50,5,1,5,6,1,50,300,7,1,2,,45,3,1,1,,1,1,6,1,1,1,213,3,5,3,1,,1,
R_UYHFnew7WjdrxOV,Default Response Set,2020-04-28 11:24:14,2020-04-28 11:37:49,1,0,0,0,5ea84a82-0471-dc77-71c9-82c2f9c9ce95,3dcae52bbff05e2086d158e3fa135c08,708,TapResearch,1,1,1,10,3,8,8,8,5,5,5,5,5,5,5,5,5,5,100,0,0,5,5,5,5,5,9,9,5,5,5,5,5,8,8,2,2,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,50,5,1,1,5,1,50,300분,16시간,1,2,,46,3,3,3,,1,1,6,1,1,1,213,12,2,3,3,,1,
R_2dW2f91PO4aIkDV,Default Response Set,2020-04-28 10:25:56,2020-04-28 11:40:57,1,0,0,0,5ea83cc5-3f96-112b-8d55-9722c77a40ef,b1733acc-fd60-4065-8a9a-918b465d1d16,737,Dalia_Research,1,1,1,10,0,10,10,10,10,10,10,6,10,10,10,10,10,10,100,0,0,3,1,5,7,8,9,7,7,5,5,4,10,5,8,6,0,9,9,5,10,8,5,8,7,2,2,3,5,5,6,4,7,9,9,3,0,8,5,5,9,9,1,8,10,7,0,5,2,5,3,4,3,50,50,5,1,3,5,1,50원,300분,4시간,1,2,,46,2,0,1,,1,1,11,1,1,1,213,1,5,2,4,우리나라 정부는 코로나 유행 초기에 좀 더 단호하고 확실한 대처를 했어야 한다. 국가적 외교에 치우쳐 눈치를 보는바람에 확산이 겉잡을 수 없이 커지는 오류를 범했다고 생각한다. 잘한다고 나라 스스로 자화자찬 하고 있지만 물렁한 초기대응이 너무 많이 아쉽다. ,1,
R_wUi97eVb4ov4ko1,Default Response Set,2020-04-28 11:41:10,2020-04-28 11:48:33,1,0,0,0,5ea84e7a-82f0-7569-ec3d-960bb156810a,84032863,968,TheoremReach,1,1,1,4,6,5,5,6,6,6,4,6,6,5,5,5,5,6,50,30,20,6,5,5,5,5,5,6,4,6,6,6,4,6,6,5,6,6,5,6,5,4,4,6,4,5,6,6,6,3,6,5,5,6,4,6,7,6,6,6,4,6,6,5,6,6,4,6,5,5,6,5,4,50,50,5,1,7,6,1,50,900,16,1,2,,31,1,0,1,,1,1,6,1,1,1,213,1,4,3,1,,1,
R_3HOnr9wyTkQeYR6,Default Response Set,2020-04-28 11:34:27,2020-04-28 11:51:22,1,0,0,0,5ea84cc3-e85b-e8e9-55c1-3a1dbe9e97ba,72b81d171d5765a6e64153dbad022acf,708,TapResearch,1,1,1,5,2,6,7,5,7,7,7,3,9,6,7,5,5,10,100,0,0,5,5,5,5,5,10,10,5,5,5,5,6,5,5,6,5,3,7,8,6,6,5,5,5,6,5,7,7,7,8,5,5,5,8,7,0,3,1,6,5,5,8,9,4,5,5,5,5,5,5,5,8,10,50,5,1,1,8,1,50,300,4,1,2,,49,3,2,6,,1,1,6,1,1,1,213,1,2,3,2,없음,1,
R_1KvbuqgpY0nVUSz,Default Response Set,2020-04-28 11:43:58,2020-04-28 12:04:25,1,0,0,0,5ea84efb-d3bb-7a2f-3cb2-74d60ac5863f,1dd9a10bd6231de67b098353893581b2,708,TapResearch,1,1,1,8,3,8,7,7,8,8,8,6,9,9,8,8,8,9,80,20,0,7,7,8,7,7,8,7,6,7,5,6,7,6,8,8,8,7,6,7,7,5,6,7,7,6,7,7,7,7,8,9,8,7,4,7,7,7,8,7,7,7,8,8,,6,7,6,8,8,7,7,7,80,70,7,1,7,4,1,50,3,16,1,2,,57,3,2,6,,1,1,4,1,1,1,213,1,2,2,1,,1,
R_Pvqf4NFYjweA1kl,Default Response Set,2020-04-28 11:54:21,2020-04-28 12:11:00,1,0,0,0,5ea85185-1c81-718b-c554-a4bf0da86927,c3cc06f495c52e50c0facabf461fbdd8,708,TapResearch,1,1,1,7,4,5,8,5,8,8,8,4,5,7,8,7,9,9,70,30,0,3,3,3,5,5,9,9,6,2,2,2,5,9,9,9,0,2,4,4,5,7,2,4,3,4,5,7,7,5,7,3,3,7,8,6,0,6,4,3,0,0,8,10,5,5,2,5,4,3,4,5,10,50,50,7,1,5,3,1,50,3,7,1,1,,41,3,2,1,,1,1,8,1,1,1,213,1,5,4,2,,1,
R_1MVUdPEFEXdshCz,Default Response Set,2020-04-28 10:57:17,2020-04-28 12:11:23,1,0,0,0,5ea8442a-150e-12af-e1dd-2ad1d2e1a3cd,db0c6acc-4855-47f5-94d6-14fa5d2361a0,737,Dalia_Research,1,1,1,8,6,7,6,9,8,8,8,8,9,5,5,4,5,8,080,020,0,6,8,5,7,8,9,9,7,5,6,6,5,7,7,8,5,2,6,7,7,7,6,7,7,4,5,6,7,9,7,7,7,4,6,7,0,5,7,6,6,5,3,7,7,6,5,7,5,7,7,3,8,40,60,5,1,1,6,1,50,300분,4시간,1,2,,45,3,2,6,,1,1,3,2,1,1,213,8,2,1,3,다소 길어 지루한감은 있으나  코로나19로 걱정이 많은 사회이므로  빠른 백신이 나와서 전처럼 자유로운 사회가 되었으면 하는 바랍입니다. 감사했습니다.,1,
R_2TSPY8IuRQ1mB3A,Default Response Set,2020-04-28 11:59:00,2020-04-28 12:14:00,1,0,0,0,5ea8529b-c21f-fe3e-c086-4b6ef1bbeadb,4869e2d97786ab3afa3a5b419adab437,708,TapResearch,1,1,1,6,2,7,7,3,7,9,7,7,8,7,7,7,7,7,20,60,20,2,6,3,7,3,9,7,2,2,4,5,4,7,7,7,6,3,7,3,8,7,4,7,3,7,7,7,7,7,8,7,7,3,1,7,7,6,7,4,7,6,4,6,6,4,4,6,4,4,4,7,6,80,30,7,1,8,8,1,50,3,8,1,1,,56,3,2,1,,1,1,6,1,1,1,213,,5,3,1,한국인은바이러스에잘대체할수있는능력있는 / 국민으로평가받을수있어뿌듯함,1,
R_2eUw9qimsldXZff,Default Response Set,2020-04-28 12:24:16,2020-04-28 12:35:50,1,0,0,0,5ea85880-7bc1-39e3-d6e4-f18bac32a38f,91976358,968,TheoremReach,1,1,1,8,5,8,8,8,7,9,9,9,8,8,9,9,9,9,90,10,0,7,7,5,5,5,9,9,5,6,5,6,7,7,7,6,4,5,6,5,8,8,5,7,7,8,7,5,5,5,7,7,6,5,5,8,0,5,8,5,8,7,3,7,6,5,5,6,5,8,5,6,5,10,10,5,1,5,5,1,50,900,4,1,2,,47,3,1,2,,1,1,5,1,1,1,213,1,5,6,2,,1,
R_5tLdVYMKU7rhVu1,Default Response Set,2020-04-28 12:21:15,2020-04-28 12:41:41,1,0,0,0,5ea857cb-80b0-b8a6-fc2c-1377682d9e69,6ed8cd1a42f77103fc0e29e9f2a79756,708,TapResearch,1,1,1,10,0,10,10,10,10,10,10,7,9,9,8,9,9,9,70,15,15,5,4,7,8,8,10,10,5,0,1,0,2,7,7,7,0,5,6,8,8,9,8,7,5,6,6,7,8,8,7,8,7,8,10,8,0,1,2,1,1,0,5,9,7,8,1,8,7,3,3,2,10,50,50,4,1,5,4,1,125,3,4,1,2,,52,3,1,3,,1,1,8,1,1,1,213,3,2,6,2,,1,
R_2QYWxmOpVKhHzQO,Default Response Set,2020-04-28 13:06:57,2020-04-28 13:17:28,1,0,0,0,5ea86271-ecae-0584-a811-984d7d5836ba,e7e3a4503de8eb9718101d581e18f6ce,708,TapResearch,1,1,1,7,5,7,5,8,8,8,7,8,8,8,6,3,7,7,0,100,0,6,7,5,5,5,4,4,2,2,2,2,5,7,7,7,3,5,8,7,7,7,3,7,3,7,7,7,7,6,7,7,7,5,5,6,0,7,6,4,3,3,3,6,5,5,6,6,6,3,6,6,6,30,30,3,1,5,7,1,50원,3분,8시간,1,2,,52,3,2,6,,1,1,3,1,1,1,213,3,5,7,2,,1,
R_9zSoZ3m0gCsDYMp,Default Response Set,2020-04-28 13:45:32,2020-04-28 13:49:14,1,0,0,0,5ea86b78-acd9-9007-aa83-2227507bc2d8,f0cc9449-a829-48c3-b4e5-f1d2cc381302,737,Dalia_Research,1,1,1,,,,,,,,,,,,,,,,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,3,,1,50,900,4,1,1,,53,1,0,1,,1,1,11,1,1,1,213,8,4,2,5,노우,1,
R_BQet9fFVZU66JAl,Default Response Set,2020-04-28 14:00:51,2020-04-28 14:10:17,1,0,0,0,5ea86f3d-1b64-fc1e-f5d9-2c58858b02ea,54856933,968,TheoremReach,1,1,1,9,4,10,9,9,10,10,9,9,9,8,4,9,4,10,50,20,30,9,8,10,3,7,10,10,7,3,3,5,8,9,9,9,3,2,8,8,9,9,10,9,9,10,8,8,9,9,8,8,7,4,4,9,9,8,9,8,8,8,3,9,9,9,4,9,8,3,8,8,9,80,90,4,1,4,9,1,50,300,4,1,1,,53,3,2,1,,1,1,3,2,1,1,213,16,2,6,1,코로나바이러스19에 관한 국민여론조사인것으로 사례 된것 같네요. / 질문내용이 참 좋은것 같네요,1,
R_79QBLuGauFM7xrX,Default Response Set,2020-04-28 14:08:51,2020-04-28 14:22:35,1,0,0,0,5ea87115-ddd2-19a2-6d39-9f1b37f9fcaa,8047d39fd18cce23dc96ed10c01a92a3,708,TapResearch,1,1,1,5,5,6,6,5,5,5,5,5,6,5,5,5,5,6,70,30,0,3,3,5,5,5,8,8,7,6,6,6,5,5,5,6,3,5,5,5,5,5,5,5,5,5,6,5,5,5,5,4,6,5,5,6,0,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,20,20,6,1,5,6,1,25,3,4,1,1,,56,3,2,1,,1,1,3,1,1,1,213,1,5,5,3,,1,
R_22nNvo32r1YcnWp,Default Response Set,2020-04-28 14:24:00,2020-04-28 14:35:24,1,0,0,0,5ea874b6-4b6b-79f5-bfd1-4154080d24a2,100159289,968,TheoremReach,1,1,1,7,9,7,7,10,8,7,7,8,9,10,6,3,8,7,0,100,0,8,6,10,10,7,10,10,8,4,3,4,8,10,9,10,9,3,7,8,7,7,10,8,8,10,10,8,7,7,7,8,7,7,7,8,0,10,9,3,9,7,8,8,7,8,7,8,7,8,7,6,8,0,0,0,1,16,7,1,50,3,4,1,1,,52,3,2,1,,1,1,6,1,1,1,213,1,2,2,1,의미있는 조사였습니다,1,
R_29s8v4UScGFnoy3,Default Response Set,2020-04-28 14:35:46,2020-04-28 14:41:14,1,0,0,0,5ea87753-d492-fac9-bdff-c52bc84c9e18,100487880,968,TheoremReach,1,1,1,10,2,6,9,10,9,10,10,10,10,9,9,8,7,10,70,15,15,10,7,6,7,7,10,10,3,1,1,3,4,8,8,8,3,9,3,7,8,8,3,4,2,9,9,10,9,9,10,10,8,7,3,9,0,2,7,4,8,7,7,8,9,8,1,8,8,3,8,9,9,0,10,2,1,1,9,1,25,3,6,1,2,,40,3,1,3,,1,1,4,1,1,1,213,6,5,5,1,good ,1,
R_9pHT4kfpljW8Oop,Default Response Set,2020-04-28 15:54:02,2020-04-28 16:03:20,1,0,0,0,5ea889a9-994a-eac7-d429-1a67b0f59aa8,4816c4c009498c91c31bbfa9805eca1d,708,TapResearch,1,1,1,5,6,5,5,5,5,5,5,5,5,4,3,5,5,5,0,50,50,5,5,5,5,5,5,6,5,5,5,5,5,5,6,4,6,6,5,7,5,5,5,6,5,6,6,5,5,5,5,5,5,8,5,5,5,5,5,5,8,7,5,5,4,5,5,5,5,5,5,7,6,50,50,6,1,6,5,1,50,3,8,1,1,,57,3,1,2,,1,1,4,1,1,1,213,2,2,3,1,,1,
