subId,country,check_selfrep,check_voting,age,education,subj_SES,pol_ideology,religiosity,argument,gender_recode,race_recode,exclude_behav,dimension,dilemma,behav,support,avg_trust,taskOrder
602,ASDF3,1,1,71,5,7,5,7,Non-Utilitarian,Male,Black,0,IH,lockdown,NA,1,2,self-rep
603,ASDF3,1,1,64,4,9,4,5,Utilitarian,Male,Black,0,IB,medicine,NA,3,5,self-rep
603,ASDF3,1,1,64,4,9,4,5,Utilitarian,Female,White,0,IH,lockdown,Utilitarian,7,NA,self-rep
603,ASDF3,1,1,64,4,9,4,5,Utilitarian,Male,White,0,IB,ppe,NA,3,5,self-rep
604,ASDF3,1,1,3,1,10,4,7,Utilitarian,Male,White,0,IH,lockdown,NA,6,6,behav
604,ASDF3,1,1,3,1,10,4,7,Utilitarian,Male,White,0,IH,ventilator,NA,7,6,behav
604,ASDF3,1,1,3,1,10,4,7,Utilitarian,Male,Black,0,IB,medicine,Non-Utilitarian,2,NA,behav
605,ASDF3,1,1,37,2,4,3,5,Utilitarian,Male,Black,0,IH,lockdown,NA,2,6,self-rep
605,ASDF3,1,1,37,2,4,3,5,Utilitarian,Male,Black,0,IB,medicine,Non-Utilitarian,2,NA,self-rep
605,ASDF3,1,1,37,2,4,3,5,Utilitarian,Male,Black,0,IH,ventilator,NA,6,5.5,self-rep
606,ASDF3,1,1,77,1,8,7,3,Non-Utilitarian,Male,Black,0,IH,ventilator,NA,2,2,self-rep
606,ASDF3,1,1,77,1,8,7,3,Non-Utilitarian,Female,Black,0,IH,lockdown,NA,1,2,self-rep
606,ASDF3,1,1,77,1,8,7,3,Non-Utilitarian,Female,Black,0,IB,ppe,Utilitarian,6,NA,self-rep
607,ASDF3,1,1,44,4,10,4,6,Utilitarian,Female,Black,0,IH,lockdown,Non-Utilitarian,1,NA,self-rep
607,ASDF3,1,1,44,4,10,4,6,Utilitarian,Male,Black,0,IB,medicine,NA,7,2,self-rep
607,ASDF3,1,1,44,4,10,4,6,Utilitarian,Female,White,0,IB,ppe,NA,6,3,self-rep
608,ASDF3,1,1,13,4,4,6,6,Utilitarian,Female,White,0,IB,medicine,NA,1,6,behav
608,ASDF3,1,1,13,4,4,6,6,Utilitarian,Female,White,0,IH,lockdown,Non-Utilitarian,1,NA,behav
608,ASDF3,1,1,13,4,4,6,6,Utilitarian,Male,Black,0,IB,ppe,NA,2,6,behav
609,ASDF3,1,1,40,2,5,4,2,Non-Utilitarian,Female,Black,0,IB,ppe,NA,6,6.5,behav
609,ASDF3,1,1,40,2,5,4,2,Non-Utilitarian,Female,Black,0,IH,lockdown,Non-Utilitarian,1,NA,behav
609,ASDF3,1,1,40,2,5,4,2,Non-Utilitarian,Female,Black,0,IB,medicine,NA,5,6.5,behav
610,ASDF3,1,1,97,5,2,5,1,Non-Utilitarian,Male,Black,1,IB,medicine,NA,6,4.5,self-rep
610,ASDF3,1,1,97,5,2,5,1,Non-Utilitarian,Male,White,1,IH,ventilator,Non-Utilitarian,2,NA,self-rep
610,ASDF3,1,1,97,5,2,5,1,Non-Utilitarian,Male,White,1,IB,ppe,NA,6,5,self-rep
611,ASDF3,1,1,31,1,7,3,4,Non-Utilitarian,Male,White,0,IB,ppe,NA,6,6,behav
611,ASDF3,1,1,31,1,7,3,4,Non-Utilitarian,Female,Black,0,IH,ventilator,Utilitarian,5,NA,behav
611,ASDF3,1,1,31,1,7,3,4,Non-Utilitarian,Male,Black,0,IB,medicine,NA,6,6,behav
612,ASDF3,1,1,99,5,6,2,5,Non-Utilitarian,Male,Black,0,IH,tracing,Non-Utilitarian,1,NA,behav
612,ASDF3,1,1,99,5,6,2,5,Non-Utilitarian,Male,Black,0,IB,medicine,NA,6,2,behav
612,ASDF3,1,1,99,5,6,2,5,Non-Utilitarian,Male,White,0,IB,ppe,NA,6,1.5,behav
613,ASDF3,1,1,67,3,2,6,4,Utilitarian,Female,White,0,IH,tracing,NA,1,1.5,behav
613,ASDF3,1,1,67,3,2,6,4,Utilitarian,Female,White,0,IH,ventilator,NA,5,5.5,behav
613,ASDF3,1,1,67,3,2,6,4,Utilitarian,Female,White,0,IB,medicine,Non-Utilitarian,2,NA,behav
614,ASDF3,1,1,46,5,8,3,7,Utilitarian,Male,Black,0,IH,ventilator,NA,2,4,self-rep
614,ASDF3,1,1,46,5,8,3,7,Utilitarian,Male,White,0,IH,tracing,NA,1,3,self-rep
614,ASDF3,1,1,46,5,8,3,7,Utilitarian,Male,White,0,IB,ppe,Utilitarian,6,NA,self-rep
615,ASDF3,1,1,73,5,9,2,1,Non-Utilitarian,Male,White,0,IB,medicine,NA,3,4,behav
615,ASDF3,1,1,73,5,9,2,1,Non-Utilitarian,Male,Black,0,IB,ppe,NA,3,4,behav
615,ASDF3,1,1,73,5,9,2,1,Non-Utilitarian,Male,Black,0,IH,ventilator,Utilitarian,6,NA,behav
616,ASDF3,1,1,35,1,4,7,6,Non-Utilitarian,Male,Black,0,IH,ventilator,NA,3,4,behav
616,ASDF3,1,1,35,1,4,7,6,Non-Utilitarian,Male,Black,0,IH,lockdown,NA,5,5,behav
616,ASDF3,1,1,35,1,4,7,6,Non-Utilitarian,Female,White,0,IB,medicine,Non-Utilitarian,2,NA,behav
617,ASDF3,1,1,48,5,8,5,3,Utilitarian,Male,Black,0,IB,medicine,NA,3,2,behav
617,ASDF3,1,1,48,5,8,5,3,Utilitarian,Male,Black,0,IB,ppe,NA,3,4,behav
617,ASDF3,1,1,48,5,8,5,3,Utilitarian,Male,Black,0,IH,lockdown,Non-Utilitarian,1,NA,behav
618,ASDF3,1,1,2,2,4,2,1,Non-Utilitarian,Female,White,0,IH,ventilator,Non-Utilitarian,2,NA,self-rep
618,ASDF3,1,1,2,2,4,2,1,Non-Utilitarian,Female,White,0,IB,ppe,NA,1,7,self-rep
618,ASDF3,1,1,2,2,4,2,1,Non-Utilitarian,Female,White,0,IB,medicine,NA,1,6,self-rep
619,ASDF3,1,1,48,1,2,6,4,Non-Utilitarian,Female,White,0,IH,ventilator,Non-Utilitarian,2,NA,behav
619,ASDF3,1,1,48,1,2,6,4,Non-Utilitarian,Male,White,0,IB,ppe,NA,7,1,behav
619,ASDF3,1,1,48,1,2,6,4,Non-Utilitarian,Male,Black,0,IB,medicine,NA,5,2,behav
620,ASDF3,1,1,25,4,5,2,5,Utilitarian,Male,Black,0,IB,ppe,NA,5,3.5,behav
620,ASDF3,1,1,25,4,5,2,5,Utilitarian,Male,Black,0,IH,ventilator,Non-Utilitarian,1,NA,behav
620,ASDF3,1,1,25,4,5,2,5,Utilitarian,Female,Black,0,IB,medicine,NA,4,1,behav
621,ASDF3,1,1,42,2,4,5,7,Utilitarian,Male,Black,0,IH,ventilator,NA,6,4,behav
621,ASDF3,1,1,42,2,4,5,7,Utilitarian,Male,Black,0,IB,medicine,Non-Utilitarian,6,NA,behav
621,ASDF3,1,1,42,2,4,5,7,Utilitarian,Male,Black,0,IH,lockdown,NA,3,5.5,behav
622,ASDF3,1,1,32,4,2,5,3,Non-Utilitarian,Female,Black,0,IH,lockdown,NA,4,4.5,behav
622,ASDF3,1,1,32,4,2,5,3,Non-Utilitarian,Female,Black,0,IB,medicine,Utilitarian,4,NA,behav
622,ASDF3,1,1,32,4,2,5,3,Non-Utilitarian,Female,Black,0,IH,ventilator,NA,1,4.5,behav
623,ASDF3,1,1,14,4,2,4,5,Non-Utilitarian,Female,Black,0,IH,lockdown,Non-Utilitarian,1,NA,behav
623,ASDF3,1,1,14,4,2,4,5,Non-Utilitarian,Male,White,0,IB,ppe,NA,4,5,behav
623,ASDF3,1,1,14,4,2,4,5,Non-Utilitarian,Female,White,0,IB,medicine,NA,6,4,behav
624,ASDF3,1,1,67,4,8,4,3,Utilitarian,Female,White,0,IB,medicine,NA,1,3,self-rep
624,ASDF3,1,1,67,4,8,4,3,Utilitarian,Female,White,0,IB,ppe,NA,1,3,self-rep
624,ASDF3,1,1,67,4,8,4,3,Utilitarian,Female,White,0,IH,ventilator,Non-Utilitarian,1,NA,self-rep
625,ASDF3,1,1,43,1,4,6,6,Non-Utilitarian,Female,White,0,IH,tracing,NA,1,5.5,behav
625,ASDF3,1,1,43,1,4,6,6,Non-Utilitarian,Female,White,0,IH,ventilator,NA,4,4,behav
625,ASDF3,1,1,43,1,4,6,6,Non-Utilitarian,Female,White,0,IB,medicine,Utilitarian,5,NA,behav
626,ASDF3,1,1,9,1,1,7,1,Non-Utilitarian,Male,Black,0,IH,lockdown,Utilitarian,5,NA,self-rep
626,ASDF3,1,1,9,1,1,7,1,Non-Utilitarian,Male,White,0,IB,ppe,NA,3,5,self-rep
626,ASDF3,1,1,9,1,1,7,1,Non-Utilitarian,Male,White,0,IB,medicine,NA,3,5,self-rep
627,ASDF3,1,1,7,2,1,7,1,Utilitarian,Male,White,0,IH,ventilator,NA,1,2,self-rep
627,ASDF3,1,1,7,2,1,7,1,Utilitarian,Female,White,0,IH,lockdown,NA,1,1,self-rep
627,ASDF3,1,1,7,2,1,7,1,Utilitarian,Female,White,0,IB,medicine,Utilitarian,5,NA,self-rep
628,ASDF3,1,1,54,2,4,6,2,Utilitarian,Female,White,0,IB,ppe,NA,1,3.5,behav
628,ASDF3,1,1,54,2,4,6,2,Utilitarian,Female,White,0,IH,ventilator,Utilitarian,5,NA,behav
628,ASDF3,1,1,54,2,4,6,2,Utilitarian,Male,White,0,IB,medicine,NA,1,4,behav
629,ASDF3,1,1,43,4,5,6,6,Utilitarian,Male,White,0,IB,ppe,Utilitarian,5,NA,behav
629,ASDF3,1,1,43,4,5,6,6,Utilitarian,Male,White,0,IH,ventilator,NA,2,5,behav
629,ASDF3,1,1,43,4,5,6,6,Utilitarian,Male,White,0,IH,lockdown,NA,3,5,behav
630,ASDF3,1,1,75,4,8,6,4,Non-Utilitarian,Male,Black,1,IB,ppe,Utilitarian,6,NA,behav
630,ASDF3,1,1,75,4,8,6,4,Non-Utilitarian,Female,Black,1,IH,ventilator,NA,1,6,behav
630,ASDF3,1,1,75,4,8,6,4,Non-Utilitarian,Female,Black,1,IH,tracing,NA,2,6,behav
631,ASDF3,1,1,44,5,2,5,7,Non-Utilitarian,Female,Black,0,IB,ppe,NA,7,6,self-rep
631,ASDF3,1,1,44,5,2,5,7,Non-Utilitarian,Female,White,0,IH,ventilator,Non-Utilitarian,1,NA,self-rep
631,ASDF3,1,1,44,5,2,5,7,Non-Utilitarian,Male,Black,0,IB,medicine,NA,7,6,self-rep
632,ASDF3,1,1,64,4,6,3,3,Utilitarian,Male,Black,0,IB,ppe,Non-Utilitarian,4,NA,behav
632,ASDF3,1,1,64,4,6,3,3,Utilitarian,Male,Black,0,IH,lockdown,NA,4,1,behav
632,ASDF3,1,1,64,4,6,3,3,Utilitarian,Female,Black,0,IH,ventilator,NA,4,1,behav
633,ASDF3,1,1,24,1,4,2,4,Non-Utilitarian,Female,White,0,IH,lockdown,Non-Utilitarian,1,NA,behav
633,ASDF3,1,1,24,1,4,2,4,Non-Utilitarian,Female,White,0,IB,medicine,NA,2,5.5,behav
633,ASDF3,1,1,24,1,4,2,4,Non-Utilitarian,Female,White,0,IB,ppe,NA,2,3.5,behav
634,ASDF3,1,1,71,3,8,2,3,Non-Utilitarian,Female,Black,0,IB,medicine,Utilitarian,7,NA,self-rep
634,ASDF3,1,1,71,3,8,2,3,Non-Utilitarian,Male,White,0,IH,lockdown,NA,2,3,self-rep
634,ASDF3,1,1,71,3,8,2,3,Non-Utilitarian,Male,White,0,IH,ventilator,NA,1,2,self-rep
635,ASDF3,1,1,89,5,8,1,2,Non-Utilitarian,Male,White,0,IB,medicine,NA,1,7,behav
635,ASDF3,1,1,89,5,8,1,2,Non-Utilitarian,Male,White,0,IH,ventilator,Utilitarian,7,NA,behav
635,ASDF3,1,1,89,5,8,1,2,Non-Utilitarian,Female,Black,0,IB,ppe,NA,1,7,behav
636,ASDF3,1,1,66,3,8,1,2,Non-Utilitarian,Female,Black,0,IH,ventilator,NA,1,7,behav
636,ASDF3,1,1,66,3,8,1,2,Non-Utilitarian,Female,Black,0,IB,medicine,Utilitarian,7,NA,behav
636,ASDF3,1,1,66,3,8,1,2,Non-Utilitarian,Female,White,0,IH,tracing,NA,2,6.5,behav
637,ASDF3,1,1,64,3,2,5,6,Utilitarian,Female,Black,0,IB,ppe,NA,5,4,behav
637,ASDF3,1,1,64,3,2,5,6,Utilitarian,Female,Black,0,IH,ventilator,Non-Utilitarian,5,NA,behav
637,ASDF3,1,1,64,3,2,5,6,Utilitarian,Female,Black,0,IB,medicine,NA,3,4,behav
638,ASDF3,1,1,25,5,5,3,4,Non-Utilitarian,Female,White,0,IH,lockdown,NA,3,4.5,self-rep
638,ASDF3,1,1,25,5,5,3,4,Non-Utilitarian,Male,White,0,IH,ventilator,NA,5,5.5,self-rep
638,ASDF3,1,1,25,5,5,3,4,Non-Utilitarian,Male,White,0,IB,ppe,Utilitarian,6,NA,self-rep
639,ASDF3,1,1,68,3,8,7,1,Non-Utilitarian,Male,White,0,IH,lockdown,Non-Utilitarian,1,NA,behav
639,ASDF3,1,1,68,3,8,7,1,Non-Utilitarian,Female,White,0,IB,medicine,NA,7,4.5,behav
639,ASDF3,1,1,68,3,8,7,1,Non-Utilitarian,Male,Black,0,IB,ppe,NA,1,4.5,behav
640,ASDF3,1,1,89,4,8,6,4,Utilitarian,Male,Black,0,IB,medicine,NA,3,4.5,behav
640,ASDF3,1,1,89,4,8,6,4,Utilitarian,Male,Black,0,IB,ppe,NA,3,4.5,behav
640,ASDF3,1,1,89,4,8,6,4,Utilitarian,Male,Black,0,IH,tracing,Non-Utilitarian,2,NA,behav
641,ASDF3,1,1,71,2,7,5,6,Utilitarian,Male,White,0,IH,tracing,Non-Utilitarian,2,NA,self-rep
641,ASDF3,1,1,71,2,7,5,6,Utilitarian,Male,White,0,IB,ppe,NA,6,5,self-rep
641,ASDF3,1,1,71,2,7,5,6,Utilitarian,Male,White,0,IB,medicine,NA,2,3,self-rep
642,ASDF3,1,1,67,1,3,4,7,Non-Utilitarian,Male,White,0,IB,medicine,NA,5,4,behav
642,ASDF3,1,1,67,1,3,4,7,Non-Utilitarian,Male,White,0,IH,lockdown,Utilitarian,5,NA,behav
642,ASDF3,1,1,67,1,3,4,7,Non-Utilitarian,Male,White,0,IB,ppe,NA,6,4,behav
643,ASDF3,1,1,61,5,4,4,2,Utilitarian,Male,White,0,IH,ventilator,NA,3,5.5,behav
643,ASDF3,1,1,61,5,4,4,2,Utilitarian,Male,White,0,IH,lockdown,NA,3,5.5,behav
643,ASDF3,1,1,61,5,4,4,2,Utilitarian,Male,Black,0,IB,ppe,Utilitarian,3,NA,behav
644,ASDF3,1,1,48,4,7,1,1,Non-Utilitarian,Male,Black,0,IH,ventilator,Non-Utilitarian,1,NA,behav
644,ASDF3,1,1,48,4,7,1,1,Non-Utilitarian,Male,Black,0,IB,medicine,NA,4,3.5,behav
644,ASDF3,1,1,48,4,7,1,1,Non-Utilitarian,Female,Black,0,IB,ppe,NA,6,4.5,behav
645,ASDF3,1,1,7,2,10,1,2,Non-Utilitarian,Male,White,0,IH,tracing,NA,5,5,self-rep
645,ASDF3,1,1,7,2,10,1,2,Non-Utilitarian,Male,White,0,IH,ventilator,NA,3,6,self-rep
645,ASDF3,1,1,7,2,10,1,2,Non-Utilitarian,Male,White,0,IB,ppe,Utilitarian,5,NA,self-rep
646,ASDF3,1,1,91,4,4,3,2,Non-Utilitarian,Male,White,0,IB,medicine,NA,2,4,self-rep
646,ASDF3,1,1,91,4,4,3,2,Non-Utilitarian,Male,Black,0,IH,ventilator,Utilitarian,6,NA,self-rep
646,ASDF3,1,1,91,4,4,3,2,Non-Utilitarian,Male,Black,0,IB,ppe,NA,3,3.5,self-rep
647,ASDF3,1,1,8,3,2,1,7,Utilitarian,Male,Black,0,IH,ventilator,NA,2,6,self-rep
647,ASDF3,1,1,8,3,2,1,7,Utilitarian,Female,White,0,IB,ppe,Non-Utilitarian,1,NA,self-rep
647,ASDF3,1,1,8,3,2,1,7,Utilitarian,Male,Black,0,IH,lockdown,NA,1,6,self-rep
648,ASDF3,1,1,36,1,9,3,1,Non-Utilitarian,Male,Black,0,IH,ventilator,NA,1,6,behav
648,ASDF3,1,1,36,1,9,3,1,Non-Utilitarian,Male,Black,0,IH,tracing,NA,2,6,behav
648,ASDF3,1,1,36,1,9,3,1,Non-Utilitarian,Male,White,0,IB,ppe,Utilitarian,4,NA,behav
649,ASDF3,1,1,79,1,1,2,2,Non-Utilitarian,Female,White,0,IB,medicine,NA,5,4,self-rep
649,ASDF3,1,1,79,1,1,2,2,Non-Utilitarian,Female,White,0,IB,ppe,NA,6,4,self-rep
649,ASDF3,1,1,79,1,1,2,2,Non-Utilitarian,Female,White,0,IH,tracing,Non-Utilitarian,1,NA,self-rep
650,ASDF3,1,1,11,1,10,4,1,Non-Utilitarian,Male,Black,0,IB,ppe,Utilitarian,7,NA,behav
650,ASDF3,1,1,11,1,10,4,1,Non-Utilitarian,Female,Black,0,IH,lockdown,NA,1,1,behav
650,ASDF3,1,1,11,1,10,4,1,Non-Utilitarian,Female,Black,0,IH,ventilator,NA,3,2.5,behav
651,ASDF3,1,1,78,4,9,6,3,Non-Utilitarian,Female,Black,0,IB,ppe,Utilitarian,5,NA,behav
651,ASDF3,1,1,78,4,9,6,3,Non-Utilitarian,Male,White,0,IH,lockdown,NA,1,1,behav
651,ASDF3,1,1,78,4,9,6,3,Non-Utilitarian,Male,Black,0,IH,ventilator,NA,3,4,behav
652,ASDF3,1,1,53,3,9,5,6,Non-Utilitarian,Male,Black,0,IB,ppe,NA,5,5.5,behav
652,ASDF3,1,1,53,3,9,5,6,Non-Utilitarian,Male,Black,0,IB,medicine,NA,3,5,behav
652,ASDF3,1,1,53,3,9,5,6,Non-Utilitarian,Female,Black,0,IH,lockdown,Non-Utilitarian,3,NA,behav
653,ASDF3,1,1,61,5,8,6,2,Utilitarian,Male,Black,0,IB,ppe,NA,6,6.5,behav
653,ASDF3,1,1,61,5,8,6,2,Utilitarian,Male,Black,0,IH,ventilator,Utilitarian,5,NA,behav
653,ASDF3,1,1,61,5,8,6,2,Utilitarian,Male,Black,0,IB,medicine,NA,6,6.5,behav
654,ASDF3,1,1,47,1,3,3,7,Utilitarian,Male,Black,0,IB,medicine,NA,4,4,behav
654,ASDF3,1,1,47,1,3,3,7,Utilitarian,Male,White,0,IH,ventilator,Utilitarian,5,NA,behav
654,ASDF3,1,1,47,1,3,3,7,Utilitarian,Male,White,0,IB,ppe,NA,4,4,behav
655,ASDF3,1,1,36,2,7,6,4,Non-Utilitarian,Male,White,0,IB,medicine,NA,5,5,self-rep
655,ASDF3,1,1,36,2,7,6,4,Non-Utilitarian,Female,White,0,IH,tracing,Non-Utilitarian,2,NA,self-rep
655,ASDF3,1,1,36,2,7,6,4,Non-Utilitarian,Male,White,0,IB,ppe,NA,7,5,self-rep
656,ASDF3,1,1,43,4,1,7,2,Utilitarian,Male,White,0,IB,ppe,Utilitarian,2,NA,self-rep
656,ASDF3,1,1,43,4,1,7,2,Utilitarian,Male,White,0,IH,ventilator,NA,2,6,self-rep
656,ASDF3,1,1,43,4,1,7,2,Utilitarian,Male,Black,0,IH,lockdown,NA,2,6,self-rep
657,ASDF3,1,1,62,4,5,5,5,Non-Utilitarian,Female,White,0,IH,lockdown,NA,3,6,behav
657,ASDF3,1,1,62,4,5,5,5,Non-Utilitarian,Female,White,0,IB,medicine,Non-Utilitarian,2,NA,behav
657,ASDF3,1,1,62,4,5,5,5,Non-Utilitarian,Female,White,0,IH,ventilator,NA,5,4,behav
658,ASDF3,1,1,9,3,7,2,1,Utilitarian,Male,White,0,IB,medicine,NA,2,4,self-rep
658,ASDF3,1,1,9,3,7,2,1,Utilitarian,Female,White,0,IB,ppe,NA,4,4,self-rep
658,ASDF3,1,1,9,3,7,2,1,Utilitarian,Female,White,0,IH,ventilator,Non-Utilitarian,2,NA,self-rep
659,ASDF3,1,1,88,2,10,6,2,Non-Utilitarian,Female,White,0,IB,ppe,NA,6,2,behav
659,ASDF3,1,1,88,2,10,6,2,Non-Utilitarian,Female,White,0,IH,tracing,Non-Utilitarian,3,NA,behav
659,ASDF3,1,1,88,2,10,6,2,Non-Utilitarian,Male,Black,0,IB,medicine,NA,6,3,behav
660,ASDF3,1,1,30,1,2,7,4,Non-Utilitarian,Male,Black,0,IB,ppe,NA,1,3.5,behav
660,ASDF3,1,1,30,1,2,7,4,Non-Utilitarian,Male,Black,0,IH,lockdown,Utilitarian,7,NA,behav
660,ASDF3,1,1,30,1,2,7,4,Non-Utilitarian,Female,White,0,IB,medicine,NA,1,3.5,behav
661,ASDF3,1,1,20,2,1,1,1,Utilitarian,Female,White,0,IH,ventilator,NA,7,4.5,behav
661,ASDF3,1,1,20,2,1,1,1,Utilitarian,Female,White,0,IB,medicine,Utilitarian,7,NA,behav
661,ASDF3,1,1,20,2,1,1,1,Utilitarian,Female,White,0,IH,lockdown,NA,5,3.5,behav
662,ASDF3,1,1,38,3,1,5,7,Non-Utilitarian,Female,White,0,IB,medicine,Utilitarian,5,NA,self-rep
662,ASDF3,1,1,38,3,1,5,7,Non-Utilitarian,Male,Black,0,IH,ventilator,NA,2,5,self-rep
662,ASDF3,1,1,38,3,1,5,7,Non-Utilitarian,Male,Black,0,IH,lockdown,NA,6,1,self-rep
663,ASDF3,1,1,21,5,6,3,3,Utilitarian,Male,Black,0,IH,ventilator,NA,1,2.5,behav
663,ASDF3,1,1,21,5,6,3,3,Utilitarian,Female,Black,0,IH,lockdown,NA,7,3,behav
663,ASDF3,1,1,21,5,6,3,3,Utilitarian,Female,White,0,IB,medicine,Non-Utilitarian,2,NA,behav
664,ASDF3,1,1,47,2,9,5,5,Non-Utilitarian,Female,White,0,IH,lockdown,NA,3,2,self-rep
664,ASDF3,1,1,47,2,9,5,5,Non-Utilitarian,Female,White,0,IH,ventilator,NA,2,3,self-rep
664,ASDF3,1,1,47,2,9,5,5,Non-Utilitarian,Female,Black,0,IB,ppe,Utilitarian,2,NA,self-rep
665,ASDF3,1,1,20,1,5,7,4,Utilitarian,Female,White,0,IB,medicine,NA,1,3,behav
665,ASDF3,1,1,20,1,5,7,4,Utilitarian,Female,White,0,IH,lockdown,Non-Utilitarian,1,NA,behav
665,ASDF3,1,1,20,1,5,7,4,Utilitarian,Female,White,0,IB,ppe,NA,2,4,behav
666,ASDF3,1,1,28,5,2,1,1,Non-Utilitarian,Male,White,0,IH,lockdown,NA,5,5,self-rep
666,ASDF3,1,1,28,5,2,1,1,Non-Utilitarian,Female,Black,0,IH,ventilator,NA,6,4.5,self-rep
666,ASDF3,1,1,28,5,2,1,1,Non-Utilitarian,Female,Black,0,IB,ppe,Utilitarian,5,NA,self-rep
667,ASDF3,1,1,26,2,2,6,6,Utilitarian,Female,Black,0,IH,ventilator,NA,7,5,self-rep
667,ASDF3,1,1,26,2,2,6,6,Utilitarian,Female,White,0,IB,ppe,Utilitarian,1,NA,self-rep
667,ASDF3,1,1,26,2,2,6,6,Utilitarian,Female,White,0,IH,lockdown,NA,3,1,self-rep
668,ASDF3,1,1,35,4,9,3,4,Utilitarian,Female,White,0,IB,medicine,Utilitarian,4,NA,self-rep
668,ASDF3,1,1,35,4,9,3,4,Utilitarian,Female,White,0,IH,ventilator,NA,1,7,self-rep
668,ASDF3,1,1,35,4,9,3,4,Utilitarian,Female,Black,0,IH,tracing,NA,3,6,self-rep
669,ASDF3,1,1,81,5,5,4,7,Utilitarian,Female,White,0,IB,medicine,Non-Utilitarian,1,NA,self-rep
669,ASDF3,1,1,81,5,5,4,7,Utilitarian,Female,White,0,IH,ventilator,NA,5,4,self-rep
669,ASDF3,1,1,81,5,5,4,7,Utilitarian,Female,White,0,IH,lockdown,NA,7,3,self-rep
670,ASDF3,1,1,46,2,1,2,2,Non-Utilitarian,Male,White,0,IB,medicine,NA,7,7,self-rep
670,ASDF3,1,1,46,2,1,2,2,Non-Utilitarian,Male,White,0,IB,ppe,NA,7,7,self-rep
670,ASDF3,1,1,46,2,1,2,2,Non-Utilitarian,Male,White,0,IH,lockdown,Non-Utilitarian,1,NA,self-rep
671,ASDF3,1,1,74,2,2,2,4,Non-Utilitarian,Male,White,0,IH,ventilator,NA,3,4.5,behav
671,ASDF3,1,1,74,2,2,2,4,Non-Utilitarian,Male,Black,0,IH,lockdown,NA,3,5,behav
671,ASDF3,1,1,74,2,2,2,4,Non-Utilitarian,Female,White,0,IB,medicine,Utilitarian,5,NA,behav
672,ASDF3,1,1,53,2,3,4,4,Non-Utilitarian,Female,White,0,IH,lockdown,NA,1,7,self-rep
672,ASDF3,1,1,53,2,3,4,4,Non-Utilitarian,Female,White,0,IH,ventilator,NA,1,7,self-rep
672,ASDF3,1,1,53,2,3,4,4,Non-Utilitarian,Male,White,0,IB,ppe,Non-Utilitarian,7,NA,self-rep
673,ASDF3,1,1,32,5,10,3,7,Non-Utilitarian,Male,White,0,IB,ppe,NA,2,5,self-rep
673,ASDF3,1,1,32,5,10,3,7,Non-Utilitarian,Male,White,0,IH,ventilator,Non-Utilitarian,1,NA,self-rep
673,ASDF3,1,1,32,5,10,3,7,Non-Utilitarian,Male,White,0,IB,medicine,NA,1,4.5,self-rep
674,ASDF3,1,1,13,1,5,6,5,Utilitarian,Female,White,0,IB,medicine,NA,3,4,self-rep
674,ASDF3,1,1,13,1,5,6,5,Utilitarian,Female,White,0,IB,ppe,NA,2,3.5,self-rep
674,ASDF3,1,1,13,1,5,6,5,Utilitarian,Female,White,0,IH,tracing,Non-Utilitarian,3,NA,self-rep
675,ASDF3,1,1,14,4,1,7,7,Non-Utilitarian,Female,White,0,IH,lockdown,NA,5,4,self-rep
675,ASDF3,1,1,14,4,1,7,7,Non-Utilitarian,Male,White,0,IB,medicine,Utilitarian,2,NA,self-rep
675,ASDF3,1,1,14,4,1,7,7,Non-Utilitarian,Male,White,0,IH,ventilator,NA,3,4,self-rep
676,ASDF3,1,1,55,3,9,1,7,Non-Utilitarian,Male,White,0,IB,ppe,NA,7,2,behav
676,ASDF3,1,1,55,3,9,1,7,Non-Utilitarian,Male,White,0,IH,lockdown,Non-Utilitarian,2,NA,behav
676,ASDF3,1,1,55,3,9,1,7,Non-Utilitarian,Male,Black,0,IB,medicine,NA,7,2,behav
677,ASDF3,1,1,41,3,3,6,5,Non-Utilitarian,Male,Black,0,IB,medicine,Utilitarian,7,NA,self-rep
677,ASDF3,1,1,41,3,3,6,5,Non-Utilitarian,Male,Black,0,IH,lockdown,NA,1,7,self-rep
677,ASDF3,1,1,41,3,3,6,5,Non-Utilitarian,Male,Black,0,IH,ventilator,NA,1,7,self-rep
678,ASDF3,1,1,30,1,9,6,7,Non-Utilitarian,Male,White,0,IB,medicine,NA,6,4.5,behav
678,ASDF3,1,1,30,1,9,6,7,Non-Utilitarian,Male,White,0,IH,tracing,Non-Utilitarian,1,NA,behav
678,ASDF3,1,1,30,1,9,6,7,Non-Utilitarian,Male,White,0,IB,ppe,NA,3,4.5,behav
679,ASDF3,1,1,76,4,8,3,7,Utilitarian,Male,White,0,IH,ventilator,Non-Utilitarian,1,NA,behav
679,ASDF3,1,1,76,4,8,3,7,Utilitarian,Female,Black,0,IB,medicine,NA,7,5,behav
679,ASDF3,1,1,76,4,8,3,7,Utilitarian,Female,White,0,IB,ppe,NA,7,4.5,behav
680,ASDF3,1,1,58,3,3,7,2,Utilitarian,Female,White,0,IB,ppe,NA,6,5,self-rep
680,ASDF3,1,1,58,3,3,7,2,Utilitarian,Female,White,0,IB,medicine,NA,4,4,self-rep
680,ASDF3,1,1,58,3,3,7,2,Utilitarian,Male,White,0,IH,tracing,Non-Utilitarian,3,NA,self-rep
