"subject","cntr","country","R_attendance","R_prayer","R_religiousID","R_member","R_denomination","R_denominationText","R_god","R_afterlife","R_NormsSelfRelLife","R_NormsSelfGod","religiosity.s","religiosity","culturalNorms","norms","norms_z","spirituality","source_first","important_scientific","credible_scientific","important_spiritual","credible_spiritual","sourceCorrect_scientific","sourceCorrect_spiritual","recallHit_scientific","recallHit_spiritual","recallFa_scientific","recallFa_spiritual","RT_scientific","RT_spiritual","statementAndOrder","Age","Gender","Education","SES","Ethnicity","EthnicityText","Recruitment","Sample","Compensation","Language"
5056,"IRL","Ireland",0.333333333333333,0.428571428571429,0.5,1,"Christian (Roman Catholic)",NA,1,1,0.5,0.75,0.720588007841197,0.644557823129252,0.5,0.45794930875576,0.235569156216134,5,"spiritual",7,7,4,4,1,1,1,1,0,0,12.377,14.701,"G2_S1",34,"woman",4,8,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5057,"IRL","Ireland",0,0,0.5,0,NA,NA,0.166666666666667,1,0,0.25,-0.314862212383886,0.273809523809524,0.75,0.45794930875576,0.235569156216134,5,"scientific",7,5,6,6,1,1,3,2,0,0,45.559,18.275,"S2_G1",32,"woman",7,5,"Mixed / other","White european","Qualtrics Panels","online panel","monetary reward","English"
5058,"IRL","Ireland",0.666666666666667,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,1,0,0.25,1,0.825735655039349,0.681972789115646,0.25,0.45794930875576,0.235569156216134,6,"scientific",3,2,1,2,0,1,2,2,0,0,18.27,14.776,"S1_G2",32,"woman",5,4,"Asian",NA,"Qualtrics Panels","online panel","monetary reward","English"
5059,"IRL","Ireland",0,0.571428571428571,1,1,"Christian (Roman Catholic)",NA,0.833333333333333,0.666666666666667,0.5,0.75,0.628256498211435,0.61734693877551,0.375,0.45794930875576,0.235569156216134,5,"spiritual",4,4,4,4,1,0,1,1,0,0,6.577,4.28,"G1_S2",19,"man",4,7,"Asian",NA,"Qualtrics Panels","online panel","monetary reward","English"
5060,"IRL","Ireland",0,0.142857142857143,0.5,0,NA,NA,1,1,0,0.75,0.239329955169225,0.48469387755102,0.125,0.45794930875576,0.235569156216134,7,"spiritual",7,7,7,7,1,0,1,1,0,0,9.499,22.037,"G2_S1",34,"woman",5,5,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5061,"IRL","Ireland",0,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,0.666666666666667,1,0.5,0.5,0.707235623629279,0.64625850340136,0.25,0.45794930875576,0.235569156216134,7,"spiritual",7,7,7,5,1,0,4,2,0,2,6.329,13.03,"G2_S1",49,"woman",3,4,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5062,"IRL","Ireland",0.5,0,0.5,1,"Christian (Roman Catholic)",NA,0.333333333333333,0.166666666666667,0,0,-0.442371590522806,0.214285714285714,0.5,0.45794930875576,0.235569156216134,2,"scientific",1,7,7,7,1,1,2,1,1,0,15.23,15.569,"S2_G1",33,"woman",5,4,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5063,"IRL","Ireland",0.5,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,0.833333333333333,0.833333333333333,0.5,0.75,0.967465061446372,0.732993197278912,0.75,0.45794930875576,0.235569156216134,5,"spiritual",4,4,5,5,1,1,5,5,0,0,279.963,306.199,"G2_S1",33,"woman",3,5,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5064,"IRL","Ireland",0.166666666666667,0,1,1,"Other:","Luteran",0.5,0.666666666666667,0.25,0.5,0.151665307083397,0.44047619047619,0.75,0.45794930875576,0.235569156216134,5,"spiritual",5,4,4,4,1,1,4,4,0,0,20.563,24.5,"G2_S1",45,"man",5,4,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5065,"IRL","Ireland",0.333333333333333,0.285714285714286,1,0,NA,NA,0,1,0.5,0.5,0.387974703740873,0.517006802721088,0.5,0.45794930875576,0.235569156216134,7,"scientific",7,1,7,7,0,0,2,1,1,1,14.149,8.155,"S1_G2",44,"woman",5,10,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5066,"IRL","Ireland",0.333333333333333,0.428571428571429,0.5,0,NA,NA,1,0.666666666666667,0.25,1,0.577639113419976,0.596938775510204,0.625,0.45794930875576,0.235569156216134,4,"scientific",4,4,5,5,1,1,2,3,0,0,34.895,28.041,"S2_G1",40,"man",6,7,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5067,"IRL","Ireland",0.166666666666667,0.714285714285714,1,1,"Christian (Orthodox - Russian/Greek/etc.)",NA,0.833333333333333,0.833333333333333,0.75,0.75,0.931956899386148,0.72108843537415,0.75,0.45794930875576,0.235569156216134,5,"spiritual",4,4,6,6,1,1,4,4,0,0,32.415,25.803,"G1_S2",49,"man",7,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5068,"IRL","Ireland",0.166666666666667,0.714285714285714,0.5,0,NA,NA,1,1,0,1,0.627854106600408,0.625850340136054,0.5,0.45794930875576,0.235569156216134,6,"spiritual",1,2,4,4,1,1,2,2,1,1,20.76,20.113,"G1_S2",60,"woman",4,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5069,"IRL","Ireland",1,1,1,1,"Christian (Roman Catholic)",NA,0,0,0,0,0.164711155346472,0.428571428571429,0,0.45794930875576,0.235569156216134,1,"spiritual",1,2,1,1,0,0,1,0,0,1,2.852,0.984,"G1_S2",68,"woman",1,1,"I would rather not say",NA,"Qualtrics Panels","online panel","monetary reward","English"
5070,"IRL","Ireland",0,0,0,0,NA,NA,0.333333333333333,0.5,0.25,0.25,-0.518495315728328,0.19047619047619,0,0.45794930875576,0.235569156216134,2,"scientific",3,4,5,4,1,1,2,2,0,0,7.687,10.053,"S1_G2",19,"woman",4,4,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5071,"IRL","Ireland",0.5,0.142857142857143,0.5,1,"Christian (Roman Catholic)",NA,0.333333333333333,0.166666666666667,0,0.25,-0.292294297302772,0.270408163265306,0.25,0.45794930875576,0.235569156216134,3,"spiritual",3,4,1,1,1,1,5,5,0,0,43.458,91.026,"G1_S2",29,"woman",5,7,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5072,"IRL","Ireland",0,0,0.5,0,NA,NA,0,0,0,0,-0.850254932235167,0.0714285714285714,0,0.45794930875576,0.235569156216134,1,"scientific",1,1,1,1,0,1,1,1,0,0,10.485,4.936,"S2_G1",33,"man",3,1,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5073,"IRL","Ireland",0.5,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,1,0.5,0.5,0.75,0.903109912647457,0.709183673469388,0.25,0.45794930875576,0.235569156216134,6,"scientific",4,4,4,3,1,1,4,3,0,0,29.88,26.134,"S1_G2",52,"woman",3,3,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5074,"IRL","Ireland",0.166666666666667,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,1,1,0.5,1,1.0949101536393,0.789115646258503,0.75,0.45794930875576,0.235569156216134,5,"spiritual",1,1,1,3,1,0,2,1,1,0,15.599,3.491,"G1_S2",60,"woman",3,8,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5075,"IRL","Ireland",0.333333333333333,0.142857142857143,0.5,1,"Christian (Roman Catholic)",NA,0.333333333333333,0.333333333333333,0,0,-0.398145380776609,0.23469387755102,0,0.45794930875576,0.235569156216134,2,"scientific",4,4,1,1,1,1,0,1,1,0,10.417,12.974,"S1_G2",39,"man",7,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5076,"IRL","Ireland",0,0,0,0,NA,NA,0.166666666666667,0,0,0,-0.976656925747575,0.0238095238095238,0.5,0.45794930875576,0.235569156216134,3,"scientific",6,5,4,5,1,1,4,3,0,0,32.345,17.927,"S1_G2",24,"man",4,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5077,"IRL","Ireland",0.5,0.571428571428571,0.5,0,NA,NA,0.166666666666667,0.166666666666667,0,0,-0.284557498282727,0.272108843537415,0.25,0.45794930875576,0.235569156216134,2,"spiritual",1,3,1,3,1,1,2,1,0,0,22.274,15.345,"G2_S1",21,"woman",3,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5078,"IRL","Ireland",0.666666666666667,0.714285714285714,1,0,NA,NA,1,1,0.5,0.5,1.07089275559544,0.768707482993197,0.625,0.45794930875576,0.235569156216134,7,"scientific",7,7,7,7,1,1,1,2,1,0,15.853,15.461,"S2_G1",24,"woman",2,10,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5079,"IRL","Ireland",0.333333333333333,0.857142857142857,1,1,"Other:","Just a Christian",0.833333333333333,0.166666666666667,0.5,0.75,0.696334396998933,0.634353741496599,0.75,0.45794930875576,0.235569156216134,4,"scientific",7,7,7,7,1,1,4,2,0,0,25.986,18.876,"S2_G1",25,"woman",5,7,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5080,"IRL","Ireland",0,0.142857142857143,0.5,1,"Christian (Roman Catholic)",NA,0.833333333333333,0.833333333333333,0.5,0.5,0.243260138879872,0.472789115646259,0.5,0.45794930875576,0.235569156216134,5,"scientific",1,4,3,2,1,1,4,3,0,0,29.527,16.155,"S2_G1",21,"man",3,7,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5081,"IRL","Ireland",0.666666666666667,1,1,1,"Christian (Protestant)",NA,1,1,0.5,0.75,1.27587047209513,0.845238095238095,0.25,0.45794930875576,0.235569156216134,6,"spiritual",5,5,5,5,1,1,4,4,1,1,32.069,11.078,"G1_S2",52,"woman",3,5,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5082,"IRL","Ireland",0,0,0,0,NA,NA,0.666666666666667,1,0,0.25,-0.317689004139214,0.273809523809524,0.625,0.45794930875576,0.235569156216134,6,"scientific",6,6,6,7,1,1,4,5,2,1,20.064,81.095,"S2_G1",21,"man",3,8,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5083,"IRL","Ireland",0.666666666666667,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,1,1,0.25,1,1.14926348079206,0.804421768707483,0.75,0.45794930875576,0.235569156216134,6,"spiritual",7,7,6,6,1,1,4,4,0,0,12.924,9.869,"G1_S2",32,"woman",4,7,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5084,"IRL","Ireland",0.5,0,0.5,0,NA,NA,0.5,0.5,0,0,-0.254441239966812,0.285714285714286,0.25,0.45794930875576,0.235569156216134,5,"spiritual",5,5,5,4,1,1,1,3,1,0,11.967,21.594,"G1_S2",33,"woman",5,7,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5085,"IRL","Ireland",0,0.142857142857143,0.5,1,"Christian (Roman Catholic)",NA,0.333333333333333,0.333333333333333,0,0.25,-0.4504596875806,0.222789115646259,0,0.45794930875576,0.235569156216134,2,"scientific",2,2,2,2,0,1,4,3,0,0,31.41,47.596,"S1_G2",48,"woman",2,3,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5086,"IRL","Ireland",0.666666666666667,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,1,1,0.75,0.75,1.33295306349962,0.860544217687075,0.75,0.45794930875576,0.235569156216134,6,"scientific",1,1,1,1,1,1,4,4,0,0,16,10.332,"S2_G1",28,"man",5,2,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5087,"IRL","Ireland",0.166666666666667,0,0.5,0,NA,NA,0.166666666666667,0.166666666666667,0,0,-0.651650368145715,0.142857142857143,0.25,0.45794930875576,0.235569156216134,2,"scientific",2,2,5,5,1,0,3,3,0,0,14.47,16.219,"S2_G1",65,"man",5,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5088,"IRL","Ireland",0.5,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,1,1,0.25,0.75,0.980341022479492,0.744897959183674,0.25,0.45794930875576,0.235569156216134,7,"spiritual",7,7,7,7,1,1,2,2,0,0,22.402,20.465,"G2_S1",27,"woman",4,10,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5089,"IRL","Ireland",0.166666666666667,0.714285714285714,1,0,NA,NA,1,1,0.5,1,1.04000973035965,0.768707482993197,0.75,0.45794930875576,0.235569156216134,4,"spiritual",4,4,4,4,1,1,5,4,0,0,22.49,27.665,"G1_S2",41,"man",4,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5090,"IRL","Ireland",0,0,0.5,0,NA,NA,0.166666666666667,1,0,0.25,-0.314862212383886,0.273809523809524,0.75,0.45794930875576,0.235569156216134,5,"scientific",6,5,7,6,1,1,2,3,0,1,24.417,12.457,"S1_G2",32,"woman",7,6,"Mixed / other","white","Qualtrics Panels","online panel","monetary reward","English"
5091,"IRL","Ireland",0.166666666666667,0.571428571428571,1,0,NA,NA,1,0.5,0.75,0.75,0.812701327307579,0.67687074829932,0.75,0.45794930875576,0.235569156216134,5,"spiritual",7,6,3,3,1,0,1,1,0,0,24.724,8.342,"G2_S1",35,"man",1,1,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5092,"IRL","Ireland",0.166666666666667,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,1,1,0.5,1,1.0949101536393,0.789115646258503,0.625,0.45794930875576,0.235569156216134,6,"spiritual",2,3,1,1,1,1,3,4,0,1,25.113,16.637,"G2_S1",46,"woman",4,5,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5093,"IRL","Ireland",0.833333333333333,1,0.5,1,"Christian (Roman Catholic)",NA,1,1,0.5,1,1.25660333601675,0.833333333333333,0.75,0.45794930875576,0.235569156216134,7,"scientific",6,6,5,5,1,1,5,5,0,0,23.475,37.125,"S1_G2",40,"man",7,8,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5094,"IRL","Ireland",0.833333333333333,1,1,1,"Christian (Protestant)",NA,1,1,1,1,1.66875895977599,0.976190476190476,1,0.45794930875576,0.235569156216134,7,"scientific",5,4,7,7,1,1,2,2,0,1,15.565,16.39,"S1_G2",25,"woman",4,10,"Mixed / other","African american","Qualtrics Panels","online panel","monetary reward","English"
5095,"IRL","Ireland",0,0,0,1,"Christian (Roman Catholic)",NA,0,0.666666666666667,0,0,-0.786159027271206,0.0952380952380952,0.625,0.45794930875576,0.235569156216134,6,"scientific",5,5,5,4,1,1,5,3,2,0,24.119,10.022,"S2_G1",25,"woman",3,5,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5096,"IRL","Ireland",0.166666666666667,0,0.5,0,NA,NA,0.166666666666667,0.333333333333333,0,0,-0.588578993306988,0.166666666666667,0,0.45794930875576,0.235569156216134,2,"spiritual",3,3,2,2,1,1,4,5,0,1,24.469,18.804,"G2_S1",24,"woman",7,10,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5097,"IRL","Ireland",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.5,0.45794930875576,0.235569156216134,1,"scientific",5,5,4,4,1,1,1,1,0,0,8.42,8.19,"S1_G2",24,"man",4,5,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5098,"IRL","Ireland",0,0,0.5,0,NA,NA,0.166666666666667,0.166666666666667,0,0,-0.7253959565179,0.119047619047619,0,0.45794930875576,0.235569156216134,2,"scientific",5,5,3,4,1,1,2,2,0,0,11.994,11.876,"S1_G2",21,"woman",4,2,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5099,"IRL","Ireland",0.5,0.714285714285714,0.5,1,"Christian (Roman Catholic)",NA,0.5,0.5,0,0.25,0.11523774637184,0.423469387755102,0.625,0.45794930875576,0.235569156216134,7,"spiritual",6,6,4,3,1,1,4,5,0,0,74.634,35.364,"G2_S1",33,"woman",5,7,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5100,"IRL","Ireland",0.166666666666667,0.142857142857143,0.5,1,"Hindu",NA,0.5,1,0,0.25,-0.0626409989749671,0.365646258503401,0.75,0.45794930875576,0.235569156216134,5,"scientific",6,7,7,7,1,1,5,5,1,0,31.423,43.622,"S2_G1",45,"woman",7,6,"Asian",NA,"Qualtrics Panels","online panel","monetary reward","English"
5101,"IRL","Ireland",0,0,0.5,0,NA,NA,0.166666666666667,0,0,0,-0.788467331356627,0.0952380952380952,0.625,0.45794930875576,0.235569156216134,5,"scientific",5,5,6,5,1,1,2,5,1,0,10.144,19.76,"S2_G1",41,"woman",7,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5102,"IRL","Ireland",0.166666666666667,0.142857142857143,0.5,0,NA,NA,0,0.666666666666667,0.5,0.5,-0.0550036519793674,0.353741496598639,0.5,0.45794930875576,0.235569156216134,6,"spiritual",5,5,5,5,1,1,2,1,0,1,4.596,6.725,"G2_S1",37,"woman",7,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5103,"IRL","Ireland",0.5,0.571428571428571,0.5,0,NA,NA,0,0,0.5,0.5,0.00490329524905789,0.36734693877551,0.5,0.45794930875576,0.235569156216134,5,"scientific",4,4,4,2,1,1,2,1,0,0,2.949,6.987,"S2_G1",38,"man",4,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5104,"IRL","Ireland",0.833333333333333,0.571428571428571,0.5,1,"Christian (Roman Catholic)",NA,0.666666666666667,0.666666666666667,0.25,0.25,0.444670490237968,0.534013605442177,0.375,0.45794930875576,0.235569156216134,4,"scientific",5,5,4,4,1,1,3,3,0,0,57.302,65.691,"S2_G1",67,"man",3,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5105,"IRL","Ireland",0.5,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,0.833333333333333,0.5,0.5,0.75,0.841322311768918,0.685374149659864,0.625,0.45794930875576,0.235569156216134,5,"spiritual",5,5,6,4,1,1,4,4,0,1,28.836,22.413,"G1_S2",55,"woman",5,4,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5106,"IRL","Ireland",0.5,1,0,0,NA,NA,0,1,0.5,0.5,0.359843219729436,0.5,0.5,0.45794930875576,0.235569156216134,1,"spiritual",7,7,1,1,0,0,3,1,0,2,17.301,13.496,"G1_S2",19,"man",4,10,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5107,"IRL","Ireland",0,0.285714285714286,1,0,NA,NA,0.5,0,0.5,0,-0.142935659281,0.326530612244898,0.25,0.45794930875576,0.235569156216134,5,"spiritual",7,7,1,1,1,1,1,1,0,0,19.978,20.422,"G2_S1",34,"man",5,5,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5108,"IRL","Ireland",0.833333333333333,0.571428571428571,1,1,"Christian (Protestant)",NA,1,1,0.75,1,1.39207467525288,0.879251700680272,0.375,0.45794930875576,0.235569156216134,5,"spiritual",6,6,5,5,1,1,1,3,0,1,63.588,66.449,"G2_S1",28,"woman",5,7,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5109,"IRL","Ireland",0.833333333333333,1,1,1,"Other:","Christianity",1,1,0.5,1,1.4447929304077,0.904761904761905,0.375,0.45794930875576,0.235569156216134,6,"spiritual",4,4,4,4,1,1,5,3,1,0,21.948,20.1,"G1_S2",36,"woman",5,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5110,"IRL","Ireland",0.166666666666667,0.714285714285714,1,0,NA,NA,1,0.5,0.5,0.75,0.755618735903087,0.66156462585034,0.5,0.45794930875576,0.235569156216134,6,"scientific",6,5,3,4,1,1,2,3,0,0,36.5,31.893,"S1_G2",31,"woman",7,4,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5111,"IRL","Ireland",1,1,1,1,"Muslim",NA,1,1,0.75,1,1.63052153346403,0.964285714285714,0.625,0.45794930875576,0.235569156216134,5,"scientific",6,6,6,5,1,1,3,3,0,0,23.438,17.824,"S1_G2",35,"man",7,7,"Middle-Eastern/Arab",NA,"Qualtrics Panels","online panel","monetary reward","English"
5112,"IRL","Ireland",0.833333333333333,1,0.5,1,"Christian (Roman Catholic)",NA,0.5,0.666666666666667,0.25,0.25,0.547584159198392,0.571428571428571,0.25,0.45794930875576,0.235569156216134,4,"scientific",4,4,4,4,1,1,1,2,1,0,13.708,12.001,"S2_G1",39,"woman",3,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5113,"IRL","Ireland",1,0.857142857142857,1,1,"Other:","christian",0.666666666666667,0.333333333333333,0.5,0.75,0.992600524447861,0.729591836734694,0.375,0.45794930875576,0.235569156216134,5,"scientific",7,7,7,7,1,1,3,3,0,0,18.627,37.481,"S2_G1",25,"woman",6,7,"African",NA,"Qualtrics Panels","online panel","monetary reward","English"
5114,"IRL","Ireland",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.375,0.45794930875576,0.235569156216134,1,"spiritual",2,2,1,1,1,1,5,5,0,0,27.276,19.379,"G1_S2",41,"man",4,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5115,"IRL","Ireland",0.166666666666667,0.285714285714286,0.5,0,NA,NA,0.666666666666667,0.333333333333333,0.75,0.75,0.328064309761517,0.493197278911565,0.75,0.45794930875576,0.235569156216134,5,"scientific",6,6,6,6,0,1,2,2,1,0,2.827,3.215,"S1_G2",27,"woman",5,7,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5116,"IRL","Ireland",0,0,0.5,1,"Christian (Roman Catholic)",NA,0,0,0,0,-0.850254932235167,0.0714285714285714,0.5,0.45794930875576,0.235569156216134,3,"scientific",1,4,4,3,1,1,3,4,0,0,33.401,41.094,"S2_G1",82,"man",5,7,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5117,"IRL","Ireland",0.5,0.857142857142857,1,0,NA,NA,1,1,0.75,0.75,1.25920747512744,0.836734693877551,0.75,0.45794930875576,0.235569156216134,5,"scientific",5,5,5,5,1,1,2,5,4,1,21.682,45.465,"S1_G2",32,"woman",5,8,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5118,"IRL","Ireland",0,0,0.5,0,NA,NA,0,0.166666666666667,0,0,-0.78718355739644,0.0952380952380952,0.25,0.45794930875576,0.235569156216134,5,"spiritual",4,5,5,5,1,1,4,5,0,0,65.481,32.875,"G2_S1",41,"woman",4,5,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5119,"IRL","Ireland",0.833333333333333,1,1,0,NA,NA,1,0,0.25,0.75,0.859204796750809,0.69047619047619,0.625,0.45794930875576,0.235569156216134,2,"spiritual",3,4,4,5,1,1,1,2,0,0,40.68,33.934,"G2_S1",60,"man",1,5,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5120,"IRL","Ireland",0.166666666666667,0.142857142857143,0.5,0,NA,NA,0.166666666666667,0.333333333333333,0,0.25,-0.438501700086954,0.222789115646259,0.5,0.45794930875576,0.235569156216134,2,"scientific",5,6,4,4,1,1,1,2,1,0,9.785,14.077,"S1_G2",27,"man",7,8,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5121,"IRL","Ireland",0,0,0,0,NA,NA,0,0.166666666666667,0,0,-0.975373151787387,0.0238095238095238,0.25,0.45794930875576,0.235569156216134,3,"scientific",5,5,5,5,1,1,5,5,0,0,11.149,23.618,"S1_G2",31,"woman",4,5,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5122,"IRL","Ireland",0,0,0.5,0,NA,NA,0.166666666666667,0.333333333333333,0,0,-0.662324581679173,0.142857142857143,0.5,0.45794930875576,0.235569156216134,3,"spiritual",6,6,4,5,1,1,3,4,1,0,8.042,9.33,"G2_S1",23,"woman",4,3,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5123,"IRL","Ireland",0.333333333333333,0.857142857142857,1,0,NA,NA,1,1,0.5,1,1.16865574201149,0.812925170068027,0.875,0.45794930875576,0.235569156216134,6,"spiritual",7,6,6,6,1,0,4,1,0,1,45.918,12.786,"G1_S2",25,"woman",5,9,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5124,"IRL","Ireland",0.666666666666667,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,1,1,0.75,0.75,1.33295306349962,0.860544217687075,0.625,0.45794930875576,0.235569156216134,7,"spiritual",7,7,7,6,1,1,4,4,0,0,27.701,11.076,"G1_S2",45,"man",7,7,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5125,"IRL","Ireland",0.666666666666667,0,0,1,"Christian (Roman Catholic)",NA,0,0,0,0,-0.743462173137374,0.0952380952380952,0.5,0.45794930875576,0.235569156216134,2,"scientific",5,4,3,4,1,1,5,4,0,0,66.101,59.857,"S1_G2",44,"man",5,7,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5126,"IRL","Ireland",0.833333333333333,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,0.833333333333333,0.833333333333333,0.75,0.75,1.28183967615454,0.836734693877551,0.75,0.45794930875576,0.235569156216134,6,"scientific",6,6,6,5,1,1,1,4,2,0,13.201,25.375,"S2_G1",32,"man",7,9,"African",NA,"Qualtrics Panels","online panel","monetary reward","English"
5127,"IRL","Ireland",0.666666666666667,0.571428571428571,1,0,NA,NA,1,1,0.5,0.75,1.11116920225617,0.784013605442177,0.75,0.45794930875576,0.235569156216134,7,"spiritual",3,4,2,4,1,1,2,3,0,0,17.253,16.375,"G1_S2",44,"woman",4,8,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5128,"IRL","Ireland",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0,0.45794930875576,0.235569156216134,5,"spiritual",4,5,5,6,1,1,4,4,0,1,20.645,21.364,"G2_S1",39,"woman",5,4,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5129,"IRL","Ireland",0.166666666666667,0.142857142857143,0.5,0,NA,NA,0.5,0.5,0.25,0.5,-0.0446952388666223,0.365646258503401,0.375,0.45794930875576,0.235569156216134,3,"scientific",3,3,5,5,1,0,1,2,0,0,8.619,6.985,"S2_G1",43,"woman",5,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5130,"IRL","Ireland",0,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,1,1,0.75,0.5,0.88789341679085,0.709183673469388,0.625,0.45794930875576,0.235569156216134,7,"scientific",4,5,5,5,1,1,3,3,0,0,85.784,30.529,"S2_G1",58,"woman",3,4,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5131,"IRL","Ireland",0.833333333333333,0.857142857142857,1,1,"Christian (Orthodox - Russian/Greek/etc.)",NA,1,1,0.5,1,1.38989250712804,0.884353741496599,0.875,0.45794930875576,0.235569156216134,4,"scientific",7,7,6,6,1,1,5,5,1,0,65.898,18.201,"S2_G1",33,"man",7,7,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5132,"IRL","Ireland",0,0,1,0,NA,NA,1,0.5,1,1,0.726513930441302,0.642857142857143,0.625,0.45794930875576,0.235569156216134,7,"scientific",1,1,1,1,0,0,4,4,0,0,25.482,19.629,"S2_G1",40,"man",4,8,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
