StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,age_1,footwear,footwear_DO_1,footwear_DO_2,footwear_DO_3,footwear_DO_4,footwear_DO_5,rsvp,rsvp_DO_1,rsvp_DO_2,rsvp_DO_3,rsvp_DO_4,rsvp_DO_5,elevator,elevator_DO_1,elevator_DO_2,elevator_DO_3,elevator_DO_4,elevator_DO_5,consent,today,2015,2010,2005,2000,1995,1990,1985,1980,1975,2000_born,1995_born,1990_born,1985_born,1980_born,1975_born,1970_born,1965_born,1960_born,1955_ born,1980_before,1975_before,1970_before,1965_before,1960_before,1955_before,1950_before,1945_before,1940_before,1935_before,1960_before2,1955_before2,1950_before2,1945_before2,1940_before2,1935_before2,1930_before2,1925_before2,1920_before2,1915_before2,check_60,check_65,check_70,check_75,check_80,check_85,check_90,check_95,check_100,check_105,explain_more_60,explain_more_65,explain_more_70,explain_more_75,explain_more_80,explain_more_85,explain_more_90,explain_more_95,explain_more_100,explain_more_105,explain_less_60,explain_less_65,explain_less_70,explain_less_75,explain_less_80,explain_less_85,explain_less_90,explain_less_95,explain_less_100,explain_less_105,age,gender,race,income,check,check_4_TEXT,education,kids,political_ideology,oldest_kid,comments
3/5/21 14:08,3/5/21 14:08,IP Address,100,9,TRUE,3/5/21 14:08,R_1dtZ3BTF2MeDVqp,,,,,41.08169556,-74.18630219,anonymous,EN,35-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:07,3/5/21 14:08,IP Address,100,100,TRUE,3/5/21 14:08,R_riKFBVuaeJ30uAN,,,,,39.96640015,-75.16850281,anonymous,EN,18-24,Bell bottoms,1,5,3,2,4,A wedding invitation,4,5,2,3,1,An elevator,2,5,3,1,4,I consent to take part in this study,5,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,3,,,,,,,,,,"People are MORE kind, honest, nice, and good today compared to about 60 years ago",,,,,,,,,,"Movements to encourage social awareness and responsibility, like #MeToo, BLM, LGBTQ+, etc...",,,,,,,,,,,,,,,,,,,,23,Female,Asian,"$35,000 - $55,000",Other,apple,Some college,0,Somewhat liberal,,
3/5/21 14:07,3/5/21 14:09,IP Address,100,82,TRUE,3/5/21 14:09,R_1pX8riTz0rV7d5n,,,,,40.71569824,-74,anonymous,EN,18-24,Bell bottoms,4,5,3,2,1,A restaurant bill,5,4,2,3,1,An elevator,1,5,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:08,3/5/21 14:09,IP Address,100,26,TRUE,3/5/21 14:09,R_2WMVlJTz08XKGic,,,,,40.59919739,-77.57679749,anonymous,EN,30-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:09,3/5/21 14:09,IP Address,100,4,TRUE,3/5/21 14:09,R_1LNFVRAVehuBanz,,,,,40.60380554,-112.0404968,anonymous,EN,70+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:07,3/5/21 14:09,IP Address,100,148,TRUE,3/5/21 14:09,R_3OpNwzOKtrN9VVa,,,,,37.6257019,-97.31420135,anonymous,EN,65-69,Bell bottoms,2,1,5,3,4,A wedding invitation,1,3,4,5,2,An elevator,2,5,1,3,4,I consent to take part in this study,3,,,,,,,,,6,,,,,,,,,,6,,,,,,,,,,6,,,,,,,,,,5,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 105 years ago",,,,,,,,,,,,,,,,,,,,Technology and government.,69,Female,White,"$15,000 - $35,000",Other,apple,Associate's degree,0,Somewhat conservative,,
3/5/21 14:04,3/5/21 14:09,IP Address,100,317,TRUE,3/5/21 14:09,R_2V48D0uxwjGgsrG,,,,,27.4066925,-82.53140259,anonymous,EN,50-54,Bell bottoms,1,3,4,2,5,A wedding invitation,1,2,4,3,5,An elevator,1,3,5,4,2,I consent to take part in this study,3,,,,,,4,,,,,,,,,,4,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 90 years ago",,,,,,,,,,,,,,,,,,,,"People just seem to be more self-involved today.  Most people are only concerned with themselves, not willing to help someone else out.  People don't even have basic manners anymore.   ",,,,52,Female,White,"$15,000 - $35,000",Other,apple,Some college,0,Very liberal,,
3/5/21 14:07,3/5/21 14:10,IP Address,100,140,TRUE,3/5/21 14:10,R_1QFy36ZXp4yvVNO,,,,,29.89729309,-95.64630127,anonymous,EN,45-49,Bell bottoms,3,2,1,5,4,A wedding invitation,4,3,2,5,1,An elevator,5,2,3,4,1,I consent to take part in this study,3,,,,,6,,,,,,,,,,6,,,,,,,,,,5,,,,,,,,,,4,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 85 years ago",,,,,,,,,,,,,,,,,,,,society in general,,,,,48,Female,White,"less than $15,000",Other,apple,High school diploma,4+,Somewhat conservative,1991,
3/5/21 14:10,3/5/21 14:10,IP Address,100,14,TRUE,3/5/21 14:10,R_rpCEJaa2ULouJRT,,,,,40.23629761,-75.29599762,anonymous,EN,25-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:10,3/5/21 14:10,IP Address,100,2,TRUE,3/5/21 14:10,R_eWkX7Eyee3DgTqV,,,,,42.78529358,-71.0714035,anonymous,EN,25-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:08,3/5/21 14:11,IP Address,100,200,TRUE,3/5/21 14:11,R_3qvr6QMIjgToRla,,,,,40.80220032,-74.19139862,anonymous,EN,65-69,Bell bottoms,2,1,3,4,5,A wedding invitation,3,1,4,2,5,An elevator,2,4,1,3,5,I consent to take part in this study,5,,,,,,,,,6,,,,,,,,,,6,,,,,,,,,,6,,,,,,,,,,6,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 105 years ago",,,,,,,,,,,,,,,,,,,,"Greed, not as accepting of the mixing of different races and societies, we also live in a more virtual society because on technology advancements",67,Male,White,"$75,000 - $95,000",Other,apple,Graduate school,2,Somewhat liberal,1980,no
3/5/21 14:11,3/5/21 14:11,IP Address,100,4,TRUE,3/5/21 14:11,R_2f9U7Mc8Ixu4Eu1,,,,,39.92750549,-82.00319672,anonymous,EN,30-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:12,3/5/21 14:13,IP Address,100,21,TRUE,3/5/21 14:13,R_9YTVx6naGxQ4Hu1,,,,,30.22569275,-95.49240112,anonymous,EN,30-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:12,3/5/21 14:13,IP Address,100,34,TRUE,3/5/21 14:13,R_1j8iTFTSOf9sCSC,,,,,25.78059387,-80.18260193,anonymous,EN,25-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:13,3/5/21 14:13,IP Address,100,6,TRUE,3/5/21 14:13,R_bwiLuzZz3ytmGQh,,,,,44.04840088,-92.49479675,anonymous,EN,40-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:14,3/5/21 14:14,IP Address,100,13,TRUE,3/5/21 14:14,R_VIpcvK5CnWZ8OU9,,,,,42.84159851,-84.58170319,anonymous,EN,40-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:14,3/5/21 14:14,IP Address,100,6,TRUE,3/5/21 14:14,R_3I6lAdJB0ChDs8y,,,,,33.08929443,-117.1152954,anonymous,EN,40-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:14,3/5/21 14:14,IP Address,100,4,TRUE,3/5/21 14:14,R_1ptaIvBcuA5Hqt7,,,,,35.38780212,-118.9360046,anonymous,EN,30-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:14,3/5/21 14:14,IP Address,100,4,TRUE,3/5/21 14:14,R_279C4cnwxelOrle,,,,,37.88679504,-84.5667038,anonymous,EN,40-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:15,3/5/21 14:15,IP Address,100,5,TRUE,3/5/21 14:15,R_3fODnQZTDsXfgxd,,,,,36.24729919,-115.2820969,anonymous,EN,30-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:15,3/5/21 14:15,IP Address,100,11,TRUE,3/5/21 14:15,R_xDUeduLtX2j7LEd,,,,,32.81790161,-96.63189697,anonymous,EN,40-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:15,3/5/21 14:15,IP Address,100,3,TRUE,3/5/21 14:15,R_2D6JqWm9LNgnYBD,,,,,34.54040527,-117.3531952,anonymous,EN,30-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:14,3/5/21 14:16,IP Address,100,63,TRUE,3/5/21 14:16,R_1LbpgT4P3vX9nQR,,,,,39.94580078,-74.90419769,anonymous,EN,45-49,Bell bottoms,4,1,5,3,2,A wedding invitation,3,1,4,5,2,An elevator,2,3,5,1,4,I consent to take part in this study,4,,,,,4,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 85 years ago",,,,,,,,,,,,,,,,,,,,,,,,,45,Male,White,"$95,000 - $150,000",Introverted,,Four-year college degree,1,Somewhat liberal,2012,
3/5/21 14:18,3/5/21 14:18,IP Address,100,2,TRUE,3/5/21 14:18,R_1KfEAbRbStmO1qT,,,,,47.14349365,-122.1678009,anonymous,EN,25-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:16,3/5/21 14:18,IP Address,100,84,TRUE,3/5/21 14:18,R_1ltc7FvdDwEmee3,,,,,43.08180237,-87.89199829,anonymous,EN,18-24,Bell bottoms,2,3,1,4,5,A wedding invitation,2,4,3,1,5,An elevator,1,5,3,4,2,I consent to take part in this study,5,,,,,,,,,,6,,,,,,,,,,5,,,,,,,,,,4,,,,,,,,,,"People are MORE kind, honest, nice, and good today compared to about 60 years ago",,,,,,,,,,"less racism, people are more accepting",,,,,,,,,,,,,,,,,,,,23,Female,White,"less than $15,000",Other,apple,Some graduate school,0,Somewhat liberal,,
3/5/21 14:18,3/5/21 14:18,IP Address,100,6,TRUE,3/5/21 14:18,R_3h4n36C1pY8blm2,,,,,37.94410706,-104.8412018,anonymous,EN,70+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:19,3/5/21 14:19,IP Address,100,16,TRUE,3/5/21 14:19,R_1Cm8HO92hSq9k62,,,,,42.32940674,-89.03250122,anonymous,EN,30-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:20,3/5/21 14:20,IP Address,100,4,TRUE,3/5/21 14:20,R_2SwYG1ZQgVo46kA,,,,,41.56809998,-87.17489624,anonymous,EN,25-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:20,3/5/21 14:20,IP Address,100,5,TRUE,3/5/21 14:20,R_2R4ctFDuGZrpwjf,,,,,32.97579956,-80.18689728,anonymous,EN,40-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:17,3/5/21 14:20,IP Address,100,187,TRUE,3/5/21 14:20,R_07ep3eMAYVDvCmJ,,,,,39.60620117,-84.16950226,anonymous,EN,50-54,Bell bottoms,4,5,1,3,2,A wedding invitation,3,1,4,5,2,An elevator,3,2,1,5,4,I consent to take part in this study,4,,,,,,5,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,6,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 90 years ago",,,,,,,,,,,,,,,,,,,,"The anonymity of technology has caused problems. People hiding behind technology, and screens allows them to be more mean and critical.",,,,51,Female,White,"$35,000 - $55,000",Other,apple,Four-year college degree,2,Neither liberal nor conservative,1998,
3/5/21 14:21,3/5/21 14:21,IP Address,100,9,TRUE,3/5/21 14:21,R_3P7XDIea7AcLZfS,,,,,42.87280273,-85.87740326,anonymous,EN,35-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:21,3/5/21 14:22,IP Address,100,20,TRUE,3/5/21 14:22,R_124obshrwks1GRm,,,,,33.1177063,-96.67910004,anonymous,EN,35-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:22,3/5/21 14:22,IP Address,100,3,TRUE,3/5/21 14:22,R_a94JBsaREKqBXdD,,,,,39.41009521,-76.59970093,anonymous,EN,30-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:23,3/5/21 14:23,IP Address,100,7,TRUE,3/5/21 14:23,R_3MLPGRXUBbdpuUh,,,,,28.90249634,-81.2480011,anonymous,EN,40-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:23,3/5/21 14:23,IP Address,100,5,TRUE,3/5/21 14:23,R_2Pp9P5BbdTxygTA,,,,,33.74989319,-117.9071045,anonymous,EN,30-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:17,3/5/21 14:23,IP Address,100,375,TRUE,3/5/21 14:23,R_3MR0cCXTGWV1Joc,,,,,38.96090698,-77.34290314,anonymous,EN,55-59,Bell bottoms,2,4,5,3,1,A wedding invitation,3,2,4,1,5,An elevator,4,3,5,2,1,I consent to take part in this study,4,,,,,,,4,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 95 years ago",,,,,,,,,,,,,,,,,,,,,,,58,Female,Asian,"$75,000 - $95,000",Other,apple,Four-year college degree,0,Somewhat liberal,,"I don't think people have changed much over the years. Some are nice, kind, honest, and trustworthy, while others are not. Just because some things are were more socially acceptable 95 years ago did not make the person themselves any kinder or nicer."
3/5/21 14:23,3/5/21 14:23,IP Address,100,8,TRUE,3/5/21 14:23,R_3017CxofIb54brZ,,,,,38.58450317,-76.89409637,anonymous,EN,25-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:23,3/5/21 14:23,IP Address,100,7,TRUE,3/5/21 14:23,R_30v24gy99lguyNW,,,,,33.51190186,-101.9316025,anonymous,EN,40-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:24,3/5/21 14:24,IP Address,100,4,TRUE,3/5/21 14:24,R_1ptUOq82J4tnOfi,,,,,35.80470276,-78.88809967,anonymous,EN,35-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:24,3/5/21 14:24,IP Address,100,3,TRUE,3/5/21 14:24,R_11dBdMPfVW7s5gD,,,,,40.31019592,-76.0388031,anonymous,EN,30-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:24,3/5/21 14:24,IP Address,100,5,TRUE,3/5/21 14:24,R_1kY0TEPFxWWGTer,,,,,40.70350647,-73.92350006,anonymous,EN,35-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:25,3/5/21 14:25,IP Address,100,5,TRUE,3/5/21 14:25,R_2EGAzBMx75fxiZ0,,,,,42.73480225,-84.62449646,anonymous,EN,35-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:25,3/5/21 14:25,IP Address,100,3,TRUE,3/5/21 14:25,R_2SJ5HJFOgjZ9Lz6,,,,,39.33599854,-84.31259918,anonymous,EN,25-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:25,3/5/21 14:25,IP Address,100,6,TRUE,3/5/21 14:25,R_3xR4ifcxXjLkaWd,,,,,39.97050476,-111.8128967,anonymous,EN,35-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:25,3/5/21 14:26,IP Address,100,21,TRUE,3/5/21 14:26,R_1o54TjsCYPHolM1,,,,,41.92089844,-87.70429993,anonymous,EN,40-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:20,3/5/21 14:26,IP Address,100,335,TRUE,3/5/21 14:26,R_rfOfxSVqnIkQcP7,,,,,41.44590759,-81.42120361,anonymous,EN,55-59,Bell bottoms,3,4,5,2,1,A wedding invitation,3,5,1,4,2,An elevator,4,1,2,5,3,I consent to take part in this study,4,,,,,,,4,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 95 years ago",,,,,,,,,,,,,,,,,,,,"There are so many factors that have caused people to be less kind now as compared to 95 years ago.  I feel there is much more animosity between different groups of people, especially now.  People are much more divided and angry politically than ever before.  There are more racial tensions and much more shaming.  I wasn't alive then, but I believe times were simpler and people tried harder to get along.  ",,,59,Female,White,"$75,000 - $95,000",Other,apple,Four-year college degree,2,Somewhat liberal,1988,I appreciated the opportunity to participate in your thought-provoking and interesting study!!
3/5/21 14:26,3/5/21 14:26,IP Address,100,5,TRUE,3/5/21 14:26,R_1CKkwG0R59n54Xy,,,,,34.04139709,-84.50530243,anonymous,EN,40-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:26,3/5/21 14:26,IP Address,100,10,TRUE,3/5/21 14:26,R_Xt9re0ZiRYWrcrL,,,,,33.37249756,-112.5767975,anonymous,EN,35-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:22,3/5/21 14:26,IP Address,100,247,TRUE,3/5/21 14:26,R_1JKEIOpWH8N4PFY,,,,,33.43800354,-111.7117996,anonymous,EN,60-64,Bell bottoms,2,3,1,4,5,A wedding invitation,3,5,2,4,1,An elevator,3,2,1,4,5,I consent to take part in this study,5,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 100 years ago",,,,,,,,,,,,,,,,,,,,,,64,Male,White,"$95,000 - $150,000",Other,apple,Graduate school,3,Very conservative,1974,
3/5/21 14:27,3/5/21 14:27,IP Address,100,3,TRUE,3/5/21 14:27,R_3JlcM4TM1EYNxp0,,,,,38.6697998,-76.53759766,anonymous,EN,25-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:22,3/5/21 14:28,IP Address,100,353,TRUE,3/5/21 14:28,R_1pWqJUwU6BveLMR,,,,,41.48860168,-74.34500122,anonymous,EN,50-54,Bell bottoms,4,2,3,1,5,A wedding invitation,3,2,1,5,4,An elevator,4,5,2,1,3,I consent to take part in this study,3,,,,,,4,,,,,,,,,,4,,,,,,,,,,5,,,,,,,,,,6,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 90 years ago",,,,,,,,,,,,,,,,,,,,"I think the moral system of the world is crumbling in general. Many people have a dog-eat-dog mentality when it comes to looking out for themselves and have little regard for others. It seems like even ""nice"" people have a darker, meaner side. People who are nice are often perceived to be naive or gullible. With all the scams out there, people are becoming more wary and suspicious.",,,,50,Female,White,"$35,000 - $55,000",Other,apple,Some college,2,Somewhat liberal,2005,
3/5/21 14:26,3/5/21 14:29,IP Address,100,170,TRUE,3/5/21 14:29,R_3hznoWWjOsoz7Jf,,,,,37.36689758,-80.12480164,anonymous,EN,40-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:29,3/5/21 14:29,IP Address,100,4,TRUE,3/5/21 14:29,R_zZGFDRmq2rVBbUJ,,,,,42.34320068,-71.83940125,anonymous,EN,25-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:29,3/5/21 14:30,IP Address,100,10,TRUE,3/5/21 14:30,R_3PiZNOPn9v8wlnL,,,,,47.67329407,-122.3426056,anonymous,EN,35-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:30,3/5/21 14:30,IP Address,100,6,TRUE,3/5/21 14:30,R_pQOuxP3pCnbToRz,,,,,41.49510193,-81.46569824,anonymous,EN,35-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:31,3/5/21 14:31,IP Address,100,8,TRUE,3/5/21 14:31,R_2xJiAYgNHtvNBju,,,,,36.03219604,-79.8588028,anonymous,EN,30-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:31,3/5/21 14:31,IP Address,100,4,TRUE,3/5/21 14:31,R_3O6R5fU5cvNhMyE,,,,,39.19180298,-96.58180237,anonymous,EN,30-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:31,3/5/21 14:31,IP Address,100,14,TRUE,3/5/21 14:31,R_WdLu7mzrXh3xzHP,,,,,37.06759644,-97.03569794,anonymous,EN,30-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/21 14:28,3/5/21 14:32,IP Address,100,228,TRUE,3/5/21 14:32,R_UDUldFxjutnzdHr,,,,,35.41549683,-80.61430359,anonymous,EN,55-59,Bell bottoms,3,5,4,2,1,A wedding invitation,4,2,5,1,3,An elevator,5,2,1,3,4,I consent to take part in this study,2,,,,,,,4,,,,,,,,,,5,,,,,,,,,,6,,,,,,,,,,7,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 95 years ago",,,,,,,,,,,,,,,,,,,,People don't care about others and they don't have to rely on others as much so there is more selfishness and entitlement than years ago.,,,57,Male,Hawaiian or Pacific Islander,"$95,000 - $150,000",Other,apple,High school diploma,1,Neither liberal nor conservative,1998,
