StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,prolific,footwear,footwear_DO,rsvp,rsvp_DO,elevator,elevator_DO,consent,birth_year,instruct1,instruct2,choice,estimate_1956,estimate_2017,check_1,check_2,age,gender,race,income,check_3,check_3_4_TEXT,education,kids,political_ideology,oldest_kid,comments
9/20/22 15:09,9/20/22 15:11,IP Address,100,156,TRUE,9/20/22 15:11,R_2dxMA2RmF7X9ged,,,,,29.7646,-95.3657,anonymous,EN,5fb32c193dd553a5f10dd758,Bell bottoms,Bell bottoms|Flip-flops|Sneakers|Slippers|High heels,A wedding invitation,A diary|A restaurant bill|A wedding invitation|A thank-you note|A diploma,An elevator,An umbrella|A pizza|A book|An elevator|A person,I consent to take part in this study,1993,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,30,70,The person who chose to COOPERATE got nothing,They both got $30,29,Male,White,"$150,000 - $200,000",Other,shoe,High school diploma,0,Neither liberal nor conservative,,
9/20/22 15:09,9/20/22 15:11,IP Address,100,153,TRUE,9/20/22 15:11,R_1f8bqDyIE9TUgtn,,,,,42.3315,-83.3425,anonymous,EN,631960d5c84715a4c444e6ed,Bell bottoms,Bell bottoms|Slippers|Flip-flops|High heels|Sneakers,A wedding invitation,A wedding invitation|A thank-you note|A diploma|A diary|A restaurant bill,An elevator,An elevator|An umbrella|A person|A pizza|A book,I consent to take part in this study,2002,Yes,Yes,I think the percentage of people who chose to cooperate went up between 1956 and 2017,40,80,The person who chose to COOPERATE got nothing,They both got $30,20,Male,Other,"$95,000 - $150,000",Extroverted,,High school diploma,0,Somewhat liberal,,
9/20/22 15:08,9/20/22 15:11,IP Address,100,181,TRUE,9/20/22 15:11,R_2wny5b7yADSCnjY,,,,,42.0107,-87.6657,anonymous,EN,5ab7c19e1667e40001d7cd93,Bell bottoms,Flip-flops|Sneakers|High heels|Bell bottoms|Slippers,A wedding invitation,A wedding invitation|A diary|A diploma|A thank-you note|A restaurant bill,An elevator,An elevator|A person|An umbrella|A book|A pizza,I consent to take part in this study,1992,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,70,60,The person who chose to COOPERATE got nothing,They both got $30,30,Female,White,"$55,000 - $75,000",Other,shoe,Four-year college degree,3,Neither liberal nor conservative,2016,
9/20/22 14:55,9/20/22 15:11,IP Address,100,976,TRUE,9/20/22 15:11,R_2Se0SQfjuueWuNd,,,,,26.2148,-98.231,anonymous,EN,566c7564d408ea000519c678,Bell bottoms,Bell bottoms|Flip-flops|High heels|Sneakers|Slippers,A wedding invitation,A restaurant bill|A wedding invitation|A thank-you note|A diploma|A diary,An elevator,A person|An umbrella|A book|An elevator|A pizza,I consent to take part in this study,1981,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,67,31,The person who chose to COOPERATE got nothing,They both got $30,41,Male,Hispanic or Latino Origin,"$35,000 - $55,000",Other,shoe,Some college,4+,Somewhat conservative,1997,Thankds!
9/20/22 15:07,9/20/22 15:12,IP Address,100,241,TRUE,9/20/22 15:12,R_2dz2Bu8eK5TvHcy,,,,,39.8026,-84.0154,anonymous,EN,60edf76357b097e169d7bb9d,Bell bottoms,Slippers|Flip-flops|Bell bottoms|High heels|Sneakers,A wedding invitation,A wedding invitation|A diary|A diploma|A restaurant bill|A thank-you note,An elevator,A book|A pizza|A person|An umbrella|An elevator,I consent to take part in this study,1994,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,40,25,The person who chose to COOPERATE got nothing,They both got $30,28,Female,White,"$75,000 - $95,000",Other,shoe,Some college,0,Somewhat liberal,,
9/20/22 15:09,9/20/22 15:12,IP Address,100,220,TRUE,9/20/22 15:12,R_25GSHE4YTC40OoS,,,,,43.0034,-73.842,anonymous,EN,5ec2f009bc5aac12f131253c,Bell bottoms,High heels|Sneakers|Slippers|Flip-flops|Bell bottoms,A wedding invitation,A wedding invitation|A diary|A restaurant bill|A thank-you note|A diploma,An elevator,A pizza|An umbrella|An elevator|A book|A person,I consent to take part in this study,1998,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,80,55,The person who chose to COOPERATE got nothing,They both got nothing,23,Female,White,"$95,000 - $150,000",Other,shoe,Four-year college degree,0,Neither liberal nor conservative,,This was very fun and interactive! Thank you ;)
9/20/22 15:08,9/20/22 15:13,IP Address,100,288,TRUE,9/20/22 15:13,R_25Wni0t1gr386JO,,,,,29.7502,-95.471,anonymous,EN,612be52c615057eb7b5f243c,Bell bottoms,Sneakers|High heels|Flip-flops|Bell bottoms|Slippers,A wedding invitation,A restaurant bill|A diary|A wedding invitation|A diploma|A thank-you note,An elevator,An umbrella|A person|A book|A pizza|An elevator,I consent to take part in this study,1989,Yes,Yes,I think the percentage of people who chose to cooperate went up between 1956 and 2017,40,60,The person who chose to COOPERATE got nothing,They both got $30,32,Female,White,"$35,000 - $55,000",Other,Shoe,Some college,1,Very liberal,2020,
9/20/22 15:02,9/20/22 15:13,IP Address,100,654,TRUE,9/20/22 15:13,R_2tcbzksuFoaLRve,,,,,41.3722,-82.1087,anonymous,EN,5c510b41e459660001e38861,Bell bottoms,Bell bottoms|High heels|Sneakers|Slippers|Flip-flops,A wedding invitation,A diary|A wedding invitation|A diploma|A thank-you note|A restaurant bill,An elevator,A book|An umbrella|An elevator|A person|A pizza,I consent to take part in this study,1956,Yes,Yes,I think the percentage of people who chose to cooperate stayed the same between 1956 and 2017,75,60,The person who chose to COOPERATE got nothing,They both got $30,66,Female,White,"$75,000 - $95,000",Other,shoe,Four-year college degree,0,Neither liberal nor conservative,,
9/20/22 15:10,9/20/22 15:13,IP Address,100,137,TRUE,9/20/22 15:13,R_3r1cqOIkrKQQU8q,,,,,39.7697,-89.6886,anonymous,EN,61016fba26e42d1d449f890d,Bell bottoms,High heels|Slippers|Flip-flops|Bell bottoms|Sneakers,A wedding invitation,A thank-you note|A wedding invitation|A restaurant bill|A diary|A diploma,An elevator,A person|An elevator|An umbrella|A pizza|A book,I consent to take part in this study,1987,Yes,Yes,I think the percentage of people who chose to cooperate stayed the same between 1956 and 2017,33,33,The person who chose to COOPERATE got nothing,They both got $30,35,Female,White,"$75,000 - $95,000",Other,shoe,Four-year college degree,1,Very liberal,2015,No comments
9/20/22 15:10,9/20/22 15:13,IP Address,100,160,TRUE,9/20/22 15:13,R_2tEZGoUL2x1YdTl,,,,,39.5445,-104.9226,anonymous,EN,5f179bd584e8e802ef9c187d,Bell bottoms,Sneakers|Bell bottoms|Flip-flops|Slippers|High heels,A wedding invitation,A wedding invitation|A thank-you note|A diary|A restaurant bill|A diploma,An elevator,A book|A person|A pizza|An elevator|An umbrella,I consent to take part in this study,1967,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,80,45,The person who chose to COOPERATE got nothing,They both got $30,50,Male,White,"$95,000 - $150,000",Extroverted,,Associate's degree,2,Somewhat conservative,1999,
9/20/22 15:07,9/20/22 15:13,IP Address,100,357,TRUE,9/20/22 15:13,R_3qq8t8XmhNAyoBu,,,,,33.4374,-111.8008,anonymous,EN,61077c975bca4cd3eb137fba,Bell bottoms,Sneakers|Bell bottoms|Flip-flops|Slippers|High heels,A wedding invitation,A diary|A wedding invitation|A restaurant bill|A thank-you note|A diploma,An elevator,A book|An elevator|A person|An umbrella|A pizza,I consent to take part in this study,2001,Yes,Yes,I think the percentage of people who chose to cooperate went up between 1956 and 2017,47,61,The person who chose to COOPERATE got nothing,They both got $30,21,Female,Hispanic or Latino Origin,"$15,000 - $35,000",Other,shoe,Some college,0,Somewhat liberal,,
9/20/22 15:11,9/20/22 15:13,IP Address,100,107,TRUE,9/20/22 15:13,R_1LZqwB7AslvyGUa,,,,,42.7365,-84.5491,anonymous,EN,5f4962321798ec4bf94a655f,Bell bottoms,Bell bottoms|Slippers|Flip-flops|Sneakers|High heels,A wedding invitation,A wedding invitation|A thank-you note|A diary|A restaurant bill|A diploma,An elevator,A person|An umbrella|A book|An elevator|A pizza,I consent to take part in this study,1985,Yes,Yes,I think the percentage of people who chose to cooperate went up between 1956 and 2017,50,65,The person who chose NOT TO COOPERATE got nothing,They both got nothing,36,Male,White,"$95,000 - $150,000",Other,shoe,Four-year college degree,3,Somewhat conservative,2012,
9/20/22 15:07,9/20/22 15:13,IP Address,100,377,TRUE,9/20/22 15:13,R_1q4WQxqVtQmbL1e,,,,,45.3134,-93.5809,anonymous,EN,5f5f039252a9217cad40cc18,Bell bottoms,Bell bottoms|Sneakers|Flip-flops|Slippers|High heels,A wedding invitation,A diploma|A thank-you note|A diary|A wedding invitation|A restaurant bill,An elevator,A book|A person|An umbrella|An elevator|A pizza,I consent to take part in this study,1991,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,60,20,The person who chose to COOPERATE got nothing,They both got $30,31,Female,More than 1 of the above,"$35,000 - $55,000",Other,shoe,High school diploma,0,Somewhat conservative,,
9/20/22 15:11,9/20/22 15:14,IP Address,100,193,TRUE,9/20/22 15:14,R_33ssGMFTH6nULJr,,,,,44.5228,-89.5583,anonymous,EN,60fd771419e1a266614d4211,Bell bottoms,Slippers|Sneakers|Flip-flops|Bell bottoms|High heels,A wedding invitation,A wedding invitation|A diary|A diploma|A restaurant bill|A thank-you note,An elevator,An elevator|An umbrella|A person|A pizza|A book,I consent to take part in this study,1978,Yes,Yes,I think the percentage of people who chose to cooperate went up between 1956 and 2017,50,75,The person who chose to COOPERATE got nothing,They both got $30,44,Female,White,"$95,000 - $150,000",Other,Shoe,Some college,2,Very liberal,2000,No
9/20/22 14:59,9/20/22 15:14,IP Address,100,885,TRUE,9/20/22 15:14,R_1n1nDqBAKidRQMd,,,,,35.7633,-78.71,anonymous,EN,6316c38449466a362ee07be9,Bell bottoms,Bell bottoms|High heels|Slippers|Flip-flops|Sneakers,A wedding invitation,A thank-you note|A wedding invitation|A restaurant bill|A diary|A diploma,An elevator,An umbrella|A person|A book|An elevator|A pizza,I consent to take part in this study,2003,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,80,65,The person who chose to COOPERATE got nothing,They both got $30,18,Male,White,"$55,000 - $75,000",Other,shoe,High school diploma,0,Somewhat conservative,,Thank you. 
9/20/22 15:10,9/20/22 15:14,IP Address,100,236,TRUE,9/20/22 15:14,R_xfOjMCNxJiFQqI1,,,,,33.8281,-118.0798,anonymous,EN,5db6f5c8c5ffeb000ac7cfb2,Bell bottoms,High heels|Bell bottoms|Sneakers|Slippers|Flip-flops,A wedding invitation,A thank-you note|A wedding invitation|A diary|A diploma|A restaurant bill,An elevator,An umbrella|A person|A pizza|An elevator|A book,I consent to take part in this study,1976,Yes,Yes,I think the percentage of people who chose to cooperate stayed the same between 1956 and 2017,60,60,The person who chose to COOPERATE got nothing,They both got $30,45,Female,Asian,"$75,000 - $95,000",Other,shoe,Four-year college degree,2,Somewhat conservative,2011,
9/20/22 15:08,9/20/22 15:14,IP Address,100,398,TRUE,9/20/22 15:14,R_SVs6W72s5FxPVND,,,,,35.1287,-80.9338,anonymous,EN,5dcde46dee78f20a4bb785c6,Sneakers,High heels|Slippers|Bell bottoms|Flip-flops|Sneakers,A wedding invitation,A diary|A thank-you note|A wedding invitation|A restaurant bill|A diploma,An elevator,A person|A book|A pizza|An elevator|An umbrella,I consent to take part in this study,1979,Yes,Yes,I think the percentage of people who chose to cooperate stayed the same between 1956 and 2017,70,80,The person who chose to COOPERATE got nothing,They both got $30,43,Female,Black or African-American,"$35,000 - $55,000",Extroverted,,Associate's degree,2,Somewhat liberal,2001,
9/20/22 15:10,9/20/22 15:15,IP Address,100,263,TRUE,9/20/22 15:15,R_1AZRAEHxAtYmg9z,,,,,35.4155,-80.6143,anonymous,EN,62acc1a11aee0b1800f18d81,Bell bottoms,Slippers|High heels|Sneakers|Flip-flops|Bell bottoms,A wedding invitation,A thank-you note|A wedding invitation|A diary|A restaurant bill|A diploma,An elevator,A person|A pizza|An umbrella|A book|An elevator,I consent to take part in this study,1978,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,80,45,The person who chose to COOPERATE got nothing,They both got $30,43,Female,White,"$150,000 - $200,000",Other,shoe,High school diploma,0,Somewhat conservative,,
9/20/22 15:10,9/20/22 15:15,IP Address,100,300,TRUE,9/20/22 15:15,R_3Ophse5wHksRcyN,,,,,29.8973,-95.6463,anonymous,EN,5e7e9e07d29f755802057a29,Bell bottoms,Sneakers|Slippers|Flip-flops|Bell bottoms|High heels,A wedding invitation,A diploma|A wedding invitation|A restaurant bill|A diary|A thank-you note,An elevator,An elevator|A person|A book|A pizza|An umbrella,I consent to take part in this study,1997,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,73,54,The person who chose to COOPERATE got nothing,They both got $30,25,Male,Asian,"$95,000 - $150,000",Other,shoe,Four-year college degree,0,Somewhat liberal,,
9/20/22 15:10,9/20/22 15:15,IP Address,100,301,TRUE,9/20/22 15:15,R_ZkrbopMfIobAV6p,,,,,40.6186,-73.9272,anonymous,EN,5d88f2f8cefb52001a83f1b2,Bell bottoms,Bell bottoms|Slippers|Flip-flops|High heels|Sneakers,A wedding invitation,A restaurant bill|A diary|A diploma|A wedding invitation|A thank-you note,An elevator,An elevator|A pizza|A person|A book|An umbrella,I consent to take part in this study,1967,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,95,55,The person who chose to COOPERATE got nothing,They both got $30,55,Female,White,"$95,000 - $150,000",Other,shoe,Four-year college degree,1,Neither liberal nor conservative,2012,
9/20/22 15:12,9/20/22 15:15,IP Address,100,185,TRUE,9/20/22 15:15,R_1jvwny4JzMXrMNu,,,,,40.7066,-74.2027,anonymous,EN,627e8f86c3ae990c4bdcd22f,Bell bottoms,Sneakers|Bell bottoms|High heels|Flip-flops|Slippers,A wedding invitation,A thank-you note|A diploma|A restaurant bill|A wedding invitation|A diary,An elevator,A book|An elevator|An umbrella|A person|A pizza,I consent to take part in this study,2003,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,70,50,The person who chose to COOPERATE got nothing,They both got $30,19,Female,White,"$95,000 - $150,000",Other,shoe,Some college,0,Very liberal,,
9/20/22 15:13,9/20/22 15:15,IP Address,100,108,TRUE,9/20/22 15:15,R_z8vf5uzvEyW2p5n,,,,,40.9426,-73.1116,anonymous,EN,611c4b67ef5ef50313395ffb,Bell bottoms,Sneakers|High heels|Bell bottoms|Slippers|Flip-flops,A wedding invitation,A diary|A wedding invitation|A diploma|A thank-you note|A restaurant bill,An elevator,A pizza|A person|A book|An umbrella|An elevator,I consent to take part in this study,1959,Yes,Yes,I think the percentage of people who chose to cooperate stayed the same between 1956 and 2017,50,50,The person who chose NOT TO COOPERATE got nothing,They both got nothing,63,Female,White,"$75,000 - $95,000",Other,shoe,Graduate school,1,Neither liberal nor conservative,1997,
9/20/22 15:12,9/20/22 15:15,IP Address,100,207,TRUE,9/20/22 15:15,R_210dAztXHapzVis,,,,,44.6483,-73.1317,anonymous,EN,60fe14fa6b07c0db08b74436@email.prolific.co,Bell bottoms,Slippers|Flip-flops|Bell bottoms|High heels|Sneakers,A wedding invitation,A thank-you note|A diary|A diploma|A restaurant bill|A wedding invitation,An elevator,An umbrella|A person|A book|A pizza|An elevator,I consent to take part in this study,1966,Yes,Yes,I think the percentage of people who chose to cooperate stayed the same between 1956 and 2017,75,78,The person who chose to COOPERATE got nothing,They both got $100,56,Female,White,"$95,000 - $150,000",Neither extroverted nor introverted,,Graduate school,2,Very liberal,1998,None
9/20/22 15:11,9/20/22 15:15,IP Address,100,230,TRUE,9/20/22 15:15,R_295rFo2pKrveNB2,,,,,40.1137,-85.7235,anonymous,EN,5ecbe5e254cc883c02f52be8,Bell bottoms,Bell bottoms|Sneakers|Slippers|High heels|Flip-flops,A wedding invitation,A diary|A diploma|A thank-you note|A wedding invitation|A restaurant bill,An elevator,A pizza|A person|A book|An umbrella|An elevator,I consent to take part in this study,1958,Yes,Yes,I think the percentage of people who chose to cooperate stayed the same between 1956 and 2017,86,85,The person who chose to COOPERATE got nothing,They both got $30,64,Female,White,"less than $15,000",Other,shoe,Four-year college degree,2,Somewhat conservative,1980,
9/20/22 15:12,9/20/22 15:16,IP Address,100,242,TRUE,9/20/22 15:16,R_3KVem76GrWIPXbX,,,,,39.8667,-75.3862,anonymous,EN,61250c3cc9fe86f272ae4d2f,Bell bottoms,Flip-flops|Bell bottoms|High heels|Slippers|Sneakers,A wedding invitation,A wedding invitation|A diploma|A restaurant bill|A diary|A thank-you note,An elevator,An umbrella|A person|A book|A pizza|An elevator,I consent to take part in this study,1974,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,80,60,The person who chose to COOPERATE got nothing,They both got $100,48,Female,White,"$95,000 - $150,000",Other,Shoe,High school diploma,2,Somewhat conservative,2002,
9/20/22 15:05,9/20/22 15:16,IP Address,100,686,TRUE,9/20/22 15:16,R_3NFhDwXxvkA1fVc,,,,,43.1963,-86.2717,anonymous,EN,629e30f9e011569a2493d93a,Bell bottoms,High heels|Slippers|Sneakers|Bell bottoms|Flip-flops,A wedding invitation,A diploma|A diary|A restaurant bill|A thank-you note|A wedding invitation,An elevator,A person|A book|An umbrella|An elevator|A pizza,I consent to take part in this study,1980,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,55,35,The person who chose to COOPERATE got nothing,They both got $30,41,Male,Black or African-American,"$55,000 - $75,000",Other,shoe,Associate's degree,1,Very liberal,2012,
9/20/22 15:13,9/20/22 15:16,IP Address,100,175,TRUE,9/20/22 15:16,R_3fjWyCbikcETdfy,,,,,41.1383,-104.8016,anonymous,EN,608b6cc2e5081f176396fd59,Bell bottoms,Bell bottoms|Sneakers|High heels|Slippers|Flip-flops,A wedding invitation,A wedding invitation|A restaurant bill|A thank-you note|A diary|A diploma,An elevator,An elevator|A person|A pizza|A book|An umbrella,I consent to take part in this study,1999,Yes,Yes,I think the percentage of people who chose to cooperate stayed the same between 1956 and 2017,60,50,The person who chose to COOPERATE got nothing,They both got $30,23,Other,White,"$55,000 - $75,000",Other,Shoe,Some college,0,Very liberal,,No
9/20/22 15:11,9/20/22 15:16,IP Address,100,326,TRUE,9/20/22 15:16,R_2uPrj9kSwd4gfPL,,,,,40.8,-73.9763,anonymous,EN,62e1aadb641f891589ee3e46,Bell bottoms,Slippers|Flip-flops|High heels|Sneakers|Bell bottoms,A wedding invitation,A diary|A thank-you note|A wedding invitation|A diploma|A restaurant bill,An elevator,A person|A pizza|An elevator|An umbrella|A book,I consent to take part in this study,1991,Yes,Yes,I think the percentage of people who chose to cooperate went up between 1956 and 2017,40,65,The person who chose to COOPERATE got nothing,They both got $30,31,Male,White,"$75,000 - $95,000",Other,shoe,Associate's degree,2,Somewhat liberal,2020,Oldest is 2021 but was not allowed as an option
9/20/22 15:13,9/20/22 15:16,IP Address,100,185,TRUE,9/20/22 15:16,R_2q3fOUPTq3QIeyG,,,,,39.6659,-74.9658,anonymous,EN,6137c72965565266b4354d38,Bell bottoms,Slippers|Sneakers|Bell bottoms|High heels|Flip-flops,A wedding invitation,A wedding invitation|A diary|A diploma|A restaurant bill|A thank-you note,An elevator,A book|A pizza|A person|An elevator|An umbrella,I consent to take part in this study,1996,Yes,Yes,I think the percentage of people who chose to cooperate went up between 1956 and 2017,60,80,The person who chose to COOPERATE got nothing,They both got nothing,25,Female,Other,"$95,000 - $150,000",Other,,Four-year college degree,0,Somewhat conservative,,none
9/20/22 15:13,9/20/22 15:17,IP Address,100,252,TRUE,9/20/22 15:17,R_2Ejb8lWn6Fn5KWh,,,,,45.5073,-122.6929,anonymous,EN,605138734a871221f4849451,Bell bottoms,Slippers|Sneakers|Bell bottoms|High heels|Flip-flops,A wedding invitation,A thank-you note|A restaurant bill|A diploma|A wedding invitation|A diary,An elevator,A pizza|An elevator|A book|A person|An umbrella,I consent to take part in this study,1999,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,80,50,The person who chose to COOPERATE got nothing,They both got $30,23,Female,Asian,"$15,000 - $35,000",Other,shoe,Four-year college degree,0,Very liberal,,
9/20/22 15:14,9/20/22 15:17,IP Address,100,165,TRUE,9/20/22 15:17,R_1FsPiwm8b8YXq72,,,,,30.6032,-96.3136,anonymous,EN,6120364d2a4ef892b71cec17,Bell bottoms,Sneakers|Flip-flops|High heels|Slippers|Bell bottoms,A wedding invitation,A wedding invitation|A diary|A thank-you note|A restaurant bill|A diploma,An elevator,A pizza|An umbrella|An elevator|A book|A person,I consent to take part in this study,2003,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,50,40,The person who chose to COOPERATE got nothing,They both got $30,19,Male,Asian,"$75,000 - $95,000",Other,shoe,Some college,0,Neither liberal nor conservative,,
9/20/22 15:15,9/20/22 15:17,IP Address,100,151,TRUE,9/20/22 15:17,R_2SIE2JUreo1iFCO,,,,,32.2558,-95.3146,anonymous,EN,5d7dcf8f366c9e001bd6ed73,Bell bottoms,Flip-flops|Sneakers|Bell bottoms|Slippers|High heels,A wedding invitation,A diploma|A thank-you note|A restaurant bill|A diary|A wedding invitation,An elevator,A pizza|A person|A book|An umbrella|An elevator,I consent to take part in this study,1990,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,80,65,The person who chose to COOPERATE got nothing,They both got $30,32,Female,White,"$95,000 - $150,000",Other,shoe,Four-year college degree,1,Somewhat liberal,2020,
9/20/22 15:15,9/20/22 15:17,IP Address,100,143,TRUE,9/20/22 15:17,R_3dY6Ly9iUNV1pUK,,,,,39.8864,-79.7249,anonymous,EN,62b266be3221a796f6ec80a7,Bell bottoms,High heels|Slippers|Flip-flops|Bell bottoms|Sneakers,A wedding invitation,A thank-you note|A wedding invitation|A restaurant bill|A diary|A diploma,An elevator,An umbrella|An elevator|A pizza|A person|A book,I consent to take part in this study,1996,Yes,Yes,I think the percentage of people who chose to cooperate went up between 1956 and 2017,65,68,The person who chose to COOPERATE got nothing,They both got $30,25,Male,White,"$55,000 - $75,000",Introverted,,Four-year college degree,0,Very liberal,,None
9/20/22 15:13,9/20/22 15:17,IP Address,100,257,TRUE,9/20/22 15:17,R_5akyqGFgmKGICsx,,,,,45.6684,-111.2422,anonymous,EN,623537f22ffeb94d58da7a10,Bell bottoms,Sneakers|Slippers|High heels|Flip-flops|Bell bottoms,A wedding invitation,A wedding invitation|A restaurant bill|A thank-you note|A diary|A diploma,An elevator,A book|An umbrella|An elevator|A person|A pizza,I consent to take part in this study,1971,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,80,70,The person who chose to COOPERATE got nothing,They both got $30,50,Female,White,"$55,000 - $75,000",Other,shoe,Some college,0,Neither liberal nor conservative,,
9/20/22 15:03,9/20/22 15:18,IP Address,100,864,TRUE,9/20/22 15:18,R_2af96Xh4X7mGJv9,,,,,38.5879,-121.4053,anonymous,EN,5f0f9dd625153217f188084b,Bell bottoms,Bell bottoms|Sneakers|Flip-flops|Slippers|High heels,A wedding invitation,A restaurant bill|A diary|A wedding invitation|A thank-you note|A diploma,An elevator,A person|A book|An umbrella|An elevator|A pizza,I consent to take part in this study,1965,Yes,Yes,I think the percentage of people who chose to cooperate went up between 1956 and 2017,73,84,The person who chose to COOPERATE got nothing,They both got $30,57,Female,More than 1 of the above,"less than $15,000",Other,shoe,Some college,0,Neither liberal nor conservative,,id like to know the answer and % if it went up or down
9/20/22 15:13,9/20/22 15:18,IP Address,100,248,TRUE,9/20/22 15:18,R_2X5oZzOUbaYfsU4,,,,,30.4941,-90.4751,anonymous,EN,5d0c3381da7493001ab3a903,Bell bottoms,Sneakers|Flip-flops|High heels|Slippers|Bell bottoms,A wedding invitation,A wedding invitation|A diploma|A restaurant bill|A thank-you note|A diary,An elevator,A person|A pizza|A book|An umbrella|An elevator,I consent to take part in this study,1981,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,65,55,The person who chose to COOPERATE got nothing,They both got $30,41,Male,White,"$55,000 - $75,000",Other,shoe,Four-year college degree,1,Somewhat liberal,2013,no comments
9/20/22 15:14,9/20/22 15:18,IP Address,100,226,TRUE,9/20/22 15:18,R_1gSEVCwu8eMIZDH,,,,,41.8874,-87.6318,anonymous,EN,5c47758c2381060001bf5b19,Bell bottoms,Sneakers|Bell bottoms|Slippers|Flip-flops|High heels,A wedding invitation,A diary|A restaurant bill|A thank-you note|A diploma|A wedding invitation,An elevator,An umbrella|A person|A book|A pizza|An elevator,I consent to take part in this study,1994,Yes,Yes,I think the percentage of people who chose to cooperate went up between 1956 and 2017,50,80,The person who chose to COOPERATE got nothing,They both got $30,28,Female,White,"$55,000 - $75,000",Other,shoe,Four-year college degree,3,Somewhat conservative,2017,
9/20/22 15:15,9/20/22 15:18,IP Address,100,180,TRUE,9/20/22 15:18,R_2XguUv2WwCtM4iH,,,,,40.4444,-86.9256,anonymous,EN,631c9b4575c32ac5a7c51704,Bell bottoms,Sneakers|Bell bottoms|Flip-flops|Slippers|High heels,A wedding invitation,A diary|A wedding invitation|A thank-you note|A restaurant bill|A diploma,An elevator,An umbrella|A pizza|A person|A book|An elevator,I consent to take part in this study,1996,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,78,64,The person who chose to COOPERATE got nothing,They both got $30,26,Male,White,"$15,000 - $35,000",Introverted,,Graduate school,0,Very conservative,,N/A
9/20/22 15:16,9/20/22 15:18,IP Address,100,117,TRUE,9/20/22 15:18,R_27jpv8SJ8DyJ4pc,,,,,41.8738,-87.9668,anonymous,EN,5655ebb8d970d100118327ab,Bell bottoms,Flip-flops|High heels|Sneakers|Bell bottoms|Slippers,A wedding invitation,A restaurant bill|A diary|A diploma|A wedding invitation|A thank-you note,An elevator,An umbrella|A person|An elevator|A book|A pizza,I consent to take part in this study,1986,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,70,65,The person who chose to COOPERATE got nothing,They both got $30,36,Female,White,"$35,000 - $55,000",Other,shoe,Some graduate school,0,Very liberal,,
9/20/22 15:14,9/20/22 15:18,IP Address,100,268,TRUE,9/20/22 15:18,R_3nftyZ0LgbBcTaO,,,,,40.3386,-73.9815,anonymous,EN,5f94363326384e238524adea,Bell bottoms,Bell bottoms|Sneakers|Slippers|Flip-flops|High heels,A wedding invitation,A wedding invitation|A restaurant bill|A thank-you note|A diary|A diploma,An elevator,A pizza|A person|An umbrella|A book|An elevator,I consent to take part in this study,1995,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,70,50,The person who chose to COOPERATE got nothing,They both got $30,27,Male,Hispanic or Latino Origin,"$35,000 - $55,000",Other,shoe,Some college,0,Neither liberal nor conservative,,
9/20/22 15:09,9/20/22 15:18,IP Address,100,552,TRUE,9/20/22 15:18,R_1BRsJYSmWJMVBeU,,,,,34.1091,-117.7126,anonymous,EN,60b9b0f2400b752136bc6e76,Bell bottoms,Bell bottoms|Slippers|Sneakers|High heels|Flip-flops,A wedding invitation,A thank-you note|A diploma|A restaurant bill|A diary|A wedding invitation,An elevator,A book|A person|An umbrella|An elevator|A pizza,I consent to take part in this study,1989,Yes,Yes,I think the percentage of people who chose to cooperate went down between 1956 and 2017,65,45,The person who chose to COOPERATE got nothing,They both got $30,33,Female,Hispanic or Latino Origin,"$55,000 - $75,000",Other,shoe,Some college,3,Somewhat conservative,2009,Thank you for the opportunity.
