StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,kindergarten,kindergarten_DO_1,kindergarten_DO_2,kindergarten_DO_3,kindergarten_DO_4,kindergarten_DO_5,zip,zip_DO_1,zip_DO_2,zip_DO_3,zip_DO_4,zip_DO_5,turkey,turkey_DO_1,turkey_DO_2,turkey_DO_3,turkey_DO_4,turkey_DO_5,consent,today,2018,2016,2014,2012,2010,manip_check,explain_more,explain_less,age,gender,race,language,language_2_TEXT,eng_comp,check,check_4_TEXT,education,kids,political_ideology,oldest_kid,comments
1/16/20 11:54,1/16/20 11:56,IP Address,100,171,TRUE,1/16/20 11:56,R_0OloseHYdpdkfjX,,,,,37.66099548,-82.76360321,anonymous,EN,Kindergarten,2,3,5,1,4,2138,4,3,2,1,5,Eating turkey,4,2,5,3,1,I consent to take part in this study,5,4,5,5,4,4,"Less kind, honest, nice, good today compared to ten years ago",,"I think there are a few main factors. Economics, culture, and disruption from technology seem to play big roles in how nice and kind people behave.

On honesty, I'm a bit more biased. I think most people can't claim much honesty at any given point.",32,Male,White,English,,Very Good,Other,day,Some college,0,Somewhat liberal,,No problems.
1/16/20 11:50,1/16/20 11:57,IP Address,100,397,TRUE,1/16/20 11:57,R_1j6UGqxKeZeo2zw,,,,,31.35110474,-109.5447006,anonymous,EN,Kindergarten,3,1,2,4,5,2138,4,3,1,5,2,Eating turkey,1,3,5,4,2,I consent to take part in this study,5,5,5,6,6,6,"Less kind, honest, nice, good today compared to ten years ago",,"The way our leadership is now has give ""permission"" for people to express their vile and hateful opinions. Since our president goes on rants about groups of people, the general public tends to follow suit spewing hate and racist comments. 
I guess the old saying goes: 'monkey see, monkey do', it's sad but true!",43,Female,Hispanic or Latino Origin,English,,Very Good,Other,day,Associate's degree,0,Neither liberal nor conservative,,Thanks for letting me vent ;)
1/16/20 11:55,1/16/20 11:57,IP Address,100,80,TRUE,1/16/20 11:57,R_bfwjZQnm8sLW9aN,,,,,40.76829529,-73.98020172,anonymous,EN,Kindergarten,4,1,2,3,5,2138,4,1,2,3,5,Eating turkey,4,1,3,2,5,I consent to take part in this study,2,2,3,4,5,6,"Less kind, honest, nice, good today compared to ten years ago",,I have no idea.  People are more interested in themselves.,33,Male,Asian,English,,Very Good,Introverted,,Four-year college degree,0,Very liberal,,Thanks!
1/16/20 11:55,1/16/20 11:57,IP Address,100,139,TRUE,1/16/20 11:57,R_1rigrHyn0AF6aNb,,,,,41.4098053,-73.58999634,anonymous,EN,Kindergarten,4,5,3,2,1,2138,1,3,4,2,5,Eating turkey,3,2,1,5,4,I consent to take part in this study,4,4,4,4,4,4,"Equally kind, honest, nice, good today and ten years ago",,,34,Male,White,English,,Very Good,Other,day,Four-year college degree,0,Neither liberal nor conservative,,"People are generally the same as they've always been. Unfortunately with the popularity of social media, extremists, the mentally ill and constantly offended nutcases are amplified far more than in the past. They've always existed, but in the past people didn't take them seriously. Now, mainstream media reports on twitter as if it's actually news."
1/16/20 11:57,1/16/20 11:58,IP Address,100,27,TRUE,1/16/20 11:58,R_2wztWAAY7Hb1RWS,,,,,39.75010681,-104.995697,anonymous,EN,Third grade,3,5,2,4,1,2138,1,3,5,2,4,Eating turkey,4,3,1,5,2,,,,,,,,,,,,,,,,,,,,,,,
1/16/20 11:57,1/16/20 11:58,IP Address,100,81,TRUE,1/16/20 11:58,R_2qqlw2cJidgcVFz,,,,,37.05039978,-93.30020142,anonymous,EN,Kindergarten,1,2,5,3,4,2138,1,5,2,3,4,Eating turkey,3,5,1,2,4,I consent to take part in this study,7 (very),7 (very),7 (very),7 (very),7 (very),5,"More kind, honest, nice, good today compared to ten years ago",people respect me more since I'm not a kid anymore,,28,Female,White,English,,Very Good,Introverted,,High school diploma,0,Somewhat conservative,,
1/16/20 11:59,1/16/20 12:00,IP Address,100,76,TRUE,1/16/20 12:00,R_2wRgRzskUWzoyEp,,,,,40.67129517,-73.89430237,anonymous,EN,Kindergarten,4,2,3,1,5,2138,2,3,4,5,1,Eating turkey,4,1,5,2,3,I consent to take part in this study,6,6,6,2,6,1 (not very),"More kind, honest, nice, good today compared to ten years ago",Less technology,,30,Male,White,English,,Very Good,Other,day,Graduate school,0,Somewhat liberal,,
1/16/20 11:57,1/16/20 12:00,IP Address,100,210,TRUE,1/16/20 12:00,R_24CTFT08SgAPSL6,,,,,32.78889465,-96.80210114,anonymous,EN,Kindergarten,3,4,2,5,1,2138,2,4,5,3,1,Eating turkey,4,5,2,3,1,I consent to take part in this study,6,4,5,4,5,6,"More kind, honest, nice, good today compared to ten years ago",things are getting easier each day,,42,Male,White,English,,Very Good,Other,day,Graduate school,1,Somewhat liberal,2015,
1/16/20 12:00,1/16/20 12:01,IP Address,100,61,TRUE,1/16/20 12:01,R_2fIJFr5Hr0OtP6I,,,,,43.07820129,-89.40750122,anonymous,EN,Kindergarten,1,4,2,3,5,2138,4,5,1,2,3,Eating turkey,2,4,5,3,1,I consent to take part in this study,4,4,4,4,4,4,"Equally kind, honest, nice, good today and ten years ago",,,32,Female,Hispanic or Latino Origin,English,,Very Good,Other,day,Four-year college degree,0,Very liberal,,
1/16/20 12:00,1/16/20 12:02,IP Address,100,113,TRUE,1/16/20 12:02,R_SZetUfzsHgFZKlH,,,,,33.63380432,-112.2065964,anonymous,EN,Kindergarten,5,1,4,2,3,2138,4,2,1,5,3,Eating turkey,1,4,3,5,2,I consent to take part in this study,4,5,6,5,4,6,"Less kind, honest, nice, good today compared to ten years ago",,The ability of advancements of social media. ,22,Male,Hawaiian or Pacific Islander,English,,Very Good,Other,day,Associate's degree,1,Somewhat conservative,2019,Greta survey! 
1/16/20 11:50,1/16/20 12:02,IP Address,100,757,TRUE,1/16/20 12:02,R_3acc2II9RKPA8G5,,,,,47.60920715,-122.3314056,anonymous,EN,Kindergarten,4,3,5,1,2,2138,2,3,5,1,4,Eating turkey,2,5,1,3,4,I consent to take part in this study,6,7 (very),6,7 (very),5,5,"More kind, honest, nice, good today compared to ten years ago",beacause the peoples are more educated,,29,Male,Hispanic or Latino Origin,English,,Good,Other,day,Four-year college degree,3,Very conservative,2012,no comments
1/16/20 11:53,1/16/20 12:03,IP Address,100,569,TRUE,1/16/20 12:03,R_Wdr8ygjeXzBswtb,,,,,37.75059509,-122.4121017,anonymous,EN,Kindergarten,5,3,1,2,4,2138,4,1,2,3,5,Eating turkey,1,2,5,3,4,I consent to take part in this study,2,2,2,2,2,3,"Less kind, honest, nice, good today compared to ten years ago",,PEOPLE ARE BEING TAKEN ADVANTAGE OF FOR BEING TOO KIND OR HONEST.,47,Female,White,English,,Good,Other,day,Graduate school,2,Very liberal,2015,
1/16/20 12:01,1/16/20 12:03,IP Address,100,112,TRUE,1/16/20 12:03,R_1Um2H8qLszcKYgx,,,,,41.67500305,-93.70159912,anonymous,EN,Kindergarten,2,5,3,1,4,2138,1,4,2,3,5,Eating turkey,2,3,5,4,1,I consent to take part in this study,3,3,3,4,4,4,"Less kind, honest, nice, good today compared to ten years ago",,Technology and people being told that they should think about themselves and not others.,49,Female,White,English,,Very Good,Introverted,,Associate's degree,4+,Neither liberal nor conservative,1990,
1/16/20 11:58,1/16/20 12:04,IP Address,100,335,TRUE,1/16/20 12:04,R_2Ck2krvEkve4Gp4,,,,,47.60920715,-122.3314056,anonymous,EN,Ninth Grade,4,1,2,5,3,2138,4,2,5,3,1,Eating turkey,3,4,2,1,5,,,,,,,,,,,,,,,,,,,,,,,
1/16/20 12:03,1/16/20 12:04,IP Address,100,61,TRUE,1/16/20 12:05,R_2zXPeCyMeGk5zQT,,,,,42.91020203,-78.66249847,anonymous,EN,Kindergarten,5,4,2,1,3,2138,2,3,5,4,1,Eating turkey,2,4,1,5,3,I consent to take part in this study,5,5,5,6,6,6,"Less kind, honest, nice, good today compared to ten years ago",,social media,35,Male,White,English,,Very Good,Other,day,Four-year college degree,0,Somewhat conservative,,
1/16/20 12:04,1/16/20 12:05,IP Address,100,58,TRUE,1/16/20 12:05,R_W6cLBLGS0PMOt7H,,,,,48.74940491,-122.4896011,anonymous,EN,Kindergarten,5,1,3,4,2,2138,5,2,4,1,3,Eating turkey,4,1,5,2,3,I consent to take part in this study,3,3,3,3,3,3,"Equally kind, honest, nice, good today and ten years ago",,,26,Female,White,English,,Very Good,Other,day,Four-year college degree,0,Very liberal,,
1/16/20 12:05,1/16/20 12:06,IP Address,100,90,TRUE,1/16/20 12:06,R_3k7ATyiAGl1maVh,,,,,30.35740662,-89.16490173,anonymous,EN,Kindergarten,1,2,3,4,5,2138,4,3,1,2,5,Eating turkey,5,2,4,1,3,I consent to take part in this study,4,4,5,5,5,6,"Less kind, honest, nice, good today compared to ten years ago",,I think our constant need to be entertained has cut our patience short causing less kindness towards one another.,31,Female,White,English,,Very Good,Other,day,Associate's degree,1,Somewhat conservative,2014,
1/16/20 12:03,1/16/20 12:08,IP Address,100,269,TRUE,1/16/20 12:08,R_11hVfsnCWmvDdbz,,,,,47.60920715,-122.3314056,anonymous,EN,Kindergarten,1,4,5,3,2,2138,1,3,2,5,4,Eating turkey,3,1,4,2,5,I consent to take part in this study,5,5,4,6,6,6,"Less kind, honest, nice, good today compared to ten years ago",,I disgusting ,29,Male,White,English,,Fair,Other,day,Four-year college degree,3,Somewhat conservative,2015,
1/16/20 12:07,1/16/20 12:08,IP Address,100,74,TRUE,1/16/20 12:08,R_3Oc92buBsKw4KMu,,,,,38.34669495,-121.9519043,anonymous,EN,Kindergarten,3,5,4,2,1,2138,5,1,2,4,3,Eating turkey,2,1,3,5,4,I consent to take part in this study,5,5,5,5,5,5,"Equally kind, honest, nice, good today and ten years ago",,,37,Female,White,English,,Very Good,Other,Day,Four-year college degree,2,Very liberal,2012,
1/16/20 12:07,1/16/20 12:10,IP Address,100,155,TRUE,1/16/20 12:10,R_7TCHlyWmn2oKy9r,,,,,40.10409546,-80.64250183,anonymous,EN,Kindergarten,5,2,1,4,3,2138,5,2,3,4,1,Eating turkey,5,2,1,3,4,I consent to take part in this study,4,5,6,6,6,5,"Less kind, honest, nice, good today compared to ten years ago",,the change of government individuals and certain laws,31,Male,White,English,,Very Good,Other,day,Some college,3,Somewhat liberal,2009,
1/16/20 11:58,1/16/20 12:10,IP Address,100,726,TRUE,1/16/20 12:10,R_3NCjGF7DHNyIYlv,,,,,47.60920715,-122.3314056,anonymous,EN,Kindergarten,3,5,4,1,2,2138,5,3,2,4,1,Eating turkey,5,1,3,4,2,I consent to take part in this study,5,6,4,6,3,5,"More kind, honest, nice, good today compared to ten years ago",I Don't Know.,,29,Male,White,English,,Good,Other,day,Four-year college degree,2,Somewhat conservative,2015,
1/16/20 12:10,1/16/20 12:11,IP Address,100,50,TRUE,1/16/20 12:11,R_2V3JElasFx4zrda,,,,,38.90089417,-77.04640198,anonymous,EN,Kindergarten,3,4,2,1,5,2138,1,5,3,4,2,Eating turkey,2,4,1,5,3,I consent to take part in this study,5,5,5,5,5,5,"Equally kind, honest, nice, good today and ten years ago",,,30,Male,More than 1 of the above,English,,Very Good,Other,day,Graduate school,0,Very liberal,,
1/16/20 12:10,1/16/20 12:11,IP Address,100,111,TRUE,1/16/20 12:11,R_28UQHQZ1gG99zey,,,,,34.7828064,-84.93319702,anonymous,EN,Kindergarten,1,4,3,2,5,2138,4,2,1,3,5,Eating turkey,4,2,3,5,1,I consent to take part in this study,5,5,5,6,6,6,"Less kind, honest, nice, good today compared to ten years ago",,Trump divided the people. ,57,Female,White,English,,Very Good,Other,day,High school diploma,0,Very liberal,,Thank You
1/16/20 12:10,1/16/20 12:12,IP Address,100,103,TRUE,1/16/20 12:12,R_Ah4vXD1ykVyAdu9,,,,,39.24130249,-84.54550171,anonymous,EN,Kindergarten,1,4,2,3,5,2138,3,1,4,5,2,Eating turkey,2,1,3,4,5,I consent to take part in this study,5,5,5,5,5,5,"Equally kind, honest, nice, good today and ten years ago",,,40,Male,Black or African-American,English,,Very Good,Other,day,Graduate school,2,Very liberal,2016,
1/16/20 12:09,1/16/20 12:13,IP Address,100,214,TRUE,1/16/20 12:13,R_28Nb5LMFjSSkL15,,,,,43.95469666,-86.28009796,anonymous,EN,Kindergarten,4,3,5,1,2,2138,2,4,3,1,5,Eating turkey,5,1,2,4,3,I consent to take part in this study,5,5,5,5,6,6,"Less kind, honest, nice, good today compared to ten years ago",,I think social media and cable news networks have had an effect on people in all those categories,53,Female,White,English,,Very Good,Other,day,Associate's degree,2,Very conservative,1991,thank you
1/16/20 12:11,1/16/20 12:13,IP Address,100,86,TRUE,1/16/20 12:13,R_214x7pB3UXnZgu2,,,,,30.50450134,-97.82089996,anonymous,EN,Kindergarten,2,1,5,3,4,2138,1,4,2,3,5,Eating turkey,2,4,3,5,1,I consent to take part in this study,3,3,3,3,3,3,"Equally kind, honest, nice, good today and ten years ago",,,37,Male,White,English,,Very Good,Other,day,Some graduate school,0,Somewhat liberal,,
1/16/20 12:12,1/16/20 12:13,IP Address,100,47,TRUE,1/16/20 12:13,R_2PzHOdiRUnm8yBG,,,,,40.60380554,-112.0404968,anonymous,EN,Kindergarten,1,4,5,2,3,2138,4,5,1,2,3,Eating turkey,5,3,4,1,2,I consent to take part in this study,5,5,5,5,5,5,"Equally kind, honest, nice, good today and ten years ago",,,27,Male,White,English,,Very Good,Other,day,Some college,0,Very liberal,,
1/16/20 12:06,1/16/20 12:14,IP Address,100,431,TRUE,1/16/20 12:14,R_22lVNaH2oTUlOON,,,,,40.66650391,-73.54550171,anonymous,EN,Kindergarten,5,4,2,1,3,2138,2,1,3,5,4,Eating turkey,3,4,2,5,1,I consent to take part in this study,4,4,5,5,5,5,"Less kind, honest, nice, good today compared to ten years ago",,I believe people today are less kind and honest because of the rampant rise of social media and desensitization that comes along with it. I also believe that politics and separate political parties have created factions of people whom are less kind than people ten years ago because back then there was less scrutiny between different people.,31,Male,Hispanic or Latino Origin,English,,Very Good,Other,day,Four-year college degree,0,Somewhat conservative,,"Great Study, hope to do more in the future."
1/16/20 12:12,1/16/20 12:14,IP Address,100,93,TRUE,1/16/20 12:14,R_1pJWB6zx4sRAKIa,,,,,28.0381012,-81.93920135,anonymous,EN,Kindergarten,4,1,3,5,2,2138,2,4,1,5,3,Eating turkey,3,5,1,2,4,I consent to take part in this study,4,4,4,4,4,4,"Equally kind, honest, nice, good today and ten years ago",,,51,Male,White,English,,Very Good,Other,day,Graduate school,0,Very conservative,,no
1/16/20 12:13,1/16/20 12:14,IP Address,100,38,TRUE,1/16/20 12:14,R_ssWNdWEcGuZWopP,,,,,28.20620728,-80.68740082,anonymous,EN,Kindergarten,2,5,4,1,3,2138,1,4,2,5,3,Eating turkey,2,5,3,4,1,I consent to take part in this study,6,6,6,6,6,6,"Equally kind, honest, nice, good today and ten years ago",,,36,Male,White,English,,Very Good,Other,day,Four-year college degree,2,Neither liberal nor conservative,2002,
1/16/20 12:15,1/16/20 12:16,IP Address,100,72,TRUE,1/16/20 12:16,R_sqheI2gm0axtukF,,,,,47.60920715,-122.3314056,anonymous,EN,Fifth Grade,2,5,1,4,3,2138,2,4,1,5,3,Ghosts,2,5,3,1,4,,,,,,,,,,,,,,,,,,,,,,,
1/16/20 12:14,1/16/20 12:16,IP Address,100,149,TRUE,1/16/20 12:16,R_2zYHua2OwIyfEgI,,,,,33.93719482,-84.07910156,anonymous,EN,Kindergarten,4,5,1,2,3,2138,4,5,3,2,1,Eating turkey,4,3,2,5,1,I consent to take part in this study,5,5,5,6,6,6,"Less kind, honest, nice, good today compared to ten years ago",,"Social Media.  Everyone is in heightened competition about everything now.  People also are losing their social skills and the ability to talk to people, especially people that think, look, or act different then them.",49,Female,White,English,,Very Good,Other,day,Four-year college degree,1,Somewhat conservative,1990,none
1/16/20 12:16,1/16/20 12:17,IP Address,100,76,TRUE,1/16/20 12:17,R_BJ0zjRz164dJ8KR,,,,,34.04139709,-84.50530243,anonymous,EN,Kindergarten,4,5,1,2,3,2138,1,2,5,4,3,Eating turkey,4,2,3,5,1,I consent to take part in this study,5,5,4,4,3,2,"More kind, honest, nice, good today compared to ten years ago",I think people are realizing that how you treat others matters. ,,29,Female,White,English,,Very Good,Other,day,High school diploma,0,Somewhat liberal,,
1/16/20 12:16,1/16/20 12:18,IP Address,100,136,TRUE,1/16/20 12:18,R_2dnKOFQ1TnNxHWD,,,,,42.03359985,-70.94950104,anonymous,EN,Kindergarten,5,2,3,1,4,2138,1,5,3,2,4,Eating turkey,1,2,5,3,4,I consent to take part in this study,4,5,5,5,4,3,"More kind, honest, nice, good today compared to ten years ago","Honestly, I think having 8 years of a Democratic President did. People now have healthcare, gay marriage is completely legal, etc. I think on average Democrats are more populace focused, which means they pass laws that benefit the average person, which in turns makes them happier.",,33,Male,White,English,,Very Good,Other,day,Four-year college degree,0,Very liberal,,
1/16/20 12:17,1/16/20 12:19,IP Address,100,78,TRUE,1/16/20 12:19,R_2ToNrgP1az65DJ6,,,,,40.65609741,-75.2335968,anonymous,EN,Kindergarten,3,1,2,5,4,2138,2,5,3,1,4,Eating turkey,4,3,5,2,1,I consent to take part in this study,2,2,2,2,2,4,"Less kind, honest, nice, good today compared to ten years ago",,politics and technology,35,Female,White,English,,Very Good,Other,day,Four-year college degree,0,Somewhat conservative,,
1/16/20 12:17,1/16/20 12:19,IP Address,100,136,TRUE,1/16/20 12:19,R_aXf6fQZoPX4DpU5,,,,,47.60920715,-122.3314056,anonymous,EN,Fifth Grade,2,1,3,4,5,2138,4,3,1,5,2,Pumpkins,3,5,2,1,4,,,,,,,,,,,,,,,,,,,,,,,
1/16/20 12:16,1/16/20 12:19,IP Address,100,171,TRUE,1/16/20 12:19,R_2SHUkTIdhDgyOxB,,,,,36.98579407,-79.88279724,anonymous,EN,Kindergarten,4,1,2,3,5,2138,2,1,5,4,3,Eating turkey,2,3,4,5,1,I consent to take part in this study,4,4,4,4,4,4,"Equally kind, honest, nice, good today and ten years ago",,,48,Female,White,English,,Very Good,Other,day,Associate's degree,4+,Somewhat conservative,1992,NONE
1/16/20 12:14,1/16/20 12:19,IP Address,100,306,TRUE,1/16/20 12:19,R_1IN5sUuPN09HWnU,,,,,41.84669495,-73.01779938,anonymous,EN,Kindergarten,3,4,5,1,2,2138,2,3,1,5,4,Eating turkey,1,4,2,3,5,I consent to take part in this study,2,2,2,2,2,2,"Less kind, honest, nice, good today compared to ten years ago",,"I think there's been a downward trend in kindness going back many decades. I think a major part of it is a combination of economics, population, environmental crisis, and lack of faith. With the widening gap between the rich and the poor combined with too many people on a crowded world combined with the environmental disaster we're starting to experience combined with people turning their back on anything but the material world, I think we're seeing a nihilism now creates a ""me me me"" culture that frankly scares me.",48,Female,White,English,,Very Good,Other,day,High school diploma,1,Neither liberal nor conservative,1990,
1/16/20 12:19,1/16/20 12:19,IP Address,100,22,TRUE,1/16/20 12:19,R_2VqClb1PcNGQTZs,,,,,47.60920715,-122.3314056,anonymous,EN,Third grade,4,5,2,3,1,2138,1,2,5,4,3,Ghosts,3,1,2,4,5,,,,,,,,,,,,,,,,,,,,,,,
1/16/20 12:17,1/16/20 12:19,IP Address,100,134,TRUE,1/16/20 12:19,R_1eDKtli33jCWR43,,,,,43.28739929,-71.33519745,anonymous,EN,Kindergarten,1,4,5,3,2,2138,3,5,1,2,4,Eating turkey,3,4,1,2,5,I consent to take part in this study,7 (very),7 (very),7 (very),7 (very),7 (very),7 (very),"Equally kind, honest, nice, good today and ten years ago",,,42,Male,White,English,,Very Good,Other,day,High school diploma,1,Neither liberal nor conservative,1998,
1/16/20 12:18,1/16/20 12:20,IP Address,100,134,TRUE,1/16/20 12:20,R_2q8cOeMLCNQ7Pda,,,,,39.62489319,-75.83509827,anonymous,EN,Kindergarten,3,1,2,5,4,2138,4,2,1,3,5,Eating turkey,2,4,3,1,5,I consent to take part in this study,6,5,5,4,4,4,"More kind, honest, nice, good today compared to ten years ago",Different generation of children becoming adults that have different beliefs than their parents.,,29,Male,White,English,,Very Good,Other,day,Some college,0,Somewhat liberal,,
1/16/20 12:20,1/16/20 12:20,IP Address,100,23,TRUE,1/16/20 12:20,R_1oiH0SPFMXbCYIE,,,,,47.60920715,-122.3314056,anonymous,EN,Seventh Grade,5,4,3,1,2,2138,1,4,5,3,2,Ghosts,5,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,
1/16/20 12:20,1/16/20 12:21,IP Address,100,64,TRUE,1/16/20 12:21,R_27pnJudUn06Smnv,,,,,25.93809509,-80.31459808,anonymous,EN,Kindergarten,5,2,3,4,1,2138,3,2,1,5,4,Eating turkey,5,2,3,4,1,I consent to take part in this study,5,5,5,5,5,5,"Equally kind, honest, nice, good today and ten years ago",,,23,Male,Hispanic or Latino Origin,English,,Very Good,Other,day,High school diploma,0,Somewhat liberal,,
1/16/20 12:18,1/16/20 12:21,IP Address,100,187,TRUE,1/16/20 12:21,R_25G8qUucehoeY4p,,,,,33.61830139,-80.21260071,anonymous,EN,Kindergarten,5,2,3,4,1,2138,4,2,1,5,3,Eating turkey,4,5,1,3,2,I consent to take part in this study,4,4,4,4,4,4,"Equally kind, honest, nice, good today and ten years ago",,,27,Female,Black or African-American,English,,Very Good,Other,day,Associate's degree,0,Neither liberal nor conservative,,
1/16/20 12:21,1/16/20 12:22,IP Address,100,67,TRUE,1/16/20 12:22,R_3qkgPcreOOPrsiK,,,,,32.74490356,-117.1650009,anonymous,EN,Kindergarten,4,2,5,3,1,2138,2,4,3,5,1,Eating turkey,3,4,1,5,2,I consent to take part in this study,5,5,5,5,5,5,"Equally kind, honest, nice, good today and ten years ago",,,38,Male,White,English,,Very Good,Other,day,Some college,0,Neither liberal nor conservative,,
1/16/20 12:22,1/16/20 12:22,IP Address,100,46,TRUE,1/16/20 12:22,R_2U3K5judodGfIVR,,,,,35.2368927,-80.89569855,anonymous,EN,Kindergarten,3,1,4,5,2,2138,1,4,3,5,2,Eating turkey,1,3,5,4,2,I consent to take part in this study,1 (not very),5,3,1 (not very),7 (very),4,"Less kind, honest, nice, good today compared to ten years ago",,I think its technology.,25,Male,White,English,,Very Good,Other,day,Graduate school,0,Somewhat conservative,,
1/16/20 12:17,1/16/20 12:23,IP Address,100,345,TRUE,1/16/20 12:23,R_1mwp5mSwVJiYbu0,,,,,33.11650085,-117.1846008,anonymous,EN,Kindergarten,1,2,3,5,4,2138,4,5,1,2,3,Eating turkey,3,5,1,4,2,I consent to take part in this study,5,5,5,5,5,5,"Equally kind, honest, nice, good today and ten years ago",,,42,Male,White,English,,Very Good,Other,day,Four-year college degree,0,Somewhat liberal,,"Everyone's experiences with kindness are surely biased depending on their situation. Someone who is always bullied in school or facing consistent discrimination in their workplace will have a different impression of the world at large compared to someone who is fortunate enough to not be involved in that kind of everyday struggle. I think there is always a percentage of people who are not nice, but I think that percentage represents a minority of people, and that the percentage has been pretty similar over the past decade."
1/16/20 12:21,1/16/20 12:23,IP Address,100,112,TRUE,1/16/20 12:23,R_A5sfdoMR7JNuXfj,,,,,36.06170654,-79.82389832,anonymous,EN,Kindergarten,5,3,2,4,1,2138,2,4,1,5,3,Eating turkey,2,5,4,1,3,I consent to take part in this study,4,4,4,4,4,4,"Equally kind, honest, nice, good today and ten years ago",,,37,Male,White,English,,Very Good,Other,day,Four-year college degree,0,Neither liberal nor conservative,,"no, thank you"
1/16/20 12:23,1/16/20 12:25,IP Address,100,123,TRUE,1/16/20 12:25,R_1FnA323tyYCdZ4S,,,,,38.10249329,-122.2131958,anonymous,EN,Kindergarten,2,3,4,1,5,2138,3,5,1,2,4,Eating turkey,3,2,1,4,5,I consent to take part in this study,4,4,4,5,5,6,"Less kind, honest, nice, good today compared to ten years ago",,People are just too worried about themselves now and do not care about others,45,Male,White,English,,Very Good,Other,day,High school diploma,0,Very conservative,,
1/16/20 12:22,1/16/20 12:25,IP Address,100,142,TRUE,1/16/20 12:25,R_vSsT5gT6cdPvoGZ,,,,,32.09890747,-110.7269974,anonymous,EN,Kindergarten,2,5,1,4,3,2138,5,1,3,2,4,Eating turkey,1,5,4,3,2,I consent to take part in this study,5,5,5,5,5,5,"Equally kind, honest, nice, good today and ten years ago",,,36,Male,White,English,,Very Good,Other,day,Four-year college degree,0,Very liberal,,"I'd just like to elaborate on my thoughts.  I believe that most people are inherently good, kind and honest and always have been.  I feel that the negative gets highlighted more in different times, creating a different perception of those attributes during those times."
1/16/20 12:24,1/16/20 12:25,IP Address,100,93,TRUE,1/16/20 12:25,R_3nr9Es2EaAQeODZ,,,,,36.50019836,-80.61630249,anonymous,EN,Kindergarten,3,1,5,2,4,2138,5,4,3,1,2,Eating turkey,5,3,2,4,1,I consent to take part in this study,5,5,5,5,5,5,"Equally kind, honest, nice, good today and ten years ago",,,39,Female,White,English,,Very Good,Other,day,Graduate school,4+,Very conservative,2005,
1/16/20 12:24,1/16/20 12:26,IP Address,100,98,TRUE,1/16/20 12:26,R_e52FwGTHXZfaBPP,,,,,41.35299683,-74.26270294,anonymous,EN,Kindergarten,3,1,5,2,4,2138,5,1,2,3,4,Eating turkey,2,3,5,4,1,I consent to take part in this study,4,4,4,4,4,4,"Equally kind, honest, nice, good today and ten years ago",,,38,Female,Black or African-American,English,,Very Good,Extroverted,,Some college,0,Neither liberal nor conservative,,none
1/16/20 12:25,1/16/20 12:26,IP Address,100,76,TRUE,1/16/20 12:26,R_pMn8DRGXNBWvCJr,,,,,38.70230103,-90.36440277,anonymous,EN,Kindergarten,2,4,3,5,1,2138,2,5,4,1,3,Eating turkey,4,1,5,3,2,I consent to take part in this study,1 (not very),1 (not very),1 (not very),1 (not very),1 (not very),1 (not very),"More kind, honest, nice, good today compared to ten years ago",the president,,28,Male,White,English,,Very Good,Extroverted,,High school diploma,0,Somewhat conservative,,
1/16/20 12:25,1/16/20 12:27,IP Address,100,121,TRUE,1/16/20 12:27,R_2SrCevTtL9nvg6R,,,,,39.95939636,-86.01989746,anonymous,EN,Kindergarten,3,1,2,5,4,2138,2,5,4,3,1,Eating turkey,3,1,5,4,2,I consent to take part in this study,3,3,3,3,3,4,"Less kind, honest, nice, good today compared to ten years ago",,The introduction of the internet and the propagation of social networking,27,Male,White,English,,Very Good,Other,day,High school diploma,0,Somewhat liberal,,
1/16/20 12:26,1/16/20 12:28,IP Address,100,84,TRUE,1/16/20 12:28,R_3fBtHLtVziH2IWB,,,,,40.51750183,-74.39910126,anonymous,EN,Kindergarten,4,1,3,2,5,2138,4,1,2,5,3,Eating turkey,5,1,4,3,2,I consent to take part in this study,4,4,4,4,4,4,"Equally kind, honest, nice, good today and ten years ago",,,26,Male,White,English,,Very Good,Other,day,Four-year college degree,0,Very liberal,,
1/16/20 12:24,1/16/20 12:28,IP Address,100,256,TRUE,1/16/20 12:28,R_2waWDDLXlVrmwPf,,,,,32.62049866,-90.00610352,anonymous,EN,Kindergarten,4,5,1,2,3,2138,2,5,4,1,3,Eating turkey,4,3,1,5,2,I consent to take part in this study,5,6,6,6,7 (very),7 (very),"Less kind, honest, nice, good today compared to ten years ago",,"The things going on in the world has caused a lot of people to not be honest.  These days you have to lie, cheat and steal to survive.",56,Female,Black or African-American,English,,Very Good,Other,day,Some college,3,Very liberal,1986,
1/16/20 12:26,1/16/20 12:28,IP Address,100,147,TRUE,1/16/20 12:28,R_1FbTAyW76E8lnje,,,,,39.43800354,-98.12400055,anonymous,EN,Kindergarten,5,4,3,2,1,2138,2,4,3,5,1,Eating turkey,1,5,4,3,2,I consent to take part in this study,3,4,4,4,4,4,"Equally kind, honest, nice, good today and ten years ago",,,47,Female,White,English,,Very Good,Other,day,Four-year college degree,1,Somewhat liberal,2002,
