,StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,QID41,manip_check,explain_more,explain_less,age,gender,race,check,check_4_TEXT,education,political_ideology,party,kids,oldest_kid,comments,PROLIFIC_PID,inclusion,reason,trend,trend_cat,strict,year,rating,participant
577.201,6/11/20 14:30,6/11/20 14:34,IP Address,100,282,TRUE,6/11/20 14:34,R_1IhjXDi1bomHAMm,NA,NA,NA,NA,28.49859619,-81.53530121,anonymous,EN,I consent to take part in this study,5dcae5f05b73eb7c6150d33f,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,55,Female,White,Other,sky,Associate's degree,Somewhat liberal,Lean Democrat,4+,1990,no,5dcae5f05b73eb7c6150d33f,NA,NA,0,equal,NA,2010,5,577
578.201,6/11/20 14:27,6/11/20 14:35,IP Address,100,432,TRUE,6/11/20 14:35,R_2EGKbKDBPi37dES,NA,NA,NA,NA,37.31970215,-76.76249695,anonymous,EN,I consent to take part in this study,5ec442be696044312e230721,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,i would say competition and living standard,40,Female,Black or African-American,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,1,2012,,5ec442be696044312e230721,NA,NA,-2,less,NA,2010,6,578
579.201,6/11/20 14:32,6/11/20 14:35,IP Address,100,183,TRUE,6/11/20 14:35,R_3EclTiHiHlcLpYW,NA,NA,NA,NA,33.71879578,-118.0032959,anonymous,EN,I consent to take part in this study,5c3d4b92486a390001e87dfe,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,57,Female,White,Other,sky,Some college,Somewhat conservative,Independent,2,1986,"I think that at any given time, there is a consistent balance of good and bad going on in the world, with a slight bit more of good. That's why when true horrors occur, we have to strive hard to be better to keep that slight edge.",5c3d4b92486a390001e87dfe,NA,NA,0,equal,NA,2010,5,579
580.201,6/11/20 14:32,6/11/20 14:35,IP Address,100,172,TRUE,6/11/20 14:35,R_3JE5Rw0bbVQbXLe,NA,NA,NA,NA,28.22380066,-82.45490265,anonymous,EN,I consent to take part in this study,5e99141c315d6f153f1c93c0,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"Greater awareness of world issues, how they affect you locally, and a sense of preparation for the worst case scenarios (with emphasis on self-preservation, rather than community/environmental preservation).",42,Female,Black or African-American,Other,sky,Associate's degree,Neither liberal nor conservative,Independent,1,2005,No,5e99141c315d6f153f1c93c0,NA,NA,-1,less,NA,2010,5,580
581.201,6/11/20 14:11,6/11/20 14:36,IP Address,100,1498,TRUE,6/11/20 14:36,R_2ypdEwZ2bt3WTI6,NA,NA,NA,NA,38.87780762,-77.01270294,anonymous,EN,I consent to take part in this study,59c86f966a287600011c393e,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"I regret to say that I answered the question as if you were asking about today specifically, as a prelude perhaps to making ratings of individuals featured in photographs with little other information, rather than about people in general across time - like ""What kind of person is this, and what kind of life had they had?""  So I was thinking of specific experiences, but rated lower than I would have otherwise to be more reflective of my general world view.  I attempted to reload the study to start again once I saw the second question (10 years), but that brought up the same page without restarting the study from the beginning as I had hoped.  Still, my initial response was honest, so I had no choice but to modify my subsequent responses to be more reflective of the initial rating, if also less grave.  I might not have rated people today as less than 20 years ago, or even 10 years ago, but I will say that what we are seeing now is a polarization and enmity that has brought into focus ill currents that have been running through society unresolved and largely untended for a long time through the history of this country, while the world becomes more challenged by a diversity of issues, and the issue of diversity among people as well.  People are threatened, also more impatient with the perceived lack of progress.  I hope that helps, in view of the likely distortion of the ratings I made.",51,Male,More than 1 of the above,Other,sky,Some college,Very liberal,Strongly Democrat,0,NA,As indicated earlier.,59c86f966a287600011c393e,NA,NA,-1,less,NA,2010,4,581
582.201,6/11/20 14:34,6/11/20 14:36,IP Address,100,127,TRUE,6/11/20 14:36,R_PFikapwRcaBC08x,NA,NA,NA,NA,33.47720337,-84.05539703,anonymous,EN,I consent to take part in this study,5c1afa2037dd01000114f09d,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",I believe that the freedom to express love publicly to the person you love have changed that atmosphere. ,,48,Female,Black or African-American,Other,sky,Some graduate school,Somewhat conservative,Lean Democrat,4+,1992,,5c1afa2037dd01000114f09d,NA,NA,1,more,NA,2010,5,582
583.201,6/11/20 14:31,6/11/20 14:36,IP Address,100,271,TRUE,6/11/20 14:36,R_2f3RA6x9Co1nOBc,NA,NA,NA,NA,35.29159546,-80.82009888,anonymous,EN,I consent to take part in this study,5e5e8fa0610185000bd86d8a,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,Poor parenting skills.  ,41,Female,Black or African-American,Other,Sky,High school diploma,Somewhat liberal,Lean Democrat,2,2015,,5e5e8fa0610185000bd86d8a,NA,NA,-3,less,NA,2010,5,583
584.201,6/11/20 14:29,6/11/20 14:36,IP Address,100,462,TRUE,6/11/20 14:36,R_OyhGeGHmOW3aYql,NA,NA,NA,NA,27.94700623,-82.79429626,anonymous,EN,I consent to take part in this study,5dd7fa1afce606793102da28,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"I honestly do not know, but maybe it has something to do with the advancements in technology and the disconnect that has occurred because of humans experiencing life via the Internet instead of having real life physical interactions with others. ",52,Female,White,Other,sky,Four-year college degree,Neither liberal nor conservative,Independent,0,NA,,5dd7fa1afce606793102da28,NA,NA,-1,less,NA,2010,4,584
585.201,6/11/20 14:33,6/11/20 14:37,IP Address,100,226,TRUE,6/11/20 14:37,R_uh3dvUQK68cxz2N,NA,NA,NA,NA,34.94459534,-82.2213974,anonymous,EN,I consent to take part in this study,5c93e4d8d5a2c50015b18494,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,The erosion of of the value system of right and wrong. ,61,Female,White,Other,sky,Graduate school,Very conservative,Strongly Republican,4+,1986,Thanks!,5c93e4d8d5a2c50015b18494,NA,NA,-1,less,NA,2010,5,585
586.201,6/11/20 14:35,6/11/20 14:37,IP Address,100,121,TRUE,6/11/20 14:37,R_ZyI1dV1YohJIuUp,NA,NA,NA,NA,32.37359619,-86.1832962,anonymous,EN,I consent to take part in this study,5bf322d817a7de0001cf6d50,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,69,Female,White,Other,sky,Some college,Somewhat conservative,Independent,3,1970,,5bf322d817a7de0001cf6d50,NA,NA,0,equal,NA,2010,6,586
587.201,6/11/20 14:36,6/11/20 14:37,IP Address,100,78,TRUE,6/11/20 14:37,R_VWPNIO53iU0X5df,NA,NA,NA,NA,25.92889404,-80.18270111,anonymous,EN,I consent to take part in this study,5c6f2e7632cb70000169b490,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,43,Female,Black or African-American,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,2,1999,,5c6f2e7632cb70000169b490,NA,NA,0,equal,NA,2010,5,587
588.201,6/11/20 14:36,6/11/20 14:37,IP Address,100,96,TRUE,6/11/20 14:37,R_33eSnUVJGqNOkSr,NA,NA,NA,NA,40.23890686,-77.1934967,anonymous,EN,I consent to take part in this study,5c3630c83ce2c8000111b504,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,61,Female,White,Other,sky,Graduate school,Somewhat liberal,Strongly Democrat,2,1992,,5c3630c83ce2c8000111b504,NA,NA,0,equal,NA,2010,5,588
589.201,6/11/20 14:35,6/11/20 14:38,IP Address,100,168,TRUE,6/11/20 14:38,R_2rSB1M6nLTBqvPX,NA,NA,NA,NA,36.02290344,-78.9464035,anonymous,EN,I consent to take part in this study,5680eeb5c5767f00121ccc0f,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,63,Female,White,Other,sky,Four-year college degree,Very liberal,Strongly Democrat,1,1991,,5680eeb5c5767f00121ccc0f,NA,NA,0,equal,NA,2010,4,589
590.201,6/11/20 14:35,6/11/20 14:38,IP Address,100,192,TRUE,6/11/20 14:38,R_2zTT8VCwjaT0y0u,NA,NA,NA,NA,47.68589783,-122.2994003,anonymous,EN,I consent to take part in this study,5e0d9b4b82a955507e488b14,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,Too much isolated activities involving playing around on the Internet and cell phones and not enough interaction with real people.  ,59,Female,White,Other,sky,Four-year college degree,Neither liberal nor conservative,Independent,1,1988,,5e0d9b4b82a955507e488b14,NA,NA,-1,less,NA,2010,5,590
591.201,6/11/20 14:33,6/11/20 14:38,IP Address,100,280,TRUE,6/11/20 14:38,R_28RShruyP7PynRy,NA,NA,NA,NA,30.30070496,-81.44210052,anonymous,EN,I consent to take part in this study,5cb929bfebd17d0017e7f848,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"The dynamics of our society has changed and people are more into themselves than in the past. Technology may have played a part in this change, and our government may also have had some influence. ",60,Male,White,Other,sky,Four-year college degree,Somewhat conservative,Strongly Republican,2,2007,,5cb929bfebd17d0017e7f848,NA,NA,-1,less,NA,2010,5,591
592.201,6/11/20 14:36,6/11/20 14:38,IP Address,100,157,TRUE,6/11/20 14:38,R_9GYO6Qn6GpIQ3AJ,NA,NA,NA,NA,35.11920166,-97.64009857,anonymous,EN,I consent to take part in this study,574ce0a57fd0ec000db73aa6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"Society has become more selfish as a whole. I'm not sure why. Maybe people aren't valuing manners and graciousness as much as they used to, and parents aren't teaching these values to their children as often.",69,Female,White,Other,sky,High school diploma,Somewhat liberal,Independent,1,1986,,574ce0a57fd0ec000db73aa6,NA,NA,-1,less,NA,2010,5,592
593.201,6/11/20 14:36,6/11/20 14:39,IP Address,100,128,TRUE,6/11/20 14:39,R_1gbYTR68t7A8gQZ,NA,NA,NA,NA,33.74850464,-84.38710022,anonymous,EN,I consent to take part in this study,5c6a5469a3b8830001beec7f,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,45,Female,Black or African-American,Other,Sky,Some college,Neither liberal nor conservative,Strongly Democrat,1,2002,,5c6a5469a3b8830001beec7f,NA,NA,0,equal,NA,2010,4,593
594.201,6/11/20 14:33,6/11/20 14:39,IP Address,100,333,TRUE,6/11/20 14:39,R_2tyz1XwBv6Y85sK,NA,NA,NA,NA,38.63749695,-90.37779999,anonymous,EN,I consent to take part in this study,5dd72d2883e3096d755c0f14,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"Good question without a simple answer. As the world becomes more advanced and people feel more and more pressured to keep up at work, with kids, with material possessions, et cetera, they become more stressed and competitive and lose sight of what's really important in life. The increasing complexity of the world and increasing demands on people's time has made it more of a world where everyone is out for themselves, doesn't have enough time to look after each other, or enough time to meditate and remember we're all one and should treat one another as an extension of ourselves. ",54,Female,White,Other,sky,Graduate school,Very liberal,Independent,4+,2004,,5dd72d2883e3096d755c0f14,NA,NA,-1,less,NA,2010,5,594
595.201,6/11/20 14:37,6/11/20 14:39,IP Address,100,118,TRUE,6/11/20 14:39,R_3KI0Ag5dSqfcmCS,NA,NA,NA,NA,38.44810486,-91.01930237,anonymous,EN,I consent to take part in this study,5e2a9d6542cd9c0ebb414341,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,67,Male,White,Other,sky,Associate's degree,Somewhat liberal,Strongly Democrat,0,NA,thank you,5e2a9d6542cd9c0ebb414341,NA,NA,0,equal,NA,2010,6,595
596.201,6/11/20 14:30,6/11/20 14:40,IP Address,100,577,TRUE,6/11/20 14:40,R_1ocMf3BKVeVDAic,NA,NA,NA,NA,30.20950317,-97.79720306,anonymous,EN,I consent to take part in this study,5df3f2c558a5c72d724a22ef,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"People are more self absorbed today. less connected to community and family. They do dirt all week, go to church on Sunday and think they are absolved. ",62,Female,White,Other,sky,Some college,Somewhat liberal,Strongly Democrat,2,1979,none,5df3f2c558a5c72d724a22ef,NA,NA,-1,less,NA,2010,5,596
597.201,6/11/20 14:38,6/11/20 14:40,IP Address,100,123,TRUE,6/11/20 14:40,R_1Kf2Tmp1HtUytaG,NA,NA,NA,NA,42.2808075,-122.9047012,anonymous,EN,I consent to take part in this study,5ed0374144f96d0fbfeeeb0b,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",The world is opening their eyes to injustices. We are taking a stand and forcing people to be honest and good.,,31,Female,Hispanic or Latino Origin,Other,sky,Graduate school,Somewhat liberal,Lean Democrat,3,2015,,5ed0374144f96d0fbfeeeb0b,NA,NA,1,more,NA,2010,2,597
598.201,6/11/20 14:38,6/11/20 14:40,IP Address,100,95,TRUE,6/11/20 14:40,R_e96NAuIZNU7YjMR,NA,NA,NA,NA,36.04989624,-83.92279816,anonymous,EN,I consent to take part in this study,5ddab4c559b1b0a089f10680,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,63,Female,White,Other,sky,Four-year college degree,Somewhat liberal,Strongly Democrat,1,1998,Thanks for the opportunity to participate!,5ddab4c559b1b0a089f10680,NA,NA,0,equal,NA,2010,3,598
599.201,6/11/20 14:38,6/11/20 14:40,IP Address,100,173,TRUE,6/11/20 14:40,R_3hxQ2ChFuh9ODip,NA,NA,NA,NA,47.67219543,-122.1257019,anonymous,EN,I consent to take part in this study,5dd3bfcd8b8df139ce007928,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,52,Male,White,Other,sky,Some college,Somewhat liberal,Strongly Democrat,0,NA,,5dd3bfcd8b8df139ce007928,NA,NA,0,equal,NA,2010,4,599
600.201,6/11/20 14:33,6/11/20 14:41,IP Address,100,425,TRUE,6/11/20 14:41,R_C183ZxgxKQ0h3ih,NA,NA,NA,NA,38.87030029,-119.611496,anonymous,EN,I consent to take part in this study,5dcf6d762e4a050ac2cba07d,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,Social Media abuse has created a toxic environment on the internet. Radical opinion media has created a divide between differing political viewpoints. Lies and conspiracies posted to social media have brought progressive thinking to a standstill.,51,Male,White,Other,sky,Some college,Neither liberal nor conservative,Lean Democrat,0,NA,,5dcf6d762e4a050ac2cba07d,NA,NA,-1,less,NA,2010,5,600
601.201,6/11/20 14:38,6/11/20 14:41,IP Address,100,165,TRUE,6/11/20 14:41,R_3oXwpMiWs79F7JI,NA,NA,NA,NA,33.43119812,-112.3466034,anonymous,EN,I consent to take part in this study,5cae289c2cbd06001327c0a3,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,61,Female,White,Other,sky,Some college,Somewhat liberal,Strongly Democrat,3,1978,none,5cae289c2cbd06001327c0a3,NA,NA,0,equal,NA,2010,1,601
602.201,6/11/20 14:37,6/11/20 14:41,IP Address,100,267,TRUE,6/11/20 14:41,R_1odkOprNdNpRkNq,NA,NA,NA,NA,26.74569702,-80.07219696,anonymous,EN,I consent to take part in this study,5edd201e988386a087f6d16b,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"i think the disappearing middle class has put more people than ever into the mindset of ""get mine by any means"". this doesnt leave much room for nice behavior between people sharing the same social space.",41,Male,Black or African-American,Other,sky,Some college,Neither liberal nor conservative,Independent,0,NA,,5edd201e988386a087f6d16b,NA,NA,-2,less,NA,2010,3,602
603.201,6/11/20 14:36,6/11/20 14:41,IP Address,100,326,TRUE,6/11/20 14:41,R_0oDfquRW2XXrFV7,NA,NA,NA,NA,40.17500305,-76.18170166,anonymous,EN,I consent to take part in this study,5a21b2e1e473b80001baaa09,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,66,Male,White,Other,sky,Some college,Somewhat conservative,Strongly Republican,1,1986,,5a21b2e1e473b80001baaa09,NA,NA,0,equal,NA,2010,6,603
604.201,6/11/20 14:38,6/11/20 14:42,IP Address,100,221,TRUE,6/11/20 14:42,R_1qaCfZjxaPqQOkJ,NA,NA,NA,NA,37.89219666,-122.2729034,anonymous,EN,I consent to take part in this study,5ea7b7db3021ac19f4c60770,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago","Global economy has raised many people a bit higher from absolute poverty which I believe is one of the main drivers for making people less kind, less honest, less nice, and less good. ",,56,Male,White,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,2,2004,None. Thank you.,5ea7b7db3021ac19f4c60770,NA,NA,1,more,NA,2010,6,604
605.201,6/11/20 14:35,6/11/20 14:42,IP Address,100,394,TRUE,6/11/20 14:42,R_s56q5vGSW9FW6Kl,NA,NA,NA,NA,30.01060486,-95.44979858,anonymous,EN,I consent to take part in this study,5eb58b51d4803643216b3d90,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,People do not follow the guide line against covid 19. Not kind to the whole US.,60,Female,Asian,Other,sky,Four-year college degree,Neither liberal nor conservative,Independent,1,1988,,5eb58b51d4803643216b3d90,NA,NA,-2,less,NA,2010,6,605
606.201,6/11/20 14:41,6/11/20 14:42,IP Address,100,91,TRUE,6/11/20 14:42,R_3Jm8dg04iuetWod,NA,NA,NA,NA,39.85400391,-75.70439911,anonymous,EN,I consent to take part in this study,5cb9c7174ab38b001777ab73,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,62,Female,White,Other,sky,Four-year college degree,Very conservative,Strongly Republican,3,1985,,5cb9c7174ab38b001777ab73,NA,NA,0,equal,NA,2010,5,606
607.201,6/11/20 14:40,6/11/20 14:43,IP Address,100,165,TRUE,6/11/20 14:43,R_XNy5HDJC7XyUUIF,NA,NA,NA,NA,43.06100464,-75.38739777,anonymous,EN,I consent to take part in this study,5da0a1d4306a2f001961d205,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"I feel society as a whole is less trusting and that politics in general have not been helpful in promoting a society that's kind, honest and nice to other human beings.",60,Female,White,Other,sky,Some graduate school,Very liberal,Strongly Democrat,4+,1985,No comments!,5da0a1d4306a2f001961d205,NA,NA,-1,less,NA,2010,6,607
608.201,6/11/20 14:41,6/11/20 14:43,IP Address,100,153,TRUE,6/11/20 14:43,R_2Evr4qPHi281CCL,NA,NA,NA,NA,40.53660583,-85.65789795,anonymous,EN,I consent to take part in this study,5be7a0007514d00001087731,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,49,Male,Asian,Other,sky,Graduate school,Somewhat conservative,Independent,3,2004,,5be7a0007514d00001087731,NA,NA,0,equal,NA,2010,5,608
609.201,6/11/20 14:42,6/11/20 14:43,IP Address,100,82,TRUE,6/11/20 14:43,R_1FxI5yHcze5UpkR,NA,NA,NA,NA,39.21240234,-76.87760162,anonymous,EN,I consent to take part in this study,5d1ccc7c7e747d0016183e65,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,44,Male,Black or African-American,Other,Sky,Graduate school,Somewhat liberal,Lean Democrat,2,2010,,5d1ccc7c7e747d0016183e65,NA,NA,0,equal,NA,2010,3,609
610.201,6/11/20 14:41,6/11/20 14:44,IP Address,100,165,TRUE,6/11/20 14:44,R_ekxwppRhAd1hwTT,NA,NA,NA,NA,40.2749939,-76.80390167,anonymous,EN,I consent to take part in this study,5cfba46d9e7cb600188fac5a,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,I think we became more selfish and self centered. We are less likely to look out for or think about the other guy in today's society.,59,Female,White,Other,sky,Four-year college degree,Somewhat liberal,Strongly Democrat,1,1992,,5cfba46d9e7cb600188fac5a,NA,NA,-1,less,NA,2010,5,610
611.201,6/11/20 14:43,6/11/20 14:44,IP Address,100,81,TRUE,6/11/20 14:44,R_3DoqxXfK5GLJymp,NA,NA,NA,NA,34.78199768,-86.60849762,anonymous,EN,I consent to take part in this study,5d0e711c91721f001a919f11,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,59,Female,White,Other,sky,Graduate school,Somewhat liberal,Strongly Democrat,0,NA,,5d0e711c91721f001a919f11,NA,NA,0,equal,NA,2010,4,611
612.201,6/11/20 14:39,6/11/20 14:45,IP Address,100,306,TRUE,6/11/20 14:45,R_2Wu0kpvEIthj1vf,NA,NA,NA,NA,40.7960968,-73.95130157,anonymous,EN,I consent to take part in this study,5e837e917441520b9c662931,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"Racism and discrimination which has always existed, but 20 years ago it wasn't as open as it is today. I guess people ere pretending to be nice to each other.",40,Female,Hispanic or Latino Origin,Other,sky,High school diploma,Somewhat liberal,Lean Democrat,0,NA,no comments,5e837e917441520b9c662931,NA,NA,-2,less,NA,2010,5,612
613.201,6/11/20 14:44,6/11/20 14:45,IP Address,100,85,TRUE,6/11/20 14:45,R_O6CVbX9xkTgEwDv,NA,NA,NA,NA,34.63130188,-92.47270203,anonymous,EN,I consent to take part in this study,5be2e7e491deed00015adcb0,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,56,Male,White,Other,sky,Four-year college degree,Somewhat conservative,Lean Republican,0,NA,,5be2e7e491deed00015adcb0,NA,NA,0,equal,NA,2010,4,613
614.201,6/11/20 14:43,6/11/20 14:46,IP Address,100,188,TRUE,6/11/20 14:46,R_3nT6Ln5PPUFozQM,NA,NA,NA,NA,35.62060547,-80.4029007,anonymous,EN,I consent to take part in this study,5e16200e9195c6c0ec0b0e92,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,62,Female,White,Other,sky,Some college,Somewhat liberal,Independent,0,NA,,5e16200e9195c6c0ec0b0e92,NA,NA,0,equal,NA,2010,4,614
615.201,6/11/20 14:38,6/11/20 14:46,IP Address,100,504,TRUE,6/11/20 14:46,R_1eCPWj4hcEhtxgL,NA,NA,NA,NA,44.98980713,-122.9300003,anonymous,EN,I consent to take part in this study,5c52c825ea00280001fce29d,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,I think it is a combination of reasons; we have so much technology that people today don't relate to each other as much as twenty years ago.  I also think they younger generation hasn't been taught how to treat people.  They are not respect for their elders or even their neighbors.  The world seems to revolve all around them.  ,67,Female,White,Other,sky,High school diploma,Somewhat conservative,Lean Democrat,0,NA,excellent questions,5c52c825ea00280001fce29d,NA,NA,-1,less,NA,2010,5,615
616.201,6/11/20 14:41,6/11/20 14:46,IP Address,100,310,TRUE,6/11/20 14:46,R_SNUfaAJGSllP0bL,NA,NA,NA,NA,39.5196991,-105.3169022,anonymous,EN,I consent to take part in this study,5de5dba9ff87c15699804260,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,63,Male,White,Other,sky,Some college,Somewhat liberal,Strongly Democrat,0,NA,"The opening questions were too broad to answer accurately, but in general I feel people are good and decent.  I believe the ones that aren't are getting more coverage in the news because the news is always looking for conflict to report.  But that doesn't reflect the general society.",5de5dba9ff87c15699804260,NA,NA,0,equal,NA,2010,6,616
617.201,6/11/20 14:45,6/11/20 14:47,IP Address,100,82,TRUE,6/11/20 14:47,R_28O5xluJi6GQSQE,NA,NA,NA,NA,47.58340454,-122.2978973,anonymous,EN,I consent to take part in this study,5c9aecaa9647010018597d03,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,71,Female,White,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,0,NA,,5c9aecaa9647010018597d03,NA,NA,0,equal,NA,2010,5,617
618.201,6/11/20 14:44,6/11/20 14:47,IP Address,100,154,TRUE,6/11/20 14:47,R_2s5vjKYdV3JaZDL,NA,NA,NA,NA,42.25190735,-83.14890289,anonymous,EN,I consent to take part in this study,55f5946a32af74001017047b,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,59,Male,White,Other,sky,Some graduate school,Very liberal,Lean Democrat,3,1991,,55f5946a32af74001017047b,NA,NA,0,equal,NA,2010,4,618
619.201,6/11/20 14:46,6/11/20 14:48,IP Address,100,146,TRUE,6/11/20 14:48,R_1kHb498u67OJ5lJ,NA,NA,NA,NA,26.21339417,-80.22389984,anonymous,EN,I consent to take part in this study,5c8eb16ed169ac0001c27629,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,tRump in a nutshell. ,67,Female,White,Other,sky,Some college,Neither liberal nor conservative,Independent,2,1982,,5c8eb16ed169ac0001c27629,NA,NA,-2,less,NA,2010,5,619
620.201,6/11/20 14:43,6/11/20 14:48,IP Address,100,320,TRUE,6/11/20 14:48,R_2fJ9Kdo64ZHe0im,NA,NA,NA,NA,29.62879944,-95.43689728,anonymous,EN,I consent to take part in this study,5ebe015ae70ab70008895dbd,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"selfishness, ",57,Male,Black or African-American,Other,"""sky""",Some college,Neither liberal nor conservative,Independent,3,1996,,5ebe015ae70ab70008895dbd,NA,NA,-1,less,NA,2010,6,620
621.201,6/11/20 14:45,6/11/20 14:49,IP Address,100,220,TRUE,6/11/20 14:49,R_2QikgH1OjWUSsif,NA,NA,NA,NA,45.46099854,-122.7052002,anonymous,EN,I consent to take part in this study,5eb087ed7f6d1e1232690d6a,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago","Several series of national and global instances of cruelty, disease and violence.  Overall, I think it's causing people to re-think how they treat others",,59,Female,White,Other,sky,Graduate school,Somewhat liberal,Independent,0,NA,,5eb087ed7f6d1e1232690d6a,NA,NA,1,more,NA,2010,5,621
622.201,6/11/20 14:45,6/11/20 14:49,IP Address,100,227,TRUE,6/11/20 14:49,R_2R9z1AyUhqhZoYY,NA,NA,NA,NA,32.71850586,-97.14320374,anonymous,EN,I consent to take part in this study,5d4c7ac3e8ec490018b0050d,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"Over the years there has been so much division between people, much more so than in the past. Today you can agree with someone 99% and still be attacked for not agreeing 100%. I think people have also become more and more impatient. Perhaps we're just too used to instant responses due to the internet and have forgotten how to wait. ",61,Female,Other,Other,sky,Some college,Very liberal,Strongly Democrat,3,1974,,5d4c7ac3e8ec490018b0050d,NA,NA,-1,less,NA,2010,4,622
623.201,6/11/20 14:42,6/11/20 14:50,IP Address,100,486,TRUE,6/11/20 14:50,R_3lGH1tdaNoyzxNC,NA,NA,NA,NA,28.52740479,-81.60119629,anonymous,EN,I consent to take part in this study,5e89fdffad009e010e958ee7,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"The educational system has ingrained in ""kids"" the idea that them being offended is somehow so important that they first identify things to be offended about, and then go around mouthing off to people how offended they are.  ",67,Male,White,Other,sky,Four-year college degree,Somewhat conservative,Lean Republican,2,1993,,5e89fdffad009e010e958ee7,NA,NA,-1,less,NA,2010,6,623
624.201,6/11/20 14:48,6/11/20 14:50,IP Address,100,123,TRUE,6/11/20 14:50,R_dhS6ZdRUon3ioGB,NA,NA,NA,NA,28.45379639,-81.4673996,anonymous,EN,I consent to take part in this study,5c365b5e8821900001b3876c,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,59,Female,White,Other,sky,Four-year college degree,Somewhat liberal,Strongly Democrat,2,1985,please stay safe and help save the planet. https://www.youtube.com/watch?v=ZlLAsoyDp6o,5c365b5e8821900001b3876c,NA,NA,0,equal,NA,2010,4,624
625.201,6/11/20 14:37,6/11/20 14:50,IP Address,100,775,TRUE,6/11/20 14:50,R_XAt1o8ywtGMGj61,NA,NA,NA,NA,40.80900574,-79.51889801,anonymous,EN,I consent to take part in this study,5e3625061662ea5dcd6d83fd,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"To be honest I think it is because of the surge of atheism that we're having at this time. The belief in the existence of God or a god tends to make people less likely to do what is wrong in order to avoid ""divine retribution"". Many people today consider themselves ""gods"" who make their own rules and can do  whatever they want.",69,Female,White,Other,sky,Associate's degree,Neither liberal nor conservative,Lean Republican,0,NA,,5e3625061662ea5dcd6d83fd,NA,NA,-1,less,NA,2010,3,625
