,StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,age_1,footwear,footwear_DO_1,footwear_DO_2,footwear_DO_3,footwear_DO_4,footwear_DO_5,rsvp,rsvp_DO_1,rsvp_DO_2,rsvp_DO_3,rsvp_DO_4,rsvp_DO_5,elevator,elevator_DO_1,elevator_DO_2,elevator_DO_3,elevator_DO_4,elevator_DO_5,consent,X2015,X2010,X2005,X2000,X1995,X1990,X1985,X1980,X1975,X2000_born,X1995_born,X1990_born,X1985_born,X1980_born,X1975_born,X1970_born,X1965_born,X1960_born,X1955_.born,check_20,check_25,check_30,check_35,check_40,check_45,check_50,check_55,check_60,check_65,old_today,young_today,old_past,explain_more_20,explain_more_25,explain_more_30,explain_more_35,explain_more_40,explain_more_45,explain_more_50,explain_more_55,explain_more_60,explain_more_65,explain_less_20,explain_less_25,explain_less_30,explain_less_35,explain_less_40,explain_less_45,explain_less_50,explain_less_55,explain_less_60,explain_less_65,age,gender,race,income,check,check_4_TEXT,education,kids,political_ideology,oldest_kid,comments,inclusion,reason,diff,diff_born,diff_20,diff_cat,cat,cat2,born_minus_twenty,twenty_minus_today,born_minus_today,time,rating,participant
87.twenty,1/29/20 10:26,1/29/20 10:29,IP Address,100,212,TRUE,1/29/20 10:29,R_1dgjC05CEqjwLNF,NA,NA,NA,NA,38.57739258,-90.67089844,anonymous,EN,50-54,Bell bottoms,4,1,2,3,5,A wedding invitation,2,1,3,4,5,An elevator,1,2,5,3,4,I consent to take part in this study,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 50 years ago",,,,6,4,4,,,,,,,,,,,,,,,,,"Other people, their financial situation.",,,,52,Male,Black or African-American,"$35,000 - $55,000",Other,apple,Some college,0,Neither liberal nor conservative,NA,,NA,NA,-1,-1,-2,less,"People are LESS kind, honest, nice, and good today compared to about 50 years ago",less,-1,2,1,twenty,6,87
88.twenty,1/29/20 10:28,1/29/20 10:29,IP Address,100,85,TRUE,1/29/20 10:29,R_2Y3t1QVTy8ICHea,NA,NA,NA,NA,41.76890564,-71.47579956,anonymous,EN,40-44,Bell bottoms,4,1,2,3,5,A wedding invitation,5,3,2,1,4,An elevator,2,4,3,1,5,I consent to take part in this study,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,,,,,"People are equally kind, honest, nice, and good today compared to about 40 years ago",,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,41,Male,White,"$15,000 - $35,000",Other,apple,Four-year college degree,0,Neither liberal nor conservative,NA,,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 40 years ago",equal,0,0,0,twenty,5,88
89.twenty,1/29/20 10:26,1/29/20 10:29,IP Address,100,185,TRUE,1/29/20 10:29,R_1r9A2vFJxzlBr1l,NA,NA,NA,NA,37.82499695,-87.56549835,anonymous,EN,35-39,Bell bottoms,2,1,3,5,4,A wedding invitation,1,4,2,5,3,An elevator,1,5,4,2,3,I consent to take part in this study,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,,,,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",,,,,,,4,2,3,,,,,,,,,,,,,,People just learn that being an asshole doesn't get you ahead in life as they age.,,,,,,,38,Male,White,"$55,000 - $75,000",Other,apple,Some college,1,Somewhat conservative,2010,,NA,NA,-1,-1,0,less,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",less,1,0,1,twenty,3,89
90.twenty,1/29/20 10:27,1/29/20 10:29,IP Address,100,113,TRUE,1/29/20 10:29,R_2qdsjJJf6jv60yn,NA,NA,NA,NA,40.78010559,-73.2457962,anonymous,EN,40-44,Bell bottoms,5,3,1,4,2,A wedding invitation,1,3,2,4,5,An elevator,5,4,1,2,3,I consent to take part in this study,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,,,,,"People are equally kind, honest, nice, and good today compared to about 40 years ago",,,,,,5,6,6,,,,,,,,,,,,,,,,,,,,,42,Male,White,"$55,000 - $75,000",Other,apple,Some college,1,Neither liberal nor conservative,2008,No comments.,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 40 years ago",equal,0,0,0,twenty,5,90
91.twenty,1/29/20 10:26,1/29/20 10:29,IP Address,100,188,TRUE,1/29/20 10:29,R_u24yfqv3U2nvVrX,NA,NA,NA,NA,40.67399597,-73.9701004,anonymous,EN,50-54,Bell bottoms,5,3,2,4,1,A wedding invitation,5,1,3,2,4,An elevator,3,2,5,4,1,I consent to take part in this study,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,,,,,,,"People are MORE kind, honest, nice, and good today compared to about 50 years ago",,,,5,6,5,,,,,,,There is less overall discrimination in society and people are more exposed to different types of people than 50 years ago. This leads to a greater acceptance of each other and less fear and anger at those different from oneself.,,,,,,,,,,,,,,54,Male,White,"$95,000 - $150,000",Other,apple,Four-year college degree,0,Very liberal,NA,,NA,NA,1,1,0,more,"People are MORE kind, honest, nice, and good today compared to about 50 years ago",more,-1,0,-1,twenty,5,91
92.twenty,1/29/20 10:26,1/29/20 10:29,IP Address,100,224,TRUE,1/29/20 10:29,R_Zqo3FsEO1He4gz7,NA,NA,NA,NA,29.48730469,-98.45320129,anonymous,EN,30-34,Bell bottoms,3,5,2,4,1,A wedding invitation,2,5,4,1,3,An elevator,1,4,5,3,2,I consent to take part in this study,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,,,"People are equally kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,5,6,5,,,,,,,,,,,,,,,,,,,,,31,Male,White,"$55,000 - $75,000",Other,apple,Associate's degree,0,Very liberal,NA,,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 30 years ago",equal,0,0,0,twenty,5,92
93.twenty,1/29/20 10:27,1/29/20 10:29,IP Address,100,161,TRUE,1/29/20 10:29,R_3Je2pK3jX4A3aIA,NA,NA,NA,NA,37.2696991,-81.22119904,anonymous,EN,35-39,Bell bottoms,3,1,5,4,2,A wedding invitation,4,2,1,5,3,An elevator,3,2,1,5,4,I consent to take part in this study,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,,,"People are equally kind, honest, nice, and good today compared to about 35 years ago",,,,,,,2,3,3,,,,,,,,,,,,,,,,,,,,,38,Female,White,"$15,000 - $35,000",Other,apple,Associate's degree,2,Somewhat liberal,2002,,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 35 years ago",equal,0,0,0,twenty,2,93
94.twenty,1/29/20 10:26,1/29/20 10:29,IP Address,100,193,TRUE,1/29/20 10:29,R_1cY492vbT1H73jy,NA,NA,NA,NA,40.4855957,-74.62650299,anonymous,EN,35-39,Bell bottoms,1,2,4,3,5,A wedding invitation,3,2,5,4,1,An elevator,1,5,2,3,4,I consent to take part in this study,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,,,,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",,,,,,,5,4,6,,,,,,,,,,,,,,"spread of hatred and intolerance for others. WE have a much larger population so whatever people thought they were ""tolerating"" 35 years ago, they are now trying to tolerate at a much bigger level.",,,,,,,39,Female,Asian,"$95,000 - $150,000",Other,apple,Four-year college degree,1,Somewhat liberal,2015,,NA,NA,-3,-3,-1,less,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",less,2,1,3,twenty,3,94
95.twenty,1/29/20 10:27,1/29/20 10:29,IP Address,100,154,TRUE,1/29/20 10:29,R_d4flYz6Y3VC5H3z,NA,NA,NA,NA,41.15190125,-73.50710297,anonymous,EN,25-29,Bell bottoms,1,5,2,3,4,A wedding invitation,5,2,1,3,4,An elevator,5,3,1,2,4,I consent to take part in this study,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,,"People are LESS kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,5,7,2,,,,,,,,,,,,Honestly I think it has a lot to do with political polarization. The country is very split in their views and they have been since the Obama years. And becuase of that I feel that people are more gaurded and defensive. ,,,,,,,,,29,Female,White,"$55,000 - $75,000",Other,apple,Four-year college degree,0,Somewhat liberal,NA,none,NA,NA,-3,-3,-2,less,"People are LESS kind, honest, nice, and good today compared to about 25 years ago",less,1,2,3,twenty,5,95
96.twenty,1/29/20 10:26,1/29/20 10:29,IP Address,100,212,TRUE,1/29/20 10:29,R_2PBBZqgBjSoCs5A,NA,NA,NA,NA,40.02229309,-79.07160187,anonymous,EN,35-39,Bell bottoms,4,2,5,3,1,A wedding invitation,5,3,4,2,1,An elevator,4,5,2,1,3,I consent to take part in this study,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,,,,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",,,,,,,4,3,5,,,,,,,,,,,,,,People were happier with a lot less many years ago.  People also had more physical and emotional contact unlike now most contact is done through technology.,,,,,,,36,Male,White,"$15,000 - $35,000",Other,apple,Some college,3,Neither liberal nor conservative,2004,,NA,NA,-1,-1,-1,less,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",less,0,1,1,twenty,5,96
97.twenty,1/29/20 10:26,1/29/20 10:29,IP Address,100,220,TRUE,1/29/20 10:29,R_2Sps3Jjvev3Gr1O,NA,NA,NA,NA,29.77380371,-95.40599823,anonymous,EN,50-54,Bell bottoms,5,1,3,2,4,A wedding invitation,2,1,4,3,5,An elevator,1,4,2,5,3,I consent to take part in this study,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 50 years ago",,,,2,1,4,,,,,,,,,,,,,,,,,"Today, people feel like self-expression is the most important thing they have to build themselves up. Previously, there was more teamwork and comradarie in communities. There were citizenship classes and a common enemy.",,,,52,Female,White,"$35,000 - $55,000",Other,apple,Associate's degree,1,Somewhat conservative,1998,,NA,NA,-2,-2,-1,less,"People are LESS kind, honest, nice, and good today compared to about 50 years ago",less,1,1,2,twenty,2,97
98.twenty,1/29/20 10:26,1/29/20 10:29,IP Address,100,224,TRUE,1/29/20 10:29,R_1fZd1QIpWjWkkbN,NA,NA,NA,NA,43.53759766,-96.68180084,anonymous,EN,40-44,Bell bottoms,1,3,2,4,5,A wedding invitation,1,5,4,2,3,An elevator,3,4,2,5,1,I consent to take part in this study,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,,,,,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",,,,,,5,5,6,,,,,,,,,,,,,,,People were more open and honest with their feelings a long time ago.,,,,,,43,Female,White,"$15,000 - $35,000",Other,apple,Some college,3,Somewhat liberal,1990,none,NA,NA,-2,-2,-2,less,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",less,0,2,2,twenty,6,98
99.twenty,1/29/20 10:26,1/29/20 10:29,IP Address,100,195,TRUE,1/29/20 10:29,R_1KfF8uHp3BRj7bO,NA,NA,NA,NA,41.44549561,-81.03730011,anonymous,EN,45-49,Bell bottoms,1,2,5,3,4,A wedding invitation,3,4,5,1,2,An elevator,5,2,3,4,1,I consent to take part in this study,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,,,,,,"People are LESS kind, honest, nice, and good today compared to about 45 years ago",,,,,4,4,5,,,,,,,,,,,,,,,,I think people hide behind social media and internet platforms to express unkind opinions because it is easier for them to do so without repercussions. ,,,,,48,Female,White,"$95,000 - $150,000",Other,apple,Graduate school,0,Very liberal,NA,,NA,NA,-1,-1,-1,less,"People are LESS kind, honest, nice, and good today compared to about 45 years ago",less,0,1,1,twenty,5,99
100.twenty,1/29/20 10:26,1/29/20 10:29,IP Address,100,192,TRUE,1/29/20 10:29,R_2YEUjUPCkYIxh8d,NA,NA,NA,NA,26.45500183,-80.10759735,anonymous,EN,25-29,Bell bottoms,3,2,1,4,5,A wedding invitation,5,4,2,3,1,An elevator,1,5,2,4,3,I consent to take part in this study,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,,"People are MORE kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,5,6,4,,People have to be or they will be judged more harshly.,,,,,,,,,,,,,,,,,,,28,Male,Black or African-American,"$15,000 - $35,000",Other,apple,Some college,0,Neither liberal nor conservative,NA,,NA,NA,3,3,2,more,"People are MORE kind, honest, nice, and good today compared to about 25 years ago",more,-1,-2,-3,twenty,5,100
101.twenty,1/29/20 10:28,1/29/20 10:29,IP Address,100,72,TRUE,1/29/20 10:29,R_5i1FjMkyNyX6Fdn,NA,NA,NA,NA,39.61509705,-76.06330109,anonymous,EN,25-29,Bell bottoms,1,2,4,3,5,A wedding invitation,3,5,4,2,1,An elevator,2,1,3,4,5,I consent to take part in this study,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,,"People are equally kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,6,5,5,,,,,,,,,,,,,,,,,,,,,26,Female,Black or African-American,"$55,000 - $75,000",Other,apple,Four-year college degree,0,Very conservative,NA,,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 25 years ago",equal,0,0,0,twenty,5,101
102.twenty,1/29/20 10:26,1/29/20 10:29,IP Address,100,216,TRUE,1/29/20 10:29,R_24eDlTKw8ec7vPt,NA,NA,NA,NA,27.90319824,-82.29109955,anonymous,EN,35-39,Bell bottoms,1,3,4,5,2,A wedding invitation,2,5,3,1,4,An elevator,3,4,5,2,1,I consent to take part in this study,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,,,,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",,,,,,,4,3,4,,,,,,,,,,,,,,People are more stressed out and they have less relationship with other. They are lacking social skills because of the technology. ,,,,,,,39,Female,Asian,"$95,000 - $150,000",Other,apple,Four-year college degree,2,Neither liberal nor conservative,2007,Thanks,NA,NA,-2,-2,-1,less,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",less,1,1,2,twenty,5,102
103.twenty,1/29/20 10:28,1/29/20 10:30,IP Address,100,77,TRUE,1/29/20 10:30,R_1dEyo9mZLdWdcN6,NA,NA,NA,NA,28.24749756,-82.49430084,anonymous,EN,25-29,Bell bottoms,3,4,1,2,5,A wedding invitation,2,1,3,5,4,An elevator,3,1,4,5,2,I consent to take part in this study,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,,"People are equally kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,4,5,5,,,,,,,,,,,,,,,,,,,,,29,Male,White,"less than $15,000",Other,apple,Four-year college degree,0,Very liberal,NA,,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 25 years ago",equal,0,0,0,twenty,4,103
104.twenty,1/29/20 10:25,1/29/20 10:30,IP Address,100,248,TRUE,1/29/20 10:30,R_1FbprImzB4M8lYg,NA,NA,NA,NA,34.78460693,-82.69419861,anonymous,EN,25-29,Bell bottoms,2,1,3,5,4,A wedding invitation,4,3,5,2,1,An elevator,1,4,5,3,2,I consent to take part in this study,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,,"People are MORE kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,4,2,3,,"I think that acceptance and growing up in an era where there is more access to information has helped. 25 years ago, certain things were not as accepted. Growing up in the information age has helped significantly with people being more accepting of other's differences. ",,,,,,,,,,,,,,,,,,,29,Female,White,"$95,000 - $150,000",Other,apple,Graduate school,0,Somewhat liberal,NA,None. ,NA,NA,1,1,2,more,"People are MORE kind, honest, nice, and good today compared to about 25 years ago",more,1,-2,-1,twenty,3,104
105.twenty,1/29/20 10:27,1/29/20 10:30,IP Address,100,168,TRUE,1/29/20 10:30,R_ToPxmo4G0XQam1X,NA,NA,NA,NA,32.75190735,-97.68579865,anonymous,EN,35-39,Bell bottoms,1,5,4,2,3,A wedding invitation,4,1,3,5,2,An elevator,2,3,4,1,5,I consent to take part in this study,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,,,,"People are MORE kind, honest, nice, and good today compared to about 35 years ago",,,,,,,5,4,5,,,,I think just being raised in a more understanding generation is the cause.,,,,,,,,,,,,,,,,,37,Male,White,"$55,000 - $75,000",Other,apple,Associate's degree,0,Somewhat conservative,NA,n/a,NA,NA,1,1,1,more,"People are MORE kind, honest, nice, and good today compared to about 35 years ago",more,0,-1,-1,twenty,4,105
106.twenty,1/29/20 10:26,1/29/20 10:30,IP Address,100,204,TRUE,1/29/20 10:30,R_3kpTaRsDUb2j20Y,NA,NA,NA,NA,33.86169434,-84.53959656,anonymous,EN,45-49,Bell bottoms,5,3,1,4,2,A wedding invitation,5,1,4,3,2,An elevator,2,5,4,1,3,I consent to take part in this study,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,,,,,,"People are MORE kind, honest, nice, and good today compared to about 45 years ago",,,,,3,4,3,,,,,,The internet allowing increased interactions among more diverse groups of people.,,,,,,,,,,,,,,,46,Male,White,"$15,000 - $35,000",Other,apple,Some college,0,Very liberal,NA,,NA,NA,1,1,-1,more,"People are MORE kind, honest, nice, and good today compared to about 45 years ago",more,-2,1,-1,twenty,3,106
107.twenty,1/29/20 10:26,1/29/20 10:30,IP Address,100,231,TRUE,1/29/20 10:30,R_1pljPMunjNBDzId,NA,NA,NA,NA,44.96560669,-89.70659637,anonymous,EN,60-64,Bell bottoms,3,1,5,2,4,A wedding invitation,3,4,2,1,5,An elevator,3,2,4,5,1,I consent to take part in this study,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 60 years ago",,6,3,6,,,,,,,,,,,,,,,,,,,todays younger persons do not have the same convictions and morals as thier elders. They feel they are entitled and do not appreciate what is given to them,,60,Female,White,"$55,000 - $75,000",Other,apple,High school diploma,2,Very conservative,2000,none,NA,NA,-1,-1,-2,less,"People are LESS kind, honest, nice, and good today compared to about 60 years ago",less,-1,2,1,twenty,7,107
108.twenty,1/29/20 10:26,1/29/20 10:30,IP Address,100,226,TRUE,1/29/20 10:30,R_cOLEvNlHYR8jZQd,NA,NA,NA,NA,41.95039368,-91.68969727,anonymous,EN,45-49,Bell bottoms,2,5,4,1,3,A wedding invitation,3,4,1,2,5,An elevator,5,3,1,4,2,I consent to take part in this study,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,,,,,,"People are equally kind, honest, nice, and good today compared to about 45 years ago",,,,,1,3,3,,,,,,,,,,,,,,,,,,,,,49,Male,White,"$15,000 - $35,000",Other,apple,Graduate school,0,Somewhat liberal,NA,,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 45 years ago",equal,0,0,0,twenty,1,108
109.twenty,1/29/20 10:27,1/29/20 10:30,IP Address,100,143,TRUE,1/29/20 10:30,R_1Qi9N10q1wXtn5g,NA,NA,NA,NA,42.82350159,-84.23300171,anonymous,EN,35-39,Bell bottoms,5,1,2,4,3,A wedding invitation,3,4,1,5,2,An elevator,4,5,2,1,3,I consent to take part in this study,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,,,,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",,,,,,,5,4,4,,,,,,,,,,,,,,I think just the growth in population and lack of teaching kids morals and good behavior and how to treat people with respect.,,,,,,,37,Female,White,"$35,000 - $55,000",Other,apple,Some college,1,Somewhat liberal,2007,,NA,NA,-1,-1,1,less,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",less,2,-1,1,twenty,3,109
110.twenty,1/29/20 10:26,1/29/20 10:30,IP Address,100,213,TRUE,1/29/20 10:30,R_1rriGcB1mlgnK34,NA,NA,NA,NA,46.4151001,-84.28540039,anonymous,EN,35-39,Bell bottoms,3,2,4,1,5,A wedding invitation,1,4,3,5,2,An elevator,2,5,3,4,1,I consent to take part in this study,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,,,,"People are equally kind, honest, nice, and good today compared to about 35 years ago",,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,35,Female,White,"$35,000 - $55,000",Other,apple,Four-year college degree,0,Neither liberal nor conservative,NA,,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 35 years ago",equal,0,0,0,twenty,4,110
111.twenty,1/29/20 10:26,1/29/20 10:30,IP Address,100,223,TRUE,1/29/20 10:30,R_3oRwfJ4UWFWuj78,NA,NA,NA,NA,44.35090637,-72.35399628,anonymous,EN,25-29,Bell bottoms,2,4,5,1,3,A wedding invitation,4,1,3,5,2,An elevator,1,4,3,5,2,I consent to take part in this study,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,,"People are equally kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,5,4,4,,,,,,,,,,,,,,,,,,,,,28,Female,White,"$15,000 - $35,000",Other,apple,High school diploma,2,Somewhat conservative,2015,Have a fantastic day! :),NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 25 years ago",equal,0,0,0,twenty,4,111
112.twenty,1/29/20 10:26,1/29/20 10:30,IP Address,100,241,TRUE,1/29/20 10:30,R_sLmRBKkoeUlQkIV,NA,NA,NA,NA,28.54359436,-81.37380219,anonymous,EN,30-34,Bell bottoms,1,2,4,3,5,A wedding invitation,3,4,2,5,1,An elevator,1,4,3,5,2,I consent to take part in this study,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,,,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,4,3,3,,,,,,,,,,,,,I think people live a a life that is dominated by social media and being judged all the time now more than they did 30 years ago. ,,,,,,,,31,Female,White,"$75,000 - $95,000",Other,apple,Four-year college degree,0,Somewhat liberal,NA,,NA,NA,-1,-1,0,less,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",less,1,0,1,twenty,4,112
113.twenty,1/29/20 10:26,1/29/20 10:30,IP Address,100,206,TRUE,1/29/20 10:30,R_2QneqPddLI6UloL,NA,NA,NA,NA,26.53669739,-81.94460297,anonymous,EN,25-29,Bell bottoms,2,4,5,3,1,A wedding invitation,5,1,2,3,4,An elevator,3,5,4,2,1,I consent to take part in this study,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,,"People are LESS kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,3,1,6,,,,,,,,,,,,Being social without being personal. The internet gave us a way to chat without compromise to our personal safety and it has created a wild west of hate and love.,,,,,,,,,26,Male,Hispanic or Latino Origin,"$55,000 - $75,000",Other,apple,Associate's degree,0,Somewhat liberal,NA,,NA,NA,-3,-3,-2,less,"People are LESS kind, honest, nice, and good today compared to about 25 years ago",less,1,2,3,twenty,6,113
114.twenty,1/29/20 10:27,1/29/20 10:30,IP Address,100,200,TRUE,1/29/20 10:30,R_3qKFDtQwZs7giEz,NA,NA,NA,NA,27.96110535,-81.93979645,anonymous,EN,35-39,Bell bottoms,3,5,2,1,4,A wedding invitation,5,2,1,4,3,An elevator,4,5,2,3,1,I consent to take part in this study,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,,,,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",,,,,,,4,2,2,,,,,,,,,,,,,,"isolation from each other by means of technology, as well as the furthering restrictions on owning a firearm and/or beating able to beat someone up if they were being a douche-canoe.",,,,,,,39,Male,White,"$15,000 - $35,000",Other,apple,High school diploma,0,Neither liberal nor conservative,NA,,NA,NA,-1,-1,0,less,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",less,1,0,1,twenty,3,114
115.twenty,1/29/20 10:26,1/29/20 10:30,IP Address,100,243,TRUE,1/29/20 10:30,R_RERh3jBPSOY5e7v,NA,NA,NA,NA,32.62789917,-96.45580292,anonymous,EN,35-39,Bell bottoms,2,4,1,3,5,A wedding invitation,1,4,3,2,5,An elevator,5,3,4,1,2,I consent to take part in this study,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,,,,"People are equally kind, honest, nice, and good today compared to about 35 years ago",,,,,,,6,3,5,,,,,,,,,,,,,,,,,,,,,37,Female,White,"$15,000 - $35,000",Other,Apple,Some college,4+,Neither liberal nor conservative,2002,,NA,NA,0,0,-1,equal,"People are equally kind, honest, nice, and good today compared to about 35 years ago",equal,-1,1,0,twenty,5,115
116.twenty,1/29/20 10:26,1/29/20 10:30,IP Address,100,216,TRUE,1/29/20 10:30,R_1rwePdnFbL0xWR0,NA,NA,NA,NA,28.91070557,-81.1957016,anonymous,EN,35-39,Bell bottoms,5,4,1,2,3,A wedding invitation,1,4,2,3,5,An elevator,3,4,1,2,5,I consent to take part in this study,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,,,,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",,,,,,,5,4,5,,,,,,,,,,,,,,"I think more exposure to unfriendly people through social media, the change of times and unkind leaders.",,,,,,,37,Female,Hispanic or Latino Origin,"$15,000 - $35,000",Other,apple,Some college,1,Neither liberal nor conservative,2010,,NA,NA,-1,-1,-1,less,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",less,0,1,1,twenty,6,116
117.twenty,1/29/20 10:27,1/29/20 10:30,IP Address,100,201,TRUE,1/29/20 10:30,R_1Lc9E8lfIRMDsql,NA,NA,NA,NA,47.49530029,-111.2492981,anonymous,EN,35-39,Bell bottoms,3,5,2,1,4,A wedding invitation,5,1,2,3,4,An elevator,5,1,4,3,2,I consent to take part in this study,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,,,,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",,,,,,,5,4,4,,,,,,,,,,,,,,"I think the advent of Social Media and social norms changed how honest, nice, and good people are today compared to 35 years ago. People are now more superficial because of this.",,,,,,,35,Male,Hispanic or Latino Origin,"$55,000 - $75,000",Other,apple,Four-year college degree,1,Somewhat liberal,2019,"The instructions were succinct and easy to comprehend. Additionally, the survey is working with no issues or errors encountered. Cheers!",NA,NA,-1,-1,-1,less,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",less,0,1,1,twenty,7,117
