"subId","covid_concern","covid_cases_personal","OUS1","OUS2","OUS3","OUS4","OUS5","OUS6","OUS7","OUS8","OUS9","gender","age","race","education","income","pol_ideology","religiosity","number_covid_studies","similarity_covid_studies","redcross_reliable","check_embezzle_clear","argument","gender_recode","race_recode","exclude_behav","avg_OUS_IB","avg_OUS_IH","dimension","dilemma","behav","moral","support","trustOther","trustworthy","avg_trust"
232,"6","No",1,1,1,4,1,6,1,1,3,"Male","22","Black or African American","4","2","2","5","1-5","Slightly similar","3","Yes","Non-Utilitarian","Male","Black",0,1,4.5,"IH","ventilator",NA,"1","1",5,7,6
233,"3","No",1,1,7,4,1,7,7,1,7,"Male","23","White","4","10","4","2","more than 50","Very similar","4","Yes","Utilitarian","Male","White",0,1,7,"IH","ventilator",NA,"4","4",4,4,4
233,"3","No",1,1,7,4,1,7,7,1,7,"Male","23","White","4","10","4","2","more than 50","Very similar","4","Yes","Utilitarian","Male","White",0,1,7,"IH","lockdown",NA,"4","7",4,4,4
233,"3","No",1,1,7,4,1,7,7,1,7,"Male","23","White","4","10","4","2","more than 50","Very similar","4","Yes","Utilitarian","Male","White",0,1,7,"IB","medicine","Non-Utilitarian","4","1",NA,NA,NA
234,"7","No",2,2,6,5,3,1,5,1,3,"Female","24","White","2","4","1","1","1-5","Not at all similar","4","Yes","Non-Utilitarian","Female","White",0,2.5,2,"IH","lockdown","Non-Utilitarian","2","1",NA,NA,NA
234,"7","No",2,2,6,5,3,1,5,1,3,"Female","24","White","2","4","1","1","1-5","Not at all similar","4","Yes","Non-Utilitarian","Female","White",0,2.5,2,"IB","medicine",NA,"7","7",2,3,2.5
234,"7","No",2,2,6,5,3,1,5,1,3,"Female","24","White","2","4","1","1","1-5","Not at all similar","4","Yes","Non-Utilitarian","Female","White",0,2.5,2,"IB","ppe",NA,"7","7",2,4,3
235,"5","Yes",6,3,5,6,5,1,1,1,1,"Male","58","White","4","8","1","1","11-20","Slightly similar","4","Yes","Utilitarian","Male","White",0,5.5,1,"IH","ventilator","Non-Utilitarian","5","5",NA,NA,NA
235,"5","Yes",6,3,5,6,5,1,1,1,1,"Male","58","White","4","8","1","1","11-20","Slightly similar","4","Yes","Utilitarian","Male","White",0,5.5,1,"IB","ppe",NA,"7","6",6,6,6
235,"5","Yes",6,3,5,6,5,1,1,1,1,"Male","58","White","4","8","1","1","11-20","Slightly similar","4","Yes","Utilitarian","Male","White",0,5.5,1,"IB","medicine",NA,"7","6",5,6,5.5
236,"5","No",3,3,5,3,4,1,1,1,2,"Female","22","White","4","2","3","2","1-5","Slightly similar","4","Yes","Non-Utilitarian","Female","White",0,3.5,1.5,"IH","lockdown","Non-Utilitarian","2","2",NA,NA,NA
236,"5","No",3,3,5,3,4,1,1,1,2,"Female","22","White","4","2","3","2","1-5","Slightly similar","4","Yes","Non-Utilitarian","Female","White",0,3.5,1.5,"IB","ppe",NA,"5","2",4,4,4
236,"5","No",3,3,5,3,4,1,1,1,2,"Female","22","White","4","2","3","2","1-5","Slightly similar","4","Yes","Non-Utilitarian","Female","White",0,3.5,1.5,"IB","medicine",NA,"6","5",2,2,2
237,"7","No",4,4,4,4,4,4,2,4,4,"Male","20","White","2","2","3","1","21-50","Moderately similar","4","Yes","Utilitarian","Male","White",0,4,4,"IH","lockdown",NA,"1","1",1,1,1
237,"7","No",4,4,4,4,4,4,2,4,4,"Male","20","White","2","2","3","1","21-50","Moderately similar","4","Yes","Utilitarian","Male","White",0,4,4,"IH","ventilator",NA,"4","4",4,3,3.5
237,"7","No",4,4,4,4,4,4,2,4,4,"Male","20","White","2","2","3","1","21-50","Moderately similar","4","Yes","Utilitarian","Male","White",0,4,4,"IB","ppe","Utilitarian","6","5",NA,NA,NA
238,"5","No",1,5,6,2,1,1,1,1,3,"Male","21","American Indian or Alaska Native","2","5","2","1","1-5","Not at all similar","3","Yes","Utilitarian","Male","Other",0,1,2,"IB","medicine",NA,"5","7",6,6,6
238,"5","No",1,5,6,2,1,1,1,1,3,"Male","21","American Indian or Alaska Native","2","5","2","1","1-5","Not at all similar","3","Yes","Utilitarian","Male","Other",0,1,2,"IB","ppe",NA,"6","7",6,6,6
238,"5","No",1,5,6,2,1,1,1,1,3,"Male","21","American Indian or Alaska Native","2","5","2","1","1-5","Not at all similar","3","Yes","Utilitarian","Male","Other",0,1,2,"IH","ventilator","Non-Utilitarian","3","2",NA,NA,NA
239,"7","No",3,3,5,5,4,2,6,6,5,"Male","25","Asian","4","3","3","3","1-5","Slightly similar","3","Yes","Utilitarian","Male","Asian",0,3.5,3.5,"IH","lockdown",NA,"1","2",1,2,1.5
239,"7","No",3,3,5,5,4,2,6,6,5,"Male","25","Asian","4","3","3","3","1-5","Slightly similar","3","Yes","Utilitarian","Male","Asian",0,3.5,3.5,"IH","ventilator",NA,"4","2",5,5,5
239,"7","No",3,3,5,5,4,2,6,6,5,"Male","25","Asian","4","3","3","3","1-5","Slightly similar","3","Yes","Utilitarian","Male","Asian",0,3.5,3.5,"IB","ppe","Utilitarian","5","2",NA,NA,NA
240,"7","No",4,3,7,5,7,5,4,4,3,"Male","33","Black or African American","2","5","1","1","more than 50","Moderately similar","4","Yes","Non-Utilitarian","Male","Black",0,5.5,4,"IH","lockdown",NA,"1","1",6,6,6
240,"7","No",4,3,7,5,7,5,4,4,3,"Male","33","Black or African American","2","5","1","1","more than 50","Moderately similar","4","Yes","Non-Utilitarian","Male","Black",0,5.5,4,"IB","ppe","Utilitarian","4","4",NA,NA,NA
240,"7","No",4,3,7,5,7,5,4,4,3,"Male","33","Black or African American","2","5","1","1","more than 50","Moderately similar","4","Yes","Non-Utilitarian","Male","Black",0,5.5,4,"IH","ventilator",NA,"1","4",6,6,6
241,"7","Yes",4,4,6,6,4,4,2,5,5,"Female","19","Black or African American","2","1","6","6","1-5","Slightly similar","3","Yes","Non-Utilitarian","Female","Black",0,4,4.5,"IH","lockdown",NA,"1","1",6,6,6
241,"7","Yes",4,4,6,6,4,4,2,5,5,"Female","19","Black or African American","2","1","6","6","1-5","Slightly similar","3","Yes","Non-Utilitarian","Female","Black",0,4,4.5,"IB","ppe","Utilitarian","4","5",NA,NA,NA
241,"7","Yes",4,4,6,6,4,4,2,5,5,"Female","19","Black or African American","2","1","6","6","1-5","Slightly similar","3","Yes","Non-Utilitarian","Female","Black",0,4,4.5,"IH","ventilator",NA,"4","1",5,5,5
242,"5","No",4,6,6,4,5,3,4,4,5,"Female","22","Asian","4","9","2","5","6-10","Slightly similar","4","Yes","Utilitarian","Female","Asian",0,4.5,4,"IB","ppe",NA,"6","6",6,6,6
242,"5","No",4,6,6,4,5,3,4,4,5,"Female","22","Asian","4","9","2","5","6-10","Slightly similar","4","Yes","Utilitarian","Female","Asian",0,4.5,4,"IB","medicine",NA,"6","6",6,6,6
242,"5","No",4,6,6,4,5,3,4,4,5,"Female","22","Asian","4","9","2","5","6-10","Slightly similar","4","Yes","Utilitarian","Female","Asian",0,4.5,4,"IH","ventilator","Non-Utilitarian","4","2",NA,NA,NA
243,"5","No",5,5,6,5,3,3,5,5,5,"Female","55","White","4","6","3","2","21-50","Slightly similar","3","Yes","Utilitarian","Female","White",0,4,4,"IB","ppe",NA,"6","6",6,6,6
243,"5","No",5,5,6,5,3,3,5,5,5,"Female","55","White","4","6","3","2","21-50","Slightly similar","3","Yes","Utilitarian","Female","White",0,4,4,"IB","medicine",NA,"6","6",5,6,5.5
243,"5","No",5,5,6,5,3,3,5,5,5,"Female","55","White","4","6","3","2","21-50","Slightly similar","3","Yes","Utilitarian","Female","White",0,4,4,"IH","lockdown","Non-Utilitarian","3","2",NA,NA,NA
244,"5","Yes",2,2,2,2,6,7,2,1,3,"Female","29","Asian","4","7","2","2","1-5","Moderately similar","4","Yes","Utilitarian","Female","Asian",0,4,5,"IH","ventilator","Non-Utilitarian","1","1",NA,NA,NA
244,"5","Yes",2,2,2,2,6,7,2,1,3,"Female","29","Asian","4","7","2","2","1-5","Moderately similar","4","Yes","Utilitarian","Female","Asian",0,4,5,"IB","medicine",NA,"2","1",5,6,5.5
244,"5","Yes",2,2,2,2,6,7,2,1,3,"Female","29","Asian","4","7","2","2","1-5","Moderately similar","4","Yes","Utilitarian","Female","Asian",0,4,5,"IB","ppe",NA,"6","6",6,6,6
245,"5","No",1,1,4,4,1,4,4,5,6,"Male","32","White","5","8","6","1","1-5","Very similar","3","Yes","Non-Utilitarian","Male","White",0,1,5,"IH","lockdown","Utilitarian","6","6",NA,NA,NA
245,"5","No",1,1,4,4,1,4,4,5,6,"Male","32","White","5","8","6","1","1-5","Very similar","3","Yes","Non-Utilitarian","Male","White",0,1,5,"IB","ppe",NA,"4","1",4,4,4
245,"5","No",1,1,4,4,1,4,4,5,6,"Male","32","White","5","8","6","1","1-5","Very similar","3","Yes","Non-Utilitarian","Male","White",0,1,5,"IB","medicine",NA,"4","1",4,5,4.5
246,"5","No",3,5,6,5,2,2,2,5,3,"Male","27","Asian","5","7","4","1","1-5","Slightly similar","3","Yes","Utilitarian","Male","Asian",0,2.5,2.5,"IB","medicine",NA,"6","5",5,6,5.5
246,"5","No",3,5,6,5,2,2,2,5,3,"Male","27","Asian","5","7","4","1","1-5","Slightly similar","3","Yes","Utilitarian","Male","Asian",0,2.5,2.5,"IH","ventilator","Non-Utilitarian","3","2",NA,NA,NA
246,"5","No",3,5,6,5,2,2,2,5,3,"Male","27","Asian","5","7","4","1","1-5","Slightly similar","3","Yes","Utilitarian","Male","Asian",0,2.5,2.5,"IB","ppe",NA,"6","6",4,5,4.5
247,"7","Yes",3,4,6,6,7,4,6,1,5,"Female","22","White","4","7","2","1","1-5","Slightly similar","1","Yes","Utilitarian","Female","White",0,5,4.5,"IH","lockdown","Non-Utilitarian","3","2",NA,NA,NA
247,"7","Yes",3,4,6,6,7,4,6,1,5,"Female","22","White","4","7","2","1","1-5","Slightly similar","1","Yes","Utilitarian","Female","White",0,5,4.5,"IB","medicine",NA,"6","4",6,6,6
247,"7","Yes",3,4,6,6,7,4,6,1,5,"Female","22","White","4","7","2","1","1-5","Slightly similar","1","Yes","Utilitarian","Female","White",0,5,4.5,"IB","ppe",NA,"6","4",6,6,6
248,"5","Yes",3,5,7,6,5,3,5,1,2,"Female","22","White","4","3","1","1","6-10","Slightly similar","3","Yes","Non-Utilitarian","Female","White",0,4,2.5,"IB","ppe",NA,"7","7",4,4,4
248,"5","Yes",3,5,7,6,5,3,5,1,2,"Female","22","White","4","3","1","1","6-10","Slightly similar","3","Yes","Non-Utilitarian","Female","White",0,4,2.5,"IB","medicine",NA,"7","7",4,4,4
248,"5","Yes",3,5,7,6,5,3,5,1,2,"Female","22","White","4","3","1","1","6-10","Slightly similar","3","Yes","Non-Utilitarian","Female","White",0,4,2.5,"IH","ventilator","Non-Utilitarian","7","1",NA,NA,NA
249,"6","Yes",3,4,3,4,1,5,3,4,4,"Male","22","Asian","5","5","4","2","0","Moderately similar","3","Yes","Non-Utilitarian","Male","Asian",0,2,4.5,"IB","ppe",NA,"7","1",3,3,3
249,"6","Yes",3,4,3,4,1,5,3,4,4,"Male","22","Asian","5","5","4","2","0","Moderately similar","3","Yes","Non-Utilitarian","Male","Asian",0,2,4.5,"IB","medicine",NA,"7","1",3,4,3.5
249,"6","Yes",3,4,3,4,1,5,3,4,4,"Male","22","Asian","5","5","4","2","0","Moderately similar","3","Yes","Non-Utilitarian","Male","Asian",0,2,4.5,"IH","lockdown","Non-Utilitarian","2","1",NA,NA,NA
250,"3","Yes",1,1,1,6,1,1,1,5,1,"Male","25","White","5","8","1","4","6-10","Very similar","5","Yes","Non-Utilitarian","Male","White",0,1,1,"IB","medicine","Utilitarian","7","7",NA,NA,NA
250,"3","Yes",1,1,1,6,1,1,1,5,1,"Male","25","White","5","8","1","4","6-10","Very similar","5","Yes","Non-Utilitarian","Male","White",0,1,1,"IH","ventilator",NA,"1","1",7,6,6.5
250,"3","Yes",1,1,1,6,1,1,1,5,1,"Male","25","White","5","8","1","4","6-10","Very similar","5","Yes","Non-Utilitarian","Male","White",0,1,1,"IH","lockdown",NA,"4","7",4,4,4
251,"5","No",3,4,6,3,5,5,4,5,5,"Male","25","Hispanic, Latino, or Spanish origin","4","1","3","1","1-5","Slightly similar","3","Yes","Utilitarian","Male","Other",0,4,5,"IB","ppe","Utilitarian","6","6",NA,NA,NA
251,"5","No",3,4,6,3,5,5,4,5,5,"Male","25","Hispanic, Latino, or Spanish origin","4","1","3","1","1-5","Slightly similar","3","Yes","Utilitarian","Male","Other",0,4,5,"IH","lockdown",NA,"1","1",1,1,1
251,"5","No",3,4,6,3,5,5,4,5,5,"Male","25","Hispanic, Latino, or Spanish origin","4","1","3","1","1-5","Slightly similar","3","Yes","Utilitarian","Male","Other",0,4,5,"IH","ventilator",NA,"6","7",4,5,4.5
252,"7","Yes",4,3,6,6,2,2,4,2,5,"Female","29","White","1","6","4","7","6-10","Not at all similar","3","Yes","Utilitarian","Female","White",0,3,3.5,"IH","lockdown",NA,"3","2",4,4,4
252,"7","Yes",4,3,6,6,2,2,4,2,5,"Female","29","White","1","6","4","7","6-10","Not at all similar","3","Yes","Utilitarian","Female","White",0,3,3.5,"IH","ventilator",NA,"4","2",3,4,3.5
252,"7","Yes",4,3,6,6,2,2,4,2,5,"Female","29","White","1","6","4","7","6-10","Not at all similar","3","Yes","Utilitarian","Female","White",0,3,3.5,"IB","ppe","Utilitarian","6","4",NA,NA,NA
253,"5","Yes",5,6,5,6,7,4,5,3,5,"Female","27","Hispanic, Latino, or Spanish origin","4","4","2","4","11-20","Slightly similar","3","Yes","Utilitarian","Female","Other",0,6,4.5,"IB","medicine","Utilitarian","7","6",NA,NA,NA
253,"5","Yes",5,6,5,6,7,4,5,3,5,"Female","27","Hispanic, Latino, or Spanish origin","4","4","2","4","11-20","Slightly similar","3","Yes","Utilitarian","Female","Other",0,6,4.5,"IH","ventilator",NA,"4","1",4,4,4
253,"5","Yes",5,6,5,6,7,4,5,3,5,"Female","27","Hispanic, Latino, or Spanish origin","4","4","2","4","11-20","Slightly similar","3","Yes","Utilitarian","Female","Other",0,6,4.5,"IH","lockdown",NA,"4","3",4,3,3.5
254,"5","Yes",4,2,2,3,3,3,2,2,3,"Male","42","White","4","7","4","1","more than 50","Not at all similar","4","Yes","Utilitarian","Male","White",0,3.5,3,"IB","medicine","Non-Utilitarian","4","2",NA,NA,NA
254,"5","Yes",4,2,2,3,3,3,2,2,3,"Male","42","White","4","7","4","1","more than 50","Not at all similar","4","Yes","Utilitarian","Male","White",0,3.5,3,"IH","lockdown",NA,"1","2",1,2,1.5
254,"5","Yes",4,2,2,3,3,3,2,2,3,"Male","42","White","4","7","4","1","more than 50","Not at all similar","4","Yes","Utilitarian","Male","White",0,3.5,3,"IH","ventilator",NA,"3","3",3,4,3.5
255,"7","No",5,3,3,3,5,2,5,5,2,"Male","30","White","1","1","2","1","0","Not at all similar","3","Yes","Utilitarian","Male","White",0,5,2,"IH","ventilator","Non-Utilitarian","2","1",NA,NA,NA
255,"7","No",5,3,3,3,5,2,5,5,2,"Male","30","White","1","1","2","1","0","Not at all similar","3","Yes","Utilitarian","Male","White",0,5,2,"IB","medicine",NA,"7","7",7,7,7
255,"7","No",5,3,3,3,5,2,5,5,2,"Male","30","White","1","1","2","1","0","Not at all similar","3","Yes","Utilitarian","Male","White",0,5,2,"IB","ppe",NA,"7","5",7,7,7
256,"7","No",5,3,7,5,7,2,1,3,2,"Nonbinary","39","White,American Indian or Alaska Native","4","4","1","3","6-10","Slightly similar","5","Yes","Non-Utilitarian","Other","Other",0,6,2,"IH","ventilator",NA,"2","1",7,7,7
256,"7","No",5,3,7,5,7,2,1,3,2,"Nonbinary","39","White,American Indian or Alaska Native","4","4","1","3","6-10","Slightly similar","5","Yes","Non-Utilitarian","Other","Other",0,6,2,"IH","lockdown",NA,"2","1",7,7,7
256,"7","No",5,3,7,5,7,2,1,3,2,"Nonbinary","39","White,American Indian or Alaska Native","4","4","1","3","6-10","Slightly similar","5","Yes","Non-Utilitarian","Other","Other",0,6,2,"IB","ppe","Utilitarian","4","3",NA,NA,NA
257,"7","No",3,3,6,2,4,6,4,6,4,"Male","27","White","4","2","2","1","11-20","Not at all similar","2","Yes","Non-Utilitarian","Male","White",0,3.5,5,"IH","ventilator","Non-Utilitarian","4","3",NA,NA,NA
257,"7","No",3,3,6,2,4,6,4,6,4,"Male","27","White","4","2","2","1","11-20","Not at all similar","2","Yes","Non-Utilitarian","Male","White",0,3.5,5,"IB","medicine",NA,"6","5",3,4,3.5
257,"7","No",3,3,6,2,4,6,4,6,4,"Male","27","White","4","2","2","1","11-20","Not at all similar","2","Yes","Non-Utilitarian","Male","White",0,3.5,5,"IB","ppe",NA,"6","5",3,4,3.5
258,"6","No",4,5,3,6,3,1,1,6,1,"Female","30","White,American Indian or Alaska Native","3","7","6","7","1-5","Slightly similar","4","Yes","Non-Utilitarian","Female","Other",0,3.5,1,"IH","ventilator","Non-Utilitarian","1","1",NA,NA,NA
258,"6","No",4,5,3,6,3,1,1,6,1,"Female","30","White,American Indian or Alaska Native","3","7","6","7","1-5","Slightly similar","4","Yes","Non-Utilitarian","Female","Other",0,3.5,1,"IB","medicine",NA,"2","2",6,6,6
258,"6","No",4,5,3,6,3,1,1,6,1,"Female","30","White,American Indian or Alaska Native","3","7","6","7","1-5","Slightly similar","4","Yes","Non-Utilitarian","Female","Other",0,3.5,1,"IB","ppe",NA,"2","2",6,6,6
259,"6","No",4,5,6,6,4,5,4,4,4,"Male","30","Asian","4","8","2","1","11-20","Not at all similar","3","Yes","Non-Utilitarian","Male","Asian",0,4,4.5,"IH","ventilator",NA,"4","3",6,6,6
259,"6","No",4,5,6,6,4,5,4,4,4,"Male","30","Asian","4","8","2","1","11-20","Not at all similar","3","Yes","Non-Utilitarian","Male","Asian",0,4,4.5,"IH","lockdown",NA,"2","1",6,6,6
259,"6","No",4,5,6,6,4,5,4,4,4,"Male","30","Asian","4","8","2","1","11-20","Not at all similar","3","Yes","Non-Utilitarian","Male","Asian",0,4,4.5,"IB","medicine","Utilitarian","6","6",NA,NA,NA
260,"4","No",4,3,6,4,4,5,1,5,4,"Male","18","White","1","1","4","2","0","Moderately similar","3","Yes","Utilitarian","Male","White",0,4,4.5,"IB","ppe","Utilitarian","4","4",NA,NA,NA
260,"4","No",4,3,6,4,4,5,1,5,4,"Male","18","White","1","1","4","2","0","Moderately similar","3","Yes","Utilitarian","Male","White",0,4,4.5,"IH","lockdown",NA,"4","5",3,3,3
260,"4","No",4,3,6,4,4,5,1,5,4,"Male","18","White","1","1","4","2","0","Moderately similar","3","Yes","Utilitarian","Male","White",0,4,4.5,"IH","ventilator",NA,"3","3",3,4,3.5
261,"7","Yes",7,5,6,5,3,3,2,5,5,"Female","57","White","3","7","3","2","21-50","Not at all similar","4","Yes","Utilitarian","Female","White",0,5,4,"IH","lockdown",NA,"7","1",1,1,1
261,"7","Yes",7,5,6,5,3,3,2,5,5,"Female","57","White","3","7","3","2","21-50","Not at all similar","4","Yes","Utilitarian","Female","White",0,5,4,"IH","ventilator",NA,"7","1",1,2,1.5
261,"7","Yes",7,5,6,5,3,3,2,5,5,"Female","57","White","3","7","3","2","21-50","Not at all similar","4","Yes","Utilitarian","Female","White",0,5,4,"IB","ppe","Non-Utilitarian","3","3",NA,NA,NA
262,"7","Yes",6,3,6,2,7,2,7,7,1,"Male","41","White","5","10","1","4","0","Not at all similar","5","Yes","Non-Utilitarian","Male","White",0,6.5,1.5,"IB","ppe",NA,"7","7",1,1,1
262,"7","Yes",6,3,6,2,7,2,7,7,1,"Male","41","White","5","10","1","4","0","Not at all similar","5","Yes","Non-Utilitarian","Male","White",0,6.5,1.5,"IH","ventilator","Non-Utilitarian","1","1",NA,NA,NA
262,"7","Yes",6,3,6,2,7,2,7,7,1,"Male","41","White","5","10","1","4","0","Not at all similar","5","Yes","Non-Utilitarian","Male","White",0,6.5,1.5,"IB","medicine",NA,"7","7",1,1,1
263,"3","No",2,5,6,5,5,3,6,2,5,"Male","30","Hispanic, Latino, or Spanish origin","5","10","2","1","11-20","Not at all similar","3","Yes","Utilitarian","Male","Other",0,3.5,4,"IH","lockdown","Non-Utilitarian","4","5",NA,NA,NA
263,"3","No",2,5,6,5,5,3,6,2,5,"Male","30","Hispanic, Latino, or Spanish origin","5","10","2","1","11-20","Not at all similar","3","Yes","Utilitarian","Male","Other",0,3.5,4,"IB","medicine",NA,"4","1",6,6,6
263,"3","No",2,5,6,5,5,3,6,2,5,"Male","30","Hispanic, Latino, or Spanish origin","5","10","2","1","11-20","Not at all similar","3","Yes","Utilitarian","Male","Other",0,3.5,4,"IB","ppe",NA,"4","5",6,6,6
264,"7","Yes",2,2,3,2,6,2,1,3,4,"Male","30","White","3","4","4","1","1-5","Not at all similar","4","Yes","Utilitarian","Male","White",0,4,3,"IH","ventilator","Non-Utilitarian","2","1",NA,NA,NA
264,"7","Yes",2,2,3,2,6,2,1,3,4,"Male","30","White","3","4","4","1","1-5","Not at all similar","4","Yes","Utilitarian","Male","White",0,4,3,"IB","ppe",NA,"4","3",3,3,3
264,"7","Yes",2,2,3,2,6,2,1,3,4,"Male","30","White","3","4","4","1","1-5","Not at all similar","4","Yes","Utilitarian","Male","White",0,4,3,"IB","medicine",NA,"5","3",3,3,3
265,"5","Yes",4,6,3,5,6,5,6,6,6,"Male","19","White,Hispanic, Latino, or Spanish origin","2","1","1","1","1-5","Not at all similar","4","Yes","Utilitarian","Male","Other",0,5,5.5,"IH","ventilator",NA,"3","2",3,4,3.5
265,"5","Yes",4,6,3,5,6,5,6,6,6,"Male","19","White,Hispanic, Latino, or Spanish origin","2","1","1","1","1-5","Not at all similar","4","Yes","Utilitarian","Male","Other",0,5,5.5,"IB","medicine","Utilitarian","6","6",NA,NA,NA
265,"5","Yes",4,6,3,5,6,5,6,6,6,"Male","19","White,Hispanic, Latino, or Spanish origin","2","1","1","1","1-5","Not at all similar","4","Yes","Utilitarian","Male","Other",0,5,5.5,"IH","lockdown",NA,"2","2",3,3,3
266,"7","Unsure",2,4,7,5,3,1,3,2,4,"Female","36","White,Hispanic, Latino, or Spanish origin","2","6","4","5","21-50","Slightly similar","5","Yes","Utilitarian","Female","Other",0,2.5,2.5,"IH","ventilator",NA,"2","1",3,4,3.5
266,"7","Unsure",2,4,7,5,3,1,3,2,4,"Female","36","White,Hispanic, Latino, or Spanish origin","2","6","4","5","21-50","Slightly similar","5","Yes","Utilitarian","Female","Other",0,2.5,2.5,"IB","medicine","Utilitarian","7","7",NA,NA,NA
266,"7","Unsure",2,4,7,5,3,1,3,2,4,"Female","36","White,Hispanic, Latino, or Spanish origin","2","6","4","5","21-50","Slightly similar","5","Yes","Utilitarian","Female","Other",0,2.5,2.5,"IH","lockdown",NA,"4","4",4,4,4
267,"5","Unsure",5,5,2,1,6,2,6,5,2,"Male","18","Asian","1","1","2","1","0",NA,"4","Yes","Utilitarian","Male","Asian",0,5.5,2,"IB","ppe",NA,"6","1",5,6,5.5
267,"5","Unsure",5,5,2,1,6,2,6,5,2,"Male","18","Asian","1","1","2","1","0",NA,"4","Yes","Utilitarian","Male","Asian",0,5.5,2,"IB","medicine",NA,"6","6",5,6,5.5
267,"5","Unsure",5,5,2,1,6,2,6,5,2,"Male","18","Asian","1","1","2","1","0",NA,"4","Yes","Utilitarian","Male","Asian",0,5.5,2,"IH","lockdown","Non-Utilitarian","1","1",NA,NA,NA
268,"5","No",4,4,2,5,3,2,1,2,2,"Female","20","White","2","3","4","6","6-10","Not at all similar","1","Yes","Utilitarian","Female","White",0,3.5,2,"IB","ppe",NA,"3","3",4,5,4.5
268,"5","No",4,4,2,5,3,2,1,2,2,"Female","20","White","2","3","4","6","6-10","Not at all similar","1","Yes","Utilitarian","Female","White",0,3.5,2,"IH","ventilator","Non-Utilitarian","3","3",NA,NA,NA
268,"5","No",4,4,2,5,3,2,1,2,2,"Female","20","White","2","3","4","6","6-10","Not at all similar","1","Yes","Utilitarian","Female","White",0,3.5,2,"IB","medicine",NA,"3","3",3,3,3
269,"6","Yes",6,7,6,2,3,3,5,1,6,"Male","20","White","2","10","2","1","21-50","Slightly similar","5","Yes","Utilitarian","Male","White",0,4.5,4.5,"IH","lockdown","Non-Utilitarian","1","1",NA,NA,NA
269,"6","Yes",6,7,6,2,3,3,5,1,6,"Male","20","White","2","10","2","1","21-50","Slightly similar","5","Yes","Utilitarian","Male","White",0,4.5,4.5,"IB","medicine",NA,"7","6",6,7,6.5
269,"6","Yes",6,7,6,2,3,3,5,1,6,"Male","20","White","2","10","2","1","21-50","Slightly similar","5","Yes","Utilitarian","Male","White",0,4.5,4.5,"IB","ppe",NA,"7","3",4,7,5.5
270,"4","No",2,2,3,2,3,2,3,3,2,"Male","37","White","2","4","5","1","more than 50","Slightly similar","4","Yes","Non-Utilitarian","Male","White",0,2.5,2,"IB","ppe",NA,"3","2",5,4,4.5
270,"4","No",2,2,3,2,3,2,3,3,2,"Male","37","White","2","4","5","1","more than 50","Slightly similar","4","Yes","Non-Utilitarian","Male","White",0,2.5,2,"IB","medicine",NA,"3","3",4,4,4
270,"4","No",2,2,3,2,3,2,3,3,2,"Male","37","White","2","4","5","1","more than 50","Slightly similar","4","Yes","Non-Utilitarian","Male","White",0,2.5,2,"IH","ventilator","Non-Utilitarian","4","3",NA,NA,NA
271,"5","Yes",3,3,5,3,3,5,3,5,5,"Male","21","White","1","1","4","2","1-5","Very similar","4","Yes","Non-Utilitarian","Male","White",0,3,5,"IB","ppe",NA,"5","6",3,3,3
271,"5","Yes",3,3,5,3,3,5,3,5,5,"Male","21","White","1","1","4","2","1-5","Very similar","4","Yes","Non-Utilitarian","Male","White",0,3,5,"IB","medicine",NA,"6","6",3,3,3
271,"5","Yes",3,3,5,3,3,5,3,5,5,"Male","21","White","1","1","4","2","1-5","Very similar","4","Yes","Non-Utilitarian","Male","White",0,3,5,"IH","ventilator","Non-Utilitarian","3","2",NA,NA,NA
272,"6","No",5,3,2,5,2,4,4,4,4,"Male","31","White","5","7","4","5","1-5","Slightly similar","4","Yes","Non-Utilitarian","Male","White",0,3.5,4,"IH","ventilator",NA,"2","1",5,5,5
272,"6","No",5,3,2,5,2,4,4,4,4,"Male","31","White","5","7","4","5","1-5","Slightly similar","4","Yes","Non-Utilitarian","Male","White",0,3.5,4,"IB","medicine","Utilitarian","6","5",NA,NA,NA
272,"6","No",5,3,2,5,2,4,4,4,4,"Male","31","White","5","7","4","5","1-5","Slightly similar","4","Yes","Non-Utilitarian","Male","White",0,3.5,4,"IH","lockdown",NA,"4","5",4,4,4
273,"4","No",4,5,5,4,4,4,6,4,4,"Female","21","White","4","3","4","1","1-5","Slightly similar","3","Yes","Utilitarian","Female","White",0,4,4,"IB","medicine",NA,"4","3",3,3,3
273,"4","No",4,5,5,4,4,4,6,4,4,"Female","21","White","4","3","4","1","1-5","Slightly similar","3","Yes","Utilitarian","Female","White",0,4,4,"IB","ppe",NA,"4","4",6,6,6
273,"4","No",4,5,5,4,4,4,6,4,4,"Female","21","White","4","3","4","1","1-5","Slightly similar","3","Yes","Utilitarian","Female","White",0,4,4,"IH","lockdown","Non-Utilitarian","4","4",NA,NA,NA
274,"5","No",1,1,1,7,1,4,1,7,1,"Male","41","White","5","9","6","6","1-5","Not at all similar","5","Yes","Utilitarian","Male","White",0,1,2.5,"IB","medicine",NA,"4","1",1,4,2.5
274,"5","No",1,1,1,7,1,4,1,7,1,"Male","41","White","5","9","6","6","1-5","Not at all similar","5","Yes","Utilitarian","Male","White",0,1,2.5,"IH","lockdown","Utilitarian","4","7",NA,NA,NA
