StartDate,EndDate,Status,IPAddress,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q109,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self_control_1,trait_self_control_2,trait_self_control_3,trait_self_control_4,self_esteem_1,Q108_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots
4/29/2020,4/29/2020,0,94.66.56.45,100,1236,1,4/29/2020,R_3gSnooAjz9djjYQ, , , , ,35.32739258,25.12809753,anonymous,EN,8,8,1,7,7,8,7,8,9,6,9,9,9,8,9,9,70,21,9,7,7,2,3,6,7,4,1,0,0,0,4,8,8,8,5,2,7,7,6,4,4,3,2,6,7,6,7,5,7,7,8,2,2,6,0,3,6,2,6,5,3,8,9,8,1,6,3,2,7,7,6,10,10,5,16,7,50,300,4,1, ,30,1,0,1, ,8,1,1,1,213
4/29/2020,4/29/2020,0,5.55.27.168,100,890,1,4/29/2020,R_3hxBpyj0xMiS5jr, , , , ,37.98420715,23.73530579,anonymous,EN,8,6,2,8,8,7,7,6,7,3,7,8,10,4,7,8,100,0,0,3,3,1,2,2,4,2,3,4,2,3,4,7,7,7,0,2,2,2,2,2,0,0,6,6,6,5,4,7,7,4,7,6,4,6,10,4,7,7,7,2,8,6,6,5,3,4,2,6,0,0,2,0,60,2,5,3,25,300,7,1, ,20,1,0,4, ,8,1,1,1,213
4/29/2020,4/29/2020,0,176.58.194.193,100,1361,1,4/29/2020,R_1LUOcfL4IJ3Kak6, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,0,10,9,10,5,7,10,8,10,0,4,4,4,7,100,0,0,4,8,0,2,0,10,5,0,0,0,0,0,10,10,10,0,6,8,8,9,9,8,6,3,4,4,3,8,8,10,4,7,6,6,4,0,1,1,10,5,7,6,10,10,0,0,5,5,2,5,5,7,90,90,5,9,7,50,3,7,1, ,22,1,0,4, ,4,1,1,1,213
4/29/2020,4/29/2020,0,5.55.36.0,100,1050,1,4/29/2020,R_3RvCjq73ls9Uoe0, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,0,10,10,10,8,8,8,10,10,7,7,4,7,6,0,100,0,6,4,1,1,1,10,2,2,0,0,0,2,9,9,9,2,1,2,7,7,6,6,6,6,7,7,6,4,6,7,7,4,3,6,3,0,1,1,3,1,2,0,10,9,6,0,7,7,0,7,4,8,70,70,4,14,9,50,300,4,2, ,22,1,0,4, ,6,1,1,1,213
4/29/2020,4/29/2020,0,77.49.227.16,100,630,1,4/29/2020,R_1CpUuquXfLXvS2C, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,2,8,8,8,8,9,8,10,8,8,3,9,8,8,60,20,20,3,4,0,4,0,7,0,2,1,1,1,7,2,3,7,7,8,7,9,10,7,4,7,3,1,1,2,1,1,2,5,1,6,10,2,9,1,1,1,2,2,2,6,6,0,1,3,6,1,4,3,10,20,60,3,11,3,50,300,4,2, ,24,2,0,1, ,4,1,1,1,213
4/29/2020,4/29/2020,0,94.66.220.189,100,706,1,4/29/2020,R_31zlqoqSdDDY8n0, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,0,9,9,10,10,10,10,7,8,6,9,3,9,6,95,5,0,6,7,6,7,3,8,8,8,5,5,7,3,10,10,10,0,2,8,6,8,7,8,4,2,7,7,5,5,6,10,5,10,5,2,8,9,6,7,3,7,6,2,9,9,6,0,6,6,0,6,5,7,20,30,6,4,6,25,300,7,1, ,27,2,0,1, ,4,1,1,1,213
4/29/2020,4/29/2020,0,94.67.91.191,100,943,1,4/29/2020,R_4NJ7T11cR7NcbxT, , , , ,40.6381073,22.94549561,anonymous,EN,8,10,0,7,10,10,8,9,10,10,9,10,10,10,10,10,70,20,10,3,5,5,8,8,10,10,10,9,0,0,3,10,10,8,0,2,9,9,10,10,6,4,0,10,2,3,3,1,4,8,10,7,5,10,0,6,10,5,6,3,0,10,10,7,0,8,3,2,5,7,7,70,100,6,6,4,50,900,12,1, ,26,1,0,4, ,5,1,1,1,213
4/29/2020,4/29/2020,0,85.72.105.208,100,989,1,4/29/2020,R_1gNQHcDgwS73UDr, , , , ,37.98420715,23.73530579,anonymous,EN,8,9,1,9,9,9,9,9,9,7,9,9,9,9,9,9,0,70,30,5,3,5,6,5,6,6,2,2,2,2,1,10,10,10,0,1,6,9,9,9,5,3,0,5,4,4,2,2,7,4,4,8,6,3,7,2,2,0,4,1,5,10,7,3,0,5,5,1,2,3,8,20,20,5,16,2,25,300,7,2, ,37,1,0,3, ,9,1,1,1,213
4/29/2020,4/29/2020,0,79.129.217.26,100,1119,1,4/29/2020,R_3R7rfzDFG9r1hGK, , , , ,37.98420715,23.73530579,anonymous,EN,8,9,2,9,8,9,5,6,10,7,3,8,10,6,8,10,80,20,0,4,4,1,5,2,10,10,2,1,0,3,3,8,9,10,0,0,9,5,8,3,1,1,1,4,3,7,7,8,9,6,4,4,7,4,0,6,4,5,7,4,2,8,6,3,0,3,3,4,5,4,7,10,10,2,11,9,25,3,7,1, ,19,1,0,4, ,5,1,1,1,213
4/29/2020,4/29/2020,0,130.43.66.170,100,606,1,4/29/2020,R_22JGrPnR1s0CHR8, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,0,7,9,10,10,10,10,10,10,10,10,3,9,10,90,5,5,6,8,6,7,7,7,7,6,6,8,5,7,9,8,8,1,5,7,5,6,7,5,5,5,6,5,6,6,6,10,5,6,6,5,5,0,2,5,1,5,5,5,8,6,2,0,4,6,4,2,5,6,50,50,7,12,5,25,3,7,2, ,56,3,2,5, ,3,1,1,1,213
4/29/2020,4/29/2020,0,2.86.246.11,100,732,1,4/29/2020,R_Z91E4eUdy5jmGZz, , , , ,37.0388031,22.10780334,anonymous,EN,8,8,4,6,6,7,7,7,8,7,7,8,7,7,6,10,50,40,10,6,6,6,6,6,10,8,5,4,3,3,3,8,8,7,2,2,9,8,8,6,6,4,3,6,6,9,9,9,9,8,7,2,1,6,0,0,2,0,7,2,0,9,9,5,0,3,4,4,2,3,8,60,50,7,16,8,50,30,16,1, ,24,1,0,1, ,7,1,1,1,213
4/29/2020,4/29/2020,0,94.67.10.71,100,1078,1,4/29/2020,R_3p4kYH2ahscpRVf, , , , ,40.6381073,22.94549561,anonymous,EN,8,1,7,3,3,4,6,7,10,3,9,7,7,0,0,1,90,8,2,4,4,4,5,4,5,2,9,8,6,6,2,10,9,8,2,0,6,7,6,8,8,7,3,4,7,6,4,7,4,9,8,9,7,9,0,3,9,3,6,7,7,6,5,1,3,1,2,4,5,3,5,30,30,4,14,7,50,100,4,1, ,27,1,0,3, ,5,1,1,1,213
4/29/2020,4/29/2020,0,77.49.15.87,100,841,1,4/29/2020,R_2rMgNH15NDYCSJG, , , , ,40.6381073,22.94549561,anonymous,EN,8,10,0,8,9,10,10,10,10,10, ,10,10,10,10,10,50,50,0,7,7,4,6,6,5,5,3,9,3,3,3,9,9,9,0,0,7,6,7,6,5,6,6,6,6,10,10,5,9,8,8,8,8,6,0,5,5,5,5,5,3,8,10,5,0,6,5,2,1,3,7,50,50,5,11,7,50,300,4,2, ,42,3,1,1, ,4,1,1,1,213
4/29/2020,4/29/2020,0,85.73.53.177,100,808,1,4/29/2020,R_1qf8aHSy43quAno, , , , ,35.36790466,24.46699524,anonymous,EN,8,9,3,6,9,9,6,6,6,4,10,6,6,6,6,10,80,15,5,4,4,1,4,4,9,6,6,3,0,2,2,10,10,10,0,3,6,6,8,6,5,10,8,8,6,5,4,6,10,7,6,4,6,6,0,4,6,4,6,4,6,10,6,5,1,6,5,6,5,5,4,20,30,5,10,8,25,3,7,1, ,29,1,0,3, ,6,2,1,1,213
4/29/2020,4/29/2020,0,46.246.230.140,100,963,1,4/29/2020,R_3GrF1wUvVL7ewvY, , , , ,37.98420715,23.73530579,anonymous,EN,8,9,0,9,3,5,5,5,9,2,8,9,10,1,7,10,55,30,15,3,5,2,2,0,10,8,0,0,0,0,1,10,10,10,0,3,7,7,10,9,6,3,8,6,5,8,5,10,8,7,4,3,8,4,0,3,1,5,7,3,6,7,6,5,0,2,6,3,3,7,5,50,50,6,5,5,25,3,7,1, ,23,2,0,4, ,4,1,1,1,213
4/29/2020,4/29/2020,0,176.58.192.145,100,614,1,4/29/2020,R_2QK8Nc6wJ71AzT9, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,1,10,9,9,9,9,9,7,10,10,10,10,10,10,33,34,33,3,6,2,2,5,8,7,4,1,2,3,4,8,8,8,0,2,10,9,9,9,2,8,10,4,2,8,4,2,7,8,6,9,6,3,0,3,6,6,8,7,2,10,7,2,0,6,6,1,6,7,9,90,80,4,11,5,25,3,7,1, ,21,2,0,4, ,5,1,1,1,213
4/29/2020,4/29/2020,0,46.177.20.117,100,2032,1,4/29/2020,R_z9fZckcQPQ7VTUt, , , , ,37.98420715,23.73530579,anonymous,EN,8,8,4,8,8,10,8,8,10,8,10,7,4,4,7,3,50,20,30,8,8,0,5,0,9,9,1,2,1,0,1,10,10,10,0,0,7,7,10,10,6,9,10,10,8,7,7,9,10,8,9,7,1,9,0,2,8,4,7,4,0,10,9,2,0,8,6,1,4,5,5,30,40,5,14,8,25,3,7,2, ,35,2,0,1, ,2,1,1,1,213
4/29/2020,4/29/2020,0,37.6.202.94,100,881,1,4/29/2020,R_1IocIrINMxdz8mT, , , , ,37.98420715,23.73530579,anonymous,EN,8,8,6,10,8,10,5,5,9,9,9,4,9,4,7,10,100,0,0,8,9,0,5,0,5,0,6,0,6,2,1,0,10,10,0,0,6,8,6,8,4,7,6,10,5,5,4,9,10,4,9,6,3,10,0,1,0,0,5,8,0,9,8,0,2,5,5,6,6,4,7,60,40,7,3,10,25,3,7,1, ,22,2,0,4, ,5,1,1,1,213
4/29/2020,4/29/2020,0,2.86.156.152,100,966,1,4/29/2020,R_8kyQEeTTqxy1CN3, , , , ,37.98420715,23.73530579,anonymous,EN,8,7,2,8,9,9,4,6,7,7,3,7,8,7,7,7,30,60,10,6,4,4,4,4,7,6,8,8,3,3,4,4,7,4,1,5,4,4,7,6,5,2,2,6,6,7,6,4,7,6,4,6,7,6,8,4,5,3,4,4,3,6,5,4,3,7,4,3,4,3,6,50,60,3,3,8,25,300,4,1, ,23,1,0,4, ,5,1,1,2,213
4/29/2020,4/29/2020,0,94.66.222.32,100,1736,1,4/29/2020,R_1I5Xl2q92iKabKb, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,0,10,10,10,8,8,10,6,8,9,9,7,9,9,50,50,0,2,5,0,5,2,8,1,1,1,1,1,0,9,10,10,0,3,7,7,8,7,2,7,7,2,3,2,3,4,8,7,8,9,2,2,7,6,3,8,3,3,8,9,8,2,0,2,2,2,5,4,9,70,60,1,9,7,25,3,7,1, ,25,1,0,1, ,5,1,1,1,213
4/29/2020,4/29/2020,0,5.55.176.137,100,1858,1,4/29/2020,R_R4yIvFTcelufu2R, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,0,10,9,10,5,6,5,4,5,6,6,3,8,4,60,15,25,5,3,3,5,4,7,2,4,4,3,4,0,8,7,8,3,0,6,6,7,5,4,9,10,4,4,4,5,5,5,6,4,8,9,3,8,0,1,5,5,2,5,4,5,4,2,2,0,3,3,0,4,30,80,5,5,6,25,3,7,1, ,22,1,0,4, ,9,1,1,1,213
4/29/2020,4/29/2020,0,62.74.14.1,100,485,1,4/29/2020,R_1k0orRoXBcoLaqV, , , , ,37.98420715,23.73530579,anonymous,EN,8,8,1,7,10,10,9,9,10,8,10,10,10,7,10,10,50,25,25,5,8,5,7,8,8,8,6,5,9,5,2,10,10,10,0,3,9,7,7,8,5,5,5,7,7,5,5,5,10,8,8,3,3,8,0,0,5,0,7,5,5,8,7,5,0,6,6,3,2,7,7,70,70,8,12,6,25,3,7,1, ,62,3,2,1, ,3,1,1,1,213
4/29/2020,4/29/2020,0,2.87.8.109,100,1646,1,4/29/2020,R_1ojVdYP9IhGdmLD, , , , ,35.32739258,25.12809753,anonymous,EN,8,10,0,10,10,10,10,10,10,6,10,9,9,3,9,4,45,20,35,7,7,0,0,0,0,0,1,1,0,2,4,9,10,10,0,1,8,9,9,8,9,9,9,6,6,7,6,7,8,6,7,7,6,8,0,3,5,7,5,6,2,10,10,7,0,5,8,0,6,5,10,30,20,0,16,3,25,3,7,1, ,33,1,0,3, ,6,1,1,1,213
4/29/2020,4/29/2020,0,109.178.172.140,100,488,1,4/29/2020,R_2YXJ4VwiWqOGa6n, , , , ,37.98420715,23.73530579,anonymous,EN,8,9,1,8,8,9,6,8,8,8,10,7,7,7,8,9,100,0,0,7,8,1,3,3,10,8,2,0,0,2,2,10,9,10,0,0,8,8,8,8,9,6,1,10,10,7,6,4,7,9,9,2,0,7,0,3,5,3,6,3,4,9,8,9,2,8,9,3,4,3,5,20,20,5,4,10,25,3,7,1, ,23,2,0,6, ,4,2,1,1,213
4/29/2020,4/29/2020,0,62.1.239.63,100,847,1,4/29/2020,R_C7HCu8MlqKVDrqx, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,70,25,5,5,6,5,5,5,10,5,8,0,0,1,0,10,10,10,0,0,10,9,10,10,10,5,10,9,9,10,10,10,10,5,9,5,0,10,0,0,0,0,0,5,0,10,10,3,10,0,0,5,0,0,5,90,90,5,16,7,25,300,4,2, ,61,3,2,1, ,6,1,1,2,213
4/29/2020,4/29/2020,0,94.69.32.150,100,787,1,4/29/2020,R_3CTRLFkyyMaofcu, , , , ,39.11000061,26.55470276,anonymous,EN,8,7,7,2,4,7, , , , , ,10,10,2,10,10,70,20,10,3,6,0,10,6,10,10,7,0,0,0,5,8,9,10,0,0,7,7,7,7,7,8,2,9,4,10,10,8,10,6,8,10,5,5,6,2,0,8,6,0,0,10,10,4,0,7,0,10,5,5,9,0,20,2,1,5,50,3,4,1, ,27,2,0,1, ,3,1,1,1,213
4/29/2020,4/29/2020,0,188.73.192.140,100,647,1,4/29/2020,R_3kAKq1LitEPG69Q, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,7,9,8,10,10,10,10,6,10,10,10,6,6,10,20,80,0,4,9,3,5,5,8,8,0,0,0,0,4,9,9,9,3,1,8,5,9,7,9,2,3,7,7,7,7,8,10,6,8,6,5,7,9,4,4,0,6,5,2,10,10,9,0,7,8,0,7,7,10,50,50,1,8,9,25,3,4,1, ,36,3,1,1, ,4,1,1,1,213
4/29/2020,4/29/2020,0,89.210.200.130,100,1608,1,4/29/2020,R_1HqMTFlj5lIagj7, , , , ,37.98420715,23.73530579,anonymous,EN,8,7,6,9,7,10,7,7,10,6,10,10,10,3,3,10,70,30,0,3,4,0,7,1,5,0,0,0,0,0,3,8,8,7,0,3,8,5,7,7,3,5,7,7,8,2,7,5,7,3,4,7,3,4,0,7,7,0,4,2,7,9,5,3,0,4,6,3,6,5,8,0,20,3,3,4,25,3,7,1, ,23,2,0,4, ,8,1,1,1,213
4/29/2020,4/29/2020,0,46.177.117.56,100,877,1,4/29/2020,R_3EmOtigpviEhd0A, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,1,7,10,10,10,10,10,10,10,10,10,10,10,10,40,30,30,4,3,6,4,2,7,6,1,2,2,5,2,10,10,10,0,8,9,3,8,9,7,1,8,7,6,7,7,10,10,7,8,1,7,8,0,6,3,9,3,8,8,8,7,5,1,6,2,1,0,7,8,10,70,5,11,7,25,3,1,1, ,20,1,0,4, ,6,1,1,1,213
4/29/2020,4/29/2020,0,5.54.18.150,100,1117,1,4/29/2020,R_2zvkFsc2DOwRwkf, , , , ,37.98420715,23.73530579,anonymous,EN,8,9,1,8,8,10,9,8,9,7,10,10,10,8,10,10,70,15,15,8,7,6,6,5,8,6,0,1,0,0,4,9,9,9,1,1,8,8,5,6,5,5,6,8,9,8,9,9,9,6,8,4,1,8,0,2,7,3,7,8,2,9,8,2,1,7,2,2,4,7,9,10,30,6,15,8,25,3,7,1, ,55,3,1,2, ,4,1,1,1,213
4/29/2020,4/29/2020,0,178.59.34.242,100,1133,1,4/29/2020,R_0GwRl0ZRNFfXVwl, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,0,10,10,10,10,10,10,10,10,10,10,0,10,10,100,0,0,6,6,0,0,0,10,0,0,0,0,0,4,10,10,10,0,0,10,10,10,10,0,0,0,10,10,9,10,10,10,7,0,6,4,7,0,0,0,0,0,0,0,10,10,0,0,3,10,0,0,0,10,30,30,0,16,10,25,3,7,2, ,28,1,0,3, ,6,1,1,1,213
4/29/2020,4/29/2020,0,188.73.192.140,100,359,1,4/29/2020,R_3PTBkiV1ebSoAkj, , , , ,37.98420715,23.73530579,anonymous,EN,8,8,9,8,8,8,10,9,9,9,9,9,10,10,10,9,20,80,0,5,9,5,6,5,5,5,0,0,0,0,5,6,5,5,3,4,7,8,8,8,7,6,8,8,8,5,5,5,5,7,5,5,5,5,9,5,5,5,5,5,5,9,9,7,2,7,8,1,7,7,8,30,20,1,12,9,25,3,4,1, ,36,3,1,1, ,4,1,1,1,213
4/29/2020,4/29/2020,0,78.87.208.2,100,1091,1,4/29/2020,R_2xS1PceK1KPt0as, , , , ,40.6381073,22.94549561,anonymous,EN,8,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,90,10,0,8,5,5,5,5,2,2,8,8,8,8,2,10,10,10,0,2,7,2,10,10,5,5,3,5,8,1,1,5,10,5,5,5,3,5,8,9,5,5,9,5,8,10,10,5,0,5,5,0,0,5,10,30,50,8,1,10,50,3,4,2, ,33,1,0,2, ,6,1,1,1,213
4/29/2020,4/29/2020,0,62.74.15.217,100,671,1,4/29/2020,R_2c8CkdQMrnWWXD0, , , , ,37.98420715,23.73530579,anonymous,EN,8,9,2,5,9,9,10,10,10,10,10,10,10,10,10,10,60,20,20,5,7,4,7,5,7,7,7,4,8,5,8,10,10,10,0,2,10,9,10,10,5,7,7,9,9,8,8,7,9,6,6,5,3,7,0,0,5,0,8,0,5,9,9,5,0,9,8,0,7,8,9,50,50,3,16,7,25,3,7,2, ,56,1,1,5, ,4,1,1,1,213
4/29/2020,4/29/2020,0,94.68.49.79,100,587,1,4/29/2020,R_WCk6yoQTiNNwaXf, , , , ,40.84750366,25.87440491,anonymous,EN,8,10,0,8,10,10,9,9,10,10,10,10,10,10,10,10,75,0,25,7,4,0,0,0,0,0,0,0,0,0,10,10,10,10,0,6,0,6,10,8,5,5,5,5,5,5,5,6,7,8,7,5,5,0,7,0,7,3,8,5,5,9,6,4,3,6,5,5,3,0,2,0,30,3,16,8,25,3,7,1, ,19,2,0,4, ,6,1,1,1,213
4/29/2020,4/29/2020,0,147.52.159.37,100,1220,1,4/29/2020,R_1ItlY1ZvG1PANnH, , , , ,35.32739258,25.12809753,anonymous,EN,8,7,6,6,10,10,7,7,10,10,10,9,9,0,9,6,20,40,40,6,7,0,0,10,0,0,0,0,0,0,2,10,10,10,0,2,10,7,10,4,3,3,8,7,8,4,4,6,7,3,8,6,6,9,0,8,8,2,6,7,1,10,8,6,0,6,7,1,0,0,9,30,70,0,11,3,25,3,7,2, ,33,2,0,4, ,4,1,1,1,213
4/29/2020,4/29/2020,0,94.71.33.177,100,804,1,4/29/2020,R_Za616oQkZvEFbYB, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,3,8,6,10,3,3,7,1,8,10,10,2,4,10,50,50,0,1,2,5,6,6,10,3,0,0,0,0,7,7,7,9,2,4,8,8,7,7,6,3,3,1,1,2,2,1,6,9,6,4,4,2,4,7,6,10,6,3,8,8,5,3,2,4,2,2,1,4,8,30,30,7,3,6,50,300,16,1, ,20,1,0,3, ,8,2,1,1,213
4/29/2020,4/29/2020,0,79.167.212.30,100,1423,1,4/29/2020,R_2cjgEKqTIZkDC5C, , , , ,37.98420715,23.73530579,anonymous,EN,8,9,1,1,9,10, , ,10,6,7,10,10,10,10,10,90,10,0,3,4,0,6,2,7,3,1,0,0,0,3,2,7,7,2,5,2,7,7,6,2,9,8,7,5,0,0,5,9,8,7,2,5,4,6,0,0,2,0,0,0,8,10,4,0,2,0,0,0,0,9,70,80,7,6,6,50,300,7,1, ,23,1,0,4, ,4,1,1,1,213
4/29/2020,4/29/2020,0,2.87.96.219,100,1294,1,4/29/2020,R_3q988R79A9OL342, , , , ,38.8999939,22.43330383,anonymous,EN,8,10,0,9,10,10,9,10,10,8,10,7,10,9,10,10,10,30,60,9,7,8,10,4,10,10,8,3,0,0,2,10,9,10,10,1,10,9,10,8,9,7,0,8,9,9,10,9,10,4,7,7,4,8,10,6,8,1,10,8,0,10,10,7,0,9,8,0,9,10,10,0,70,5,16,9,25,300,4,1, ,21,1,0,4, ,4,1,1,1,213
4/29/2020,4/29/2020,0,2.85.8.36,100,786,1,4/29/2020,R_2w6sO0ndAMYtjZE, , , , ,40.76719666,22.15190125,anonymous,EN,8,10,2,10,10,10,0,9,10,1,10,10,10,10,10,10,70,25,5,7,5,0,0,0,5,1,0,0,0,1,3,10,10,10,0,0,7,3,10,2,1,10,10,10,10,2,3,4,10,6,7,1,10,10,0,8,10,1,10,6,1,10,10,3,0,2,10,0,5,2,10,80,100,10,16,9,1.5,300,4,2, ,30,1,0,2, ,3,1,1,1,213
4/29/2020,4/29/2020,0,46.198.219.28,100,2238,1,4/29/2020,R_1OxKHhDPTCCUiwn, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,0,10,8,10,8,7,10,7,8,10,10,7,9,10,60,20,20,7,7,0,0,0,6,2,0,0,0,0,2,9,9,9,1,0,8,7,8,6,7,6,8,7,7,6,6,7,6,7,8,6,3,7,9,3,6,3,6,6,3,9,8,5,0,5,7,2,3,3,7,40,60,0,11,6,25,3,7,1, ,23,2,0,4, ,6,1,1,2,213
4/29/2020,4/29/2020,0,176.58.225.5,100,1069,1,4/29/2020,R_BttYix89QuRmpb3, , , , ,40.6381073,22.94549561,anonymous,EN,8,10,1,9,10,10,8,8,8,10,10,10,10,7,10,10,20,60,20,4,4,0,0,0,6,4,1,0,0,0,2,8,8,8,0,0,8,7,8,8,7,9,10,7,6,4,4,6,8,3,3,8,7,2,8,6,6,4,5,5,6,9,10,6,0,3,6,3,4,4,3,30,30,3,5,7,50,300, ,2, ,25,2,0,4, ,6,1,1,1,213
4/29/2020,4/29/2020,0,79.166.252.143,100,592,1,4/29/2020,R_PtWLhde0KedhqVP, , , , ,37.98420715,23.73530579,anonymous,EN,8,7,0,10,10,10,10,10,10,8,10,10,10,5,10,10,100,0,0,7,7,5,7,7,10,10,2,2,2,4,3,9,10,10,0,4,10,8,10,10,8,2,0,7,7,8,9,9,10,7,8,2,1,10,0,7,8,0,8,5,0,10,10,5,0,6,5,8,5,1,10,50,50,7,9,8,25,3,7,1, ,50,3,2,1, ,3,1,1,1,213
4/29/2020,4/29/2020,0,5.55.182.55,100,930,1,4/29/2020,R_1GIdKY03I7LcR0X, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,0,8,9,10,8,9,10,6,10,10,8,3,10,8,50,50,0,5,6,0,2,0,8,6,0,0,0,0,2,9,10,9,0,5,7,8,8,8,5,5,8,8,8,7,5,7,8,6,10,4,1,9,0,1,5,3,2,2,1,9,7,2,0,7,7,1,6,8,7,70,90,3,9,9,25,3,7,1, ,34,3,0,1, ,6,1,1,1,213
4/29/2020,4/29/2020,0,79.131.242.149,100,1496,1,4/29/2020,R_DCbud6982UPCcIp, , , , ,37.0388031,22.10780334,anonymous,EN,8,10,0,10,10,10,7,7,10,10,10,10,10,10,10,10,15,40,45,3,6,1,7,1,6,5,0,0,0,1,6,9,10,10,0,3,7,7,7,6,7,7,8,3,3,3,3,8,6,9,9,6,2,4,0,1,2,4,6,3,6,10,9,2,0,0,0,1,2,6,8,30,50,5,13,8,50,3,7,2, ,31,3,1,2, ,5,2,1,1,213
4/29/2020,4/29/2020,0,2.85.172.187,100,1015,1,4/29/2020,R_4SN24NdCrQbVq3D, , , , ,41.1414032,24.88360596,anonymous,EN,8,9,6,8,9,9,7,7,5,1,7,9,8,4,4,8,0,50,50,3,6,4,6,5,8,9,7,5,5,6,8,10,9,9,0,3,7,9,8,9,5,9,10,8,7,7,9,7,10,7,7,3,3,8,0,2,10,1,9,5,9,8,7,1,0,7,3,5,3,4,5,80,60,5,10,8,25,3,4,1, ,25,2,0,2, ,5,1,1,1,213
4/29/2020,4/29/2020,0,78.87.82.73,100,1197,1,4/29/2020,R_3FL6GWSZcu0rlfU, , , , ,40.6381073,22.94549561,anonymous,EN,8,9,2,3,9,9,9,10,10,7,9,9,9,8,8,9,80,20,0,7,6,6,6,6,9,6,3,6,2,6,6,8,8,8,2,4,8,6,3,7,6,6,7,8,7,6,7,9,9,8,9,3,6,5,8,2,6,4,5,5,4,8,7,6,3,8,7,7,3,6,6,30,20,5,9,8,25,3,7,1, ,34,2,0,1, ,6,1,1,1,213
4/29/2020,4/29/2020,0,176.58.225.46,100,1626,1,4/29/2020,R_w5he6F5ac6TTmxz, , , , ,40.6381073,22.94549561,anonymous,EN,8,10,1,10,10,10,10,6,10,2,10,9,10,9,10,10,50,50,0,5,1,0,5,0,10,5,0,0,0,0,2,6,6,5,1,2,5,9,5,8,5,3,0,1,1,0,1,1,0,9,5,1,9,5,0,0,0,0,0,0,1,5,2,0,1,5,5,8,5,0,0,10,50,5,16,7,25,3,7,1, ,27,1,0,3, ,10,1,1,2,213
4/29/2020,4/29/2020,0,85.75.30.254,100,1098,1,4/29/2020,R_1LoFQl1fIiUYEBb, , , , ,37.98420715,23.73530579,anonymous,EN,8,10,1,1,8,8,10,10,8,6,10,10,10,8,10,10,30,0,70,7,5,0,0,0,5,5,0,0,0,0,0,10,9,10,1,0,2,8,5,6,4,7,3,2,5,7,6,8,9,7,6,5,2,10,0,4,5,4,6,5,2,10,10,6,0,7,6,0,7,6,8,0,0,0,9,10,25,3,7,1, ,21,1,0,4, ,4,1,1,2,213
4/29/2020,4/29/2020,0,45.139.214.177,100,1210,1,4/29/2020,R_T5SSh5o9Bc7j0KR, , , , ,39.36669922,22.94580078,anonymous,EN,8,8,1,8,10,10,8,10,10,8,10,10,10,8,10,10,10,55,35,4,3,4,4,3,9,7,5,5,6,5,3,10,10,10,0,7,5,7,7,7,7,8,8,3,3,8,8,6,10,4,5,7,2,8,0,5,6,8,5,4,4,10,10,5,0,7,6,0,5,3,8,70,70,4,16,9,25,300, ,2, ,25,1,0,3, ,7,1,1,1,213
