RecordedDate,Duration__in_seconds_,Progress,ResponseId,Country,Language,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_4,physical_hygiene_5,physical_hygiene_6,physical_hygiene_8,policy_support_1,policy_support_4,policy_support_5,policy_support_6,policy_support_9,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self_control_1,trait_self_control_2,trait_self_control_3,trait_self_control_4,self_esteem_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,edu,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,AttCheck2,weight,weight_trimmed_0.999,weight_trimmed_0.995,weight_trimmed_0.990
4/24/2020,1926,100,R_2fIKnofLc2l5351,the Netherlands,NL,9,2,10,10,10,9,9,7,3,9,9,10,9,10,10,50,25,25,7,7,3,5,4,7,8,0,0,0,0,3,7,8,7,3,4,3,8,8,5,7,4,7,6,6,8,8,7,7,6,8,3,3,8,6,3,3,3,6,4,8,6,4,5,6,7,5,6,6,5,70,80,3,1,6,50,1 min.,4,1, ,64,4,3,2,1, ,5,2,1,1,213,0,.325612233493454,.328165710050238,.339832495165688,.354634046434914
4/25/2020,84822,100,R_2fq6fUWjBNKjTL0,the Netherlands,NL,9,6,10,10,10,8,8,4,0,9,4,10,8,10,8,100,0,0,7,7,4,4,2,10,10,1,0,0,0,6,8,10,6,0,2,6,4,6,6,8,4,6,6,6,7,7,7,8,3,6,7,6,4,4,5,6,5,5,3,10,8,4,0,7,6,0,4,6,10,40,40,3,11,7,50,3 minuten,7 uur,2, ,48,1,2,0,6,"deeltijd in loondienst, daarnaast ZZP'er",4,1,1,1,213,0,.341517979892476,.344071456449261,.355738241564711,.370539792833937
4/27/2020,42001,100,R_2fqdQMaQQlifazO,the Netherlands,NL,8,7,10,9,10,10,10,10,5,10,10,8,10,10,10,40,40,20,6,6,5,6,5,10,10,0,0,0,0,4,3,8,7,4,3,8,5,6,6,7,5,3,7,7,8,8,7,9,6,6,6,5,9,5,5,5,5,5,0,10,10,6,0,6,5,3,5,7,9,100,100,3,10,6,50,3,4,2, ,44,3,1,0,1, ,4,1,1,1,213,0,.398242685867505,.400796162424289,.412462947539739,.427264498808966
5/1/2020,7504,84,R_2fqTZd53DozeZ9l,the Netherlands,NL,3,10,1,2,9,3,2,1,1,9,9,1,1,2,1,100,0,0,8,9,5,2,2,10,10,5,5,0,1,6,8,7,8,1,2,7,4,9,8,6,5,5,9,9,7,6,6,8,1,3,10,2,8,3,1,0,2,1,1,9,9,5,1,8,7,1,5,5,9,60,80,3,12,8,25,3,7,2, ,36,3,2,1,1, ,4,1,1,1,213,0,5.36918127894235,5.37173475549913,5.38340154061458,4.24128643190155
5/1/2020,16768,84,R_2fvyTHJpDxGAjap,the Netherlands,NL,7,6,7,6,10,6,6,3,0,9,0,0,0,0,0,90,10,0,10,8,0,5,0,10,10,0,0,0,0,2,10,10,10,0,0,1,1,9,8,0,8,0,8,8,9,9,9,9,9,9,1,0,6,0,0,0,0,0,0,6,8,3,0,2,8,7,2,2,2,10,60,2,12,10,25,300,7,1, ,57,2,2,3,1, ,4,2,1,1,213,0,.446704357247704,.449257833804488,.460924618919938,.475726170189165
4/24/2020,1346,100,R_2mDXYNqStkuoVrz,the Netherlands,NL,2,1,3,2,8,8,8,2,0,9,2,4,0,7,7,20,50,30,3,7,0,5,0,2,1,0,0,0,0,3,8,7,8,0,0,7,7,5,8,0,6,2,2,4,5,5,5,5,8,2,5,6,3,2,2,8,4,2,4,8,5,2,0,2,5,1,8,6,10,70,40,0,13,7,50,300,7,2, ,33,1,2,0,1, ,6,1,1,1,213,0,.119542765491249,.122096242048033,.133763027163483,.14856457843271
4/24/2020,1430,100,R_2n6C4yUDJPz0URH,the Netherlands,NL,10,0,10,8,10,10,10,10,9,9,10,9,0,9,8,50,30,20,7,8,4,0,0,10,8,0,0,0,0,4,10,8,8,0,0,3,8,7,10,4,8,8,10,10,8,9,9,9,7,9,4,4,10,4,2,0,2,2,0,10,9,4,0,9,10,0,8,10,10,30,30,8,16,9,50 cent,3 minuten,7 uur,2, ,49,1,2,1,3, ,3,1,1,2,213,0,.925214302646934,.927767779203719,.939434564319169,.954236115588395
4/24/2020,1514,100,R_2OIMoWytIGPyHpS,the Netherlands,NL,7,0,10,9,10,10,10,10,6,9,9,10,8,9,10,50,25,25,7,8,1,1,0,4,1,0,0,0,0,4,10,9,8,8,1,6,6,6,7,7,6,6,7,7,7,7,7,7,8,6,7,6,6,1,1,2,1,2,1,9,9,8,0,7,9,2,7,6,9,20,20,1,14,7,50,1,7,1, ,64,3,3,2,5, ,4,2,1,1,213,0,.325612233493454,.328165710050238,.339832495165688,.354634046434914
4/24/2020,1446,100,R_2OPhzQdRxsVSJdZ,the Netherlands,NL,8,5,4,7,9,7,7,7,7,8,4,9,3,9,7,50,35,15,7,7,6,7,4,7,4,2,0,0,0,7,7,7,7,2,3,7,7,6,7,7,4,3,7,7,7,7,7,6,4,4,6,6,6,7,4,4,6,6,3,7,7,5,3,6,6,4,6,6,6,70,70,8,3,6,50,3 min,7 uur,2, ,49,4,1,1,1, ,5,1,1,1,213,0,.700404906332758,.702958382889542,.714625168004992,.729426719274219
4/25/2020,1926,100,R_2OYKO45Dtr81qti,the Netherlands,NL,6,6,4,8,10,7,8,4,0,10,9,10,5,10,10,80,5,15,7,7,0,4,1,9,3,2,0,0,0,1,9,9,9,0,0,9,8,9,5,7,9,6,7,8,7,7,9,8,2,4,7,1,6,7,2,2,2,6,0,9,9,2,1,4,5,3,7,7,9,30,30,3,11,7,50,300,7 uur,1, ,57,4,1,0,1, ,7,1,1,1,213,0,.300839923054241,.303393399611025,.315060184726475,.329861735995701
4/29/2020,1318,100,R_2P1g7SVsDe9nIKn,the Netherlands,NL,8,10,8,9,10,9,9,10,6,9,7,9,8,8,8,0,50,50,3,6,1,2,0,6,4,0,0,0,0,2,9,9,9,0,2,7,9,7,4,4,7,8,3,6,10,8,7,7,3,6,7,7,7,4,3,3,4,6,6,8,7,5,1,7,7,2,6,9,8,70,60,2,14,7,50,3 minuten,7 uur,1, ,41,3,1,0,6,zzp-er zonder werk,4,1,1,1,213,0,.24932822537716,.251881701933945,.263548487049394,.278350038318621
4/26/2020,1463,100,R_2PAldvzwNSwYDcr,the Netherlands,NL,7,4,7,7,10,6,7,7,6,10,7,7,7,7,7,0,40,60,4,4,5,4,4,7,7,0,0,0,0,4,8,8,8,0,0,7,7,7,7,7,7,7,3,4,5,5,5,5,7,6,4,4,3,4,4,4,4,4,0,8,5,4,0,4,4,6,4,4,8,40,50,6,11,6,25 cent,3 minuten,7 uur,2, ,22,3,1,0,4, ,4,1,1,1,213,0,1.83761549875116,1.84016897530795,1.8518357604234,1.86663731169262
5/1/2020,72167,100,R_2PCdTAZkN7Gi2l4,the Netherlands,NL,1,8,1,9,10,8,10,7,1,8,10,10,9,10,9,40,35,25,7,6,7,3,2,10,7,0,0,0,0,2,7,8,7,0,2,2,7,8,6,4,6,4,9,8,8,9,8,7,3,4,6,2,7,4,3,2,6,4,0,10,8,3,1,7,8,2,8,9,10,80,70,1,11,9,25,300,7,1, ,18,3,1,0,4, ,5,1,1,1,213,0,1.11943886824637,1.12199234480316,1.13365912991861,1.14846068118783
4/26/2020,9361,100,R_2pJHy1tFKhqE9vU,the Netherlands,NL,7,1,10,8,8,7,7,7,4,8,6,7,7,2,7,100,0,0,5,4,7,5,4,10,7,0,0,0,0,8,8,8,10,0,7,2,2,2,2,2,2,0,4,7,7,8,8,7,5,5,8,2,8,2,2,2,4,7,2,7,4,1,1,8,1,10,1,1,1,20,40,8,5,8, , , ,1, ,31,4,1,0,2, ,6,1,1,1,213,0,.596558961346633,.599112437903418,.610779223018867,.625580774288094
5/1/2020,1364,89,R_2pJn8R3nR5p8quj,the Netherlands,NL,6,4,6,8,10,8,8,6,2,4,2,4,4,10,4,40,40,20,8,8,5,5,5,5,5,0,0,0,0,4,8,7,8,0,0,8,8,9,8,10,2,4,9,9,8,6,8,8,8,8,3,1,7,3,4,0,2,0,0,8,7,3,3,4,5,7,7,7,8,0,60,7,14,7, , , ,2, ,66,4,1,0,1, ,5,1,1,1,213,0,1.22533994433319,1.22789342088998,1.23956020600542,1.25436175727465
4/29/2020,11640,100,R_2pSMZb0kZHwY2G3,the Netherlands,NL,7,2,7,8,10,7,6,8,5,10,5,8,6,9,8,50,25,25,4,5,0,5,0,8,6,0,0,0,0,0,9,9,9,0,0,5,5,5,5,5,7,8,8,8,8,6,6,7,5,5,2,4,8,0,0,0,1,1,0,10,8,6,0,8,6,0,5,8,10,50,50,5,11,9,25,300 minuten,7 uur,2, ,34,4,2,2,3, ,6,2,1,1,213,6,1.77090209101253,1.77345556756931,1.78512235268476,1.79992390395399
4/26/2020,1610,100,R_2pXNztuHXV9hSvw,the Netherlands,NL,7,3,2,8,10,8,8,9,1,7,0,8,0,10,10,90,0,10,8,6,3,7,1,4,4,0,0,1,0,7,9,9,8,2,2,7,4,9,8,7,4,1,9,7,7,7,9,8,7,4,6,6,9,2,7,2,8,7,5,9,7,1,0,3,1,1,6,8,7,30,50,6,13,4,25,300 minuten,7,1, ,27,2,3,0,1, ,5,1,1,2,213,0,.625764364385736,.62831784094252,.63998462605797,.654786177327196
4/26/2020,177500,100,R_2QAOgZNrqRipged,the Netherlands,NL,3,10,9,10,10,1,9,9,9,10,10,10,0,10,3,0,0,100,9,9,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,5,5,8,1,1,10,10,10,5,9,10,9,10,7,7,2,2,1,0,0,0,0,0,0,10,8,0,0,0,0,2,8,8,4,50,50,0,12,2,50 cent,3 minuten,4 uur,2, ,58,5,1,3,6,WAO er,3,2,1,1,213,0,.544579417878133,.547132894434918,.558799679550368,.573601230819594
4/26/2020,175285,100,R_2qE3ichbyq39Av9,the Netherlands,NL,7,9,9,10,10,10,10,2,7,10,9,10,10,10,6,100,0,0,3,2,1,2,0,8,7,0,0,0,0,2,7,8,7,0,6,9,9,9,10,0,4,9,2,1,8,9,3,7,2,7,1,0,1,3,7,0,6,0,0,8,7,0,0,4,0,0,0,0,8,80,90,1,16,2,50,100,4,2, ,58,4,1,0,6,Afgekeurd,11,1,1,1,213,0,.492688081557374,.495241558114158,.506908343229608,.521709894498835
4/24/2020,945,100,R_2QfCWq1oXifa16j,the Netherlands,NL,8,3,10,9,10,7,7,6,3,9,6,6,8,10,10,50,50,0,7,8,7,5,5,8,8,1,1,1,1,7,9,8,9,1,2,7,6,8,4,5,7,8,8,8,8,8,8,9,4,7,7,1,8,2,5,2,7,6,1,9,9,4,2,5,5,2,7,7,8,70,80,5,5,8,50 cent,300,4,2, ,33,2,2,2,2, ,3,1,1,2,213,0,.411861868359184,.414415344915968,.426082130031418,.440883681300644
4/28/2020,309282,100,R_2QgmhdwNx4xskI9,the Netherlands,NL,10,1,10,10,10,10,10,6,0,10,5,10,8,10,10,50,0,50,7,5,0,0,0,7,0,0,0,0,0,0,10,10,10,0,0,0,8,8,8,0,1,1,7,7,2,7,6,10,4,6,4,3,8,6,5,0,8,8,1,5,5,1,5,5,6,5,5,5,5,80,100,5,14,6,25,3 minuten,7,2, ,27,2,2,0,4, ,7,1,1,1,213,0,.484942888403116,.487496364959901,.49916315007535,.513964701344577
4/25/2020,1861,100,R_2qjAMOJmfi3LxId,the Netherlands,NL,9,2,10,9,10,6,8,10,6,10,2,4,3,9,5,30,35,35,7,7,0,5,0,10,8,0,0,0,0,4,9,10,9,0,0,7,6,9,4,5,5,5,9,8,7,7,7,8,8,10,6,4,7,2,5,1,7,5,1,10,10,5,0,10,5,0,7,10,10,80,70,4,12,9,50,3 minuten,7 uur,2, ,47,4,2,0,6,fulltime ZZP,4,1,1,1,213,0,1.1262239057596,1.12877738231639,1.14044416743184,1.15524571870106
4/26/2020,2170,100,R_2qlSwan6FuZD4MJ,the Netherlands,NL,10,1,9,10,10,5,7,7,0,3,3,10,7,10,10,100,0,0,7,7,0,0,0,8,7,0,0,0,0,1,10,10,10,0,0,0,2,8,7,0,3,9,4,5,7,8,6,8,4,5,7,3,7,1,0,0,5,2,4,6,6,0,0,0,4,4,3,2,4,30,50,7,12,8,25,100,800,1, ,66,1,2,0,5, ,4,1,1,1,213,0,.105821263343676,.10837473990046,.12004152501591,.134843076285137
4/24/2020,2120,100,R_2qmTbmGhruXYHOe,the Netherlands,NL,9,6,10,9,10,9,9,2,0,10,9,10,0,10,5,10,50,40,8,8,5,5,4,5,1,0,0,0,0,3,8,9,9,1,1,4,4,8,5,6,5,5,9,9,9,9,6,8,5,7,5,2,9,0,0,0,0,5,0,9,8,7,0,6,7,0,8,3,9,50,50,3,12,8,50 cent,300 minuten,4 uur,2, ,65,3,1,2,2, ,3,1,1,1,213,0,.567438968472384,.569992445029168,.581659230144618,.596460781413845
4/24/2020,1798,100,R_2Qo0D4IDHZd1W3R,the Netherlands,NL,8,1,5,7,9,7,7,9,4,5,5,6,5,6,7,90,10,0,7,6,5,7,6,10,8,5,3,3,3,4,8,8,7,3,7,5,5,9,5,7,5,6,7,6,3,5,6,4,8,8, ,8,7,7,7,5,6,5,5,4,4,4,3,3,2,8,2,2,5,50,50,5,7,8,50,3,7,1, ,43,4,1,0,1, ,5,1,1,1,213,0,.733109928327634,.735663404884419,.747330189999869,.762131741269095
4/26/2020,1839,100,R_2QrkQECFUpBgnt8,the Netherlands,NL,6,8,3,7,9,6,7,6,6,7,7,4,0,6,7,0,0,100,7,7,0,2,0,3,0,1,1,1,1,1,10,10,10,0,1,6,9,7,7,3,7,6,3,7,8,8,8,8,7,7,6,3,7,2,3,1,7,3,3,8,7,1,0,3,3,2,6,4,6,10,20,1,12,9,25,3 minuten,7,1, ,21,5,1,0,4, ,7,1,1,1,213,0,1.44681800682049,1.44937148337727,1.46103826849272,1.47583981976195
4/26/2020,974,100,R_2QrLfTye0H9hgIz,the Netherlands,NL,8,7,9,10,10,8,10,7,0,10,8,5,7,9,10,60,30,10,5,6,3,5,2,10,7,2,0,0,0,3,9,7,8,0,2,8,5,9,7,7,6,8,9,9,6,8,9,10,4,5,9,7,6,4,4,2,7,3,1,8,7,0,0,5,3,2,2,3,8,10,30,5,5,7,25,3 minuten,7,1, ,34,2,3,1,1, ,2,1,1,1,213,0,.208082844024189,.210636320580973,.222303105696423,.23710465696565
4/25/2020,91165,100,R_2qt6khro74LaPP8,the Netherlands,NL,6,10,6,10,10,7,7,8,3,7,7,7,0,8,7,0,30,70,8,7,0,0,0,7,0,1,0,0,0,1,9,9,9,0,0,7,8,10,8,8,10,10,3,7,8,8,8,8,7,8,6,1,8,1,0,1,0,0,0,9,9,7,0,7,6,3,5,0,9,80,80,8,15,9,25,1 minuut,2,1, ,29,1,2,0,1, ,2,1,1,2,213,0,2.92723682642994,2.92979030298673,2.94145708810218,2.9562586393714
4/30/2020,2297,100,R_2QWe7AfG213jSdo,the Netherlands,NL,10,10,10,10,10,9,9,10,5,9,2,10,0,10,10,80,20,0,7,7,5,0,0,5,5,5,0,0,0,0,10,10,10,0,0,0,0,10,10,5,10,10,8,10,7,10,8,7,2,7,7,0,7,1,5,2,5,5,0,9,7,0,0,7,0,3,7,7,8,10,30,5,16,8,25,3,7,2, ,54,1,1,2,1, ,4,1,1,1,213,0,1.26485695941501,1.26741043597179,1.27907722108724,1.29387877235647
4/26/2020,1664,100,R_2qwKUH5OMBpiqQ0,the Netherlands,NL,6,6,6,10,10,5,5,10,0,10,0,3,5,5,6,80,20,0,10,10,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,5,7,7,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,10,50 cent, , ,2, ,21,6,1,0,1, ,6,2,1,1,213,0,.291068790378762,.293622266935546,.305289052050996,.320090603320222
4/24/2020,2631,100,R_2QxE7fqSNLlYWoX,the Netherlands,NL,9,0,9,8,10,8,8,8,5,6,8,8,7,9,8,60,40,0,6,6,3,7,6,10,10,2,3,0,0,5,8,8,8,4,6,5,5,8,8,5,5,5,6,5,6,6,8,6,8,8,7,4,8,7,5,5,5,5,5,7,7,5,2,6,8,5,8,5,5,50,50,8, ,5,50,3,4,1, ,78,3,3,2,5, ,4,2,1,1,213,0,1.04177912598459,1.04433260254138,1.05599938765683,1.07080093892605
4/26/2020,1585,100,R_2qxt7Agp56tupwi,the Netherlands,NL,9,7,10,9,10,8,4,7,6,10,8,10,7,10,10,0,0,100,6,7,0,0,0,9,3,0,0,0,0,4,9,9,8,0,7,6,6,4,7,6,6,7,4,7,4,6,8,8,8,9,3,7,8,1,3,4,7,4,7,8,7,3,1,1,6,3,0,6,7,30,40,2,14,9,25,"300 min, 5 uur",7 uur,2, ,23,3,1,0,4, ,4,2,1,1,213,0,1.00650604100769,1.00905951756447,1.02072630267992,1.03552785394915
4/29/2020,230695,100,R_2qyCCu3tuTt0nCi,the Netherlands,NL,10,0,10,10,10,10,10,10,10,10,4,10,7,10,10,0,100,0,9,9,4,4,4,5,5,0,0,0,0,8,10,10,10,0,0,5,5,8,5,5,7,10,10,10,8,8,8,3,8,7,5,1,7,0,4,0,5,5,0,8,8,4,0,8,8,5,1,5,8,80,80,3,14,7,50 cent,300,4 uur,2, ,60,4,2,0,2, ,5,1,1,2,213,0,1.54702332142294,1.54957679797972,1.56124358309517,1.5760451343644
4/25/2020,2936,100,R_2QYYQw4WCL0elJf,the Netherlands,NL,8,7,7,9,10,8,7,8,6,9,4,6,2,8,4,100,0,0,7,7,3,5,2,7,6,2,2,2,1,3,7,7,7,2,3,6,7,8,7,7,4,6,7,8,7,7,7,7,8,7,7,8,7,4,6,6,6,6,3,7,6,3,4,5,5,6,6,6,6,60,70,7,4,8,50,3 minuten,7uur,1, ,36,4,2,4,1, ,5,2,1,1,213,0,.81731745199097,.819870928547755,.831537713663204,.846339264932431
5/2/2020,604881,100,R_2QzUxZJfu45rMcY,the Netherlands,NL,7,7,7,9,10,9,9,9,9,10,8,5,7,9,9,50,50,0,7,7,5,6,6,6,6,7,8,8,8,5,7,7,7,7,2,5,4,8,7,5,5,7,5,6,6,6,5,6,8,7,5,7,7,2,3,4,5,5,3,6,6,6,5,5,6,6,5,5,6,40,50,7,15,7,50,300,4,1, ,83,3,3,2,5, ,4,1,1,1,213,7,1.80062567829275,1.80317915484953,1.81484593996498,1.82964749123421
4/24/2020,2487,100,R_2R4DhaYvSozh2RR,the Netherlands,NL,7,3,8,7,9,7,7,8,6,7,1,3,4,4,6,50,25,25,7,6,4,5,4,8,6,2,1,1,1,4,8,7,7,3,2,6,6,7,8,7,5,4,6,6,5,6,7,4,8,8,4,2,8,8,6,5,5,6,3,6,6,6,6,7,6,5,6,3,5,70,50,7,5,7,50,300,4,1, ,59,7,3,3,5, ,4,1,1,1,213,5,.682882019624798,.685435496181582,.697102281297032,.711903832566258
4/26/2020,111714,100,R_2R8rNzIPJLQPgwz,the Netherlands,NL,10,0,9,9,10,6,7,10,7,0,5,4,2,10,10,100,0,0,3,10,0,0,0,1,1,0,0,0,0,1,9,9,9,0,6,0,0,0,0,0,0,0,0,3,1,2,5,1,2,3,8,4,9,5,0,0,0,0,5,5,5,0,5,0,5,10,0,0,1,20,20,1,16,2,50,3,De concentratie kan niet elk uur verdubbelen.,1, ,64,3,1,0,6,Arbeidsongeschikt,11,1,1,1,213,0,.423384056329287,.425937532886072,.437604318001521,.452405869270748
4/25/2020,1319,100,R_2R94iMBNdMYlaEQ,the Netherlands,NL,9,1,9,10,10,8,8,10,9,10,4,9,5,10,8,10,80,10,7,7,6,5,5,8,8,0,0,0,0,4,9,9,9,2,3,3,3,3,3,6,6,6,8,8,8,8,8,8,9,9,6,2,7,5,3,3,5,6,1,8,7,5,5,9,6,3,5,7,7,60,60,7,16,7,50 ct,3 min,7 uur,2, ,53,4,3,0,6,Arbeidsongeschikt,5,1,1,1,213,0,3.07016384586467,3.07271732242146,3.08438410753691,3.09918565880613
4/24/2020,1541,100,R_2rBMBT7ycci2TIY,the Netherlands,NL,10,7,10,10,10,8,8,2,0,5,10,10,0,10,10,80,15,5,9,8,0,10,5,10,10,0,0,0,0,0,10,10,10,0,0,0,0,10,7,5,6,10,10,10,10,10,10,7,2,7,10,6,7,3,7,0,8,8,0,10,7,0,0,5,6,0,0,7,8,60,80,7,6,5,25,3,7,1, ,26,2,2,0,1, ,5,1,1,1,213,0,.847390352448631,.849943829005415,.861610614120865,.876412165390091
4/24/2020,2982,100,R_2rhWSDd0hqlC6Gl,the Netherlands,NL,8,3,1,8,10,1,1,0,0,1,1,3,1,8,3,0,50,50,7,8,0,0,0,10,10,0,0,0,0,2,0,0,0,0,2,9,9,9,9,2,8,8,8,8,8,8,9,9,8,8,2,4,10,2,5,1, ,6,0,10,9, ,0,8, ,2,4,7,8,30,30,9,8,8,25,300,4,1, ,56,3,2,2,6,Ondernemer,3,2,1,2,213,0,.453737607369664,.456291083926448,.467957869041898,.482759420311124
4/29/2020,1325,100,R_2riL8ddcWv9X7MQ,the Netherlands,NL,7,9,8,7,10,8,8,7,1,10,7,8,6,8,9,10,75,15,6,8,2,2,2,9,3,0,1,0,1,6,9,10,9,1,4,9,7,4,6,3,4,4,7,7,8,4,7,9,4,6,7,6,7,3,1,3,6,3,2,7,9,2,1,6,4,2,6,6,10,90,90,3,9,9,25 cent,3 minuten,7 uur,2, ,22,2,1,0,4, ,3,2,1,2,213,0,.753698265445297,.756251742002082,.767918527117532,.782720078386758
4/24/2020,1292,100,R_2rJkOJZjgwHmqz7,the Netherlands,NL,8,2,6,6,10,6,6,3,1,10,6,6,5,7,8,65,25,10,7,7,0,2,1,8,8,0,0,0,0,3,6,7,4,1,1,5,7,7,9,6,5,9,8,8,5,7,7,5,4,6,8,8,9,6,5,3,6,3,0,10,7,1,0,1,1,2,8,2,9,30,40,4,5,7,25 cent,3 minuten,7 uur,1, ,59,1,3,3,1, ,4,1,1,1,213,0,.306648057236862,.309201533793647,.320868318909096,.335669870178323
4/25/2020,1389,100,R_2rl67AbZad2g9HJ,the Netherlands,NL,6,4,4,9,7,9,7,6,3,4,4,6,6,9,9,50,50,0,6,6,7,7,7,10,7,0,0,0,0,4,7,7,7,2,2,4,4,6,4,6,6,4,6,6,4,6,4,4,6,9,7,6,7,6,4,4,4,4,6,6,5,4,4,4,4,6,4,6,6,30,60,6,4,6,25,100,7,1, ,62,5,1,2,3, ,5,1,1,1,213,0,3.59524473636524,3.59779821292202,3.60946499803747,3.6242665493067
4/24/2020,1948,100,R_2rONsUt9BALbGzb,the Netherlands,NL,10,0,10,10,10,10,10,8,1,10,8,10,5,10,10,0,100,0,8,8,0,5,0,10,0,0,0,0,0,0,10,10,10,0,0,0,5,10,10,7,10,10,10,10,9,10,10,10,10,10,0,0,10,0,0,0,0,0,0,10,10,0,0,5,0,0,10,5,10,80,80,2,16,9,25,3,7,2, ,44,2,2,2,1, ,4,1,1,2,213,0,.383123130020498,.385676606577283,.397343391692733,.412144942961959
5/2/2020,2216,89,R_2ROqGi1R6eE2cxv,the Netherlands,NL,9,7,7,10,10,10,10,10,7,10,6,10,5,10,10,50,25,25,5,5,0,0,0,2,1,0,0,0,0,10,10,10,10,8, ,0,0,0,0,0,0,0,7,5,5,10,5,5,10,7, , ,5,2,0,0,0,0,0,10,7,5,0,5,10,0,0,5,10,20,20,2,14,8,50,300,4,2, ,58,3,3,2,2, ,6,1,1,1,213,5,.336680951872157,.339234428428941,.350901213544391,.365702764813617
4/25/2020,2149,100,R_2rOXyZq22uvdCDU,the Netherlands,NL,6,4,3,8,9,6,6,3,3,8,3,5,3,5,2,50,50,0,9,8,5,7,5,10,8,0,0,0,0,3,9,8,9,3,0,2,3,5,7,8,5,5,10,8,8,7,8,7,6,3,6,6,8,3,0,0,5,7,3,6,7,5,1,5,3,5,6,5,5,50,70,7,5,9,50,1 minuut per patient; dus 300 minuten totaal,4 uur,1, ,61,3,3,0,6,ZZP,3,2,1,1,213,8,.453737607369664,.456291083926448,.467957869041898,.482759420311124
4/27/2020,251819,100,R_2rpdODLkqjoOE2b,the Netherlands,NL,5,10,10,7,10,9,9,7,0,10,5,10,10,10,8,0,0,100,7,8,2,0,0,8,6,0,0,0,0,3,10,10,10,0,0,2,8,8,6,2,9,9,9,9,9,9,7,9,2,4,10,3,4,3,0,0,3,0,0,10,7,0,0,8,7,0,9,10,9,30,50,2,4,8,25 cent,3 minuten,7 uur,2, ,68,1,3,2,5, ,3,1,1,2,213,0,.830011469277931,.832564945834715,.844231730950165,.859033282219391
4/26/2020,2617,100,R_2RQztZt9nMaKiLl,the Netherlands,NL,10,9,9,8,9,5,6,4,8,10,8,9,8,10,9,80,15,5,9,8,7,6,4,10,10,6,3,0,4,10,10,10,10,0,0,2,2,6,6,4,5,5,8,8,7,8,9,8,7,4,3,6,7,3,6,2,6,6,1,9,9,9,0,3,0,2,2,6,9,100,90,4,10,8,50,3,4,1, ,35,4,3,2,1, ,6,2,1,1,213,0,.928143772855826,.930697249412611,.94236403452806,.957165585797287
4/25/2020,57404,100,R_2rTtt9kqJRPYnmj,the Netherlands,NL,8,0,10,10,10,6,6,5,4,9,5,9,9,10,5,70,30,0,8,8,5,5,0,8,8,2,2,2,2,4,8,8,8,1,1,5,5,9,5,6,5,5,8,7,6,5,6,8,8,8,2,2,8,1,0,0,5,0,0,8,8,1,2,2,2,3,0,0,5,60,50,5,3,8,50,3,7,1, ,63,4,3,2,2, ,4,1,1,1,213,0,.374982733758134,.377536210314918,.389202995430368,.404004546699594
4/28/2020,156323,100,R_2RUFb9sC0CNDoeO,the Netherlands,NL,9,0,9,10,9,9,10,10,9,10,10,10,10,10,10,0,80,20,7,7,7,9,7,10,9,0,0,0,0,4,10,9,9,2,9,8,8,7,9,7,2,0,8,8,9,9,9,10,9,9,6,2,8,2,0,0,6,0,0,8,7,8,2,8,8,3,8,8,9,30,80,4,14,8,50 ct,zelfde,4 uur,2, ,72,3,1,1,5, ,5,1,1,1,213,0,1.22533994433319,1.22789342088998,1.23956020600542,1.25436175727465
4/27/2020,254284,100,R_2ruPaXNejvbbzRh,the Netherlands,NL,9,5,9,9,10,7,8,10,6,9,7,9,7,8,9,10,60,30,6,6,3,6,6,9,9,0,0,0,0,4,7,7,8,5,4,3,7,8,9,7,4,7,6,6,7,8,8,8,7,8,4,2,7,4,4,3,2,4,3,6,6,5,6,6,6,7,6,5,6,50,50,6,12,6,50,100,4,1, ,80,3,3,1,5, ,5,1,1,2,213,0,1.1264143728622,1.12896784941898,1.14063463453443,1.15543618580366
