V1,V2,V3,V4,V5,SC0_0,SC0_1,SC0_2,rid,pid,SUPPLIER_ID,SUPNAME,complete,information sheet,consent,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_4,collective_narcis_5,collective_narcis_6,national_identity_4,national_identity_5,conspiracy_theories_4,conspiracy_theories_5,conspiracy_theories_7,conspiracy_theories_8,open_mindness_4,open_mindness_5,open_mindness_7,open_mindness_8,open_mindness_9,open_mindness_10,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_7,morality_as_cooperat_8,morality_as_cooperat_9,morality_as_cooperat_10,morality_as_cooperat_11,trait_optimism_4,trait_optimism_5,social_belonging_4,social_belonging_5,social_belonging_12,social_belonging_13,trait_self-control_4,trait_self-control_5,trait_self-control_12,trait_self-control_13,self-esteem_4,attention_check_4,narcissism_4,narcissism_5,narcissism_12,narcissism_13,narcissism_14,narcissism_15,moral_identity_4,moral_identity_5,moral_identity_12,moral_identity_13,moral_identity_14,moral_identity_15,moral_identity_16,moral_identity_17,moral_identity_18,moral_identity_19,risk_perception_4,risk_perception_5,political_ideology_1,moral_circle,moral_circle1,health_8,CRT,CRT1,CRT2,CRT3,intro,sex,sex_TEXT,age,marital,children,employment,employment_TEXT,ladder_instro,ladder_picture,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,prefecture,education,income,support,comments,debrief,
R_1JRsGdqfRXaXzu5,Default Response Set,2020-04-26 10:09:07,2020-04-26 10:25:48,1,0,0,0,5ea595f9-5005-eb1d-d678-9c77e334b8a0,103328489,1119,GMOResearch-Link,1,1,1,9,5,5,7,10,10,10,10,8,8,10,10,10,10,10,100,0,0,5,5,5,10,7,8,8,0,2,0,0,5,10,10,5,0,8,8,5,8,8,7,5,5,0,10,5,2,0,10,5,7,3,3,10,0,8,2,6,5,5,5,10,7,0,0,0,0,3,0,0,5,20,30,5,1,5,5,1,50セント,9分,4時間,1,2,,50,1,0,2,,1,1,6,1,1,1,213,13,3,3,5,日本政府は何故後手後手の対策しか出来ないのか、言ったことを実現出来ないのか、全く失望した。,1,
R_3Eg7UNEItmuQuqe,Default Response Set,2020-04-26 10:08:25,2020-04-26 10:25:51,1,0,0,0,5ea595b1-4d5d-af67-8859-45dea0c32561,102783170,1119,GMOResearch-Link,1,1,1,10,0,9,4,10,7,8,10,6,6,10,10,10,10,10,95,5,0,3,3,2,5,2,10,8,10,10,5,0,3,10,10,7,0,3,8,5,9,8,5,4,3,6,5,0,1,1,10,7,10,4,4,3,0,5,5,3,5,0,5,10,8,2,0,4,3,2,1,1,7,50,50,5,1,4,4,1,25,9分,4時間,1,2,,34,3,2,3,,1,1,6,1,1,1,213,14,5,3,5,,1,
R_2ZVV9xmBrsvIIc5,Default Response Set,2020-04-26 10:02:20,2020-04-26 10:25:53,1,0,0,0,5ea59448-ffed-5fa4-e055-fa22baf5070b,103409890,1119,GMOResearch-Link,1,1,1,5,0,5,5,5,0,0,5,5,0,5,5,5,10,5,100,0,0,0,0,5,5,5,5,0,5,5,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,5,0,10,10,0,0,0,0,10,0,0,10,5,0,0,5,0,0,10,0,0,0,50,50,5,1,1,5,1,25,9,7,1,1,,36,1,0,3,,1,1,11,1,1,1,213,13,4,1,3,,1,
R_2aKzuPPL8g32Fa3,Default Response Set,2020-04-26 10:04:21,2020-04-26 10:25:53,1,0,0,0,5ea594bb-9e70-7281-163a-d7ceb16f1a36,12600042019,1119,GMOResearch-Link,1,1,1,7,0,4,4,7,6,6,7,5,5,6,3,3,4,6,95,3,2,4,3,4,6,5,6,6,4,3,2,2,5,7,7,6,4,5,5,5,6,6,5,4,4,4,5,4,3,4,4,5,6,4,4,4,0,4,5,5,5,4,6,7,6,2,3,5,4,5,3,3,6,10,10,6,1,7,6,1,25,3,4,1,1,,48,1,0,1,,1,1,8,1,1,1,213,26,5,3,3,特にない,1,
R_1diZk22Nyynrw0c,Default Response Set,2020-04-26 10:02:09,2020-04-26 10:26:03,1,0,0,0,5ea59442-9ff3-90d3-f991-f94b40c51038,102391387,1119,GMOResearch-Link,1,1,1,10,0,9,8,10,7,9,9,7,8,6,6,6,8,10,70,15,15,6,5,7,4,4,9,9,0,0,0,0,3,6,7,7,1,1,9,8,10,8,5,9,5,4,5,9,6,8,9,9,9,1,5,6,0,1,1,1,1,0,0,10,9,5,0,5,6,0,5,5,10,30,40,5,1,8,5,1,２５セント,15時間,７時間,1,2,,56,2,0,1,,1,1,6,1,2,2,213,27,4,3,2,,1,
R_3m9v7cyQA7yf3XW,Default Response Set,2020-04-26 10:07:52,2020-04-26 10:26:15,1,0,0,0,5ea5957f-2361-1b9f-6436-5ec198955cbb,102815560,1119,GMOResearch-Link,1,1,1,7,1,5,5,5,4,4,6,3,2,6,6,5,6,6,100,0,0,6,4,2,7,3,10,6,4,4,4,4,5,6,6,6,1,5,5,5,8,5,5,5,2,2,8,2,2,2,3,5,5,5,7,4,0,5,1,9,5,1,5,7,7,5,5,4,2,5,2,2,5,10,10,5,1,5,5,1,50セント,3分,8,1,1,,48,3,0,1,,1,1,9,2,1,1,213,22,2,2,2,問題が難しかった。。,1,
R_27O4Ydvhk1hPFB7,Default Response Set,2020-04-26 10:15:04,2020-04-26 10:26:18,1,0,0,0,5ea59724-5f34-eed6-b064-72be04568380,103397181,1119,GMOResearch-Link,1,1,1,8,3,10,10,10,10,10,5,5,10,10,7,10,10,10,100,0,0,2,3,10,10,10,10,10,10,8,10,10,5,8,5,5,8,10,9,10,10,10,0,10,9,7,10,10,10,10,8,2,0,10,7,8,0,0,0,0,0,0,0,10,9,7,9,10,10,7,5,5,7,10,10,5,1,1,10,1,50セント,3分,4時間,1,1,,46,1,0,1,,1,1,4,2,1,1,213,30,3,3,4,早く特効薬の認可と検査の徹底をするべきだ。,1,
R_Ce5CRCgPW5xeHw5,Default Response Set,2020-04-26 10:14:42,2020-04-26 10:26:22,1,0,0,0,5ea596f3-09ea-f699-128c-4c787c1f9e5b,102550222,1119,GMOResearch-Link,1,1,1,10,0,8,8,10,10,10,10,9,10,10,8,8,10,10,100,0,0,8,7,0,4,5,10,0,0,0,0,0,2,8,8,7,0,4,9,6,9,6,5,4,1,6,6,10,8,9,10,6,6,5,4,5,0,4,4,3,0,2,3,10,6,5,0,5,7,2,8,3,10,30,60,5,1,16,8,1,50,1,4,1,2,,52,3,0,2,,1,1,7,1,1,1,213,13,2,3,1,,1,
R_1OPFKRIK4FMxSZs,Default Response Set,2020-04-26 10:14:29,2020-04-26 10:26:27,1,0,0,0,5ea596f7-dbcc-8a4f-928b-18ae4b0fe368,103395995,1119,GMOResearch-Link,1,1,1,6,0,6,5,5,7,7,7,5,5,8,8,8,8,8,0100,0,0,6,4,5,7,5,8,8,5,7,5,5,5,9,9,8,5,3,7,5,8,7,7,7,7,5,7,8,8,8,8,4,5,7,7,5,0,4,4,3,5,4,5,6,5,3,5,5,5,7,7,4,5,50,50,5,1,2,5,1,50セント,3分,４時間,1,2,,55,3,0,3,,1,1,7,2,1,1,213,23,4,3,3,,1,
R_3NF1fSptl8dp01g,Default Response Set,2020-04-26 10:12:41,2020-04-26 10:26:29,1,0,0,0,5ea596c3-61c6-3af7-60b8-2854e7df4473,101838664,1119,GMOResearch-Link,1,1,1,7,4,7,7,5,6,6,6,5,5,6,6,5,6,6,90,10,0,6,6,5,4,5,8,7,4,4,4,4,5,6,6,6,4,5,6,5,6,5,5,5,5,6,6,6,5,6,6,5,5,5,5,6,0,5,5,5,5,5,4,6,7,5,4,4,5,4,6,5,7,50,50,5,1,10,5,1,25セント,9分,4時間,1,1,,64,3,1,1,,1,1,4,2,1,1,213,20,5,2,4,特にない,1,
R_2YmoqOq6B6grTtF,Default Response Set,2020-04-26 10:12:04,2020-04-26 10:26:31,1,0,0,0,5ea5967c-9971-3804-e067-c666fb4b38d9,103328048,1119,GMOResearch-Link,1,1,1,6,3,5,6,10,6,6,7,4,4,6,4,4,6,7,100,0,0,4,3,6,4,5,9,9,5,3,3,3,,7,6,6,2,2,7,7,7,7,7,7,6,6,6,6,7,7,7,5,7,6,6,6,0,5,5,5,6,6,4,6,6,5,4,5,5,4,5,4,6,10,10,5,1,7,5,1,50,3,4,1,2,,45,3,2,1,,1,1,7,2,1,1,213,37,2,4,2,,1,
R_1eyFF7alniaUagK,Default Response Set,2020-04-26 10:09:24,2020-04-26 10:26:40,1,0,0,0,5ea59452-b7f5-5184-5708-822c4c9b7fb5,103410647,1119,GMOResearch-Link,1,1,1,7,2,6,5,5,5,5,8,2,7,7,0,0,0,0,100,0,0,3,3,0,0,0,6,4,0,0,0,0,1,10,10,10,0,1,3,3,2,2,0,2,1,0,0,2,0,0,0,7,2,7,8,0,0,6,2,1,7,2,6,7,7,2,2,1,2,2,6,3,8,60,70,3,1,3,5,1,25セント,9分,6時間,1,2,,27,2,0,1,,1,1,4,1,1,1,213,23,5,2,2,,1,
R_31Rjosuc7ZwUaa9,Default Response Set,2020-04-26 10:03:14,2020-04-26 10:26:54,1,0,0,0,5ea59499-20a1-0d35-7a54-51bfb11d152a,102449864,1119,GMOResearch-Link,1,1,1,7,0,10,9,10,10,10,10,6,10,10,9,8,10,9,80,10,10,10,9,6,8,8,10,10,7,4,0,0,3,10,10,10,0,7,9,4,10,7,3,6,3,7,6,7,6,6,8,6,6,4,3,8,0,2,2,2,4,2,7,9,8,6,0,6,6,1,6,4,7,40,30,10,1,16,8,1,50セント,５時間,,1,2,,66,3,1,3,,1,1,6,1,1,1,213,12,4,3,2,,1,
R_3UG1aaBg9ZypKIp,Default Response Set,2020-04-26 10:04:51,2020-04-26 10:27:01,1,0,0,0,5ea594e5-7e5c-f123-f51f-a5667f12761f,102284258,1119,GMOResearch-Link,1,1,1,10,0,10,7,10,10,10,10,5,5,10,10,7,10,10,100,0,0,2,4,2,8,5,10,5,5,5,5,6,5,10,10,10,0,0,10,10,10,10,5,0,0,0,10,5,5,2,10,3,3,6,7,3,0,0,0,0,0,0,10,6,3,0,0,4,0,8,0,0,4,40,30,5,1,10,10,1,50セント,45時間,7時間,1,1,,53,3,2,3,,1,1,10,1,1,1,213,11,3,3,5,人を階級で選別する表現は嫌いだ。,1,
R_ykE0Kxb3BdFDOBX,Default Response Set,2020-04-26 10:21:32,2020-04-26 10:27:13,1,0,0,0,5ea598d7-c39f-85fb-f9a3-3d9d3ce7a1eb,103246100,1119,GMOResearch-Link,1,1,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,100,0,0,10,10,8,10,8,10,6,10,10,10,10,3,7,7,7,3,7,8,8,8,8,8,8,8,8,9,7,8,7,9,8,8,8,4,8,0,6,7,7,7,7,7,7,7,7,4,7,7,3,7,4,7,40,70,7,1,6,10,1,50,,,1,2,,31,3,1,2,,1,1,3,1,1,1,213,23,5,5,3,特にない,1,
R_vAAhImA85BnxV6h,Default Response Set,2020-04-26 10:16:31,2020-04-26 10:27:13,1,0,0,0,5ea5977d-13e5-ee4e-3c54-b81ffc9e9ac4,102300593,1119,GMOResearch-Link,1,1,1,9,1,7,7,9,6,6,7,2,2,7,7,2,7,9,100,0,0,8,7,5,5,4,7,4,5,5,3,3,4,8,2,8,1,4,7,6,7,5,6,4,3,6,7,7,7,6,8,4,5,6,6,6,0,5,4,4,4,4,6,7,7,6,3,6,5,2,5,3,5,20,20,5,1,9,7,1,25セント,9分,7時間,1,1,,43,3,2,1,,1,1,4,1,1,1,213,27,5,4,2,特にありません。,1,
R_2rYKN59WBAWyEmc,Default Response Set,2020-04-26 09:49:22,2020-04-26 10:27:17,1,0,0,0,5ea5911e-bfaf-2348-fc0d-83fc1aaae516,101348873,1119,GMOResearch-Link,1,1,1,10,0,9,7,10,6,6,7,6,6,7,6,6,6,7,100,0,0,4,5,6,6,5,7,7,5,6,4,6,6,7,6,6,4,6,5,5,6,5,4,6,5,5,6,3,6,4,4,4,4,6,7,6,0,6,5,7,5,4,6,8,6,3,0,6,4,4,5,4,7,40,50,4,1,5,8,1,50,9分,7,1,2,,38,1,0,1,,1,1,6,1,1,1,213,13,2,3,4,,1,
R_1Ej3PueVlTGwev5,Default Response Set,2020-04-26 10:16:55,2020-04-26 10:27:38,1,0,0,0,5ea5978e-14b1-718e-7972-de930e67e5f5,103391956,1119,GMOResearch-Link,1,1,1,10,0,10,3,10,2,10,10,0,10,8,4,10,10,10,50,35,15,4,5,0,6,0,10,10,0,0,0,0,3,10,6,3,0,8,10,10,10,10,3,0,5,6,0,7,10,3,5,3,3,10,6,5,0,3,5,3,10,3,0,8,3,0,0,0,0,5,5,5,7,20,20,5,1,10,5,1,25セント,9分,7時間,1,2,,18,1,0,4,,1,1,4,1,1,1,213,12,2,6,2,,1,
R_2U8XeHSQVKJenYo,Default Response Set,2020-04-26 10:07:27,2020-04-26 10:27:43,1,0,0,0,5ea5958b-fcf1-8212-4f14-c126f2b5fd02,103204444,1119,GMOResearch-Link,1,1,1,8,2,5,7,10,6,7,7,5,8,6,6,4,9,10,100,0,0,4,4,0,5,3,10,7,5,4,6,3,3,6,8,6,2,4,7,6,8,4,5,4,5,4,7,6,6,5,6,6,6,3,4,3,0,1,2,0,0,0,5,7,4,0,1,2,3,4,5,0,5,20,30,5,1,4,4,1,50セント,9分,7時間,1,2,,31,1,0,2,,1,1,7,1,1,1,213,14,5,3,3,,1,
R_3FXzpMm3E7MSMQN,Default Response Set,2020-04-26 10:22:39,2020-04-26 10:27:44,1,0,0,0,5ea598e7-5f59-4e03-a32e-9507e2f3e1bd,103411849,1119,GMOResearch-Link,1,1,1,7,5,8,7,7,7,6,10,3,4,9,8,4,10,9,100,0,0,5,6,4,5,5,7,7,5,5,0,5,4,7,7,3,7,4,5,5,7,7,5,5,5,3,6,7,7,4,5,4,7,3,7,5,7,4,3,7,4,4,6,7,7,8,6,7,8,3,5,5,6,30,60,4,1,5,10,1,250セント,900分,256時間,1,2,,19,1,0,4,,1,1,7,2,1,1,213,23,5,2,1,,1,
R_3HRKpfDlYQYQfSh,Default Response Set,2020-04-26 10:03:36,2020-04-26 10:28:00,1,0,0,0,5ea59487-7bb5-5846-9880-5a52d4c94959,102345464,1119,GMOResearch-Link,1,1,1,10,0,10,7,10,7,10,10,10,10,10,8,10,10,10,90,10,0,3,6,5,7,7,10,10,3,5,0,0,0,10,0,10,10,0,10,5,5,5,0,6,5,10,10,10,10,10,10,10,10,2,5,8,10,5,7,0,7,6,0,10,9,10,0,10,10,1,10,10,9,20,20,5,1,16,6,1,50,900,4,1,2,,44,1,0,1,,1,1,6,1,1,1,213,27,5,3,2,,1,
R_OwXBut6UrPvUaYN,Default Response Set,2020-04-26 10:15:08,2020-04-26 10:28:00,1,0,0,0,5ea59721-3277-e268-9dec-59b152565708,102579471,1119,GMOResearch-Link,1,1,1,9,10,8,10,10,9,10,10,9,10,10,10,10,10,10,90,10,0,8,9,5,5,5,9,10,5,0,0,0,0,10,10,10,0,0,9,7,9,5,3,3,3,3,7,8,8,8,9,3,6,6,7,6,0,6,5,5,5,6,8,8,6,1,1,2,3,3,3,0,3,50,10,6,1,5,10,1,25,3,7,1,1,,54,3,3,1,,1,1,5,1,1,1,213,14,5,6,2,,1,
R_1DMtwDRnpA3Url5,Default Response Set,2020-04-26 10:21:34,2020-04-26 10:28:05,1,0,0,0,5ea598ab-ea3a-7daa-ac7b-12dc17c075e0,103269605,1119,GMOResearch-Link,1,1,1,10,0,10,10,10,10,10,10,2,4,10,10,10,10,10,100,0,0,9,7,5,6,5,10,9,3,0,0,0,6,8,8,8,3,4,5,5,6,5,5,6,7,4,10,7,7,7,8,6,7,3,1,4,0,4,5,5,7,5,0,6,6,7,5,5,5,5,5,5,6,20,60,5,1,7,10,1,50,,,1,2,,38,1,0.,3,,1,1,6,2,1,1,213,14,4,3,5,,1,
R_VRsqvSkORJagT3r,Default Response Set,2020-04-26 10:16:00,2020-04-26 10:28:09,1,0,0,0,5ea5977a-f06d-ee20-f3d9-67f1b8d2e5e3,102384208,1119,GMOResearch-Link,1,1,1,6,5,6,6,7,8,8,8,5,7,6,6,6,6,6,100,0,0,4,4,5,5,5,8,5,6,4,4,6,5,7,5,7,5,4,5,5,7,6,4,5,5,7,8,5,5,6,7,5,7,6,5,4,0,5,5,6,5,6,5,3,5,5,7,5,5,5,5,5,3,10,20,5,1,9,8,1,25,9,7,1,1,,62,3,2,1,,1,1,6,1,1,1,213,11,5,8,1,特になし,1,
R_1DZqOFlsVaCpjFz,Default Response Set,2020-04-26 10:14:31,2020-04-26 10:28:09,1,0,0,0,5ea59721-1a27-da57-6eff-1564362de4d2,103315077,1119,GMOResearch-Link,1,1,1,8,3,7,6,3,10,10,10,10,7,6,4,6,8,6,100,0,0,6,7,6,4,6,10,6,8,9,6,6,7,4,7,4,6,7,6,6,4,6,7,4,7,6,4,6,7,4,8,4,7,7,1,7,7,6,7,9,5,7,4,7,8,3,7,4,6,4,6,6,5,30,60,5,1,7,10,1,50,1分,7時間,1,1,,37,3,1,1,,1,1,5,1,1,1,213,23,5,3,1,適当な回答ができないしくみもあり、内容も充実していました。,1,
R_1mmX9YVH6g9ZmSi,Default Response Set,2020-04-26 10:16:29,2020-04-26 10:28:15,1,0,0,0,5ea59794-eb36-b71e-fbc0-5c61253abba7,103337323,1119,GMOResearch-Link,1,1,1,9,1,9,9,10,7,10,10,3,5,10,10,10,10,10,100,0,0,1,1,8,9,8,10,10,9,7,4,4,9,7,7,8,3,3,6,4,6,4,5,6,6,0,0,3,3,2,6,6,6,7,4,9,0,6,5,6,7,7,8,8,7,5,5,5,5,6,5,5,5,20,20,7,1,4,5,1,25,300,7,1,1,,38,1,0,1,,1,1,9,1,1,1,213,13,5,3,1,,1,
R_2WvSf6EF8QMTtFO,Default Response Set,2020-04-26 10:15:57,2020-04-26 10:28:22,1,0,0,0,5ea59759-3121-9509-4690-6e4fe0130873,103383190,1119,GMOResearch-Link,1,1,1,8,5,6,7,10,6,6,6,5,6,6,6,4,6,6,80,20,0,6,6,4,4,4,8,5,4,4,4,4,5,4,6,6,4,4,6,5,5,5,4,5,5,4,6,5,5,5,5,4,5,4,6,6,0,5,4,4,4,4,5,6,6,4,4,4,4,4,5,5,5,30,40,5,1,7,6,1,25セント,9分,4,1,2,,26,1,0,1,,1,1,6,1,1,1,213,23,5,6,3,,1,
R_1GJgZSQRG5cNOGe,Default Response Set,2020-04-26 10:21:26,2020-04-26 10:28:24,1,0,0,0,5ea59899-7a24-b4da-8e23-e9195fb16e50,103287252,1119,GMOResearch-Link,1,1,1,5,6,5,6,6,6,6,6,6,6,5,5,5,5,5,100,0,0,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,60,60,6,1,16,6,1,200,100,5,1,1,,28,1,0,2,,1,1,9,1,1,1,213,27,5,1,2,世界156種類の通貨対応のステーブルコインのxcoinを広めて下さい。,1,
R_3shnygL27RBm93K,Default Response Set,2020-04-26 10:03:55,2020-04-26 10:28:26,1,0,0,0,5ea594a9-ec07-2a64-d4bb-3edb77145870,102365755,1119,GMOResearch-Link,1,1,1,10,0,10,10,10,10,10,10,0,10,0,0,0,10,10,50,030,20,3,2,0,2,10,10,10,0,0,0,0,0,10,10,10,0,0,8,6,8,8,5,6,6,0,10,7,10,0,6,3,8,10,6,10,0,10,0,10,0,0,0,10,8,0,0,0,0,0,0,6,6,10,40,5,1,2,5,1,50セント,5時間,4時間,1,1,,50,1,0,1,,1,1,8,2,1,1,213,9,2,2,1,興味がある内容だった。,1,
R_1EjjzMA1Rnzu07a,Default Response Set,2020-04-26 10:15:23,2020-04-26 10:28:29,1,0,0,0,5ea59763-d372-8092-0f13-6d08593de672,102371811,1119,GMOResearch-Link,1,1,1,8,5,7,6,8,7,7,9,4,6,7,7,6,7,7,98,1,1,7,7,6,6,5,10,7,5,4,1,1,4,7,6,6,2,4,7,6,6,4,4,5,4,5,6,7,7,7,8,4,6,4,4,5,0,6,4,4,5,4,5,8,6,5,3,4,5,4,4,4,6,60,60,5,1,5,6,1,50,9,4,1,2,,41,3,2,2,,1,1,5,1,1,2,213,11,5,4,2,,1,
R_3h0jjkRHRz9lEG2,Default Response Set,2020-04-26 10:21:34,2020-04-26 10:28:41,1,0,0,0,5ea598db-faad-ed25-3cc4-dcc9d570b78a,103388664,1119,GMOResearch-Link,1,1,1,5,5,5,5,5,8,9,9,5,5,8,6,5,5,5,100,0,0,8,8,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,9,5,8,5,5,6,5,5,5,8,8,8,8,4,5,5,5,7,0,6,5,5,5,5,5,8,8,8,3,8,5,5,5,5,5,50,50,5,1,2,5,1,50セント,300分,4時間,1,1,,38,3,3,1,,1,1,6,2,1,1,213,8,2,2,3,特にない,1,
R_1lyuhlYxHejXFGA,Default Response Set,2020-04-26 10:20:40,2020-04-26 10:28:56,1,0,0,0,5ea59892-5cfa-60bf-9d9e-af13e91e4525,103411335,1119,GMOResearch-Link,1,1,1,8,1,9,8,8,9,9,10,8,5,8,10,9,9,8,80,10,10,5,5,2,9,6,6,6,3,2,3,2,6,6,4,4,6,6,6,7,8,7,9,8,6,6,6,6,7,6,6,3,7,4,7,6,0,6,3,5,3,2,2,6,6,4,3,6,6,5,5,5,5,40,60,5,1,9,6,1,50,30,8,1,2,,25,2,0,1,,1,1,7,2,1,1,213,15,3,2,3,特にない,1,
R_1nN49yjYlkcoecd,Default Response Set,2020-04-26 10:20:05,2020-04-26 10:29:00,1,0,0,0,5ea59883-0a7e-2699-9123-16d76a5c240d,102939496,1119,GMOResearch-Link,1,1,1,1,0,1,1,0,6,6,8,7,5,4,4,4,6,5,100,0,0,1,1,6,4,6,6,6,5,6,4,6,5,6,6,4,6,6,5,6,6,4,1,5,1,1,5,1,2,2,3,0,4,10,10,6,0,1,0,10,5,4,6,4,6,3,6,6,6,6,6,6,6,20,50,5,1,1,5,1,50,300,4,1,1,,29,1,0,1,,1,1,10,2,1,1,213,5,2,3,3,,1,
R_1Xgx07NEvkfOwud,Default Response Set,2020-04-26 10:08:52,2020-04-26 10:29:05,1,0,0,0,5ea595cf-9ca7-5ea7-60e0-9f696ccff6cc,102765551,1119,GMOResearch-Link,1,1,1,8,0,5,5,10,0,0,0,0,7,5,5,4,5,5,100,0,0,2,3,0,7,3,7,5,5,2,3,3,1,9,8,6,0,2,5,5,5,5,5,5,5,3,5,3,5,4,4,5,6,5,5,4,0,0,5,5,3,5,5,2,7,0,5,5,7,5,7,5,7,50,50,4,1,9,4,1,50,,,1,2,,36,1,0,1,,1,1,6,1,1,1,213,14,5,3,4,,1,
R_1Qo6JCcbXgIVTdL,Default Response Set,2020-04-26 10:10:08,2020-04-26 10:29:06,1,0,0,0,5ea595ee-f0c4-b0fa-244c-17804f4e9196,100756388,1119,GMOResearch-Link,1,1,1,10,0,10,10,10,10,10,10,10,9,10,9,7,10,10,85,10,5,3,2,5,6,6,10,0,7,7,4,3,10,10,10,10,5,5,3,3,3,3,0,3,3,2,1,2,3,3,4,4,2,9,10,3,0,0,0,0,0,0,0,3,2,1,5,1,1,10,3,2,2,80,60,5,1,10,3,1,50cent,100min,16,1,2,,49,3,0,3,,1,1,8,2,1,1,213,11,3,5,5,,1,
R_2Bu4Ewoh6gg1Os2,Default Response Set,2020-04-26 10:18:09,2020-04-26 10:29:07,1,0,0,0,5ea597d9-a009-dbce-2ccc-5624d17dd982,103362759,1119,GMOResearch-Link,1,1,1,1,0,5,6,10,10,10,10,10,0,5,3,0,6,6,100,0,0,2,1,10,0,5,10,10,2,0,0,1,4,10,10,10,0,4,5,4,6,0,0,1,0,0,10,1,0,0,3,1,0,10,10,3,0,1,0,0,0,0,5,10,3,1,0,1,0,4,0,0,8,0,10,3,1,3,5,1,50セント,9分,7時間,1,2,,32,3,1,3,,1,1,11,2,1,1,213,34,4,2,4,,1,
R_3svtMBUqyjz75ia,Default Response Set,2020-04-26 10:15:45,2020-04-26 10:29:08,1,0,0,0,5ea5977d-fb91-e1c0-9e04-7f13da0183e4,103064129,1119,GMOResearch-Link,1,1,1,8,0,5,8,10,7,8,8,5,10,7,3,3,7,7,100,0,0,3,4,4,3,3,10,6,2,2,2,2,6,10,8,8,1,7,6,4,9,9,2,5,2,3,3,3,8,5,3,2,4,7,5,2,0,0,2,0,2,2,1,8,8,3,1,5,5,2,5,2,7,30,40,5,1,9,5,1,25セント,3分,4時間,1,1,,59,1,0,1,,1,1,7,1,1,1,213,40,2,1,2,普通のアンケート調査と違って、自分自身の立ち位置を再確認できた。,1,
R_OCIMfJ55W6gbSI9,Default Response Set,2020-04-26 10:20:54,2020-04-26 10:29:19,1,0,0,0,5ea59885-0333-01d4-8a96-96f2fa0e1bd1,103378974,1119,GMOResearch-Link,1,1,1,10,0,5,7,10,7,7,10,,5,7,8,4,8,9,100,0,0,7,7,5,5,5,10,5,,6,,,6,9,3,4,1,4,3,5,6,4,5,5,5,3,7,8,5,7,7,4,8,5,3,5,0,5,5,4,5,5,5,7,5,5,3,5,5,5,6,6,6,80,80,5,1,11,7,1,50,900,8,1,2,,29,3,0,3,,1,1,4,1,1,1,213,14,5,4,2,,1,
R_1i85enQFW9ALxCO,Default Response Set,2020-04-26 10:20:07,2020-04-26 10:29:29,1,0,0,0,5ea59855-ed6c-a590-3c58-aaf0b791f709,103405137,1119,GMOResearch-Link,1,1,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,70,10,20,5,5,5,5,5,10,10,5,5,5,5,5,5,5,5,5,5,10,10,10,10,10,10,10,5,5,10,10,10,10,5,5,5,5,9,5,10,5,5,5,5,5,10,10,10,10,10,10,10,10,10,10,20,50,,1,16,5,1,25,9分,4時間,1,2,,18,1,0,4,,1,1,6,2,1,1,213,7,5,4,3,,1,
R_3g7WGvdl8Dt20rY,Default Response Set,2020-04-26 10:18:55,2020-04-26 10:29:29,1,0,0,0,5ea5980d-2350-7bd7-91c3-95fcd9eb9501,103061157,1119,GMOResearch-Link,1,1,1,5,0,0,1,5,2,2,2,0,9,3,2,0,5,5,100,0,0,5,5,5,5,5,10,10,5,0,0,0,5,8,8,8,0,5,9,5,5,5,3,5,5,3,9,5,5,4,6,5,3,5,7,2,0,4,2,2,2,0,0,4,4,2,2,2,2,5,5,5,5,0,0,5,1,1,2,1,50,9,7,1,1,,57,3,1,6,自営,1,1,8,1,1,1,213,28,5,5,3,特に無いです,1,
R_aeCqSg2L07AbcQx,Default Response Set,2020-04-26 10:15:19,2020-04-26 10:29:40,1,0,0,0,5ea59765-dd14-6a30-c2eb-55a9b849330f,102297485,1119,GMOResearch-Link,1,1,1,10,0,10,10,10,8,9,10,7,10,10,10,4,10,10,100,0,0,6,6,5,7,10,10,10,8,2,0,0,3,9,9,7,0,0,10,9,10,10,1,5,0,8,10,10,10,7,7,3,8,6,4,10,0,5,5,3,7,6,4,8,6,4,0,6,7,4,5,3,7,20,10,6,1,5,10,1,50セント,3分,4時間,1,1,,64,2,1,6,自由業（個人事業主）,1,1,5,1,1,1,213,13,5,8,4,,1,
