RecordedDate,Duration (in seconds),Country,UserLanguage,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self-control_1,trait_self-control_2,trait_self-control_3,trait_self-control_4,self-esteem_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,Attention_check
4/29/2020 14:27,3034,NEPAL,EN/NP,10,1,9,9,10,10,10,10,0,10,10,10,10,10,10,80,10,10,7,6,9,7,8,10,10,2,2,5,2,2,9,9,10,8,7,7,8,5,7,7,7,7,10,9,1,2,2,7,8,9,3,2,9,7,8,8,9,8,8,9,9,6,1,7,6,4,6,6,7,10,20,5,12,10,0.1,100,24,1,,26,1,0,4,,6,1,1,1,213,6
4/24/2020 19:15,11669,NEPAL,EN/NP,9,9,9,6,10,9,9,7,5,10,2,9,10,10,10,80,10,10,5,7,6,8,7,9,7,1,0,1,1,5,8,9,10,7,7,8,8,10,10,8,8,5,10,5,6,6,6,6,10,7,5,7,6,3,10,0,1,5,1,9,9,3,0,7,5,2,5,5,9,0,20,2,16,8,0.1,3,24,1,,25,1,0,4,,6,1,1,1,213,0
4/25/2020 5:55,4857,NEPAL,EN/NP,10,0,10,10,10,10,10,10,0,10,10,10,10,10,10,20,40,40,8,8,0,8,5,10,9,1,0,0,1,1,10,10,10,0,1,1,4,4,2,10,10,10,10,10,5,9,9,9,9,9,1,6,9,6,1,0,1,6,0,10,10,5,0,9,10,0,7,6,10,10,20,3,14,8,0.5,3,47,1,,25,1,0,4,,5,1,1,1,213,0
4/25/2020 14:48,2501,NEPAL,EN/NP,8,1,8,8,9,9,9,9,8,9,8,8,8,8,8,0,50,50,6,7,8,8,5,9,9,6,2,5,5,6,8,8,8,1,1,8,8,7,7,8,8,4,8,8,8,7,8,7,5,8,4,1,5,5,5,2,5,5,3,8,8,5,1,8,5,1,5,5,8,20,20,5,16,7,0.1,3,24,2,,25,1,0,1,,6,1,1,1,213,0
4/27/2020 10:22,1912,NEPAL,EN/NP,1,7,1,8,10,2,6,7,2,7,1,1,1,1,7,100,0,0,2,5,6,6,6,10,10,7,9,9,9,1,9,9,10,2,2,7,9,9,9,8,3,2,9,5,7,9,9,9,4,7,7,9,8,1,1,0,6,6,3,9,9,1,1,7,4,2,6,6,6,10,20,5,15,8,0.5,5,47,1,,25,2,0,3,,4,1,1,1,213,0
4/29/2020 20:43,4384,NEPAL,EN/NP,9,1,9,9,10,8,10,9,9,4,8,9,9,9,9,0,60,40,8,7,4,9,9,10,10,5,1,2,2,1,10,10,10,2,8,8,9,8,9,9,8,8,10,10,8,8,9,10,8,8,1,8,9,8,8,1,10,9,8,10,10,6,0,9,9,1,8,9,10,10,10,4,16,5,0.1,5,47,2,,25,2,0,1,,6,1,1,1,213,0
4/30/2020 21:14,18979,NEPAL,EN/NP,10,0,10,10,10,10,10,10,10,10,8,10,10,10,10,0,50,50,6,7,10,10,9,10,10,9,6,6,7,7,10,10,10,0,8,8,8,9,8,8,8,9,10,10,9,10,10,10,9,10,8,0,10,8,7,1,10,7,7,10,10,9,0,9,9,0,8,10,10,10,10,3,16,10,0.1,100,24,2,,25,1,0,1,,5,1,1,1,213,0
5/4/2020 12:01,1152,NEPAL,EN/NP,8,2,8,9,9,6,6,6,6,6,7,8,7,8,8,25,60,15,7,6,1,4,5,7,6,4,4,3,4,6,8,8,8,2,3,9,7,7,7,8,7,2,6,8,6,6,6,6,6,6,6,6,7,7,7,7,8,6,7,8,8,6,3,6,7,6,6,7,6,40,20,6,10,7,0.1,5,47,1,,25,1,0,1,,6,1,1,1,213,0
5/3/2020 15:57,2601,NEPAL,EN/NP,10,0,10,10,10,10,10,10,10,10,7,9,10,10,10,50,30,20,7,7,7,5,6,10,8,5,4,0,2,4,10,10,10,1,7,8,6,6,5,5,5,5,9,7,5,5,5,8,8,9,5,6,8,5,10,3,8,4,2,8,8,5,2,6,6,6,5,5,6,60,30,4,16,10,0,500,24,2,,25,2,0,4,,4,1,1,1,213,8
4/30/2020 21:37,1892,NEPAL,EN/NP,9,0,9,10,9,8,9,9,8,10,9,9,8,9,9,0,100,0,6,5,8,7,8,10,10,7,8,7,7,2,10,10,10,0,5,7,9,7,8,8,9,8,9,9,8,9,9,10,9,10,0,1,9,2,9,0,10,9,5,10,9,1,0,8,7,0,8,8,10,40,10,5,10,8,0.2,100,46,2,,25,1,0,1,,6,1,1,1,213,9
5/4/2020 15:09,363856,NEPAL,EN/NP,8,0,10,10,10,10,10,10,10,10,10,10,10,10,10,40,30,30,1,3,8,8,8,10,10,7,5,5,5,8,10,10,10,3,10,7,8,8,7,8,8,9,10,10,9,9,9,10,8,8,5,2,9,7,7,7,10,7,7,10,9,9,0,8,8,0,6,8,10,70,50,5,5,4,0.1,100,24,2,,25,1,0,1,,6,1,1,2,213,9
4/27/2020 11:05,1874,NEPAL,EN/NP,10,0,10,10,10,10,10,10,7,10,5,7,10,10,10,80,20,0,0,0,10,8,10,10,10,5,5,7,5,3,10,10,10,0,0,0,4,8,8,8,8,8,8,10,8,8,8,8,5,7,7,7,8,6,6,0,5,5,3,10,10,5,0,5,8,0,5,5,10,80,50,5,16,5,0.1,5,47,2,,25,2,0,1,,10,1,1,1,213,10
4/30/2020 22:50,2519,NEPAL,NP,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,80,20,10,10,10,10,10,10,10,0,0,0,0,0,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,50,20,1,10,10,0.1,5,12,1,,24,1,0,3,,6,2,1,1,213,0
4/25/2020 14:52,17242,NEPAL,EN/NP,9,2,8,8,9,8,8,8,4,8,9,9,9,9,9,0,80,20,5,6,7,8,6,7,7,3,3,2,3,2,10,9,9,0,1,8,7,7,6,6,7,4,8,9,8,9,8,8,7,6,5,7,6,8,6,2,2,4,2,9,9,8,7,9,9,1,9,7,9,20,40,6,9,6,0.1,3,47,1,,24,1,0,4,,5,1,1,1,213,0
4/29/2020 11:51,2588,NEPAL,EN/NP,9,2,10,10,10,8,8,10,9,10,8,8,8,10,10,0,75,25,5,5,5,7,5,10,10,5,5,5,5,3,10,10,10,0,1,9,10,7,8,5,5,5,8,8,5,7,8,9,5,7,2,5,7,8,8,3,8,5,1,10,10,10,0,5,8,0,5,6,10,10,50,5,14,9,0.1,100,24,2,,24,3,0,3,,8,1,1,1,213,0
4/29/2020 15:44,1177,NEPAL,EN/NP,10,0,10,10,10,5,5,10,0,10,10,10,10,10,10,5,85,10,0,0,8,10,10,10,10,10,0,0,7,2,10,10,10,0,10,6,6,10,6,6,8,6,3,9,0,10,10,10,10,5,10,10,0,1,2,0,9,9,0,10,10,5,0,5,0,8,5,5,5,50,10,5,16,0,1.5,5,24,2,,24,1,0,4,,6,1,1,1,123,0
4/30/2020 21:35,1848,NEPAL,EN/NP,8,2,3,8,10,9,9,9,7,9,8,8,8,8,8,25,50,25,4,6,8,8,6,10,10,5,2,2,3,8,9,9,9,1,8,6,3,3,5,7,6,5,8,9,3,5,7,8,8,8,4,2,9,9,5,5,9,8,2,8,8,6,3,6,6,5,7,7,9,60,10,5,16,8,0.1,10,24,2,,24,1,0,3,,6,1,1,1,213,0
5/2/2020 16:31,2121,NEPAL,EN/NP,10,1,9,9,9,10,10,10,10,10,5,9,9,9,9,20,50,30,2,6,3,4,4,10,10,1,1,1,1,5,8,8,8,5,5,8,8,9,8,6,6,8,5,6,8,8,8,9,5,6,6,10,5,5,3,1,7,6,5,9,8,5,1,1,2,5,2,8,8,0,10,5,10,9,0.1,100,24,2,,24,1,0,1,,6,1,1,1,213,0
4/24/2020 16:24,3340,NEPAL,EN/NP,10,0,10,10,10,10,10,10,10,10,10,10,10,10,9,0,50,50,5,6,8,10,5,10,10,3,2,2,2,0,10,10,10,0,10,8,10,8,10,8,10,5,9,10,8,10,10,10,6,10,7,7,8,7,4,8,3,7,3,10,10,0,0,7,2,0,5,6,10,40,30,5,10,7,0.1,3,24,2,,24,2,0,4,,6,1,1,1,213,4
4/29/2020 12:38,5206,NEPAL,EN/NP,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,40,50,4,5,8,8,5,10,10,1,1,1,1,6,10,10,10,0,8,7,8,9,9,9,8,8,10,10,8,10,10,10,6,9,1,5,9,9,5,1,5,5,0,10,10,4,0,5,6,0,5,9,8,0,0,5,16,8,0.1,100,24,2,,24,1,0,3,,6,1,1,1,213,4
4/29/2020 14:38,1830,NEPAL,EN/NP,2,3,8,7,7,6,6,6,4,7,9,9,8,8,8,30,50,20,4,6,1,7,7,7,7,7,1,6,1,7,6,8,7,7,7,6,6,6,7,7,7,7,7,8,5,3,4,3,5,5,2,4,6,7,7,8,7,7,6,9,6,5,2,6,5,2,5,7,8,20,30,4,5,9,0.05,5,47,1,,24,1,0,2,,8,1,1,1,213,4
4/29/2020 13:46,980,NEPAL,EN/NP,9,2,9,8,9,5,5,6,1,8,8,5,5,8,6,100,0,0,5,6,5,9,6,5,5,2,1,2,1,7,8,8,9,1,5,7,7,7,7,6,10,5,6,6,8,5,5,5,5,8,1,5,6,6,6,5,5,5,8,7,7,7,1,5,5,3,2,1,8,10,70,5,16,7,0.05,100,47,1,,24,1,0,3,,6,1,1,1,213,5
4/26/2020 9:26,1789,NEPAL,EN/NP,10,5,10,10,10,10,10,10,10,10,2,0,0,0,0,50,40,10,6,10,10,9,7,10,10,0,0,0,0,7,10,9,10,4,6,10,6,4,7,5,8,9,10,10,8,8,7,10,5,10,6,2,6,8,8,10,7,6,7,10,10,8,0,5,6,0,7,10,10,10,30,5,16,2,0.1,5,24,2,,24,2,0,4,,1,1,1,1,213,6
5/1/2020 10:44,339985,NEPAL,EN/NP,10,4,9,9,10,8,8,8,7,9,10,10,10,10,10,0,50,50,6,5,9,9,9,10,10,5,2,1,1,8,10,10,10,3,9,7,7,9,8,9,8,7,8,9,7,8,8,8,9,7,3,2,5,6,8,2,9,7,8,10,10,9,1,6,3,1,8,9,9,10,10,3,12,8,0.1,5,24,2,,24,1,0,4,,6,1,1,1,213,6
4/29/2020 11:59,1883,NEPAL,EN/NP,10,2,9,10,10,10,10,10,10,10,10,10,10,10,10,0,50,50,5,9,10,8,10,10,10,0,0,0,0,9,10,10,10,0,1,9,9,9,9,9,9,9,10,10,8,8,7,10,7,8,3,9,9,8,4,0,6,6,2,10,10,2,0,7,10,1,2,9,10,30,10,7,2,6,0.1,5,24,2,,24,3,0,4,,2,1,1,1,213,7
4/29/2020 12:16,228994,NEPAL,EN/NP,9,0,10,10,10,10,10,10,7,10,2,10,10,10,10,0,50,50,4,8,5,6,8,10,10,5,6,7,7,10,10,10,10,0,10,8,8,10,10,8,9,9,8,7,10,8,7,10,8,9,0,0,8,0,6,0,6,5,9,9,10,9,0,10,8,0,5,8,10,50,50,2,16,7,0.1,100,24,2,,24,2,0,4,,7,1,1,1,213,9
4/29/2020 12:20,2644,NEPAL,EN/NP,10,0,9,10,10,10,10,10,9,9,10,10,10,10,10,20,40,40,5,10,9,3,10,10,10,8,1,8,8,5,10,10,10,9,2,1,8,9,5,8,9,7,10,10,9,9,8,10,10,10,0,0,10,4,8,5,10,9,10,10,10,9,0,9,8,0,8,8,10,0,10,5,16,8,0.05,5,47,1,,24,1,0,1,,6,1,1,1,213,10
4/29/2020 13:54,4380,NEPAL,EN/NP,10,5,8,9,10,9,10,10,10,10,10,10,10,10,10,40,30,30,3,5,8,9,9,10,9,5,5,5,5,9,10,10,10,0,5,7,8,2,9,5,5,5,9,9,9,9,9,9,5,5,6,5,9,8,5,5,8,5,5,9,9,9,1,6,5,1,5,7,8,90,80,5,16,8,1.5,1000,24,2,,24,3,0,2,,6,1,1,1,213,10
4/29/2020 14:44,2097,NEPAL,EN/NP,10,10,6,10,10,10,10,10,10,10,10,10,10,10,10,0,100,0,2,4,10,10,10,10,10,5,5,5,5,5,10,10,10,0,0,4,5,1,4,0,2,2,10,10,8,7,8,10,6,7,2,4,8,4,10,5,5,1,3,8,8,6,1,5,6,6,7,8,8,20,60,5,1,4,0.05,5,24,2,,24,1,0,1,,7,1,2,2,213,10
5/4/2020 12:27,1865,NEPAL,EN/NP,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,50,30,20,7,7,8,8,8,10,10,5,0,8,8,7,9,10,10,0,8,6,8,7,6,5,6,7,10,10,5,10,7,9,10,10,10,1,9,10,7,10,10,8,5,5,5,5,0,5,5,0,5,5,9,70,70,5,16,7,0.1,100,24,1,,24,1,0,4,,8,1,1,1,213,10
5/4/2020 21:09,15178,NEPAL,EN/NP,10,0,10,9,10,10,10,10,10,10,0,10,0,0,10,0,70,30,0,0,10,10,10,10,10,5,0,0,0,10,10,10,10,0,10,5,5,0,10,10,10,10,10,10,10,10,10,10,8,10,10,0,10,10,10,0,10,10,10,2,10,10,0,10,0,0,10,10,10,0,100,0,3,10,0.1,100,24,2,,24,3,1,1,,11,1,1,1,213,10
4/24/2020 17:41,1654,NEPAL,EN/NP,8,2,10,10,10,10,10,8,7,9,10,10,10,10,10,90,8,2,6,5,3,5,7,10,10,0,0,0,0,8,10,10,10,3,2,7,8,8,8,10,4,2,10,7,2,7,7,7,7,8,5,7,7,7,5,3,3,6,4,10,7,3,0,2,1,4,6,2,7,50,20,4,7,6,0.1,3,47,1,,23,1,0,4,,7,1,1,1,213,0
4/25/2020 10:56,1841,NEPAL,EN/NP,10,1,10,10,10,9,8,10,8,9,9,10,10,9,10,0,100,0,7,9,7,8,9,10,10,3,4,4,4,8,10,10,10,0,0,9,9,10,10,9,9,8,9,9,9,10,9,10,10,9,1,1,8,9,7,8,8,8,4,10,9,8,1,9,7,0,6,9,10,40,40,5,16,7,0.1,3,28,2,,23,1,0,4,,5,1,1,1,213,0
4/26/2020 10:59,1147,NEPAL,EN/NP,8,1,8,8,8,10,10,10,10,10,8,8,8,8,8,25,50,25,5,5,7,7,7,7,8,1,1,0,0,6,8,8,9,1,8,6,6,6,7,7,8,8,5,7,5,7,6,7,7,7,3,7,7,5,6,1,7,3,2,6,8,2,5,5,3,9,5,5,5,70,70,2,14,4,0.5,2,24,1,,23,1,0,3,,7,1,1,1,213,0
4/26/2020 15:27,1562,NEPAL,EN/NP,10,0,10,9,10,9,10,10,7,10,10,10,10,10,10,95,5,0,7,8,10,10,8,10,7,6,6,6,6,9,10,10,10,0,1,9,8,8,8,9,9,7,9,9,7,7,8,9,8,8,3,5,8,7,10,0,10,8,1,10,10,8,0,6,6,0,10,9,10,40,60,3,7,8,0.05,100,24,2,,23,1,0,1,,5,1,1,1,213,0
4/29/2020 11:35,1935,NEPAL,EN/NP,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,50,50,0,0,8,7,7,10,10,10,0,0,2,0,10,10,10,10,0,0,10,10,10,10,10,10,0,10,10,6,10,10,10,10,10,0,10,10,0,8,0,9,10,8,10,10,0,0,9,1,0,10,10,10,100,100,7,14,10,.,100,24,2,,23,1,0,3,,3,1,1,1,213,0
4/29/2020 11:51,3091,NEPAL,EN/NP,7,0,10,10,10,10,10,10,5,10,10,10,10,10,10,2,49,49,5,6,2,6,8,0,3,9,5,7,6,0,6,10,10,0,0,7,8,0,10,0,10,10,5,6,5,5,3,5,7,9,2,9,5,5,2,3,4,5,10,10,10,0,0,3,0,0,7,3,10,70,90,6,16,6,0.05,5,47,2,,23,1,0,4,,6,1,1,1,213,0
4/29/2020 11:59,1853,NEPAL,EN/NP,10,0,10,10,10,9,9,10,10,10,10,10,10,10,10,25,50,25,8,7,9,9,10,10,10,5,5,5,3,4,10,10,10,1,1,9,9,8,9,8,8,9,8,8,7,8,8,10,10,9,2,4,7,7,8,4,9,8,8,10,10,4,0,7,6,0,7,10,10,50,20,5,16,8,0.4,5,47,2,,23,1,0,4,,6,1,1,1,213,0
4/29/2020 12:17,3205,NEPAL,EN/NP,10,0,10,9,10,10,10,10,10,10,10,10,10,10,10,10,80,10,10,6,5,8,3,10,10,0,0,0,0,1,10,10,10,0,0,9,9,10,9,9,8,9,10,10,8,8,8,10,9,10,6,7,8,0,1,0,1,0,1,10,10,8,0,9,9,1,9,8,9,20,10,5,11,8,0.05,5,47,2,,23,1,0,2,,6,1,1,1,213,0
4/29/2020 13:45,3210,NEPAL,EN/NP,9,1,9,5,9,9,9,9,8,8,9,9,9,9,9,0,50,50,7,7,8,9,9,9,9,3,3,3,3,3,9,9,9,1,2,8,9,9,8,9,8,9,9,9,8,8,8,8,9,9,4,4,8,3,7,4,8,8,6,9,9,7,1,7,7,1,7,8,9,30,10,1,6,8,0.05,5,7,2,,23,1,0,1,,6,1,1,1,213,0
4/29/2020 13:48,1531,NEPAL,EN/NP,10,0,10,10,8,3,5,4,4,9,1,0,0,2,1,49,50,1,5,6,9,8,10,10,9,0,0,1,1,8,10,10,10,0,4,7,10,9,10,8,9,9,8,10,2,8,5,8,7,7,8,3,7,6,8,8,9,5,10,10,10,7,3,7,9,3,7,5,9,0,20,0,11,7,0.1,5,47,1,,23,1,0,3,,4,2,1,1,213,0
5/4/2020 9:48,169912,NEPAL,EN/NP,9,0,9,9,10,8,8,10,9,10,10,10,10,10,10,2,78,20,7,7,2,8,8,10,8,5,5,5,5,3,10,10,10,0,0,10,10,10,10,5,10,10,8,2,8,8,8,10,2,3,2,1,10,3,8,8,10,8,8,10,10,0,8,8,8,2,1,9,10,70,60,3,14,6,0.1,100,24,2,,23,1,0,1,,6,1,1,1,213,0
5/4/2020 12:11,1501,NEPAL,EN/NP,10,1,7,8,8,10,10,10,10,10,9,10,10,10,10,0,70,30,8,7,7,9,5,10,10,8,8,2,9,5,9,8,9,4,5,2,2,5,5,3,4,5,7,8,5,7,6,9,9,8,5,2,8,10,7,1,9,8,6,8,8,8,2,9,2,4,5,5,7,10,10,5,16,8,0.05,5,24,1,,23,1,0,4,,6,2,1,1,213,0
5/4/2020 15:29,849,NEPAL,EN/NP,8,1,8,8,8,8,8,8,7,8,8,8,8,8,8,0,50,50,6,7,8,7,7,8,8,3,3,3,3,2,9,9,2,1,2,8,8,6,8,4,4,4,7,7,7,7,7,7,8,7,6,6,8,6,6,2,7,6,3,8,8,6,1,8,6,1,7,8,8,10,20,2,6,8,0.05,5,47,2,,23,1,0,1,,6,1,1,1,213,0
4/29/2020 11:30,2824,NEPAL,EN/NP,10,0,9,10,10,10,10,10,10,10,10,9,10,10,10,5,75,20,2,6,4,5,6,10,10,8,2,1,4,5,8,7,10,3,6,7,6,6,7,6,7,7,10,8,7,7,8,9,2,6,3,2,9,6,7,0,7,3,3,5,7,7,6,7,6,6,4,7,6,100,70,6,1,6,0.1,1000,24,2,,23,1,0,1,,6,1,1,1,213,4
4/29/2020 13:18,2474,NEPAL,EN/NP,10,0,9,10,10,10,10,10,8,9,10,10,10,10,10,10,50,40,6,6,10,8,9,10,10,7,3,5,5,5,9,9,10,0,2,8,7,5,6,7,5,5,9,8,8,6,7,9,9,10,1,1,9,9,7,2,6,7,1,9,8,7,3,7,6,2,4,7,9,10,20,4,16,8,0.05,5,25,2,,23,1,0,3,,6,1,1,1,213,5
4/29/2020 19:18,1454,NEPAL,EN/NP,10,0,10,10,10,10,10,10,5,5,10,10,10,10,10,50,50,0,5,5,10,10,10,10,10,0,0,0,0,10,10,10,10,0,10,7,5,10,10,9,10,10,2,5,5,10,10,10,5,5,5,5,5,5,5,5,0,0,10,10,10,0,0,0,0,0,10,5,10,0,50,2,1,6,0.1,100,24,2,,23,1,0,1,,6,1,1,1,213,5
5/4/2020 11:58,433627,NEPAL,EN/NP,10,10,4,9,9,6,10,10,10,10,10,10,10,10,10,10,70,20,6,4,6,5,6,7,6,3,3,3,3,3,8,9,8,9,6,6,6,6,7,4,5,4,8,8,8,8,9,9,4,6,4,4,6,6,6,3,7,5,4,6,7,5,1,4,5,4,3,6,6,70,60,4,1,6,0.1,500,24,2,,23,1,0,1,,6,1,1,1,213,5
4/29/2020 13:05,1642,NEPAL,EN/NP,10,9,10,10,10,9,9,9,6,6,10,10,10,10,10,80,20,0,5,4,10,9,8,10,10,3,2,2,2,5,10,10,8,0,6,10,8,10,9,9,8,9,10,10,10,9,10,10,7,10,5,8,10,9,10,8,8,7,7,10,10,4,0,7,7,0,7,8,10,10,10,1,14,8,0.05,5,47,1,,23,1,0,3,,1,1,1,1,213,8
5/4/2020 12:14,1269,NEPAL,EN/NP,10,0,0,0,0,6,6,10,7,10,8,10,5,10,4,20,50,30,7,5,1,7,5,10,10,6,5,4,4,4,9,10,10,0,3,6,8,9,9,5,7,3,7,9,5,7,8,8,5,4,6,4,3,2,7,4,5,5,3,9,8,6,3,7,4,2,2,5,7,60,30,2,12,7,0.1,5,24,2,,23,2,0,4,,6,1,1,1,213,8
5/4/2020 13:31,1805,NEPAL,EN/NP,9,4,8,5,5,8,8,8,5,6,6,6,6,8,6,0,99,1,6,5,9,8,8,10,10,0,3,3,3,4,8,9,8,4,5,5,5,5,5,6,5,5,8,8,8,9,6,9,7,7,7,7,8,4,7,1,7,5,1,7,7,7,7,8,8,3,7,7,8,50,50,5,7,8,0.05,20,24,2,,23,1,0,3,,6,1,1,1,213,8
4/29/2020 13:11,7953,NEPAL,NP,10,2,2,10,10,10,10,10,10,10,10,10,10,10,10,30,20,50,10,10,10,10,10,10,10,6,6,7,8,4,10,10,10,2,4,10,10,10,10,10,10,10,10,10,6,7,10,7,10,10,5,7,10,10,7,3,10,7,7,5,10,6,2,9,9,2,5,6,7,50,20,7,1,10,0.05,5,47,2,,23,1,0,3,,6,1,1,1,213,10
4/25/2020 4:43,1996,NEPAL,EN/NP,8,2,9,10,10,8,8,10,8,10,10,10,10,10,10,55,30,15,6,10,7,7,6,10,10,6,5,1,7,3,10,10,10,0,3,6,7,8,8,5,8,8,9,7,7,5,5,8,6,3,5,10,7,3,2,5,7,0,0,10,10,1,1,2,1,3,7,7,7,100,70,7,6,8,0.1,300,24,2,,23,3,0,4,,1,1,1,1,213,10
4/24/2020 21:33,20089,NEPAL,EN/NP,10,1,8,1,0,6,8,10,4,10,10,10,9,10,10,60,40,0,9,9,3,7,6,10,4,3,0,0,0,2,10,10,10,0,1,7,8,10,9,1,10,4,8,8,8,4,7,9,9,8,2,0,7,0,5,1,8,5,8,10,10,7,0,7,9,0,7,4,10,10,20,4,1,10,0.1,3,24,1,,22,2,0,4,,6,1,1,1,213,0
4/25/2020 14:22,2549,NEPAL,EN/NP,9,0,9,9,10,6,6,5,2,5,7,10,9,9,9,50,50,0,6,6,2,6,6,10,10,1,1,1,1,2,9,9,9,2,1,9,9,8,8,8,8,7,4,9,6,6,3,7,7,3,7,9,7,7,5,2,4,4,2,10,9,8,1,5,5,1,3,7,10,60,60,3,16,4,0.1,3,47,1,,22,1,0,4,,7,1,1,1,213,0
4/26/2020 11:54,2376,NEPAL,EN/NP,10,0,10,10,10,9,10,10,7,10,10,10,10,10,10,50,30,20,3,5,9,10,6,10,9,6,6,5,5,7,10,10,10,8,7,4,10,7,7,9,9,7,9,10,10,9,9,10,7,10,5,6,9,7,5,7,7,7,5,9,8,9,0,9,9,3,8,10,9,50,40,3,8,4,0.1,100,24,2,,22,2,0,4,,6,1,1,1,213,0
4/26/2020 15:41,1618,NEPAL,EN/NP,10,0,10,10,10,10,10,9,7,9,6,6,9,9,9,0,70,30,3,6,7,9,8,10,10,9,10,9,8,4,10,10,10,0,10,8,9,9,8,9,9,10,10,10,8,9,8,10,8,8,1,7,8,2,7,4,7,7,6,10,10,3,1,8,9,1,9,9,10,50,20,4,9,10,0.1,100,12,1,,22,1,0,2,,6,2,1,1,213,0
4/28/2020 18:38,1969,NEPAL,EN/NP,9,0,9,9,10,8,9,10,8,10,10,10,10,10,10,20,40,40,7,7,8,10,9,10,9,4,0,4,3,10,10,10,10,0,1,9,8,10,9,9,9,9,9,9,6,3,3,6,9,8,1,5,7,1,8,0,10,8,9,10,10,5,0,8,7,0,5,8,10,40,40,5,16,7,1.01,5,24,2,,22,1,0,4,,5,1,1,2,213,0
4/29/2020 11:11,1288,NEPAL,EN/NP,5,0,10,10,10,4,7,4,0,0,8,9,9,3,8,80,20,0,5,3,4,7,9,10,10,0,0,0,0,3,9,10,10,0,6,7,8,5,6,5,5,3,10,8,9,5,4,9,4,9,7,5,6,3,2,4,8,1,1,7,6,5,1,10,10,3,0,0,4,0,0,7,16,7,0.05,5,47,1,,22,1,0,4,,8,1,1,1,213,0
4/29/2020 11:40,261156,NEPAL,EN/NP,10,0,10,10,10,10,10,10,10,10,6,6,6,6,6,100,0,0,5,2,6,8,6,10,10,10,10,5,10,5,10,10,10,5,2,5,5,5,6,5,5,5,5,10,8,9,8,8,6,6,10,8,8,5,6,1,7,7,7,10,7,8,7,5,6,5,5,8,6,70,20,1,5,5,0.05,90,24,1,,22,1,0,4,,6,1,1,1,213,0
4/29/2020 12:26,1924,NEPAL,EN/NP,10,0,10,10,10,10,10,10,10,10,1,2,2,3,6,5,55,40,4,5,7,8,6,10,9,1,1,0,1,1,10,10,10,0,0,6,6,6,8,6,7,8,9,10,8,8,8,8,9,9,2,5,8,6,5,0,8,7,0,10,10,6,0,9,10,10,9,8,10,80,80,5,15,8,0.1,5,24,2,,22,1,0,4,,5,1,1,1,213,0
4/29/2020 13:49,1621,NEPAL,EN/NP,10,0,10,10,10,10,10,10,1,10,0,0,0,10,0,10,60,30,6,6,8,8,10,10,10,10,10,0,0,10,10,10,10,0,0,10,10,10,9,0,10,9,10,10,10,10,10,10,9,9,10,10,10,10,5,5,10,10,10,10,10,10,0,10,10,0,10,10,10,80,70,5,1,8,0.1,5,47,2,,22,1,0,4,,6,1,1,1,213,0
4/29/2020 14:31,1398,NEPAL,EN/NP,8,7,10,10,10,10,10,10,4,4,10,10,10,10,10,50,25,25,7,8,10,10,10,8,9,0,3,10,4,4,10,10,10,0,6,10,6,10,8,9,9,9,10,10,10,10,7,9,10,10,10,7,8,8,6,4,6,5,8,6,9,8,7,7,7,7,7,6,7,70,80,0,5,6,0.1,100,50,2,,22,1,0,2,,9,1,1,1,213,0
4/30/2020 0:49,1379,NEPAL,EN/NP,10,0,10,10,10,10,10,10,8,10,10,9,10,10,10,10,75,15,6,6,7,8,7,10,10,6,5,6,3,2,10,10,10,0,3,8,8,8,8,9,7,10,6,10,7,8,7,8,8,6,2,8,6,4,5,1,6,6,2,10,9,3,0,6,5,3,6,6,9,30,40,5,16,7,0.1,20,24,2,,22,1,0,4,,7,1,1,1,213,0
