"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","sex","sex_3_TEXT","age","physical_contact_1","physical_contact_2","physical_contact_3","physical_contact_4","physical_contact_5","physical_hygiene_1","physical_hygiene_2","physical_hygiene_3","physical_hygiene_4","physical_hygiene_5","policy_support_1","policy_support_2","policy_support_3","policy_support_4","policy_support_5","generosity_1","generosity_2","generosity_3","psych_wellbeing1_1","psych_wellbeing2_1","collective_narcis_1","collective_narcis_2","collective_narcis_3","national_identity_1","national_identity_2","conspiracy_theories_1","conspiracy_theories_2","conspiracy_theories_3","conspiracy_theories_4","open_mindness_1","open_mindness_2","open_mindness_3","open_mindness_4","open_mindness_5","open_mindness_6","morality_as_cooperat_1","morality_as_cooperat_2","morality_as_cooperat_3","morality_as_cooperat_4","morality_as_cooperat_5","morality_as_cooperat_6","morality_as_cooperat_7","trait_optimism_1","trait_optimism_2","social_belonging_1","social_belonging_2","social_belonging_3","social_belonging_4","trait_self.control_1","trait_self.control_2","trait_self.control_3","trait_self.control_4","self.esteem_1","Q108_1","narcissism_1","narcissism_2","narcissism_3","narcissism_4","narcissism_5","narcissism_6","moral_identity_1","moral_identity_2","moral_identity_3","moral_identity_4","moral_identity_5","moral_identity_6","moral_identity_7","moral_identity_8","moral_identity_9","moral_identity_10","risk_perception_1","risk_perception_2","political_ideology_1","moral_circle1","health_1","CRT1","CRT2","CRT3","marital","children","employment","employment_6_TEXT","ladder_answer","urban","tested_positive","know_tested_positive","no_bots","FL_28_DO"
"295","28/04/2020 18.19","28/04/2020 18.38",0,"77.234.84.138",100,1173,1,"28/04/2020 18.38","R_3EifC15xfF20LWD",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",1,"",35,4,10,10,0,6,6,6,10,0,8,4,0,10,8,1,100,0,0,8,8,4,1,1,10,6,1,0,0,0,4,10,10,10,0,3,8,7,9,7,6,8,9,8,8,7,7,8,9,4,9,8,6,6,0,6,6,7,6,6,8,8,8,3,0,3,3,0,0,0,6,10,30,6,4,8,50,3,7,2,0,1,"",3,1,1,1,213,"MoralIdentity|Collectivenarcissism|Physicalcontact|Narcissism|Moralcircle|Generosity|Physicalhygiene|Traitoptimism|Psychologicalwell-being|NationalIdentification|Open-mindedness|Politicalideology|ConspiracyTheoriesCOVID-19|Attentioncheck|Physicalhealth|Socialbelonging|Traitself-control|Anti-coronapolicysupport|Riskperception|Self-esteem|Morality-as-cooperation(shortversion)"
"296","28/04/2020 17.36","28/04/2020 18.41",0,"94.44.250.177",100,3878,1,"28/04/2020 18.41","R_3iJS8ouif5gtWB8",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",2,"",27,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,80,20,0,8,8,6,6,4,10,6,0,0,0,0,4,10,10,10,0,3,10,10,10,10,6,3,0,7,7,7,6,7,10,6,8,8,6,9,0,8,5,5,5,5,5,10,9,5,0,6,4,0,3,7,10,30,60,5,5,6,25,300,7,2,0,1,"",5,1,1,1,213,"Attentioncheck|Physicalhygiene|MoralIdentity|Traitself-control|Riskperception|Physicalhealth|Physicalcontact|Collectivenarcissism|Socialbelonging|Self-esteem|Generosity|ConspiracyTheoriesCOVID-19|Traitoptimism|Anti-coronapolicysupport|Politicalideology|Narcissism|Morality-as-cooperation(shortversion)|Moralcircle|NationalIdentification|Open-mindedness|Psychologicalwell-being"
"297","28/04/2020 18.19","28/04/2020 18.41",0,"176.63.157.171",100,1329,1,"28/04/2020 18.41","R_3MKk69ky4iLBhIC",NA,NA,NA,NA,47.95539856,21.71670532,"anonymous","HU",2,"",42,10,0,10,0,10,8,10,10,7,9,10,10,10,10,10,50,50,0,7,5,5,2,2,10,10,6,5,1,5,6,8,8,7,6,5,8,5,8,5,3,5,1,4,5,3,5,7,8,4,9,8,5,5,0,5,4,1,2,3,3,6,8,4,0,7,2,3,4,6,8,20,50,0,12,7,50,300,4,3,2,1,"",7,1,1,1,213,"MoralIdentity|Moralcircle|Physicalhealth|Generosity|ConspiracyTheoriesCOVID-19|Physicalcontact|Collectivenarcissism|Narcissism|Politicalideology|Socialbelonging|Open-mindedness|Traitoptimism|Anti-coronapolicysupport|Riskperception|Morality-as-cooperation(shortversion)|Psychologicalwell-being|Physicalhygiene|Attentioncheck|NationalIdentification|Traitself-control|Self-esteem"
"298","28/04/2020 18.24","28/04/2020 18.42",0,"188.6.18.24",100,1105,1,"28/04/2020 18.42","R_1C8xEhkC9mMQsfQ",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",2,"",20,8,2,8,8,8,5,7,10,6,8,9,9,9,9,9,20,40,40,5,5,5,5,5,5,5,5,4,0,0,2,8,8,8,0,0,5,6,6,6,4,2,1,5,6,8,8,8,10,5,8,6,1,5,0,5,5,0,2,1,5,10,10,5,0,7,7,0,7,7,7,50,50,5,16,5,50,300,NA,1,0,4,"",5,1,1,1,213,"Riskperception|Traitoptimism|Collectivenarcissism|Self-esteem|Physicalcontact|Generosity|NationalIdentification|Open-mindedness|Physicalhealth|ConspiracyTheoriesCOVID-19|Narcissism|Traitself-control|Physicalhygiene|Socialbelonging|Moralcircle|Psychologicalwell-being|MoralIdentity|Attentioncheck|Politicalideology|Morality-as-cooperation(shortversion)|Anti-coronapolicysupport"
"299","28/04/2020 18.23","28/04/2020 18.43",0,"46.139.25.228",100,1204,1,"28/04/2020 18.43","R_roRFNQOY9SmeqiZ",NA,NA,NA,NA,46.76669312,21.13330078,"anonymous","HU",1,"",45,5,0,5,5,0,8,7,10,7,9,5,5,5,5,5,90,5,5,8,8,5,5,5,10,9,8,5,9,9,5,9,10,10,5,5,5,8,10,9,5,5,5,5,5,10,10,10,9,4,10,8,8,5,0,5,5,2,2,2,2,9,7,5,1,5,5,1,5,5,8,10,30,5,16,10,25,3,4,3,2,1,"",7,1,1,1,213,"Attentioncheck|Physicalhygiene|Socialbelonging|Traitself-control|Politicalideology|Open-mindedness|Morality-as-cooperation(shortversion)|Psychologicalwell-being|Riskperception|NationalIdentification|Physicalcontact|Traitoptimism|Collectivenarcissism|ConspiracyTheoriesCOVID-19|Moralcircle|Physicalhealth|Generosity|Anti-coronapolicysupport|Narcissism|MoralIdentity|Self-esteem"
"300","28/04/2020 18.34","28/04/2020 18.46",0,"188.143.87.171",100,716,1,"28/04/2020 18.46","R_1DC2VINmSYkTa3U",NA,NA,NA,NA,48.09649658,20.78340149,"anonymous","HU",2,"",30,10,1,8,8,10,8,9,9,9,7,10,10,10,10,10,20,30,50,4,4,7,8,9,8,7,7,8,3,10,8,10,8,8,7,9,9,4,8,6,6,7,2,7,9,7,8,8,10,2,10,0,0,8,7,1,3,7,8,2,6,7,8,5,2,8,1,2,0,2,8,0,80,3,1,7,50,300,4,2,3,2,"",6,2,1,1,213,"Traitself-control|Narcissism|Attentioncheck|Socialbelonging|Morality-as-cooperation(shortversion)|NationalIdentification|Psychologicalwell-being|Moralcircle|Riskperception|Generosity|Physicalhealth|Physicalcontact|Anti-coronapolicysupport|Politicalideology|MoralIdentity|Open-mindedness|ConspiracyTheoriesCOVID-19|Self-esteem|Physicalhygiene|Traitoptimism|Collectivenarcissism"
"301","28/04/2020 18.15","28/04/2020 18.46",0,"178.48.141.151",100,1837,1,"28/04/2020 18.46","R_3oU5HOEFJoUp6aX",NA,NA,NA,NA,47.59660339,19.35519409,"anonymous","HU",2,"",20,8,8,1,6,10,6,8,10,0,0,10,8,7,10,10,100,0,0,2,6,0,8,0,10,8,2,0,0,0,8,10,9,9,0,8,9,4,4,8,9,4,0,3,5,1,0,7,8,2,8,6,6,6,0,2,0,3,0,0,8,3,7,6,0,8,7,0,1,1,0,70,80,5,16,8,50,300,4,1,0,3,"",6,1,1,1,213,"MoralIdentity|Psychologicalwell-being|Attentioncheck|Self-esteem|Traitoptimism|Socialbelonging|Anti-coronapolicysupport|Generosity|Open-mindedness|Narcissism|Physicalhygiene|Traitself-control|ConspiracyTheoriesCOVID-19|Politicalideology|Physicalhealth|Riskperception|NationalIdentification|Moralcircle|Morality-as-cooperation(shortversion)|Physicalcontact|Collectivenarcissism"
"302","28/04/2020 18.19","28/04/2020 18.47",0,"188.156.239.162",100,1680,1,"28/04/2020 18.47","R_3oz8u08eKTd9ejI",NA,NA,NA,NA,46.25300598,20.14819336,"anonymous","HU",1,"",44,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,100,0,0,6,8,4,10,10,10,10,10,10,8,10,0,10,10,10,0,0,10,10,10,10,0,0,0,10,10,10,10,10,10,10,10,0,0,10,7,0,10,0,10,10,0,10,10,10,10,10,10,0,0,10,10,100,100,0,16,9,150,300,4,3,2,1,"",6,1,1,1,213,"Self-esteem|Moralcircle|Morality-as-cooperation(shortversion)|Physicalhygiene|Collectivenarcissism|Psychologicalwell-being|Socialbelonging|Riskperception|MoralIdentity|Traitoptimism|Anti-coronapolicysupport|Politicalideology|Physicalcontact|ConspiracyTheoriesCOVID-19|Attentioncheck|Physicalhealth|NationalIdentification|Traitself-control|Generosity|Narcissism|Open-mindedness"
"303","28/04/2020 17.33","28/04/2020 18.52",0,"176.63.22.112",100,4712,1,"28/04/2020 18.52","R_2Ug9tiBGSwtBizr",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",1,"",45,7,1,9,7,10,8,8,10,8,9,8,3,7,8,5,30,70,0,1,2,5,5,5,8,8,8,0,0,7,3,7,8,8,1,2,6,8,9,9,3,2,8,8,4,5,8,8,5,8,9,5,1,6,0,2,5,2,5,7,5,5,8,2,1,9,5,1,2,8,5,10,50,5,11,9,25,300,4,1,0,6,"",9,1,1,1,213,"Collectivenarcissism|Anti-coronapolicysupport|Physicalhealth|Open-mindedness|Riskperception|Traitself-control|Socialbelonging|Attentioncheck|ConspiracyTheoriesCOVID-19|Generosity|Politicalideology|Psychologicalwell-being|Narcissism|MoralIdentity|Physicalcontact|Physicalhygiene|Self-esteem|Moralcircle|Morality-as-cooperation(shortversion)|NationalIdentification|Traitoptimism"
"304","28/04/2020 18.41","28/04/2020 18.52",0,"80.99.127.40",100,635,1,"28/04/2020 18.52","R_1EiI55D7pzcCpDL",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",2,"",42,5,6,4,9,10,7,8,10,7,9,4,3,2,7,8,80,20,0,7,8,9,8,5,8,3,9,8,7,8,9,8,8,8,1,5,10,8,9,8,3,6,9,7,8,4,6,7,8,7,9,6,7,6,0,7,8,3,8,6,3,8,9,7,1,7,7,1,7,6,9,60,80,3,4,6,50,300,4,1,0,3,"",4,1,1,1,213,"Riskperception|ConspiracyTheoriesCOVID-19|Attentioncheck|Politicalideology|MoralIdentity|NationalIdentification|Physicalhealth|Generosity|Physicalhygiene|Moralcircle|Narcissism|Traitself-control|Psychologicalwell-being|Morality-as-cooperation(shortversion)|Self-esteem|Physicalcontact|Traitoptimism|Anti-coronapolicysupport|Open-mindedness|Collectivenarcissism|Socialbelonging"
"305","28/04/2020 18.18","28/04/2020 18.52",0,"84.236.105.130",100,2023,1,"28/04/2020 18.52","R_1Gwe5QYxQsSxu6k",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",2,"",25,10,1,10,10,10,10,10,10,10,10,10,10,5,10,10,30,50,20,7,6,5,5,5,10,10,3,5,6,7,3,10,10,10,0,0,9,4,6,5,7,10,10,8,8,7,9,7,8,7,9,3,1,2,0,8,7,1,3,3,2,8,9,10,0,10,8,0,5,7,10,20,90,5,16,5,25,3,7,1,0,4,"",4,1,1,1,213,"ConspiracyTheoriesCOVID-19|Generosity|Morality-as-cooperation(shortversion)|NationalIdentification|Open-mindedness|MoralIdentity|Socialbelonging|Physicalhygiene|Self-esteem|Moralcircle|Riskperception|Anti-coronapolicysupport|Traitoptimism|Attentioncheck|Politicalideology|Traitself-control|Narcissism|Physicalcontact|Psychologicalwell-being|Physicalhealth|Collectivenarcissism"
"306","28/04/2020 18.31","28/04/2020 18.52",0,"89.132.241.189",100,1263,1,"28/04/2020 18.52","R_3EiKtyLJndC4QNR",NA,NA,NA,NA,47.95539856,21.71670532,"anonymous","HU",1,"",43,6,5,6,6,10,7,9,10,2,6,3,4,0,3,6,0,100,0,7,6,5,5,5,10,10,2,4,5,5,4,10,9,9,0,0,10,6,9,8,2,4,3,8,9,7,9,8,8,7,9,5,4,8,0,1,5,2,5,6,2,10,8,5,0,5,5,0,5,5,7,80,80,5,9,9,25,3,7,2,0,1,"",6,1,1,1,213,"Collectivenarcissism|MoralIdentity|ConspiracyTheoriesCOVID-19|Self-esteem|Open-mindedness|Anti-coronapolicysupport|Moralcircle|Physicalhealth|Narcissism|Riskperception|Traitself-control|Psychologicalwell-being|Socialbelonging|Traitoptimism|Physicalcontact|Attentioncheck|NationalIdentification|Politicalideology|Physicalhygiene|Generosity|Morality-as-cooperation(shortversion)"
"307","28/04/2020 18.42","28/04/2020 18.53",0,"188.6.187.233",100,629,1,"28/04/2020 18.53","R_3kp1nDXVyTKTwZR",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",1,"",41,10,0,10,10,10,10,10,10,5,5,5,5,5,5,5,100,0,0,5,5,5,5,5,10,10,10,10,0,10,10,10,5,10,5,5,10,10,10,10,0,5,5,5,5,10,5,10,10,5,5,10,10,10,0,5,5,5,5,5,5,10,10,10,0,10,5,0,5,10,10,0,0,2,1,5,50,3,7,2,1,5,"",6,1,1,1,213,"Politicalideology|Self-esteem|Socialbelonging|Collectivenarcissism|Physicalhealth|Physicalhygiene|Attentioncheck|MoralIdentity|Traitoptimism|Generosity|Psychologicalwell-being|NationalIdentification|Traitself-control|Anti-coronapolicysupport|ConspiracyTheoriesCOVID-19|Narcissism|Open-mindedness|Riskperception|Physicalcontact|Morality-as-cooperation(shortversion)|Moralcircle"
"308","28/04/2020 17.43","28/04/2020 18.54",0,"77.234.65.31",100,4255,1,"28/04/2020 18.54","R_1GwdZUJAjsypJvT",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",1,"",28,8,7,10,6,10,9,9,9,6,6,10,10,10,10,10,90,10,0,7,7,0,5,0,7,0,0,0,0,0,9,10,10,10,0,2,6,7,6,7,3,3,2,7,7,5,6,7,7,8,8,6,4,7,0,3,3,2,3,3,10,8,8,5,1,2,4,2,5,3,5,90,60,4,4,8,50,3,7,3,0,1,"",4,1,1,2,213,"Politicalideology|Physicalhygiene|Traitself-control|Anti-coronapolicysupport|Riskperception|Self-esteem|Moralcircle|Narcissism|Psychologicalwell-being|Traitoptimism|MoralIdentity|Generosity|Physicalhealth|Socialbelonging|Morality-as-cooperation(shortversion)|Open-mindedness|Collectivenarcissism|NationalIdentification|Attentioncheck|ConspiracyTheoriesCOVID-19|Physicalcontact"
"309","28/04/2020 18.00","28/04/2020 18.54",0,"91.83.117.118",100,3231,1,"28/04/2020 18.54","R_88F8NRjbiZ16Dn3",NA,NA,NA,NA,48.251297,20.63040161,"anonymous","HU",1,"",64,8,0,2,2,2,7,8,9,9,6,9,9,8,9,9,0,50,50,6,7,4,4,4,7,7,4,4,4,4,4,8,8,9,9,4,7,7,8,7,4,4,3,6,7,7,7,8,6,7,8,3,4,8,0,4,6,1,0,0,0,6,8,6,3,4,4,6,4,4,3,40,60,0,14,6,50,3,NA,3,2,5,"",6,1,1,1,213,"Open-mindedness|ConspiracyTheoriesCOVID-19|Self-esteem|Collectivenarcissism|Narcissism|Politicalideology|Psychologicalwell-being|Attentioncheck|Traitself-control|Anti-coronapolicysupport|Generosity|MoralIdentity|NationalIdentification|Physicalhygiene|Riskperception|Physicalhealth|Morality-as-cooperation(shortversion)|Traitoptimism|Moralcircle|Socialbelonging|Physicalcontact"
"310","28/04/2020 18.44","28/04/2020 18.54",0,"217.65.120.196",100,581,1,"28/04/2020 18.54","R_2VfhlBZSPyP6r9S",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",2,"",43,10,0,10,10,10,6,7,10,6,9,10,10,10,10,10,100,0,0,6,6,4,4,4,7,7,8,9,8,9,3,7,3,7,2,6,7,6,7,7,3,7,7,6,7,6,7,7,8,7,7,9,4,7,9,10,7,6,6,7,6,7,7,6,3,4,6,3,4,6,9,50,50,0,16,5,50,3,4,3,2,1,"",6,2,1,1,213,"Narcissism|ConspiracyTheoriesCOVID-19|Physicalhealth|Psychologicalwell-being|Socialbelonging|Moralcircle|MoralIdentity|Open-mindedness|Self-esteem|Anti-coronapolicysupport|Collectivenarcissism|Riskperception|Physicalcontact|Attentioncheck|Politicalideology|Physicalhygiene|NationalIdentification|Generosity|Morality-as-cooperation(shortversion)|Traitoptimism|Traitself-control"
"311","28/04/2020 18.34","28/04/2020 18.58",0,"80.99.125.153",100,1417,1,"28/04/2020 18.58","R_2xVIgrhw8oxc5US",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",1,"",66,9,0,10,10,10,10,10,10,6,10,10,10,10,10,10,90,10,0,8,8,8,8,8,10,10,0,0,0,0,3,10,9,9,1,1,8,8,8,9,3,7,6,3,7,8,8,8,10,4,7,4,6,3,0,7,4,4,4,3,8,9,8,8,0,7,7,9,8,7,9,60,60,5,10,7,NA,300,4,2,2,5,"",7,1,1,1,213,"Moralcircle|Traitoptimism|Collectivenarcissism|NationalIdentification|Traitself-control|Attentioncheck|Riskperception|Narcissism|Morality-as-cooperation(shortversion)|Physicalcontact|Physicalhygiene|Physicalhealth|Socialbelonging|ConspiracyTheoriesCOVID-19|Anti-coronapolicysupport|Politicalideology|Generosity|Self-esteem|MoralIdentity|Open-mindedness|Psychologicalwell-being"
"312","28/04/2020 18.46","28/04/2020 18.59",0,"82.144.182.29",100,763,1,"28/04/2020 18.59","R_3GDm1vKABGRLI1e",NA,NA,NA,NA,46.6499939,21.28329468,"anonymous","HU",2,"",46,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,50,50,0,5,3,6,7,8,10,10,5,0,0,0,2,9,10,10,0,0,5,5,10,10,5,3,0,6,8,10,10,9,10,10,10,1,0,4,0,7,7,0,5,2,2,8,9,3,9,10,5,0,9,2,9,50,50,5,8,5,25,100,4,3,2,1,"",8,1,1,1,213,"Collectivenarcissism|Psychologicalwell-being|Open-mindedness|Self-esteem|MoralIdentity|Moralcircle|Traitoptimism|Anti-coronapolicysupport|ConspiracyTheoriesCOVID-19|NationalIdentification|Physicalhealth|Attentioncheck|Traitself-control|Morality-as-cooperation(shortversion)|Physicalhygiene|Politicalideology|Socialbelonging|Physicalcontact|Generosity|Narcissism|Riskperception"
"313","28/04/2020 18.44","28/04/2020 19.01",0,"37.76.90.141",100,1000,1,"28/04/2020 19.01","R_3n0IayaI2Yg1eaU",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",2,"",32,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,50,50,0,10,9,8,8,8,10,10,7,7,9,3,0,8,9,8,2,1,10,10,10,10,10,10,10,7,8,10,10,10,10,10,10,1,0,3,0,0,0,0,0,2,0,7,9,3,2,3,3,8,3,2,3,20,100,0,1,10,50,300,4,3,5,6,"Gyet",10,1,1,1,213,"ConspiracyTheoriesCOVID-19|Generosity|Open-mindedness|Riskperception|Physicalcontact|Physicalhealth|Psychologicalwell-being|Anti-coronapolicysupport|Traitself-control|Morality-as-cooperation(shortversion)|Self-esteem|MoralIdentity|Politicalideology|Physicalhygiene|Socialbelonging|NationalIdentification|Attentioncheck|Narcissism|Traitoptimism|Collectivenarcissism|Moralcircle"
"314","28/04/2020 18.50","28/04/2020 19.03",0,"176.63.245.137",100,802,1,"28/04/2020 19.03","R_3fDUu69jJJtqS7y",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",1,"",29,10,4,9,10,10,10,10,10,10,10,10,10,9,10,10,80,20,0,7,9,0,0,0,8,0,0,0,1,0,2,9,8,9,0,0,9,9,10,4,3,1,0,7,8,7,8,5,9,5,5,4,8,3,0,8,4,1,6,7,0,10,9,1,0,4,1,1,7,7,9,70,100,5,7,10,25,NA,NA,2,0,1,"",5,1,1,1,213,"ConspiracyTheoriesCOVID-19|NationalIdentification|Socialbelonging|Psychologicalwell-being|Attentioncheck|Traitoptimism|Physicalhealth|Moralcircle|Traitself-control|Anti-coronapolicysupport|Physicalhygiene|Morality-as-cooperation(shortversion)|Self-esteem|Collectivenarcissism|Open-mindedness|MoralIdentity|Riskperception|Physicalcontact|Narcissism|Politicalideology|Generosity"
"315","28/04/2020 14.55","28/04/2020 19.15",0,"176.63.28.39",100,15613,1,"28/04/2020 19.15","R_3L83vPSoc8RGkPO",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",1,"",35,8,2,9,0,10,10,10,10,7,0,7,9,7,10,9,95,3,2,3,3,3,4,7,10,9,2,1,2,1,6,10,10,10,0,0,10,9,10,10,0,3,0,8,10,8,8,7,10,8,7,9,8,7,0,3,6,3,3,6,2,10,10,2,0,1,0,0,3,6,10,30,40,8,14,4,50,300,2,1,0,1,"",6,1,1,1,213,"Generosity|Traitself-control|Collectivenarcissism|ConspiracyTheoriesCOVID-19|MoralIdentity|Physicalcontact|Narcissism|Riskperception|Politicalideology|NationalIdentification|Physicalhygiene|Self-esteem|Physicalhealth|Traitoptimism|Attentioncheck|Open-mindedness|Anti-coronapolicysupport|Socialbelonging|Morality-as-cooperation(shortversion)|Psychologicalwell-being|Moralcircle"
"316","28/04/2020 18.59","28/04/2020 19.17",0,"176.63.19.35",100,1066,1,"28/04/2020 19.17","R_3ikDVfhA3IfYzof",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",1,"",35,2,5,6,8,8,6,6,9,8,6,3,1,0,5,0,100,0,0,3,2,5,8,8,10,10,9,2,9,9,5,10,10,10,10,5,8,9,1,6,0,5,2,5,2,5,8,7,5,5,9,7,5,6,7,10,7,5,9,9,5,8,7,3,5,6,2,3,5,5,5,10,20,10,14,7,125,3,4,1,0,3,"",8,1,1,1,213,"Physicalhealth|NationalIdentification|Open-mindedness|Riskperception|Generosity|Politicalideology|Self-esteem|Narcissism|Physicalhygiene|Morality-as-cooperation(shortversion)|ConspiracyTheoriesCOVID-19|Psychologicalwell-being|Socialbelonging|Collectivenarcissism|Physicalcontact|Traitself-control|MoralIdentity|Anti-coronapolicysupport|Traitoptimism|Attentioncheck|Moralcircle"
"317","28/04/2020 18.47","28/04/2020 19.17",0,"178.164.236.175",100,1811,1,"28/04/2020 19.17","R_2QRJmxr6J05iSEq",NA,NA,NA,NA,46.25300598,20.14819336,"anonymous","HU",2,"",43,8,3,8,8,8,8,8,8,8,6,7,7,4,6,6,60,30,10,6,6,5,4,4,9,6,7,6,6,6,2,8,8,8,1,3,4,6,7,8,6,4,2,7,7,6,6,7,7,6,6,7,3,4,0,4,5,4,3,5,6,8,6,4,2,4,4,3,4,6,6,70,70,5,5,7,25,3,7,1,1,1,"",6,1,1,1,213,"Attentioncheck|Riskperception|Traitself-control|Moralcircle|Morality-as-cooperation(shortversion)|Psychologicalwell-being|Anti-coronapolicysupport|Open-mindedness|ConspiracyTheoriesCOVID-19|Socialbelonging|Physicalhealth|Physicalhygiene|Traitoptimism|Self-esteem|NationalIdentification|Narcissism|Generosity|MoralIdentity|Collectivenarcissism|Physicalcontact|Politicalideology"
"318","28/04/2020 19.06","28/04/2020 19.22",0,"94.44.230.195",100,935,1,"28/04/2020 19.22","R_3m9wHw98xhveOGL",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",1,"",39,9,7,10,6,10,2,2,7,9,9,7,8,6,10,9,0,80,20,7,6,6,7,6,10,8,2,0,0,1,3,10,10,10,0,0,7,8,10,10,0,0,0,7,6,8,8,9,7,8,8,6,3,6,0,3,3,0,6,4,0,10,7,6,0,6,4,0,4,4,6,70,70,6,10,6,50,5,4,3,1,1,"",6,2,1,1,213,"Riskperception|MoralIdentity|Traitoptimism|Psychologicalwell-being|Physicalhealth|Traitself-control|Attentioncheck|NationalIdentification|Physicalhygiene|Collectivenarcissism|Generosity|Politicalideology|ConspiracyTheoriesCOVID-19|Open-mindedness|Morality-as-cooperation(shortversion)|Narcissism|Self-esteem|Socialbelonging|Anti-coronapolicysupport|Moralcircle|Physicalcontact"
"319","28/04/2020 19.18","28/04/2020 19.37",0,"188.143.88.142",100,1129,1,"28/04/2020 19.37","R_2Y9BM05XHET3H5g",NA,NA,NA,NA,47.18989563,18.41029358,"anonymous","HU",1,"",41,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,80,20,0,5,3,5,5,5,10,10,0,0,0,0,6,10,10,10,0,0,10,10,10,10,0,0,0,6,10,10,10,10,10,6,10,7,5,7,0,0,10,0,7,10,3,10,10,7,0,5,0,0,0,0,5,50,70,0,9,7,50,300,4,2,0,1,"",8,1,1,1,213,"Attentioncheck|Moralcircle|Collectivenarcissism|Traitself-control|Generosity|Self-esteem|Physicalcontact|ConspiracyTheoriesCOVID-19|Open-mindedness|Traitoptimism|Physicalhealth|NationalIdentification|Anti-coronapolicysupport|Socialbelonging|Morality-as-cooperation(shortversion)|Riskperception|Psychologicalwell-being|Narcissism|Physicalhygiene|MoralIdentity|Politicalideology"
"320","28/04/2020 19.19","28/04/2020 19.41",0,"188.36.199.57",100,1276,1,"28/04/2020 19.41","R_3iUacnXx6ZLhMDs",NA,NA,NA,NA,48.17959595,19.64570618,"anonymous","HU",1,"",46,8,0,2,1,0,3,8,10,10,0,5,4,2,7,2,0,100,0,8,7,1,2,2,6,5,10,7,5,2,5,10,10,10,10,5,5,5,6,8,3,7,6,5,6,5,3,5,5,10,10,2,1,5,0,0,5,0,2,2,5,5,5,1,5,5,0,1,0,0,5,10,50,3,14,9,50,300,2,3,3,1,"",11,2,1,1,213,"Socialbelonging|Self-esteem|Traitoptimism|Anti-coronapolicysupport|Narcissism|Open-mindedness|Psychologicalwell-being|Moralcircle|Physicalhealth|Riskperception|MoralIdentity|Physicalhygiene|Attentioncheck|ConspiracyTheoriesCOVID-19|Morality-as-cooperation(shortversion)|Physicalcontact|Collectivenarcissism|Politicalideology|NationalIdentification|Traitself-control|Generosity"
"321","28/04/2020 19.09","28/04/2020 19.41",0,"94.248.146.180",100,1935,1,"28/04/2020 19.41","R_7VydGAGOQaeaiwp",NA,NA,NA,NA,47.86790466,17.26989746,"anonymous","HU",2,"",47,10,0,10,10,10,9,9,10,5,10,10,10,8,10,10,100,0,0,5,5,5,5,5,10,10,10,1,1,1,5,10,10,10,0,8,10,9,10,10,9,5,1,8,8,1,9,9,10,5,10,10,5,5,0,5,5,4,5,5,5,10,10,5,0,3,3,0,10,8,10,50,50,5,16,8,50,300,2,2,1,6,"",6,1,1,1,213,"Politicalideology|Attentioncheck|Generosity|Narcissism|Open-mindedness|Psychologicalwell-being|NationalIdentification|ConspiracyTheoriesCOVID-19|Socialbelonging|Anti-coronapolicysupport|Self-esteem|Moralcircle|Physicalhygiene|Collectivenarcissism|Traitself-control|Traitoptimism|Riskperception|MoralIdentity|Physicalcontact|Physicalhealth|Morality-as-cooperation(shortversion)"
