StartDate,EndDate,Progress,Duration__in_seconds_,Finished,RecordedDate,consent,physical_contact_1,physical_contact_4,physical_contact_5,physical_contact_6,physical_contact_7,physical_hygiene_1,physical_hygiene_4,physical_hygiene_5,physical_hygiene_6,physical_hygiene_8,acq,policy_support_1,policy_support_4,policy_support_5,policy_support_6,policy_support_9,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self_control_1,trait_self_control_2,trait_self_control_3,trait_self_control_4,self_esteem_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,Q_Language
4/24/2020,4/24/2020,100,1189,1,4/24/2020,1,10,10,10,10,10,10,10,10,10,8,0,10,10,3,10,10,95,4,1,5,5,7,5,0,5,2,10,0,0,0,0,10,10,10,0,0,5,5,5,5,5,5,5,8,10,8,10,10,10,8,10,5,0,10,0,3,10,10,1,5,10,10,5,0,10,5,0,0,8,5,10,50,6,16,6,50,3 ÉóÖö,4 ôíÖö,2,,55,4,6,1,,5,1,0,0,213,HE-FE
4/24/2020,4/24/2020,100,1024,1,4/24/2020,1,8,1,10,10,10,7,8,10,9,8,0,4,4,4,4,3,20,80,0,7,9,3,3,3,9,7,2,0,0,0,2,9,9,9,0,2,7,7,7,6,3,6,7,8,8,7,9,9,7,4,4,8,2,8,8,5,8,9,8,8,10,8,4,0,3,5,3,1,6,8,70,70,4,16,10,50,300,4,2,,36,3,2,1,,8,1,0,0,213,HE
4/24/2020,4/24/2020,100,565,1,4/24/2020,1,8,1,8,10,10,9,10,9,7,8,0,2,6,4,10,7,0,80,20,8,8,8,8,8,10,10,4,4,4,4,0,10,10,10,0,0,9,9,10,10,7,3,3,8,8,10,10,10,10,8,10,4,0,8,0,5,0,0,5,0,10,10,5,0,6,4,0,5,5,10,50,40,5,16,9,50,3,3,2,,57,3,3,5,,7,1,0,0,213,HE-FE
4/24/2020,4/24/2020,100,955,1,4/24/2020,1,10,2,10,8,10,10,10,10,4,6,0,3,4,4,8,8,0,100,0,8,8,8,7,3,10,7,5,3,2,1,2,10,10,9,0,0,8,7,7,9,8,3,8,10,10,8,9,8,6,4,10,8,0,10,9,5,2,7,9,6,10,7,8,6,4,3,8,2,7,3,60,40,2,4,8,25,5 ôíÖö,4,2,,58,1,9,2,,9,2,0,0,213,HE
4/24/2020,4/24/2020,100,1334,1,4/24/2020,1,9,1,1,10,10,9,9,10,7,5,0,8,8,10,10,10,0,100,0,7,8,8,8,5,10,10,0,0,0,0,9,10,10,10,0,9,7,8,1,7,8,5,0,8,8,8,9,9,10,4,8,6,0,8,7,7,0,9,9,0,10,10,0,0,10,0,10,0,0,9,10,50,5,16,9,50,300,4,2,,69,2,3,5,,7,2,0,0,213,HE
4/24/2020,4/24/2020,100,1289,1,4/24/2020,1,9,0,9,9,10,10,10,10,10,10,0,3,3,0,8,6,0,90,10,4,3,7,7,7,8,8,6,6,0,0,3,10,10,10,0,1,9,9,10,9,9,9,9,6,8,8,9,8,8,7,8,1,0,9,1,8,8,9,8,0,10,9,9,0,9,9,0,9,10,10,60,60,5,16,7,50,3,4,1,,66,3,1,1,,5,1,0,0,213,HE
4/24/2020,4/24/2020,100,1771,1,4/24/2020,1,10,0,10,10,10,8,8,10,6,5,0,3,3,3,4,5,0,100,0,7,8,4,4,5,10,10,4,3,3,3,1,10,10,10,2,10,9,9,10,7,7,10,10,9,9,9,7,8,10,9,10,9,1,9,2,2,1,1,1,1,9,9,2,1,6,6,1,2,2,9,50,50,3,16,9,50,300,"1, ôíÑ Äáö",2,,68,3,4,5,,5,1,0,0,213,HE
4/24/2020,4/24/2020,100,1384,1,4/24/2020,1,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,50,50,0,10,10,10,6,7,10,10,2,1,0,0,0,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,6,0,8,3,10,6,0,10,10,0,0,10,10,0,0,0,10,0,0,8,1,10,50,33,3,1,,63,3,3,1,,5,1,0,0,213,HE
4/24/2020,4/24/2020,100,1255,1,4/24/2020,1,8,5,8,5,6,7,8,7,5,6,0,8,6,2,8,5,90,10,0,4,6,5,4,5,6,5,2,2,1,2,3,9,7,9,0,3,7,5,4,4,4,3,2,4,7,7,6,7,8,3,6,7,6,6,4,5,6,6,4,3,7,7,5,2,7,5,3,6,7,8,60,60,6,5,8,25,3 Éó,7,1,,27,1,0,4,,5,2,0,0,213,HE
4/24/2020,4/24/2020,100,1287,1,4/24/2020,1,10,1,10,10,10,10,10,10,0,10,0,5,2,2,5,0,60,40,0,9,4,5,5,5,10,5,5,0,5,10,0,10,10,10,0,0,5,0,10,10,10,5,10,10,10,8,10,8,9,5,9,0,0,8,5,8,3,7,5,0,10,5,5,0,5,0,1,4,4,7,50,60,9,4,10,25,3 ÉóÖö,7,1,,25,1,0,3,,4,1,0,1,213,HE
4/24/2020,4/24/2020,100,559,1,4/24/2020,1,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,30,70,0,8,8,9,9,9,9,9,1,2,2,2,0,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,7,10,8,0,10,0,7,0,8,8,0,10,10,10,0,0,2,0,2,8,10,30,40,0,16,10,253,3,4,2,,53,3,6,1,,3,2,0,0,213,AR
4/24/2020,4/24/2020,100,770,1,4/24/2020,1,7,6,8,10,10,9,8,10,10,10,0,5,5,5,6,6,50,50,0,8,8,10,10,10,10,10,3,0,0,0,3,10,10,10,0,0,6,5,8,8,5,6,10,10,10,8,9,10,10,5,6,10,6,8,6,9,4,10,4,0,10,7,3,0,5,5,2,8,6,10,50,80,8,5,8,503,300,8,2,,30,3,1,1,,5,1,0,0,213,HE
4/24/2020,4/24/2020,100,1067,1,4/24/2020,1,10,0,10,10,10,9,9,10,6,10,0,9,9,6,9,8,60,40,0,3,6,0,5,0,1,1,5,0,0,0,2,10,10,10,0,0,2,2,8,5,2,5,8,7,7,8,8,8,8,7,10,6,2,7,3,5,6,5,5,5,9,9,5,0,5,7,0,5,5,9,50,60,2,1,7,25,ôåÖô ÉóÖö,ôÅí ôíÖö,2,,64,4,4,5,,7,1,0,0,213,HE
4/24/2020,4/24/2020,100,1534,1,4/24/2020,1,10,1,10,0,10,8,8,9,8,10,0,10,10,0,10,7,0,100,0,8,4,10,10,9,10,10,8,2,2,0,5,9,9,9,0,0,10,10,5,7,0,2,0,,9,10,10,10,10,9,10,0,0,10,0,10,1,10,10,0,10,9,5,0,0,0,6,0,0,4,0,,9,16,9,25,ÉóÑ,4 ôíÖö,2,,56,3,3,3,,7,1,0,0,213,HE-FE
4/24/2020,4/24/2020,100,1163,1,4/24/2020,1,10,0,8,10,10,8,8,8,6,10,0,3,3,0,3,0,100,0,0,3,6,8,6,10,10,10,5,0,0,0,2,9,9,9,0,1,5,5,8,5,5,3,0,5,5,5,5,5,5,6,8,2,0,5,5,5,5,5,5,3,7,7,5,0,5,5,2,3,3,5,50,50,8,5,10,50,900,4,2,,64,4,3,6,"áå""ö",5,1,0,0,213,HE
4/24/2020,4/24/2020,100,1082,1,4/24/2020,1,10,0,10,10,10,8,8,10,1,8,0,9,10,6,10,10,50,50,0,3,8,5,5,1,8,8,8,0,0,0,0,10,10,10,0,0,2,5,10,8,6,3,0,9,9,5,8,8,5,6,7,5,5,8,5,9,2,8,5,1,10,10,8,0,10,5,3,5,5,5,50,70,4,1,9,25,3 ÉóÖö,4 ôíÖö,2,,56,4,3,2,,7,1,0,0,213,HE
4/24/2020,4/24/2020,100,1330,1,4/24/2020,1,10,0,8,10,10,9,8,10,6,10,0,5,10,10,2,10,0,50,50,3,6,5,7,0,10,10,10,3,0,5,0,10,10,10,0,0,8,7,10,1,9,9,9,9,8,3,3,5,9,9,5,9,2,5,2,10,0,10,7,0,10,10,0,0,6,4,7,3,2,9,10,40,10,16,5,50,300,4,2,,28,3,3,3,,4,2,0,0,213,HE
4/24/2020,4/24/2020,100,1012,1,4/24/2020,1,8,6,7,4,10,10,10,10,1,9,0,10,10,10,10,8,70,15,15,9,8,9,1,10,10,10,9,0,5,6,1,10,9,10,0,3,7,2,9,9,2,3,9,9,9,9,9,8,9,4,5,1,0,3,1,10,3,9,5,1,10,9,0,0,2,5,1,5,6,9,70,70,10,9,9,50,300,4,2,,65,3,4,5,,5,1,0,0,213,HE-FE
4/24/2020,4/24/2020,100,2271,1,4/24/2020,1,4,2,7,8,9,9,9,10,8,7,0,6,8,6,9,3,50,25,25,4,6,6,6,6,9,9,2,3,0,2,,9,9,9,0,,7,,8,8,6,4,8,7,7,7,7,7,8,8,8,6,1,8,6,8,4,8,8,3,8,8,8,0,8,8,1,8,8,9,30,30,2,8,7,50,3,7,1,,66,3,2,5,,8,1,0,0,213,HE
4/24/2020,4/24/2020,100,3173,1,4/24/2020,1,8,6,10,7,10,8,7,10,2,3,0,1,4,5,4,3,70,10,20,7,8,5,5,5,8,5,6,7,10,5,5,10,10,10,0,1,8,6,9,9,0,5,0,8,7,4,7,5,6,8,8,9,5,7,7,6,8,5,5,0,8,9,5,0,7,7,1,0,0,5,10,20,4,14,9,50,300,12,2,,26,3,1,6,åÄ âãÖåÑ åíÅÖÉ íóÅ êãÖö êîôâö áâÑ íå óñÅÑ,2,1,1,0,213,HE-FE
4/24/2020,4/24/2020,100,1001,1,4/24/2020,1,10,1,10,10,10,9,9,8,1,5,0,5,10,2,9,5,0,100,0,5,7,5,5,4,10,8,1,1,1,1,2,9,9,9,1,9,5,5,7,7,2,2,7,3,6,2,5,6,6,8,6,6,3,7,5,6,6,2,2,6,9,5,1,0,7,1,1,1,1,5,20,90,4,3,7,25,3,7,2,,59,1,0,1,,6,2,0,0,213,HE
4/24/2020,4/24/2020,100,1229,1,4/24/2020,1,6,4,8,4,3,4,7,6,5,5,0,2,5,3,7,4,90,8,2,3,4,3,4,3,9,8,2,3,1,1,1,8,8,8,0,2,4,4,5,5,5,5,5,3,5,7,6,6,6,7,6,5,3,3,3,5,4,7,3,2,6,8,3,4,5,2,4,4,6,5,40,50,3,10,6,25,3,7,1,,48,3,2,3,,5,1,0,0,213,HE
4/24/2020,4/24/2020,100,1941,1,4/24/2020,1,10,0,10,9,10,8,8,8,5,6,0,10,10,6,6,10,0,100,0,8,7,5,7,8,10,10,5,0,0,0,2,9,9,9,1,2,0,7,8,7,7,7,7,10,8,7,7,9,9,8,8,3,1,7,2,2,4,6,3,4,10,7,0,0,0,0,0,6,3,10,20,20,7,14,9,25,300,4,1,,59,3,3,1,,5,1,0,0,213,HE
4/24/2020,4/24/2020,100,912,1,4/24/2020,1,9,1,8,10,10,10,10,10,3,6,0,3,8,0,10,7,20,60,20,3,4,2,0,0,10,10,3,3,3,3,3,10,10,10,0,0,7,8,9,6,6,6,6,10,10,8,8,9,10,7,10,2,2,7,1,7,7,3,7,0,10,10,0,0,7,0,0,6,0,10,30,30,3,16,7,25,3,7,2,,54,3,3,2,,8,1,0,0,213,HE-FE
4/24/2020,4/24/2020,100,967,1,4/24/2020,1,9,5,9,10,10,7,7,10,6,10,0,10,10,2,10,2,0,100,0,4,4,7,6,6,7,7,7,0,1,8,1,9,9,9,0,0,5,5,7,8,5,8,9,7,7,7,7,9,10,6,8,5,5,6,5,6,3,6,5,1,9,9,0,0,5,8,0,2,0,5,50,50,0,9,7,50,?????,7 ?????,1,,36,3,1,1,,4,1,0,0,213,AR
4/24/2020,4/24/2020,100,824,1,4/24/2020,1,8,2,7,9,10,8,8,9,3,9,0,0,1,0,1,0,100,0,0,4,7,3,3,2,9,6,1,1,1,1,2,1,9,7,0,2,1,2,7,8,5,8,8,8,8,5,8,7,8,8,9,2,2,9,2,5,2,5,5,8,8,6,5,1,6,5,4,5,5,6,20,20,2,9,8,25,3,7,1,,34,3,0,1,,8,1,0,0,213,HE
4/24/2020,4/24/2020,100,1028,1,4/24/2020,1,0,0,4,8,10,9,9,10,9,7,0,8,6,2,2,1,100,0,0,8,7,8,9,7,9,9,0,0,0,0,10,10,10,10,10,2,7,2,2,2,3,2,2,9,9,7,7,6,10,7,7,4,2,8,2,7,2,2,2,2,6,6,7,7,2,3,6,6,6,6,30,30,2,2,8,50,300,8,1,,64,3,2,1,,8,1,0,0,213,HE
4/24/2020,4/24/2020,100,2172,1,4/24/2020,1,10,0,0,10,10,9,10,9,2,10,0,0,0,0,0,0,100,0,0,5,7,5,5,5,10,10,0,0,0,0,0,10,10,10,0,0,5,6,7,5,2,2,1,7,8,5,9,9,10,5,7,5,8,10,4,2,7,2,5,0,10,10,0,0,0,0,0,7,0,7,50,50,7,2,7,50,3 ÉóÖö,7 ôíÖö,1,,69,3,3,5,,7,1,0,0,213,HE
4/24/2020,4/24/2020,100,1015,1,4/24/2020,1,9,0,2,1,0,10,10,10,2,5,0,10,10,5,7,0,50,30,20,9,8,0,2,0,10,10,1,0,0,2,0,10,10,10,0,0,0,5,7,8,5,7,10,10,10,9,8,8,8,10,7,7,0,8,4,5,5,0,0,9,10,10,2,0,1,7,0,6,7,10,20,20,3,16,10,251,1,4,2,,64,3,5,1,,8,2,0,0,213,HE
4/24/2020,4/24/2020,100,557,1,4/24/2020,1,10,0,10,10,10,7,8,7,10,10,0,0,0,0,0,0,75,25,0,9,7,0,0,0,10,10,5,5,5,5,0,0,10,10,0,7,10,10,10,10,10,0,5,10,10,10,10,10,10,8,10,7,0,10,9,10,8,9,2,8,10,10,10,0,5,7,0,7,1,8,20,20,7,2,10,50,900,4,2,,57,5,2,6,íñéÄâ,9,1,0,0,213,HE
4/24/2020,4/24/2020,100,787,1,4/24/2020,1,7,6,8,8,10,8,8,5,2,8,0,2,4,4,7,3,0,100,0,7,7,6,7,4,8,8,3,1,1,0,6,7,6,6,2,2,5,4,3,3,3,3,3,7,9,7,6,6,8,3,3,3,2,4,6,6,3,3,2,3,7,8,3,7,7,3,2,6,7,6,70,70,2,4,4,50,3,4,2,,50,1,2,6,òôéâö éÖíëóö Ää ãéíà ååÄ íÅÖÉÑ,8,1,0,0,213,HE-FE
4/24/2020,4/24/2020,100,2375,1,4/24/2020,1,10,1,9,10,10,9,10,10,4,10,0,6,10,10,10,10,0,100,0,6,6,8,7,10,10,10,0,0,0,0,0,10,10,10,0,2,8,8,10,8,8,6,9,7,4,8,8,8,8,3,8,7,1,7,3,8,3,6,6,0,10,9,0,0,8,8,0,8,8,10,60,60,5,14,7,50,300 Éó,4,2,,22,1,0,6,"áå""ö",4,3,0,0,213,HE
4/24/2020,4/24/2020,100,498,1,4/24/2020,1,10,2,10,10,10,10,10,10,10,10,0,7,9,2,6,6,0,100,0,7,6,10,10,10,10,10,7,3,7,7,3,10,10,10,0,0,7,9,8,8,6,7,5,7,7,5,9,6,7,7,7,8,2,8,5,9,0,8,7,0,10,10,7,0,8,2,0,2,7,7,20,70,10,1,7,25,30 Éó,4,1,,20,2,0,6,,5,1,0,0,213,HE
4/24/2020,4/24/2020,100,1426,1,4/24/2020,1,10,0,8,9,10,9,9,10,10,7,0,5,7,4,9,5,20,80,0,6,5,5,10,6,10,10,5,4,5,5,3,0,8,10,0,2,6,6,10,6,6,6,7,9,8,8,9,8,10,4,10,6,4,7,3,9,1,8,8,0,8,9,8,0,7,8,0,8,8,2,10,30,7,6,6,25 ëêà,3 É,4 ôíÖö,2,,29,3,1,6,áåö Äáòâ åâÉÑ,6,1,0,0,213,HE
4/24/2020,4/24/2020,100,793,1,4/24/2020,1,3,6,9,9,10,7,8,10,6,10,0,2,4,1,3,2,20,80,0,8,6,5,5,5,10,8,5,9,5,7,3,8,8,10,0,2,8,8,9,9,2,2,8,8,9,9,9,9,10,7,9,8,2,8,5,8,4,9,6,6,9,9,5,0,6,8,0,8,8,9,50,60,5,11,8,50,900,7,2,,43,3,2,2,,8,1,0,0,213,HE
4/24/2020,4/24/2020,100,1097,1,4/24/2020,1,10,2,10,9,10,8,8,10,8,10,0,2,10,0,7,9,30,70,0,6,6,8,2,5,10,9,3,0,0,0,6,10,10,10,0,1,0,0,0,0,0,0,0,6,8,10,8,8,10,5,8,9,6,8,2,10,2,6,5,0,8,8,0,1,7,1,1,4,7,7,80,80,5,16,7,50,3,7,2,,62,3,3,2,,7,2,0,0,213,HE
4/24/2020,4/24/2020,100,845,1,4/24/2020,1,10,2,10,9,10,10,10,10,10,10,0,7,10,3,6,9,95,5,0,9,8,7,7,6,10,10,5,4,0,3,4,1,6,6,0,0,10,5,6,6,2,5,5,10,9,8,8,9,8,10,10,3,3,8,3,7,4,7,6,2,10,10,5,0,6,7,0,2,7,10,60,80,7,7,10,50,900,4,2,,28,3,1,2,,8,1,0,0,213,HE
4/24/2020,4/24/2020,100,590,1,4/24/2020,1,9,3,4,6,5,6,7,3,4,6,0,6,7,9,9,1,80,20,0,7,7,6,7,3,8,5,2,7,7,2,4,9,9,8,2,3,9,3,6,3,7,3,6,8,7,9,6,5,8,7,10,8,5,7,6,9,1,7,6,2,9,7,4,2,7,5,1,8,7,8,10,20,4,5,9,25,3 ÉóÖö,7,1,,20,1,0,6,áââå,8,1,0,0,213,HE
4/24/2020,4/24/2020,100,1261,1,4/24/2020,1,10,0,10,10,10,10,10,10,10,10,0,7,7,6,10,10,50,25,25,8,8,5,5,5,9,9,0,0,0,0,,1,10,10,0,1,7,7,8,7,4,7,7,8,9,10,7,7,8,9,10,1,1,6,4,7,0,7,6,0,10,10,10,0,10,10,0,10,10,10,10,40,2,16,7,50,9001,1,2,,57,4,2,2,,5,1,0,0,213,HE
4/24/2020,4/24/2020,100,1743,1,4/24/2020,1,7,5,5,7,7,8,8,8,8,8,0,5,5,5,5,7,20,60,20,7,7,2,2,2,5,5,1,1,1,1,4,8,8,8,1,4,5,7,7,7,7,7,7,7,7,7,9,9,9,7,8,3,1,8,5,5,7,8,5,2,8,8,5,1,7,6,1,7,8,8,30,30,1,16,7,25,900 ÉóÖö,7 ôíÖö,2,,60,4,0,1,,6,1,0,0,213,HE
4/24/2020,4/24/2020,100,1465,1,4/24/2020,1,8,3,2,0,10,5,8,6,6,1,0,6,8,8,4,6,0,50,50,7,6,0,10,0,10,10,9,10,10,8,0,10,10,10,0,6,6,4,8,5,8,4,8,8,10,3,5,5,7,5,6,4,5,5,2,1,0,0,0,5,10,10,2,0,2,0,2,4,4,7,0,10,5,14,10,50,300 Éó',4,1,,25,3,0,1,,5,1,0,0,213,HE
4/24/2020,4/24/2020,100,563,1,4/24/2020,1,7,3,2,9,10,8,8,10,5,8,0,6,8,8,9,1,40,40,20,7,6,0,4,2,9,7,0,0,0,0,3,10,10,10,1,1,7,8,10,9,3,4,9,8,6,8,8,7,9,4,8,6,3,8,7,6,6,4,6,1,10,9,8,0,7,7,0,9,9,9,90,90,2,14,9,50,3 ÉóÖö..,4 ôíÖö,2,,33,1,0,4,,5,1,0,0,213,HE-FE
4/24/2020,4/24/2020,100,1202,1,4/24/2020,1,10,0,1,10,10,10,10,10,9,10,0,10,10,10,10,10,50,40,10,5,5,7,10,10,10,10,1,1,1,1,5,10,10,10,0,0,10,10,10,10,7,10,10,7,8,9,9,8,10,9,9,1,0,8,3,,0,,,0,10,10,10,0,10,10,0,10,10,10,50,50,3,16,9,150900,900,3,2,,59,2,2,2,,5,1,0,0,213,HE
4/24/2020,4/24/2020,100,1388,1,4/24/2020,1,10,0,10,9,10,10,9,10,10,10,0,10,10,8,10,4,0,100,0,8,6,9,10,2,10,10,2,0,0,0,3,1,10,10,1,4,3,7,8,8,4,2,2,10,10,8,9,9,10,8,9,1,0,10,3,6,9,8,8,4,10,10,1,0,9,1,1,10,10,10,0,10,9,16,9,50,300,2,2,,64,3,3,5,,6,1,0,0,213,HE-FE
4/24/2020,4/24/2020,100,499,1,4/24/2020,1,10,0,10,10,10,10,10,10,10,10,0,9,10,10,10,10,80,0,20,8,10,9,9,9,9,9,0,0,0,0,0,10,10,10,0,0,10,10,10,10,10,10,10,9,9,10,10,10,10,9,9,9,2,10,0,4,0,3,3,0,9,7,2,8,3,2,4,3,3,3,10,20,0,16,9,25,32,2,1,,51,3,1,1,,2,2,0,0,213,AR
4/24/2020,4/24/2020,100,913,1,4/24/2020,1,9,1,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,60,40,6,5,0,8,8,10,10,0,0,0,0,0,10,10,10,0,0,5,9,9,10,5,5,5,7,7,8,9,8,9,9,10,2,0,5,1,6,0,7,6,0,10,10,10,0,10,7,0,9,10,10,0,20,6,16,8,50,3,4,2,,57,3,2,2,,5,2,0,0,213,HE
4/24/2020,4/24/2020,100,763,1,4/24/2020,1,7,10,7,10,10,10,10,10,0,10,0,10,10,10,10,10,75,25,0,0,2,10,10,5,10,10,0,0,0,0,3,7,7,5,0,0,7,2,8,2,2,6,3,5,7,4,8,8,6,7,10,8,2,10,10,10,7,10,7,5,10,8,8,1,6,0,5,5,0,5,50,50,8,1,10,50,9000,12,2,,28,3,1,1,,5,1,0,0,213,HE
4/24/2020,4/24/2020,100,812,1,4/24/2020,1,10,1,9,2,10,8,10,10,6,9,0,8,4,4,5,10,50,50,0,5,5,3,8,7,8,6,7,6,2,2,3,10,10,10,0,2,6,7,8,9,9,5,5,6,5,6,5,6,7,6,7,7,6,3,7,10,6,8,3,4,8,8,4,0,6,4,4,7,6,6,20,50,6,10,5,50,300,4,1,,27,1,0,4,,4,1,0,0,213,HE
4/24/2020,4/24/2020,100,1759,1,4/24/2020,1,10,0,10,10,10,7,7,5,0,4,0,10,10,10,10,10,0,100,0,6,8,2,7,1,10,10,6,3,0,0,0,10,10,10,0,1,0,3,6,5,5,5,6,7,10,4,5,5,7,7,7,2,5,6,5,5,0,3,0,0,10,8,0,0,5,6,0,5,1,10,50,70,6,10,7,25,3,4,2,,23,1,0,1,,9,1,0,0,213,HE
4/24/2020,4/24/2020,100,937,1,4/24/2020,1,8,0,8,6,10,6,6,5,5,7,0,7,9,7,5,6,80,20,0,6,6,5,5,5,8,8,1,1,0,1,2,7,10,10,0,2,5,5,8,5,8,7,10,7,7,3,6,6,3,7,4,3,7,6,5,4,1,5,2,2,10,5,2,0,3,5,5,0,0,3,80,80,3,7,6,25,3,4,2,,63,3,3,1,,5,2,0,1,213,HE
4/24/2020,4/24/2020,100,2097,1,4/24/2020,1,10,1,8,10,10,9,10,10,7,8,0,2,5,5,9,4,0,100,0,5,8,5,6,2,10,9,5,5,5,5,2,10,10,10,0,1,3,9,9,8,9,10,10,9,9,6,9,9,8,7,8,2,2,8,5,9,1,8,5,6,10,9,5,0,9,9,0,9,9,9,50,50,6,10,9,25 ëêà,ÉóÑ,7 ôíÖö,2,,52,3,3,1,,9,1,0,0,213,HE-FE
4/24/2020,4/24/2020,100,696,1,4/24/2020,1,8,5,5,7,10,9,8,8,0,10,0,0,6,0,10,2,50,50,0,1,1,0,5,2,10,2,0,8,0,6,2,8,1,9,0,0,2,2,9,10,7,8,8,10,10,2,6,7,5,8,10,7,2,8,8,10,5,8,5,10,9,6,7,0,5,6,1,5,7,1,10,20,9,3,9,50,300,7,2,,28,2,0,3,,1,1,0,0,213,HE
4/24/2020,4/24/2020,100,708,1,4/24/2020,1,10,0,10,10,10,10,10,10,4,10,0,8,9,2,8,9,100,0,0,4,6,10,10,10,10,10,0,0,0,0,2,0,10,10,0,0,7,8,10,10,10,10,3,10,10,0,4,6,5,10,10,10,10,8,0,10,3,10,7,3,10,10,0,0,4,6,3,1,0,10,30,30,6,5,6,25,3,6,1,,47,1,0,1,,8,1,0,0,213,HE
4/24/2020,4/24/2020,100,1120,1,4/24/2020,1,10,0,3,10,10,7,7,10,3,10,0,4,2,2,5,1,75,25,0,2,3,0,0,0,10,5,0,0,0,0,3,0,9,10,0,0,2,1,6,5,2,3,7,7,8,7,3,6,5,5,10,3,1,6,3,8,5,7,3,3,7,9,3,0,0,0,2,0,0,10,50,50,1,11,8,25,1,7,1,,43,2,1,6,áåö,5,1,0,0,213,HE
4/24/2020,4/24/2020,100,809,1,4/24/2020,1,8,1,3,5,7,9,8,9,8,5,0,10,7,3,7,2,70,30,0,3,4,3,4,8,10,7,3,0,1,4,3,7,7,8,5,3,8,0,10,6,1,3,4,4,6,6,7,7,9,3,7,4,7,7,4,8,10,8,6,7,8,9,,2,7,3,2,5,6,10,60,60,9,4,8,50,300 ÉóÖö,6,1,,20,1,0,6,áââå,6,1,0,0,213,HE
4/24/2020,4/24/2020,100,1101,1,4/24/2020,1,10,0,10,10,10,10,10,10,0,7,0,10,10,10,10,10,95,5,0,6,7,5,5,0,10,10,5,0,0,0,0,10,10,10,0,0,0,0,5,1,0,0,0,8,8,10,10,10,10,8,6,0,3,7,0,8,0,0,0,0,10,10,8,0,5,0,1,0,0,7,50,50,5,5,7,25,3,7,2,,31,3,2,1,,5,1,1,0,213,HE
4/24/2020,4/24/2020,100,1493,1,4/24/2020,1,9,8,9,10,10,8,10,10,5,10,0,0,0,0,0,10,60,20,20,8,8,10,10,10,0,0,0,0,0,0,2,10,10,10,0,5,8,10,10,10,10,10,10,10,10,7,5,5,9,10,10,2,3,10,7,9,1,10,8,7,10,10,5,0,8,10,0,10,10,5,0,70,5,16,8,50,3,2,1,,51,3,4,1,,8,2,0,0,213,AR
4/24/2020,4/24/2020,100,427,1,4/24/2020,1,8,3,7,7,8,7,7,7,4,7,0,2,3,3,3,3,100,0,0,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,5,5,5,5,3,3,5,5,5,8,8,8,8,5,5,3,1,5,4,5,3,4,4,4,7,7,6,6,5,5,5,5,5,5,50,50,5,2,6,50,300,4,2,,65,3,3,1,,5,1,0,0,213,HE-FE
4/24/2020,4/24/2020,100,265,1,4/24/2020,1,8,9,10,3,8,10,10,10,7,8,0,8,8,9,4,8,10,0,90,9,10,9,5,9,8,9,9,10,3,10,7,7,2,8,8,2,8,8,3,8,6,7,3,9,8,7,2,8,7,7,10,3,7,9,8,7,4,8,7,4,8,8,8,5,5,7,8,6,7,5,80,60,7,1,7,300,900,400,2,,24,1,0,3,,10,1,0,1,213,AR
4/24/2020,4/24/2020,100,1044,1,4/24/2020,1,10,0,0,10,10,8,8,10,10,7,0,4,7,5,8,7,50,25,25,7,10,5,5,5,8,6,0,0,0,0,2,10,10,10,0,0,5,5,6,5,5,6,6,9,10,8,10,10,10,5,8,7,5,8,2,5,9,3,4,1,10,10,5,0,5,5,0,5,5,10,0,10,1,9,9,50,3 ÉóÖö,12,2,,55,4,3,3,,7,2,0,0,213,HE
4/24/2020,4/24/2020,100,1094,1,4/24/2020,1,9,1,8,10,10,8,8,9,7,10,0,9,9,9,9,8,35,65,0,7,8,6,9,8,10,9,1,1,0,0,3,8,9,9,1,1,8,7,10,10,7,9,10,8,9,10,10,10,10,8,9,3,0,9,4,9,8,8,6,4,10,9,4,0,7,3,2,4,4,8,20,30,8,11,9,50,300,7,2,,43,3,2,1,,8,1,0,0,213,HE
