ResponseID,Timestamp_mm_dd_yyyy,Time_seconds,Q109_Informedconsent,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing_1,psych_wellbeing_2,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,national_identity_3,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self_control_1,trait_self_control_2,trait_self_control_3,trait_self_control_4,selfesteem,Q108_attention_check,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1_percentage,risk_perception_2_percentage,political_ideology,moral_circle,health,CRT_1_eurocents,CRT_2_minutes,CRT_3_hours,gender,age,marital,children,employment,ladder_answer,urban,tested_positive,know_tested_positive,no_bots
64520445,5/1/2020,1700,1,5,7,5,9,7,5,10,10,4,10,9,5,8,10,10,95,5,0,8,9,4,7,2,10,5,10,3,3,10,9,10,10,10,0,0,5,5,8,5,8,9,9,8,9,7,8,9,10,3,10,9,2,8,0,3,5,2,5,5,5,8,9,1,1,5,5,3,5,5,5,50,50,5,2,9,50,300,4,2,48,1,2,1,5,1,1,1,213
64522155,5/1/2020,1242,1,10,7,5,7,5,6,10,9,6,10,10,10,10,10,8,32,33,35,3,5,5,8,8,10,6,9,4,7,7,7,10,5,10,0,2,7,3,10,10,4,4,7,3,6,4,2,2,5,4,10,4,8,6,0,0,4,10,7,1,2,6,5,4,0,5,0,10,5,5,5,0,30,0,16,9,151,120,16,2, ,1,1,6,5,1,1,1,213
64530577,5/1/2020,2904,1,9,10,5,9,10,10,10,10,0,10,10,10,5,10,10,50,50,0,5,7,3,3,5,7,0,10,0,0,10,0,10,9,10,0,0,5,5,5,5,5,5,5,3,9,8,9,8,9,3,8,7,4,5,0,3,8,0,5,6,3,9,0,1,0,2,2,0,0,4,7,10,20,8,5,7,25,3,7,2,41,2,3,1,5,1,1,1,213
64535595,5/1/2020,553,1,10,2,10,10,10,4,4,10,10,10,5,5,5,10,10,10,90,0,8,7,10,6,6,10,10,8,1,1,8,0,10,10,10,0,0,10,5,10,10,10,5,10,7,10,10,10,10,10,10,10,0,2,8,0,6,0,0,8,6,0,8,2,0,0,8,0,5,8,8,2,80,80,5,11,8,25,3,4,2,40,3,3,1,3,2,1,1,213
64537712,5/1/2020,1144,1,8,10,8,0,10,10,10,10,10,10,10,9,10,10,10,80,10,10,7,8,5,5,5,8,8,1,1,1,1,0,10,10,10,0,0,8,6,8,8,8,8,9,4,4,8,8,8,8,3,9,9,8,6,0,6,8,1,6,7,3,9,10,7,0,8,9,0,7,8,10,40,40,8,9,7,50,100,4,2,29,1,1,2,3,1,1,1,213
64538349,5/1/2020,979,1,9,0,9,9,10,9,9,10,9,10,10,10,10,10,10,25,50,25,7,7,7,9,6,10,8,5,5,5,5,6,10,9,10,1,5,9,6,9,9,5,4,6,8,9,8,8,8,9,4,9,7,6,5,0,3,2,3,5,4,4,9,9,6,3,6,7,4,5,5,8,20,40,5,1,5,50,300,4,2,48,1,4,1,5,1,1,1,213
64541283,5/1/2020,1160,1,3,8,8,7,10,10,9,10,7,10,10,10,10,10,8,100,0,0,4,3,5,5,4,10,6,0,0,0,0,8,10,10,10,0,2,7,6,6,6,6,4,5,4,6,4,6,6,8,8,6,2,7,3,0,0,4,6,4,4,6,6,6,2,0,6,8,4,6,6,4,0,0,4,1,5,25,300,4,1,30,1,1,1,4,1,1,1,213
64547298,5/1/2020,876,1,10,0,10,5,10,2,10,10,0,2,7,5,3,8,8,0,50,50,5,7,0,2,0,10,0,0,0,0,0,1,10,10,10,0,1,9,0,1,3,6,10,10,10,7,10,10,5,10,0,2,3,10,3,0,0,0,6,1,1,3,10,9,2,0,2,3,0,2,2,10,70,70,5,3,6,25,300,7,1,19,1,1,4,3,1,1,1,213
64547945,5/1/2020,2006,1,10,0,8,7,10,7,7,10,2,0,9,9,9,10,8,55,33,12,8,8,3,3,5,10,8,0,0,0,0,5,9,8,7,2,6,6,5,7,9,8,7,9,10,9,4,4,8,5,4,6,7,8,8,0,4,5,6,6,6,4,9,6,5,0,4,6,4,3,4,9,30,50,3,11,9,25,3,2,2,28,3,1,1,4,1,1,1,213
64553785,5/1/2020,2023,1,10,0,10,10,10,10,10,10,8,10,10,10,10,10,10,0,100,0,0,8,0,5,5,10,10,0,0,0,0,10,10,10,10,0,0,10,10,10,10,0,10,10,10,10,5,5,10,10,7,10,5,0,10,0,0,5,0,5,5,0,10,10,0,0,0,0,0,0,5,10,50,70,8,7,8,50,900,2,2,56,3,3,2,3,1,1,1,213
64556634,5/1/2020,1976,1,10,0,10,10,10,5,10,10,10,10,10,10,10,10,10,50,25,25,8,7,5,8,8,7,7,10,10,10,10,5,8,8,8,2,5,6,5,10,5,1,5,10,10,10,6,7,7,10,10,10,7,9,8,0,1,7,7,5,4,3,10,10,5,0,10,5,6,5,5,10,10,40,5,1,8,50,1,8,2,51,1,3,1,5,1,1,1,213
64557836,5/1/2020,796,1,10,1,10,10,10,10,10,10,1,10,10,10,7,10,10,0,75,25,6,5,10,6,6,10,10,5,5,5,5,0,10,10,9,0,0,5,5,6,5,5,6,10,7,7,10,10,10,10,5,6,5,1,6,0,0,6,0,5,5,0,10,6,5,0,7,7,0,5,5,10,60,70,6,1,7,50,3,4,2,56,1,1,1,5,1,1,1,213
64558991,5/1/2020,999,1,3,7,6,8,8,10,10,7,9,10,5,10,1,10,10,80,20,0,6,5,1,5,5,8,5,5,6,7,6,5,8,8,7,0,3,6,1,8,7,9,7,10,7,8,4,3,3,6,3,7,7,7,4,0,4,6,6,2,1,5,10,8,5,0,7,3,3,7,5,10,70,70,5,15,6,25,3,7,2,28,3,1,1,5,1,1,1,213
64559909,5/1/2020,794,1,9,1,3,10,10,10,10,10,10,10,10,10,2,2,9,0,98,2,5,7,0,1,1,10,9,5,5,5,5,0,10,5,8,0,5,5,5,5,5,5,5,5,10,9,9,9,9,7,5,5,5,5,10,0,5,5,1,8,3,0,10,8,8,0,7,5,3,8,6,9,60,80,5,3,5,50,300,4,2,35,3,3,1,5,1,1,1,213
64561032,5/1/2020,2512,1,10,0,3,9,10,10,10,10,8,7,10,10,8,10,10,65,35,0,3,8,0,0,0,8,8,0,0,0,0,9,10,10,10,0,0,9,8,8,9,8,9,10,7,7,4,7,7,6,3,8,8,8,8,0,6,7,7,6,7,3,5,7,3,0,6,0,7,4,6,7,90,90,6,2,7,25,90,7213,2,40,3,3,1,2,1,1,2,213
64570200,5/1/2020,1375,1,2,10,2,4,0,10,10,10,6,4,5,2,5,9,6,100,0,0,5,7,0,5,2,10,5,10,0,2,7,2,10,10,9,0,2,5,5,5,5,5,5,5,3,3,3,3,3,2,8,8,3,3,4,0,2,8,4,8,3,9,7,8,5,2,5,5,4,3,5,8,50,50,5,3,5,25,300,6,2,41,1,1,1,5,1,1,1,213
64570746,5/1/2020,1863,1,10,10,10,8,10,9,9,5,7,0,10,10,10,10,10,75,25,0,8,7,2,8,2,7,7,3,0,0,0,4,10,10,10,0,2,9,7,10,9,6,3,7,7,3,5,7,9,9,7,10,4,6,8,0,2,5,2,7,4,3,8,8,4,4,7,0,3,7,7,10,20,20,4,14,8,25,3,7,1,46,3,4,1,2,1,1,1,213
64582484,5/1/2020,1415,1,0,9,0,3,5,1,1,4,1,6,0,0,0,0,0,90,10,0,8,6,8,5,10,8,5,1,1,1,1,1,9,6,8,1,5,5,5,5,5,5,5,5,6,6,5,6,6,6,4,4,1,3,4,0,1,1,4,0,1,0,6,0,0,1,1,0,7,0,1,4,70,30,3,7,6, ,1,2,1,33,2,1,1,7,1,1,1,213
64583111,5/1/2020,5363,1,5,0,9,10,10,10,10,10,9,6,9,8,3,10,8,100,0,0,7,8,5,0,1,10,10,0,0,0,0,1,8,8,8,1,1,8,8,8,8,1,8,8,10,10,6,7,7,6,3,9,8,3,6,0,0,7,0,5,6,0,4,1,0,2,5,5,9,2,1,1,10,10,7,3,7,50,3,2,1,42,3,3,1,2,1,1,1,213
64587119,5/2/2020,1403,1,10,7,9,8,9,5,6,5,0,6,3,3,4,5,5,97,0,3,8,8,5,5,5,8,8,5,7,8,9,3,10,8,8,1,3,7,6,7,6,5,5,7,9,8,7,7,8,9,5,8,2,2,8,0,4,6,2,5,5,2,9,7,5,0,5,5,2,5,5,8,50,50,5,10,5,25,3,7,2,33,3,4,6,2,1,1,1,213
64595852,5/2/2020,3287,1,9,0,9,10,10,9,10,10,10,5,10,10,3,10,10,0,100,0,9,8,0,3,7,10,10,0,0,0,0,0,10,10,10,0,0,8,0,8,10,5,10,10,10,10,9,8,9,10,9,9,1,1,8,0,0,5,0,9,7,0,10,10,0,0,0,0,0,0,0,10,30,60,5,16,8,25,3,7,1,50,3,3,1,3,1,1,2,213
64636119,5/2/2020,1663,1,9,1,8,10,10,10,10,10,10,10,10,10,10,10,10,0,70,30,2,5,5,5,5,10,10,0,0,0,0,0,10,10,10,0,0,5,10,10,10,5,10,10,5,5,7,7,7,8,5,8,7,6,7,0,1,3,2,5,4,1,10,9,2,0,3,5,1,5,4,9,50,50,4,16,5,25,3,7,1,49,2,4,1,6,1,1,1,213
64654274,5/2/2020,1251,1,10,10,7,8,10,4,7,9,2,0,3,8,8,7,10,90,10,0,2,3,4,8,6,10,6,6,10,10,10,4,7,4,8,1,3,9,5,10,7,5,8,6,2,1,2,2,0,3,4,2,10,6,0,0,4,4,4,5,2,1,5,5,5,0,5,5,5,5,5,8,100,80,5,1,3,50,3,4,2,40,1,2,3,7,1,1,1,213
64666211,5/2/2020,1203,1,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,50,45,5,9,9,9,9,9,10,5,9,9,9,9,7,9,9,10,1,8,5,5,9,5,5,5,4,9,9,9,8,9,9,8,9,8,9,9,0,2,9,4,7,8,5,5,5,5,5,6,5,5,5,5,5,40,50,6,2,8,50,300,4,2,53,1,3,1,6,1,1,1,213
64668464,5/2/2020,897,1,10,0,9,10,10,10,10,10,10,10,10,10,10,10,10,0,100,0,3,6,6,7,4,8,0,0,0,0,0,0,10,10,4,0,0,6,6,7,8,8,8,8,7,7,7,6,3,0,6,7,9,6,3,0,0,0,0,0,0,0,10,10,0,0,6,0,0,0,6,10,90,90,5,16,7,50,3,7,2,28,2,1,1,2,1,1,1,213
64669701,5/2/2020,801,1,9,10,6,9,10,6,6,10,4,8,7,7,5,7,7,15,60,25,7,7,5,6,5,8,5,5,1,5,6,5,6,5,6,4,4,6,5,8,5,5,6,6,7,6,5,5,5,5,5,5,6,5,6,0,5,7,5,7,5,5,8,8,7,1,7,1,6,9,7,8,50,50,5,5,5,50,300,4,2,30,2,1,1,3,1,1,1,213
64672012,5/2/2020,1308,1,9,5,6,7,10,10,10,10,9,9,7,7,9,9,10,50,20,30,5,6,4,5,5,10,10,5,1,0,2,2,9,9,9,1,0,9,6,8,6,6,4,3,5,3,6,4,6,6,3,7,6,3,4,0,3,2,0,3,4,1,10,7,5,0,5,6,3,3,5,10,50,40,5,11,5,25,3,7,2,20,1,1,4,5,2,1,1,213
64672106,5/2/2020,1127,1,5,0,5,10,10,10,10,10,8,9,10,4,10,10,10,100,0,0,5,5,0,0,0,10,3,0,0,0,0,4,10,7,6,0,5,7,7,7,7,7,5,5,5,5,6,6,7,6,3,6,6,8,4,0,4,4,4,4,4,4,8,4,4,0,9,4,10,9,4,8,10,10,3,3,5,25,300,7,2,30,2,1,1,6,1,1,2,213
64672737,5/2/2020,2272,1,8,10,8,8,10,8,10,10,6,10,10,10,7,10,10,100,0,0,9,8,5,5,5,10,10,3,2,2,2,5,10,8,10,0,2,9,7,7,6,7,8,10,8,8,7,7,9,8,5,9,5,10,6,0,2,8,6,9,7,2,5,7,2,2,5,2,4,5,2,3,30,10,8,5,9,50,3,7,1,40,3,4,1,1,1,1,1,213
64676336,5/2/2020,2458,1,8,8,3,4,10,6,10,10,0,0,10,3,5,10,6,0,75,25,4,7,5,5,5,5,5,6,5,4,5,7,10,10,10,0,0,8,7,10,9,7,6,8,10,10,8,8,9,10,8,10,3,1,8,0,2,8,0,10,7,0,6,8,0,0,9,8,2,7,8,6,10,20,5,16,3,25,300,7,2,24,2,1,2,5,1,1,1,213
64678230,5/2/2020,1917,1,7,4,7,9,10,10,10,10,1,1,7,9,8,8,10,60,40,0,4,5,6,7,4,8,6,8,5,7,7,9,8,8,8,1,6,4,5,3,7,5,2,2,7,6,6,7,8,8,4,8,7,6,4,0,5,5,1,6,4,4,8,8,4,1,5,7,7,5,7,8,40,40,5,5,9,50,3,6,2,25,2,2,1,5,2,1,1,213
64678484,5/2/2020,1326,1,10,6,10,9,9,10,10,10,10,6,9,10,9,10,10,60,35,5,5,7,5,7,6,10,9,5,1,0,2,1,10,10,8,0,0,8,1,7,8,6,7,7,7,7,7,7,7,10,9,7,4,8,4,0,0,4,2,6,3,3,10,7,6,0,7,4,0,4,4,9,70,70,5,7,5,50,3,7,2,23,2,1,4,4,2,1,1,213
64679531,5/2/2020,1203,1,3,0,5,3,8,0,8,2,0,10,7,2,3,2,8,100,0,0,3,2,2,7,8,8,3,10,7,8,8,2,9,8,7,0,2,5,5,5,5,5,5,5,1,2,3,7,2,5,3,7,8,7,3,0,6,5,6,3,3,6,5,6,3,1,3,1,2,6,6,5,10,10,5,6,9,25,3,7,1,21,2,1,3,6,1,1,1,213
64683327,5/2/2020,1223,1,6,7,1,8,10,7,7,9,8,6,7,5,5,6,8,85,10,5,5,6,3,4,4,10,8,0,0,0,0,2,8,9,9,0,3,7,6,7,7,7,6,6,7,8,7,7,8,8,2,5,9,7,6,0,4,6,3,6,5,2,8,7,5,3,5,3,2,7,5,6,50,30,5,16,6,25,3,7,1,20,2,1,6,5,1,1,1,213
64687833,5/2/2020,3023,1,10,9,10,10,10,10,10,10,8,10,10,5,5,10,10,33,34,33,8,8,0,0,0,10,8,0,0,0,0,2,10,10,10,0,2,2,5,9,9,9,3,2,8,8,9,9,9,9,8,8,4,4,8,0,0,0,0,0,0,0,8,8,0,0,0,0,4,0,0,10,90,90,5,14,8,25,3,7,2,45,3,3,1,5,1,1,1,213
64696685,5/2/2020,1054,1,9,2,8,10,10,10,10,10,7,10,10,10,10,10,10,10,45,45,5,5,0,3,2,10,10,3,0,1,5,0,10,5,10,0,10,8,8,8,8,8,8,8,5,5,5,5,7,4,4,3,5,8,0,0,1,2,5,1,0,2,5,10,1,0,6,7,5,1,1,5,60,60,5,12,5,50,300,4,2,19,2,1,4,7,1,1,1,213
64699958,5/2/2020,1785,1,3,10,4,2,6,0,1,10,2,6,0,0,0,0,0,97,3,0,9,8,5,5,6,10,10,8,1,9,6,3,10,10,10,0,0,9,5,10,8,9,8,10,10,10,8,8,8,8,8,10,4,4,9,0,1,6,0,6,7,3,10,10,3,0,10,7,0,6,6,8,10,20,5,16,9,25,3,7,2,22,1,1,4,2,1,1,1,213
64702293,5/2/2020,826,1,7,8,7,10,10,5,5,9,9,9,8,5,5,10,10,70,20,10,6,4,7,9,10,5,6,10,1,3,9,7,10,10,10,0,0,8,1,10,1,1,8,9,10,10,5,5,7,8,3,10,9,5,10,0,3,9,0,0,6,0,10,7,1,0,10,5,0,0,10,10,0,10,4,10,7,50,30,32,2,45,1,3,1,5,1,1,1,213
64705267,5/2/2020,787,1,10,1,9,9,9,8,10,7,9,5,8,9,9,9,10,94,3,3,5,6,6,6,6,9,7,6,1,2,2,6,8,7,8,5,5,5,6,7,5,5,5,6,6,6,5,5,5,5,5,5,6,5,7,0,6,5,6,5,6,5,6,5,3,4,5,6,5,6,5,7,50,70,8,1,5,25,3,7,1,53,3,3,1,4,1,1,1,213
64713749,5/2/2020,2051,1,9,9,7,9,10,9,10,10,9,10,9,9,9,10,9,5,75,20,5,6,6,6,6,10,10,7,5,5,5,5,10,9,9,9,5,9,9,9,10,6,1,1,6,9,9,9,9,9,9,10,7,3,7,0,5,5,2,8,5,5,10,5,5,5,5,5,5,5,5,5,10,10,5,14,8,50,300,8,2,70,2,2,2,3,1,1,1,213
64715390,5/2/2020,2167,1,5,7,6,5,10,9,9,10,10,10,3,5,3,5,5,45,40,15,5,9,8,9,5,10,10,9,9,8,9,5,10,10,9,0,1,10,7,10,9,5,9,9,10,10,9,9,9,9,9,10,9,9,9,0,1,1,0,1,1,2,9,9,3,0,9,10,3,6,9,9,10,10,5,10,6,75,100,4,2,46,1,4,1,2,1,1,1,213
64724412,5/2/2020,4345,1,10,4,8,9,10,10,10,10,2,10,10,10,10,10,10,60,25,15,6,7,6,10,1,10,10,0,0,0,0,7,10,10,8,0,3,10,3,10,10,10,10,10,10,10,10,7,10,10,10,10,6,0,10,0,6,8,1,8,8,5,7,9,8,0,10,7,0,8,8,8,10,20,7,6,6,50,300,16,2,26,2,1,1,2,1,1,1,213
64726104,5/2/2020,1671,1,5,0,0,8,5,9,10,2,1,10,0,0,0,0,5,50,50,0,3,2,5,5,5,10,10,2,9,7,4,8,10,8,8,2,2,8,9,10,9,10,7,8,2,2,2,1,2,6,2,2,10,8,2,0,3,2,5,1,2,6,8,2,2,1,7,0,0,0,0,10,80,80,5,12,5,125,3,7,1,33,1,1,1,5,1,1,1,213
64726681,5/2/2020,801,1,9,1,9,9,9,10,10,10,7,10,9,9,9,9,9,80,10,10,5,5,5,5,5,10,8,9,5,5,5,1,9,9,9,1,1,5,5,5,5,5,5,5,6,6,5,7,7,8,8,8,4,1,5,0,1,5,2,2,2,2,8,7,5,2,5,5,3,5,5,8,50,50,5,12,5,50,300,4,2,38,3,3,4,5,1,1,1,213
64730295,5/2/2020,2677,1,8,6,10,9,10,10,10,10,1,10,10,10,10,9,10,0,100,0,8,8,5,5,5,10,9,1,0,0,0,2,10,10,10,0,3,10,8,8,10,2,10,10,5,5,4,4,6,8,6,7,10,6,7,0,5,5,5,2,6,1,6,5,0,0,0,0,4,5,0,2,40,40,4,7,4,25,3,6,1,44,3,3,1,2,1,1,1,213
64733558,5/2/2020,1063,1,7,2,2,5,8,8,9,9,1,1,7,2,3,7,9,48,42,10,7,7,3,2,2,8,7,3,2,2,3,3,7,7,7,3,3,3,3,8,3,3,3,5,7,6,7,5,7,7,4,5,5,5,6,0,4,6,6,6,4,4,7,4,4,3,6,2,4,4,4,7,20,30,7,3,5,50,1,4,1,39,3,3,1,3,1,1,1,213
64737529,5/2/2020,1000,1,4,6,4,4,10,7,9,10,10,10,10,10,7,10,10,34,55,11,6,6,5,5,5,10,6,5,5,5,5,4,7,6,7,0,3,6,5,6,6,5,5,4,6,6,7,7,8,9,2,6,4,6,6,0,0,5,0,6,4,0,6,5,5,0,4,4,4,0,5,7,10,10,5,9,6,50,900,4,2,20,2,1,2,5,1,1,1,213
64738094,5/2/2020,1237,1,7,5,7,7,9,7,7,7,6,6,8,8,8,9,10,0,100,0,7,7,2,6,2,8,8,0,0,0,0,6,8,6,8,0,7,5,8,9,2,6,5,9,7,8,3,3,3,3,3,5,8,7,2,0,2,2,2,2,1,7,7,9,5,3,6,8,4,8,8,5,70,70,3,4,7,50,3,4,1,45,3,3,1,3,1,1,2,213
64740563,5/2/2020,777,1,9,2,10,10,10,10,10,9,10,10,6,9,7,9,10,0,100,0,7,5,5,5,5,8,8,5,5,5,5,5,10,5,5,5,5,10,7,7,10,5,5,7,10,10,9,7,7,9,2,8,8,8,4,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,7,5,50,3,4,2,60,3,9,1,5,2,1,1,213
64745490,5/2/2020,1021,1,9,1,9,9,10,10,10,10,8,10,9,10,10,10,10,0,75,25,8,7,0,5,0,10,8,1,0,0,0,5,10,10,10,0,4,6,6,7,7,3,6,7,8,8,7,8,8,9,4,8,6,2,8,0,6,2,6,2,9,2,6,8,7,0,3,6,3,1,4,8,70,70,7,5,8,25,3,7,1,37,3,4,1,2,1,1,1,213
64748958,5/2/2020,1327,1,3,0,3,9,10,6,6,10,3,6,10,10,5,10,10,100,0,0,5,2,5,8,0,10,0,7,1,0,0,2,10,10,10,5,10,10,0,10,5,5,0,5,2,2,1,4,5,5,2,4,0,10,9,0,2,8,5,0,5,0,0,9,0,0,5,10,3,0,3,10,50,70,1,16,3,25,3, ,1,55,3,2,1,4,1,1,1,213
64757126,5/2/2020,1083,1,7,2,6,8,10,9,9,10,6,8,9,7,7,10,10,33,50,17,4,4,5,5,5,10,9,8,2,4,4,6,8,7,8,0,7,7,6,6,4,5,4,4,7,7,6,5,8,9,4,6,3,3,6,0,3,3,2,4,6,3,6,6,5,3,5,5,2,6,6,8,40,40,6,7,4,50,300,4,2,54,3,3,1,4,1,1,1,213
64761433,5/2/2020,2171,1,9,3,9,7,10,9,9,9,1,5,9,9,7,9,9,50,40,10,5,6,5,5,5,10,8,0,0,0,0,5,10,9,10,0,5,5,5,5,6,5,4,4,5,6,7,7,7,7,5,6,6,6,5,0,1,6,1,7,6,3,6,6,1,2,6,5,5,4,1,8,50,50,5,6,6,50,3,4,2,52,1,1,1,5,1,1,2,213
64764274,5/2/2020,891,1,0,0,0,10,10,0,10,10,10,10,0,0,0,0,10,100,0,0,6,10,10,2,10,10,10,7,0,6,8,0,0,7,9,10,8,6,10,3,3,1,9,6,10,10,10,10,10,10,0,6,0,8,6,0,0,6,0,2,0,0,3,0,2,7,0,0,10,0,0,0,0,0,1,1,10,120,40,24,2,23,1,1,1,5,1,1,1,213
64766861,5/2/2020,825,1,0,10,0,0,5,0,5,7,0,5,0,5,0,0,5,100,0,0,8,8,5,5,5,10,8,2,5,8,1,1,10,10,8,0,3,5,7,7,8,9,8,9,8,5,7,7,8,9,6,6,2,3,7,0,1,0,6,0,1,0,5,7,0,1,3,1,3,8,6,8,0,0,7,7,8,50,300,4,1,49,3,3,2,5,1,1,1,213
64769870,5/2/2020,152,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,100,0,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,50,5,6,5,50,300,3,1,48,1,3,1,4,1,1,1,213
64796020,5/2/2020,1398,1,3,5,5,5,3,3,5,5,3,5,3,5,5,5,5,100,0,0,8,8,5,5,10,5,5,10,10,10,0,10,5,5,5,0,5,5,5,5,5,5,5,5,5,5,3,7,5,3,5,10,8,2,9,0,5,5,5,5,10,5,5,7,2,5,8,1,0,5,5,5,0,0,5,5,5,50,300,4,1,33,1,3,3,5,2,1,1,213
64844024,5/3/2020,1999,1,10,1,9,10,10,9,9,10,10,10,10,10,10,10,10,94,3,3,8,6,5,5,5,10,6,0,0,0,0,10,10,10,10,10,0,5,5,5,5,5,5,5,5,5,6,6,8,8,6,7,7,6,6,0,3,5,5,5,5,4,4,5,1,10,3,4,6,0,3,6,50,50,4,9,4,25,3,4,2,68,1,2,1,4,1,1,1,213
64845376,5/3/2020,1939,1,8,1,5,9,8,10,10,10,9,10,10,10,10,10,10,54,31,15,6,7,9,7,9,10,8,1,1,1,1,5,10,10,8,2,5,9,7,9,7,7,7,5,4,10,7,9,8,9,9,5,9,3,4,0,2,7,0,7,5,3,7,10,7,0,8,7,0,3,8,8,30,60,7,4,6,50,3,4,2,27,1,1,4,3,1,1,2,213
64851526,5/3/2020,1024,1,6,0,10,10,10,10,10,10,10,10,10,10,10,10,10,50,25,25,8,6,0,0,0,10,5,3,0,0,0,0,10,10,10,0,0,10,5,10,10,9,8,5,10,10,9,9,9,10,4,5,10,8,4,0,0,1,0,1,2,0,10,10,0,0,5,3,0,0,1,10,30,30,5,3,4,50,3,4,2,33,3,3,2,4,1,1,1,213
64852299,5/3/2020,1885,1,9,5,9,9,10,10,10,10,10,10,9,10,9,10,10,60,30,10,5,5,8,8,8,10,10,6,4,5,6,4,9,10,10,2,4,6,6,7,6,6,6,6,9,9,6,7,8,7,7,6,3,3,7,0,3,5,3,7,6,3,7,7,6,3,6,7,6,6,6,6,20,50,5,14,6,50,100, ,2,45,1,2,1,6,1,1,1,213
64853581,5/3/2020,1124,1,8,0,10,10,10,10,10,10,0,5,10,1,10,10,8,67,33,0,4,8,2,8,5,10,9,0,0,0,0,2,10,10,9,9,6,8,6,8,5,1,8,10,9,9,7,8,8,10,2,9,9,7,7,0,2,1,1,1,2,1,5,5,5,5,5,5,5,5,5,5,10,0,7,13,5,25,3,7,1,64,3,3,1,2,1,1,1,213
64853652,5/3/2020,1335,1,3,7,7,6,10,7,1,1,0,8,10,10,7,10,10,0,50,50,8,3,5,5,7,5,5,0,0,0,0,5,10,9,5,2,7,7,9,7,7,8,7,8,7,6,5,4,5,6,5,8,5,6,5,0,6,8,5,6,8,6,6,6,3,1,6,2,3,7,7,7,70,70,2,16,3,25,3,7,2,19,1,1,4,6,1,1,1,213
64854275,5/3/2020,2204,1,8,7,1,5,10,10,10,10,7,10,7,1,1,2,9,67,33,0,8,7,8,9,8,8,7,2,0,0,3,2,10,7,7,0,1,7,4,7,4,7,4,7,6,8,8,6,7,5,3,9,6,4,4,0,4,6,7,8,5,5,6,4,6,4,6,8,4,4,5,5,50,60,7,2,9,25,1,4,2,23,2,1,4,4,1,1,1,213
64855411,5/3/2020,918,1,10,7,10,5,10,10,9,8,0,10,10,8,10,10,10,40,50,10,9,6,10,8,10,10,8,9,7,5,10,10,10,10,10,0,0,5,5,5,5,5,5,5,7,9,0,5,6,10,8,2,0,6,10,0,0,0,0,7,0,0,10,8,0,0,9,0,0,8,0,10,0,90,0,7,10,50,3,4,2,24,3,3,1,3,2,1,1,213
64856277,5/3/2020,448,1,9,6,9,10,8,9,9,9,9,9,7,6,4,8,10,16,43,41,3,3,5,9,9,6,6,8,7,5,8,5,7,8,6,3,5,7,7,7,7,5,5,5,5,7,6,6,6,6,4,7,6,2,4,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,40,70,5,1,5,50,6000,4,2,30,2,2,3,5,1,1,1,213
64856382,5/3/2020,1532,1,10,10,7,10,10,10,10,10,9,10,10,10,10,10,10,70,20,10,6,7,1,3,1,10,10,2,0,2,2,2,9,9,9,0,1,10,7,9,6,5,7,10,7,8,7,8,8,9,4,9,5,9,7,0,5,6,0,6,6,2,9,8,4,1,7,8,2,5,6,9,10,10,7,1,7,25,3,4,2,65,1,3,1,4,1,1,1,213
64857669,5/3/2020,2138,1,10,0,10,8,10,10,10,10,10,10,10,8,8,10,10,100,0,0,10,10,3,3,3,7,4,1,0,0,0,5,10,9,8,1,1,5,7,5,6,6,8,7,5,10,4,3,4,5,2,8,5,5,5,0,5,10,0,10,5,6,7,5,6,5,6,5,6,6,3,5,50,60,5,11,5,25,3,2,2,35,3,3,1,5,2,1,1,213
64859562,5/3/2020,1327,1,6,0,9,6,10,7,7,10,5,9,9,9,9,9,9,65,25,10,8,7,8,6,6,5,5,5,3,0,2,6,8,8,8,1,7,5,7,7,7,5,6,7,7,7,6,7,8,7,6,6,6,8,8,0,6,7,2,7,7,2,7,7,7,2,6,7,3,7,6,7,30,80,7,8,7,50,900,7,1,51,1,1,1,6,2,1,1,213
