"consent_1","consent_2","social_media","lockdown_support","lockdown_wrong","timing_1","lockdown_deon_trustworthy_v1","lockdown_deon_trust_other_v1","lockdown_deon_share_v1","lockdown_deon_share_media_v1","timing_2","lockdown_consq_trustworthy_v1","lockdown_consq_trust_other_v1","lockdown_consq_share_v1","lockdown_consq_share_media_v1","timing_3","lockdown_consq_trustworthy_v2","lockdown_consq_trust_other_v2","lockdown_consq_share_v2","lockdown_consq_share_media_v2","lockdown_deon_trustworthy_v2","lockdown_deon_trust_other_v2","lockdown_deon_share_v2","lockdown_deon_share_media_v2","ventilator_support","ventilator_wrong","timing_4","ventilator_deon_trustworthy_v1","ventilator_deon_trust_other_v1","ventilator_deon_share_v1","ventilator_deon_share_media_v1","timing_5","ventilator_consq_trustworthy_v1","ventilator_consq_trust_other_v1","ventilator_consq_share_v1","ventilator_consq_share_media_v1","timing_6","ventilator_consq_trustworthy_v2","ventilator_consq_trust_other_v2","ventilator_consq_share_v2","ventilator_consq_share_media_v2","timing_7","ventilator_deon_trustworthy_v2","ventilator_deon_trust_other_v2","ventilator_deon_share_v2","ventilator_deon_share_media_v2","timing_8","tracing_support","tracing_wrong","timing_9","tracing_deon_trustworthy_v1","tracing_deon_trust_other_v1","tracing_deon_share_v1","tracing_deon_share_media_v1","timing_10","tracing_consq_trustworthy_v1","tracing_consq_trust_other_v1","tracing_consq_share_v1","tracing_consq_share_media_v1","timing_11","tracing_consq_trustworthy_v2","tracing_consq_trust_other_v2","tracing_consq_share_v2","tracing_consq_share_media_v2","timing_12","tracing_deon_trustworthy_v2","tracing_deon_trust_other_v2","tracing_deon_share_v2","tracing_deon_share_media_v2","timing_13","medicine_support","medicine_wrong","timing_14","medicine_deon_trustworthy_v1","medicine_deon_trust_other_v1","medicine_deon_share_v1","medicine_deon_share_media_v1","timing_15","medicine_consq_trustworthy_v1","medicine_consq_trust_other_v1","medicine_consq_share_v1","medicine_consq_share_media_v1","timing_16","medicine_consq_trustworthy_v2","medicine_consq_trust_other_v2","medicine_consq_share_v2","medicine_consq_share_media_v2","timing_17","medicine_deon_trustworthy_v2","medicine_deon_trust_other_v2","medicine_deon_share_v2","medicine_deon_share_media_v2","timing_18","ppe_support","ppe_wrong","timing_19","ppe_deon_trustworthy_v1","ppe_deon_trust_other_v1","ppe_deon_share_v1","ppe_deon_share_media_v1","timing_20","ppe_consq_trustworthy_v1","ppe_consq_trust_other_v1","ppe_consq_share_v1","ppe_consq_share_media_v1","timing_21","ppe_consq_trustworthy_v2","ppe_consq_trust_other_v2","ppe_consq_share_v2","ppe_consq_share_media_v2","timing_22","ppe_deon_trustworthy_v2","ppe_deon_trust_other_v2","ppe_deon_share_v2","ppe_deon_share_media_v2","timing_23","covid_concern","covid_cases_personal","timing_24","OUS1","OUS2","OUS3","OUS4","OUS5","OUS6","OUS7","OUS8","OUS9","attention1","timing_25","gender","QID126_5_TEXT","age","race","timing_26","education","income","timing_27","political_ideology","pol_party","Q168_4_TEXT","timing_28","religious","timing_29","number_covid_studies","similarity_covid_studies","timing_30","order_dilemmas","order_lockdown","order_ventilators","order_tracing","order_medicine","order_ppe","OUS_DO","gender_recode","race_recode","education_num","medicine_deon_trustworthy","medicine_consq_trustworthy","medicine_deon_trust_other","medicine_consq_trust_other","medicine_deon_share","medicine_consq_share","medicine_deon_share_media","medicine_consq_share_media","ventilator_deon_trustworthy","ventilator_consq_trustworthy","ventilator_deon_trust_other","ventilator_consq_trust_other","ventilator_deon_share","ventilator_consq_share","ventilator_deon_share_media","ventilator_consq_share_media","lockdown_deon_trustworthy","lockdown_consq_trustworthy","lockdown_deon_trust_other","lockdown_consq_trust_other","lockdown_deon_share","lockdown_consq_share","lockdown_deon_share_media","lockdown_consq_share_media","tracing_deon_trustworthy","tracing_consq_trustworthy","tracing_deon_trust_other","tracing_consq_trust_other","tracing_deon_share","tracing_consq_share","tracing_deon_share_media","tracing_consq_share_media","ppe_deon_trustworthy","ppe_consq_trustworthy","ppe_deon_trust_other","ppe_consq_trust_other","ppe_deon_share","ppe_consq_share","ppe_deon_share_media","ppe_consq_share_media","exclude","consq_overall_trustworthy","deon_overall_trustworthy","consq_overall_trust_other","deon_overall_trust_other","lockdown_deon_overall_trust","lockdown_consq_overall_trust","medicine_deon_overall_trust","medicine_consq_overall_trust","ppe_deon_overall_trust","ppe_consq_overall_trust","tracing_deon_overall_trust","tracing_consq_overall_trust","ventilator_deon_overall_trust","ventilator_consq_overall_trust","consq_overall_trust","consq_trust_IH","consq_trust_IB","deon_overall_trust","deon_trust_IH","deon_trust_IB","consq_overall_share","consq_share_IH","consq_share_IB","deon_overall_share","deon_share_IH","deon_share_IB","support_overall","support_IB","support_IH","wrong_overall","wrong_IB","wrong_IH","policy_attitude","policy_attitude_IB","policy_attitude_IH","lockdown_policy_attitude","ventilator_policy_attitude","tracing_policy_attitude","ppe_policy_attitude","medicine_policy_attitude","impartial_beneficence","instrumental_harm"
1,1,"Yes",1,6,47.372,4,4,6,1,10.094,4,4,6,1,3.395,NA,NA,NA,NA,NA,NA,NA,NA,1,1,21.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,1,7.668,4,4,6,1,5.03,2,2,24.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,1,11.799,4,4,6,1,2.946,3,7,47.665,4,4,6,1,12.917,4,4,6,1,8.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,84.026,4,4,6,1,38.017,4,4,6,1,14.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Unsure",9.057,4,2,4,6,1,5,4,7,6,NA,108.35,"Male","",26,"White",8.072,"College qualifications ",4,9.568,4,1,NA,14.085,3,4.998,"0",1,27.133,"FL_24|FL_68|FL_17|FL_16|FL_35","Deontological First","VentilatorsVersion2","Consequentialist First","Deontological First","Deontological First","Instruct|attention1|OUS2|OUS9|OUS7|OUS8|OUS6|OUS4|OUS1|OUS3|OUS5|Q231","Male","White",2,4,4,4,4,6,6,1,1,4,4,4,4,6,6,1,1,4,4,4,4,6,6,1,1,4,4,4,4,6,6,1,1,4,4,4,4,6,6,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,2,3,1.33333333333333,4.6,7,3,3.3,5,2.16666666666667,3.5,1,2,5,5,3.4,5.5
1,1,"Yes",5,5,30.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,2,5,5,2,2,5,3,26.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,2,10.222,5,4,2,2,16.619,6,6,15.038,5,5,3,2,12.2,5,5,2,2,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,28.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,18.943,4,5,2,2,72.394,3,5,37.491,5,5,3,3,31.328,4,4,2,2,23.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No",8.046,4,2,3,3,5,3,3,3,4,NA,63.644,"Female","",46,"White",15.855,"Bachelor's degree ",6,10.184,4,3,NA,8.578,1,4.114,"1-5",1,11.924,"FL_24|FL_16|FL_17|FL_68|FL_35","Consequentialist First","VentilatorsVersion2","Deontological First","Consequentialist First","Deontological First","Instruct|attention1|OUS2|OUS7|OUS3|OUS9|OUS1|OUS6|OUS5|OUS4|OUS8|Q231","Female","White",3,4,4,5,3,2,1,2,1,5,4,4,4,2,2,2,2,5,5,5,4,2,2,2,2,5,5,5,5,3,2,2,2,5,4,5,4,3,2,3,2,0,4.4,4.8,4,4.8,5,4.5,4.5,3.5,5,4,5,5,4.5,4,4.2,4.5,3.75,4.8,4.83333333333333,4.75,1.8,2,1.5,2.3,2.16666666666667,2.5,4.4,3,5.33333333333333,4.4,4,4.66666666666667,4.4,3.5,5,5,4,6,4,3,3.4,3.25
1,1,"Yes",1,2,40.367,6,5,4,3,19.217,2,2,3,3,15.398,NA,NA,NA,NA,NA,NA,NA,NA,3,4,15.369,5,5,2,2,9.518,4,4,2,2,9.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,8.189,3,3,2,2,10.201,4,4,2,2,16.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,53.675,2,3,3,3,19.188,6,6,4,4,22.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,49.44,2,3,3,3,10.11,6,5,4,4,10.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No",4.532,5,4,4,6,6,4,4,4,4,NA,90.969,"Male","",29,"White",8.287,"Bachelor's degree ",5,4.941,2,6,NA,3.529,1,1.813,"6-10",2,6.864,"FL_16|FL_24|FL_68|FL_35|FL_17","Deontological First","VentilatorsVersion1","Deontological First","Deontological First","Deontological First","Instruct|OUS6|OUS8|OUS4|OUS5|attention1|OUS9|OUS2|OUS7|OUS1|OUS3|Q231","Male","White",3,2,6,3,6,3,4,3,4,5,4,5,4,2,2,2,2,6,2,5,2,4,3,3,3,3,4,3,4,2,2,2,2,2,6,3,5,3,4,3,4,0,4.4,3.6,4.2,3.8,5.5,2,2.5,6,2.5,5.5,3,4,5,4,4.3,3.33333333333333,5.75,3.7,4.5,2.5,3,2.33333333333333,4,2.7,2.5,3,4.4,7,2.66666666666667,4.4,6,3.33333333333333,4.4,6.5,3,1.5,3.5,4,6.5,6.5,5,4
1,1,"Yes",2,2,50.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,5,5,4,4,3,3,35.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,11.785,4,4,5,4,10.014,5,3,39.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,17.48,4,4,3,3,14.526,2,3,24.772,4,4,4,4,22.501,5,4,3,4,9.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,14.171,5,4,4,4,11.679,4,3,4,4,9.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Yes",6.301,5,4,6,5,4,4,5,5,3,NA,111.931,"Female","",40,"White",10.461,"Bachelor's degree ",6,20.968,2,1,NA,69.145,1,2.863,"1-5",2,7.306,"FL_16|FL_35|FL_17|FL_68|FL_24","Consequentialist First","VentilatorsVersion2","Consequentialist First","Deontological First","Deontological First","Instruct|OUS1|attention1|OUS2|OUS3|OUS7|OUS6|OUS5|OUS4|OUS8|OUS9|Q231","Female","White",3,4,5,4,4,4,3,4,4,4,2,4,3,5,3,4,3,5,3,5,2,4,2,4,2,4,3,4,4,3,3,3,3,5,4,4,3,4,4,4,4,0,3.4,4.4,3.2,4.2,5,2.5,4,4.5,4.5,3.5,4,3.5,4,2.5,3.3,2.83333333333333,4,4.3,4.33333333333333,4.25,3.1,2.66666666666667,3.75,3.9,3.83333333333333,4,3.2,3,3.33333333333333,3,3.5,2.66666666666667,3.1,3.25,3,2,3,4,4,2.5,4.8,4.25
1,1,"Yes",3,3,36.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,6,6,4,2,5,3,39.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,4,2,35.981,5,4,2,1,24.346,7,5,22.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,20.202,4,3,2,1,14.228,5,6,25.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,4,18.206,3,2,2,1,14.598,5,6,29.28,3,3,2,1,22.82,5,5,5,2,20.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"No",4.173,6,7,4,6,5,5,6,5,5,NA,68.764,"Female","",19,"White",6.479,"Secondary School or High School",5,12.284,2,1,NA,7.661,2,3.21,"1-5",2,9.418,"FL_17|FL_24|FL_16|FL_35|FL_68","Consequentialist First","VentilatorsVersion2","Consequentialist First","Consequentialist First","Deontological First","Instruct|OUS4|OUS7|attention1|OUS6|OUS1|OUS8|OUS2|OUS5|OUS3|OUS9|Q231","Female","White",1,3,5,2,4,2,5,1,4,5,5,4,6,2,4,1,2,6,3,6,3,4,2,2,1,4,5,3,5,2,5,1,3,3,5,3,5,2,5,1,2,0,4.6,4.2,4.6,3.6,6,3,2.5,4.5,3,5,3.5,5,4.5,5.5,4.6,4.5,4.75,3.9,4.66666666666667,2.75,3.3,2.83333333333333,4,1.8,2,1.5,5,5,5,4.6,6,3.66666666666667,4.8,5.5,4.33333333333333,3,4,6,5.5,5.5,5.6,5.25
1,1,"Yes",5,4,63.426,5,5,3,3,18.809,5,5,3,4,14.795,NA,NA,NA,NA,NA,NA,NA,NA,3,3,41.742,5,5,3,4,17.719,4,4,2,2,23.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,39.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,2,22.218,5,5,2,2,17.412,7,7,29.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,5,25.225,4,4,3,3,13.954,7,7,36.313,4,4,3,3,34.843,6,6,6,5,28.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"No",6.012,5,5,3,3,6,3,3,5,3,NA,96.326,"Female","",33,"White",13.806,"College qualifications ",4,12.954,1,1,NA,7.926,2,3.408,"1-5",1,11.382,"FL_24|FL_68|FL_16|FL_35|FL_17","Deontological First","VentilatorsVersion1","Consequentialist First","Consequentialist First","Deontological First","Instruct|OUS2|OUS6|attention1|OUS8|OUS9|OUS1|OUS7|OUS3|OUS5|OUS4|Q231","Female","White",2,4,6,4,6,3,6,3,5,5,4,5,4,3,2,4,2,5,5,5,5,3,3,3,4,5,5,5,5,2,2,2,2,4,6,4,6,3,6,3,5,0,5.2,4.6,5.2,4.6,5,5,4,6,4,6,5,5,5,4,5.2,4.66666666666667,6,4.6,5,4,3.7,2.5,5.5,2.9,2.83333333333333,3,5.4,7,4.33333333333333,5,7,3.66666666666667,5.2,7,4,4.5,3,4.5,7,7,4.4,3.5
1,1,"Yes",1,1,25.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,7,7,7,7,1,3,27.14,6,5,3,4,58.979,5,5,2,1,11.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,79.358,7,7,3,2,11.496,1,2,2,2,62.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,22.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,1,11.961,4,4,2,1,9.536,6,7,23.179,2,1,1,1,12.755,7,5,2,3,11.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"No",2.763,4,5,5,1,7,4,1,4,3,NA,56.662,"Nonbinary","",21,"White",6.276,"Secondary School or High School",2,12.404,2,1,NA,7.853,2,3.424,"11-20",3,9.714,"FL_17|FL_16|FL_24|FL_68|FL_35","Consequentialist First","VentilatorsVersion1","Deontological First","Consequentialist First","Deontological First","Instruct|OUS6|OUS3|OUS1|OUS4|OUS7|OUS5|OUS8|OUS9|attention1|OUS2|Q231","Other","White",1,4,4,4,4,2,2,1,1,6,5,5,5,3,2,4,1,7,1,7,1,7,1,7,1,7,1,7,2,3,2,2,2,2,7,1,5,1,2,1,3,0,3.6,5.2,3.4,4.8,7,1,4,4,1.5,6,7,1.5,5.5,5,3.5,2.5,5,5,6.5,2.75,1.7,1.5,2,3.1,4.33333333333333,1.25,2.6,4.5,1.33333333333333,3.6,6,2,3.1,5.25,1.66666666666667,1,2,2,6.5,4,4.4,3
1,1,"Yes",3,5,29.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,5,5,4,4,5,4,33.215,5,5,5,4,15.336,4,4,4,4,15.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,30.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,16.687,4,5,4,4,16.994,3,5,26.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,25.99,5,5,4,4,11.841,3,5,36.429,5,5,4,5,25.682,5,4,4,4,22.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No",6.338,3,2,4,5,4,4,4,4,4,NA,102.394,"Female","",50,"White",12.149,"Secondary School or High School",3,11.968,4,1,NA,6.492,2,4.554,"1-5",1,17.014,"FL_24|FL_17|FL_68|FL_35|FL_16","Consequentialist First","VentilatorsVersion1","Consequentialist First","Consequentialist First","Deontological First","Instruct|OUS4|OUS1|OUS2|attention1|OUS9|OUS8|OUS3|OUS6|OUS7|OUS5|Q231","Female","White",1,5,5,5,5,4,4,4,4,5,4,5,4,5,4,4,4,5,4,5,5,4,4,4,4,4,4,5,5,4,4,4,4,5,5,5,4,4,4,5,4,0,4.4,4.8,4.6,5,5,4.5,5,5,5,4.5,4.5,4.5,5,4,4.5,4.33333333333333,4.75,4.9,4.83333333333333,5,4,4,4,4.2,4.16666666666667,4.25,3.8,3,4.33333333333333,4.6,5,4.33333333333333,4.2,4,4.33333333333333,4,4.5,4.5,4,4,3.6,4
1,1,"Yes",2,2,54.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,1,3,4,5,2,6,2,34.539,5,5,6,2,17.167,4,5,7,3,21.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,29.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,2,17.5,2,1,1,1,18.676,3,6,38.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,26.417,4,3,5,2,29.333,1,4,30.744,3,2,4,1,15.356,3,2,1,2,16.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"No",5.384,4,2,4,1,3,4,5,2,1,NA,81.551,"Female","",21,"White",9.154,"Bachelor's degree ",1,7.175,3,9,NA,10.516,2,4.44,"11-20",1,9.217,"FL_68|FL_16|FL_17|FL_35|FL_24","Consequentialist First","VentilatorsVersion1","Consequentialist First","Consequentialist First","Deontological First","Instruct|attention1|OUS1|OUS8|OUS2|OUS5|OUS9|OUS6|OUS7|OUS3|OUS4|Q231","Female","White",3,4,3,3,2,5,2,2,1,5,4,5,5,6,7,2,3,3,2,4,1,5,4,2,1,2,4,1,5,1,7,1,2,3,3,2,2,4,1,1,2,0,3.2,3.4,3,3,3.5,1.5,3.5,2.5,2.5,2.5,1.5,4.5,5,4.5,3.1,3.5,2.5,3.2,3.33333333333333,3,3,4,1.5,2.9,2.83333333333333,3,3.2,2,4,3.6,5,2.66666666666667,3.4,3.5,3.33333333333333,2,4,4,2.5,4.5,2.8,3
1,1,"Yes",3,3,64.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,5,5,4,1,3,3,46.497,4,4,3,1,22.186,4,4,3,1,16.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,45.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,22.48,4,4,3,1,14.138,4,5,47.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,1,23.041,4,4,3,1,15.901,4,5,28.014,4,4,3,1,18.47,5,5,4,1,11.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"No",5.661,1,1,1,1,4,4,2,3,4,NA,122.19,"Male","",33,"White",9.457,"College qualifications ",1,10.423,3,5,NA,6.513,1,1.888,"6-10",2,16.122,"FL_16|FL_68|FL_24|FL_35|FL_17","Consequentialist First","VentilatorsVersion1","Consequentialist First","Consequentialist First","Deontological First","Instruct|attention1|OUS3|OUS7|OUS4|OUS6|OUS9|OUS8|OUS1|OUS5|OUS2|Q231","Male","White",2,4,5,4,5,3,4,1,1,4,4,4,4,3,3,1,1,5,3,5,3,4,3,1,1,4,3,4,3,3,3,1,1,4,5,4,5,3,4,1,1,0,4,4.2,4,4.2,5,3,4,5,4,5,4,3,4,4,4,3.33333333333333,5,4.2,4.33333333333333,4,2.2,2,2.5,2.1,2.16666666666667,2,3.4,4,3,3.8,5,3,3.6,4.5,3,3,3,3,4.5,4.5,1.6,3.25
1,1,"Yes",3,4,156.949,6,5,4,3,24.393,5,4,3,3,42.894,NA,NA,NA,NA,NA,NA,NA,NA,1,3,27.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,1,15.391,6,4,2,2,13.642,4,5,19.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,3,3,14.085,5,5,3,3,14.085,3,6,22.374,5,5,3,3,18.836,5,5,3,3,15.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,28.239,6,4,3,3,10.972,4,4,3,3,15.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No",4.731,5,7,4,5,2,4,2,5,3,NA,127.35,"Female","",28,"White",24.336,"Bachelor's degree ",4,10.841,4,9,NA,7.334,1,2.625,"1-5",1,7.422,"FL_16|FL_68|FL_35|FL_24|FL_17","Deontological First","VentilatorsVersion2","Consequentialist First","Deontological First","Deontological First","Instruct|OUS4|OUS8|OUS2|OUS3|OUS7|OUS1|OUS9|OUS5|attention1|OUS6|Q231","Female","White",3,5,5,5,5,3,3,3,3,6,4,4,5,2,1,2,1,6,5,5,4,4,3,3,3,5,6,5,6,3,3,3,3,6,4,4,4,3,3,3,3,0,4.8,5.6,4.8,4.6,5.5,4.5,5,5,5,4,5,6,5,4.5,4.8,5,4.5,5.1,5.16666666666667,5,2.6,2.33333333333333,3,2.9,2.83333333333333,3,2.8,3,2.66666666666667,4.4,5,4,3.6,4,3.33333333333333,3.5,2,4.5,3.5,4.5,4.6,3.5
1,1,"Yes",1,1,23.433,7,7,7,7,27.282,7,7,7,7,5.967,NA,NA,NA,NA,NA,NA,NA,NA,4,4,15.563,1,1,1,1,17.027,7,7,7,7,15.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,13.035,7,7,7,7,8.628,1,1,1,1,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,12.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,64.754,7,7,7,7,7.674,7,7,35.016,1,1,1,1,16.251,7,7,7,7,309.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"No",3.701,6,6,6,6,5,7,6,6,6,NA,37.094,"Male","",41,"White",7.332,"Bachelor's degree ",10,4.946,4,1,NA,4.379,7,1.602,"1-5",4,9.51,"FL_24|FL_17|FL_68|FL_35|FL_16","Deontological First","VentilatorsVersion1","Deontological First","Consequentialist First","Deontological First","Instruct|attention1|OUS6|OUS7|OUS1|OUS5|OUS2|OUS3|OUS8|OUS4|OUS9|Q231","Male","White",3,7,7,7,7,7,7,7,7,1,7,1,7,1,7,1,7,7,7,7,7,7,7,7,7,7,1,7,1,7,1,7,1,1,7,1,7,1,7,1,7,0,5.8,4.6,5.8,4.6,7,7,7,7,1,7,7,1,1,7,5.8,5,7,4.6,5,4,5.8,5,7,4.6,5,4,4,7,2,4,7,2,4,7,2,1,4,1,7,7,5.8,6.25
1,1,"Yes",6,7,55.265,5,5,4,3,24.91,6,6,5,4,24.018,NA,NA,NA,NA,NA,NA,NA,NA,1,4,54.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,2,28.232,6,6,5,4,19.799,1,1,23.462,6,6,5,5,12.523,2,2,1,1,14.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,41.6,4,4,3,2,17.791,4,4,3,2,16.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,21.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,8.514,5,5,3,3,9.319,1,"No",5.087,3,3,6,6,4,3,4,5,3,NA,73.055,"Female","",26,"White",6.871,"College qualifications ",5,6.772,4,1,NA,7.846,1,2.184,"11-20",1,95.501,"FL_17|FL_16|FL_68|FL_35|FL_24","Deontological First","VentilatorsVersion2","Deontological First","Deontological First","Consequentialist First","Instruct|attention1|OUS8|OUS4|OUS3|OUS6|OUS5|OUS9|OUS2|OUS7|OUS1|Q231","Female","White",2,4,4,4,4,3,3,2,2,6,4,6,4,5,3,4,2,5,6,5,6,4,5,3,4,6,2,6,2,5,1,5,1,5,3,5,3,3,2,3,2,0,3.8,5.2,3.8,5.2,5,6,4,4,5,3,6,2,6,4,3.8,4,3.5,5.2,5.66666666666667,4.5,2.5,2.66666666666667,2.25,3.7,4.33333333333333,2.75,2.4,2,2.66666666666667,3.4,2.5,4,2.9,2.25,3.33333333333333,6.5,2.5,1,2,2.5,4.4,3.75
1,1,"Yes",3,2,55.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,5,6,6,6,1,1,48.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,15.378,7,7,7,7,12.361,1,1,36.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,21.214,6,6,6,6,10.917,4,3,49.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,38.648,4,5,5,5,18.117,1,2,56.525,6,6,6,7,21.981,2,2,2,2,14.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"No",8.257,4,7,5,4,5,5,4,4,5,NA,118.152,"Male","",54,"White",19.959,"Secondary School or High School",2,13.842,6,3,NA,8.037,2,4.219,"1-5",1,12.838,"FL_68|FL_35|FL_16|FL_24|FL_17","Consequentialist First","VentilatorsVersion2","Consequentialist First","Consequentialist First","Deontological First","Instruct|OUS2|OUS6|OUS3|attention1|OUS7|OUS8|OUS1|OUS9|OUS5|OUS4|Q231","Male","White",1,4,3,5,2,5,1,5,1,7,1,7,1,7,1,7,1,5,2,6,2,6,2,6,2,6,1,6,1,6,1,6,1,6,2,6,2,6,2,7,2,0,1.8,5.6,1.6,6,5.5,2,4.5,2.5,6,2,6,1,7,1,1.7,1.33333333333333,2.25,5.8,6.16666666666667,5.25,1.4,1.33333333333333,1.5,6.1,6.33333333333333,5.75,2,2.5,1.66666666666667,1.8,2.5,1.33333333333333,1.9,2.5,1.5,2.5,1,1,1.5,3.5,5,4.5
1,1,"Yes",2,4,51.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,1,5,5,5,1,7,4,53.904,5,5,5,1,19.207,5,5,5,1,14.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,39.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,1,21.986,4,4,5,1,13.262,1,4,60.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,1,42.34,5,5,5,1,23.723,1,4,20.02,5,5,5,1,14.187,3,3,5,1,12.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No",6.801,1,1,2,1,3,2,2,4,3,NA,119.847,"Female","",61,"White",11.381,"College qualifications ",2,21.721,5,3,NA,12.317,2,5.058,"1-5",2,10.776,"FL_68|FL_17|FL_16|FL_35|FL_24","Consequentialist First","VentilatorsVersion1","Consequentialist First","Consequentialist First","Deontological First","Instruct|OUS9|OUS5|OUS2|OUS3|OUS4|OUS8|OUS6|attention1|OUS7|OUS1|Q231","Female","White",2,5,4,5,3,5,4,1,1,5,5,5,5,5,5,1,1,5,4,5,4,5,5,1,1,4,4,4,4,5,5,1,1,5,3,5,3,5,5,1,1,0,4,4.8,3.8,4.8,5,4,5,3.5,5,3,4,4,5,5,3.9,4.33333333333333,3.25,4.8,4.66666666666667,5,2.9,3,2.75,3,3,3,3.4,1,5,4,4,4,3.7,2.5,4.5,3,5.5,5,2.5,2.5,1.6,2.75
